Transaction Date,Local Authority Department,Beneficiary,Purpose of Expenditure,Amount (excluding VAT),Non Recoverable VAT,Merchant Category
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,"Age Uk Redbridge, Barking and Havering Limited",Payments To Voluntary Sector,3270.42,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,"Age Uk Redbridge, Barking and Havering Limited",Payments To Voluntary Sector,3270.42,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,Matrix SCM Ltd,Consultancy Fees,3082.84,0.00,COMMERCIAL SUPPLIER 
 01-02-2024,People - Ageing Well,The Advocacy People,Private Contractors Payment - Other,848.50,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Amachyck Care Solution Ltd.,Home Care - Private Contractors Payment,1135.70,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Amachyck Care Solution Ltd.,Home Care - Private Contractors Payment,1135.70,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Headway East London,Daycare - Private Contractors Payment,826.00,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Headway East London,Daycare - Private Contractors Payment,735.00,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,The Sycamore Trust,Payments To Voluntary Sector,3333.34,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,The Sycamore Trust,Payments To Voluntary Sector,3333.33,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,The Sycamore Trust,Payments To Voluntary Sector,3333.34,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,The Sycamore Trust,Payments To Voluntary Sector,3333.33,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Raynet Recruitment Agency Ltd,Supported Other Accommodation - Private Contractors Payment,4309.20,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Raynet Recruitment Agency Ltd,Supported Other Accommodation - Private Contractors Payment,3321.72,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Raynet Recruitment Agency Ltd,Supported Other Accommodation - Private Contractors Payment,614.04,0.00,COMMERCIAL SUPPLIER 
 02-02-2024,People - Ageing Well,Ronti Care Solutions,Home Care - Private Contractors Payment,2464.00,0.00,LOCAL AUTHORITY SERVICES 
 02-02-2024,People - Ageing Well,Ronti Care Solutions,Home Care - Private Contractors Payment,2552.00,0.00,LOCAL AUTHORITY SERVICES 
 03-02-2024,People - Ageing Well,Romford Private Hire Ltd,Client Transport,3255.00,0.00,COMMERCIAL SUPPLIER 
 04-02-2024,People - Ageing Well,Cakeybakeydoodaa Ltd,Daycare - Private Contractors Payment,624.00,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Romford Private Hire Ltd,Client Transport,620.00,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,786.24,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,3669.13,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,1223.07,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,8109.60,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,2446.09,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,1048.32,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,6000.00,0.00,NON COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,752.56,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1668.72,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2519.44,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1030.68,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2355.84,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,687.12,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1832.32,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1145.20,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1840.50,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,515.34,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,801.64,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1374.24,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,703.48,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,891.62,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,687.12,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,891.62,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,916.16,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,523.52,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,907.98,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,916.16,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,948.88,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,948.88,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Private Contractors Payment - Other,44045.44,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,All Therapy Solutions Ltd,Occupational Health,1750.00,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1164.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,2328.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,2328.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1164.00,0.00,LOCAL AUTHORITY SERVICES 
 05-02-2024,People - Ageing Well,London & Co UK Ltd,Payment To Private Sector Landlords (Psl),1785.00,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,1223.08,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,611.53,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,2271.40,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,2271.40,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,2271.40,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,2271.40,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,1223.08,0.00,COMMERCIAL SUPPLIER 
 05-02-2024,People - Ageing Well,Outreach Support Services Ltd,Home Care - Private Contractors Payment,1223.08,0.00,COMMERCIAL SUPPLIER 
