Transaction Date,Local Authority Department,Beneficiary,Purpose of Expenditure,Amount (excluding VAT),Non Recoverable VAT,Merchant Category
 12-01-2024,People - Ageing Well,Westminster Health Care Ltd Derham House,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Westminster Health Care Ltd Derham House,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Westminster Health Care Ltd Derham House,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Westminster Health Care Ltd Derham House,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Gable Court Nursing Home Ltd,Nursing Homes - Private Contractors Payment,4800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Gable Court Nursing Home Ltd,Nursing Homes - Private Contractors Payment,4800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Gable Court Nursing Home Ltd,Nursing Homes - Private Contractors Payment,2057.14,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,860.09,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3889.16,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Care Income,691.20,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,5244.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Respite Care - Private Contractors Payment,822.29,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Respite Care - Private Contractors Payment,822.29,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,2580.27,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,2856.64,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Bramerton Care Home - Community Homes of Intensive Care and Education Ltd,Residential Placements - Private Contractors Payment,8759.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,2171.43,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Residential Placements - Private Contractors Payment,4560.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3072.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,4560.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Residential Placements - Private Contractors Payment,2480.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3681.16,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Care Income,1039.20,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3192.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Care Income,651.70,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3008.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,4620.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Bondcare (London) Ltd ,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Bondcare (London) Ltd ,Nursing Homes - Private Contractors Payment,12432.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Care Income,676.88,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3006.88,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3672.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Care Income,676.88,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3895.52,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3860.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3794.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Emerson Court_a,Residential Placements - Private Contractors Payment,3675.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,2856.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,2156.04,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,5712.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,2885.84,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,4560.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,4560.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,7200.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,4560.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,2856.64,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,1465.71,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,4560.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,2768.57,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,4397.14,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,4240.00,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Sense_a,Residential Placements - Private Contractors Payment,9017.44,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,1257.14,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,4400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3500.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3300.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,4400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3646.40,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3440.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,728.57,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3400.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3700.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3502.24,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,EC Romford Holdings Ltd,Residential Placements - Private Contractors Payment,4033.08,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,EC Romford Holdings Ltd,Residential Placements - Private Contractors Payment,4267.08,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,2802.40,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,4960.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,2802.40,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,2802.40,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,4960.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,5084.64,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,4808.16,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,4853.52,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,4853.52,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,2080.08,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,5800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,4800.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3510.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3932.28,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3948.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3908.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,2295.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,May Residential Homes Ltd,Respite Care - Private Contractors Payment,3780.00,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,EC Romford Holdings Ltd,Residential Placements - Private Contractors Payment,4186.24,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,EC Romford Holdings Ltd,Respite Care - Private Contractors Payment,1542.90,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Lodge Group Care UK Ltd,Supported Other Accommodation - Private Contractors Payment,9325.24,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Lodge Group Care UK Ltd,Supported Other Accommodation - Private Contractors Payment,9017.04,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Lodge Group Care UK Ltd,Supported Other Accommodation - Private Contractors Payment,9619.72,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Lodge Group Care UK Ltd,Supported Other Accommodation - Private Contractors Payment,9325.24,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,2802.40,0.00,COMMERCIAL SUPPLIER 
 12-01-2024,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3400.00,0.00,COMMERCIAL SUPPLIER 
