Transaction Date,Local Authority Department,Beneficiary,Purpose of Expenditure,Amount (excluding VAT),Non Recoverable VAT,Merchant Category
 07-03-2024,oneSource Shared,Matrix SCM Ltd,Consultancy Fees,511.25,0.00,COMMERCIAL SUPPLIER 
 08-03-2024,oneSource Shared,Vertiv Infrastructure Limited,Maintenance - Equipment Furniture And Materials,1034.84,0.00,CIS 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3615.05,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3764.20,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2493.95,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3457.80,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3457.80,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,772.19,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,970.56,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,850.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,751.33,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,880.93,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,880.93,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3429.90,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,4537.95,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2546.00,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.71,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.72,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.71,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1374.03,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.71,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1528.03,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.71,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.68,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.69,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1705.70,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,851.20,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,802.56,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,875.16,0.00,COMMERCIAL SUPPLIER 
 13-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,873.73,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,First Advantage Europe Ltd,Professional Services - General,2112.00,0.00, 
 14-03-2024,oneSource Shared,First Advantage Europe Ltd,Professional Services - General,536.40,0.00, 
 14-03-2024,oneSource Shared,Stripe OLT,Ict Maintenance And Support,12500.00,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,EBB Office Ltd,Stationery,560.00,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,EBB Office Ltd,Stationery,560.00,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,EBB Office Ltd,Stationery,1768.08,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,EBB Office Ltd,Stationery,560.00,0.00,COMMERCIAL SUPPLIER 
 14-03-2024,oneSource Shared,EBB Office Ltd,Stationery,560.00,0.00,COMMERCIAL SUPPLIER 
 18-03-2024,oneSource Shared,Bytes Software Services,Ict Software,523.59,0.00,COMMERCIAL SUPPLIER 
 18-03-2024,oneSource Shared,Bytes Software Services,Ict Software,10110.90,0.00,COMMERCIAL SUPPLIER 
 18-03-2024,oneSource Shared,Canon (UK) Ltd,Printing,889.20,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2493.95,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3764.20,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,970.56,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,751.33,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,819.75,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,703.52,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,708.92,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3429.90,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2743.92,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,4537.95,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2546.00,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,851.20,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,851.20,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,797.85,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1182.01,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,1093.36,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,873.73,0.00,COMMERCIAL SUPPLIER 
 20-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,875.16,0.00,COMMERCIAL SUPPLIER 
 21-03-2024,oneSource Shared,Wilkin Chapman LLP,Legal Fees,2082.50,0.00,COMMERCIAL SUPPLIER 
 21-03-2024,oneSource Shared,Matrix SCM Ltd,Consultancy Fees,4499.00,0.00,COMMERCIAL SUPPLIER 
 22-03-2024,oneSource Shared,Stripe OLT,Ict Maintenance And Support,12500.00,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2493.95,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3764.20,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,970.56,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,850.69,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,880.93,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,751.33,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,880.93,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,3429.90,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,4537.95,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,2346.00,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,851.20,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,851.20,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,873.73,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Matrix SCM Ltd,Agency Staff,875.16,0.00,COMMERCIAL SUPPLIER 
 27-03-2024,oneSource Shared,Civica UK Ltd_a,Ict Software,8826.58,0.00,COMMERCIAL SUPPLIER 
 28-03-2024,oneSource Shared,Skillsoft UK Ltd,Ict Maintenance And Support,8256.23,0.00,COMMERCIAL SUPPLIER 
 28-03-2024,oneSource Shared,Skillsoft UK Ltd,Ict Maintenance And Support,5168.53,0.00,COMMERCIAL SUPPLIER 
 28-03-2024,oneSource Shared,Matrix SCM Ltd,Consultancy Fees,14066.50,0.00,COMMERCIAL SUPPLIER 
 28-03-2024,oneSource Shared,Matrix SCM Ltd,Consultancy Fees,3067.50,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Marlow,Residential Placements - Private Contractors Payment,2256.24,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Marlow,Residential Placements - Private Contractors Payment,7109.84,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Marlow,Residential Placements - Private Contractors Payment,7871.61,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Marlow,Residential Placements - Private Contractors Payment,2497.98,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,8109.60,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,1048.32,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,1223.07,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,3669.13,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,786.24,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,2446.09,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Gims Care Solution Ltd_a,Home Care - Private Contractors Payment,6000.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Private Contractors Payment - Other,44045.44,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,2328.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,1552.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,3880.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,2328.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,London Borough of Barking & Dagenham_a,Daycare - Private Contractors Payment,2328.00,0.00,LOCAL AUTHORITY SERVICES 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,928.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,2056.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1612.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1612.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,2236.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1440.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,1832.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,2056.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Bettertogether Limited,Supported Other Accommodation - Private Contractors Payment,2056.00,0.00,NON COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,John Stanleys Care Agency Ltd,Home Care - Private Contractors Payment,4861.40,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,John Stanleys Care Agency Ltd,Home Care - Private Contractors Payment,5406.40,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,John Stanleys Care Agency Ltd,Home Care - Private Contractors Payment,6518.20,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,John Stanleys Care Agency Ltd,Home Care - Private Contractors Payment,5733.40,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Disabled Enabled Ltd t/a AccessAble,Payments To Voluntary Sector,8950.00,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Supported Other Accommodation - Private Contractors Payment,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Inclusive Care Support Limited,Long Term Support - Community: Supported Living,714.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Agracare Ltd t/a Home Instead Senior Care,Home Care - Private Contractors Payment,2664.00,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1223.08,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1375.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1375.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1375.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1375.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,1375.96,0.00,COMMERCIAL SUPPLIER 
 01-03-2024,People - Ageing Well,Letussharethecare Ltd,Home Care - Private Contractors Payment,917.31,0.00,COMMERCIAL SUPPLIER 
 03-03-2024,People - Ageing Well,Com Safer Care Ltd,Payment To Private Sector Landlords (Psl),2635.00,0.00,COMMERCIAL SUPPLIER 
 03-03-2024,People - Ageing Well,Com Safer Care Ltd,Payment To Private Sector Landlords (Psl),2465.00,0.00,COMMERCIAL SUPPLIER 
 03-03-2024,People - Ageing Well,Com Safer Care Ltd,Payment To Private Sector Landlords (Psl),1615.00,0.00,COMMERCIAL SUPPLIER 
 03-03-2024,People - Ageing Well,Com Safer Care Ltd,Payment To Private Sector Landlords (Psl),2465.00,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,BS Care Management Services Ltd,Home Care - Private Contractors Payment,1140.00,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Romford Private Hire Ltd,Client Transport,3100.00,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,883.44,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,801.64,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2519.44,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1030.68,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1145.20,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2519.44,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,916.16,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,687.12,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2290.40,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,916.16,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2748.48,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1799.60,0.00,COMMERCIAL SUPPLIER 
 04-03-2024,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,687.12,0.00,COMMERCIAL SUPPLIER 
