Transaction Date,Local Authority Department,Beneficiary,Purpose of Expenditure,Amount (excluding VAT),Non Recoverable VAT,Merchant Category
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Abbscross Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Abbscross Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Abbscross Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,One Tree Estates Ltd t/a Ashbrook Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,One Tree Estates Ltd t/a Ashbrook Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,One Tree Estates Ltd t/a Ashbrook Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Highfield Care Homes Ltd t/a Romford Grange Care Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Highfield Care Homes Ltd t/a Romford Grange Care Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Highfield Care Homes Ltd t/a Romford Grange Care Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Highfield Care Homes Ltd t/a Romford Grange Care Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Kripa Care Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Bupa Care Homes (HVC) - Havering Court,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Bupa Care Homes - Hutton Village,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lukka Care Homes Ltd - Ravenscourt,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Bondcare (London) Ltd ,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Alexander Court Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Alexander Court Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Alexander Court Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Moreland House_a,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,GCH - Hillside Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,GCH - Hillside Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,GCH - Hillside Nursing Home,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Cherry Orchard) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barleycroft Care Home Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ranc Care Homes Ltd - Romford Care Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ranc Care Homes Ltd - Romford Care Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Willows Care Home - Churchgate Healthcare (Willows) Ltd,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Diagrama Healthcare Servcies Ltd ,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 28-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Nursing Homes - Private Contractors Payment,3010.32,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Independant Community Support Ltd T/A Heaton Lodge,Supported Other Accommodation - Private Contractors Payment,3024.00,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Heath Care Services Ltd ,Supported Other Accommodation - Private Contractors Payment,3024.00,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,CFT Care Ltd ,Supported Other Accommodation - Private Contractors Payment,3040.60,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Affinia Healthcare Ltd_a,Supported Other Accommodation - Private Contractors Payment,3044.88,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Beechcourt Care Centre - Bondcare,Nursing Homes - Private Contractors Payment,3072.00,0.00,COMMERCIAL SUPPLIER 
 07-11-2023,People - Ageing Well,Livingstone Health Care Services,Home Care - Private Contractors Payment,3075.84,0.00,COMMERCIAL SUPPLIER 
 16-11-2023,People - Ageing Well,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,3081.12,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Blueboard Care Services Ltd,Supported Other Accommodation - Private Contractors Payment,3084.48,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Fountains Care Centre - Bondcare,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Highfield Care Homes Ltd t/a Romford Grange Care Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,St Michaels Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,St Michaels Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Havering Care Homes Ltd t/a Upminster Nursing Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Mundy House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Barchester Healthcare Ltd - Park View Care Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,HC-One Oval Ltd - The Hornchurch Nursing Centre,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,DMP Healthcare (Heatherbrook) Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,NON COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Masumin Ltd t/s Abbeleigh House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Clover Cottage Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ebury Court_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,May Residential Homes Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Langley House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Little Gaynes,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Nightingale Residential Care Home Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Oaks Residential Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Oaks Residential Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Parkside_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Parkside_a,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Priory Supporting Care Ltd,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Ash Grove Residential Care Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,GCH - Hillside Nursing Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,GCH - Hillside Nursing Home,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Lodge Lane Care Home Limited,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Genesis Residential Homes Ltd - Dothan House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Genesis Residential Homes Ltd - Dothan House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
 17-11-2023,People - Ageing Well,Genesis Residential Homes Ltd - Dothan House,Residential Placements - Private Contractors Payment,3085.80,0.00,COMMERCIAL SUPPLIER 
