Transaction Date,Local Authority Department,Beneficiary,Purpose of Expenditure,Amount (excluding VAT),Non Recoverable VAT,Merchant Category
 01-06-2023,Adults,Matrix SCM Ltd,Consultancy Fees,3519.96,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2089.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,969.95,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,7109.84,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2175.66,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2256.24,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Marlow,Residential Placements - Private Contractors Payment,2256.24,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Jamats Academy Ltd,Daycare - Private Contractors Payment,505.50,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1027.04,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,577.71,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2567.60,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,3081.12,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2017.40,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1251.71,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1027.04,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1027.04,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1412.18,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1540.56,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1155.42,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1027.04,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,513.52,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,770.28,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,1256.29,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,586.88,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,2824.36,0.00,COMMERCIAL SUPPLIER 
 01-06-2023,Adults,Care-Away Ltd T/A Care Support,Home Care - Private Contractors Payment,504.35,0.00,COMMERCIAL SUPPLIER 
