,,,,May 2023 £500 spend,,,,
26/05/2023,866637,0,907.72,BROWNCROSS HEALTHCARE LIMITED,8400039700,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866638,0,1147,BROWNSTONE PROPERTIES LTD,8000028300,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
26/05/2023,866639,0,21231.07,BUCHANAN COMPUTER CONSULTANTS,1479300,Routine Roads Expenditure,Place,Neighbourhoods
10/05/2023,866640,0,6756,BUILDERS TEC LTD,8498200,Grants Paid,Finance & Corporate,Central Finance
19/05/2023,866641,0,4932,C & A BUILDING PARTNERSHIP,10053600,Major Repairs and Structural,Place,Housing and Strategic Planning
12/05/2023,866642,0,4326.51,C & D (SHEET METAL) ENGINEERING,7100000000,LBB Share NNDR Debtor,Finance & Corporate,Central Finance
26/05/2023,866643,0,-546.56,CABRINI HOUSE,8400034700,CRAG income - Residential,Adults & Health,Bexley Care
26/05/2023,866644,0,5280.16,CABRINI HOUSE,8400034700,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
19/05/2023,866645,0,2656.67,CACI LIMITED,6921900,ICT Software,Children's Services,Education Services
17/05/2023,866646,0,600,CACI LIMITED,6921900,Staff Development and Training,Children's Services,Education Services
17/05/2023,866647,0,1000,CACI LIMITED,6921900,Staff Development and Training,Children's Services,Education Services
26/05/2023,866648,0,19108.32,CAMBIAN GROUP,8400481400,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
02/05/2023,866649,0,7720.02,CAMBIAN WHINFELL SCHOOL LIMITED,8710300,SP top-up funding Post-19,Children's Services,Schools
26/05/2023,866650,0,750,CAMPAIGNMASTER (UK) LTD,10072600,Membership and Subscriptions,Finance & Corporate,Finance & Corporate Management
17/05/2023,866651,0,750,CAMPAIGNMASTER (UK) LTD,10072600,Membership and Subscriptions,Finance & Corporate,Finance & Corporate Management
26/05/2023,866652,0,4649,CAMPHILL MILTON KEYNES COMMUNITIES LTD,8400482100,CommServs-ProvPayWA,Adults & Health,Bexley Care
17/05/2023,866653,0,851.33,CANSFORD LABORATORIES LIMITED,8489500,Legal Disbursements,Finance & Corporate,Legal and Democratic Services
10/05/2023,866654,0,560,CANTIUM BUSINESS SOLUTIONS,8644100,Disclosure Bar Svce Checks,Finance & Corporate,Corporate Services
26/05/2023,866655,0,7681.92,CANUTE CARE HOME,8400033100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866656,0,10726.04,CANUTE CARE HOME,8400033100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866657,0,12382.68,CANUTE CARE HOME,8400033100,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
24/05/2023,866658,0,14990,CAPITA BUSINESS SERVICES LIMITED,2086200,HousingBenefitSpecialGrantExp,Finance & Corporate,Finance & Property
24/05/2023,866659,0,42671,CAPITA BUSINESS SERVICES LIMITED,2086200,HousingBenefitSpecialGrantExp,Finance & Corporate,Finance & Property
24/05/2023,866660,0,46510.93,CAPITA BUSINESS SERVICES LIMITED,2086200,HousingBenefitSpecialGrantExp,Finance & Corporate,Finance & Property
30/05/2023,866661,0,39165.73,CAPITA BUSINESS SERVICES LIMITED,2086200,Private Contractors - General,Finance & Corporate,Finance & Property
24/05/2023,866662,0,367380.97,CAPITA BUSINESS SERVICES LIMITED,2086200,Private Contractors - General,Finance & Corporate,Finance & Property
26/05/2023,866663,0,17590.72,CAPITA BUSINESS SERVICES/PAY360 LTD,dd,Custodian Fees,Finance & Corporate,Central Finance
26/05/2023,866664,0,1180,CAPITAL ESTATE AGENTS,8000038800,Housing Temporary Accommodatio,Place,Housing and Strategic Planning
12/05/2023,866665,0,606.07,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866666,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866667,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866668,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866669,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866670,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866671,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866672,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866673,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866674,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866675,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866676,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866677,0,609.56,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866678,0,616.12,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866679,0,622.62,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866680,0,627,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866681,0,635.68,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866682,0,640.1,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866683,0,653.7,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866684,0,670.32,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866685,0,670.32,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866686,0,670.32,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866687,0,675.02,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866688,0,915.36,CAPITAL HEALTHCARE,8400000300,CommServs-ProvPayOP,Adults & Health,Bexley Care
31/05/2023,866689,0,2750,CAPITAL STAFFING SERVICES LTD,10098500,Nursing support non comm–Child,Children's Services,Children Social Care & Safegua
26/05/2023,866690,0,3410,CAPITAL STAFFING SERVICES LTD,10098500,Nursing support non comm–Child,Children's Services,Children Social Care & Safegua
26/05/2023,866691,0,4015,CAPITAL STAFFING SERVICES LTD,10098500,Nursing support non comm–Child,Children's Services,Children Social Care & Safegua
26/05/2023,866692,0,4620,CAPITAL STAFFING SERVICES LTD,10098500,Nursing support non comm–Child,Children's Services,Children Social Care & Safegua
26/05/2023,866693,0,4675,CAPITAL STAFFING SERVICES LTD,10098500,Nursing support non comm–Child,Children's Services,Children Social Care & Safegua
12/05/2023,866694,0,7492.17,CAPITAL WASTE PAPER COMPANY LTD,7100000000,LBB Share NNDR Debtor,Finance & Corporate,Central Finance
05/05/2023,866695,0,3595.8,CAPSTONE FOSTER CARE (SOUTH EAST) LTD,8179800,Specialist Placements IFA's,Children's Services,Children Social Care & Safegua
24/05/2023,866696,0,5780,CARE CONNEXIONS UK,10120500,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
05/05/2023,866697,0,5780,CARE CONNEXIONS UK,10120500,Specialist Placements Semi Ind,Children's Services,Children Social Care & Safegua
26/05/2023,866698,0,21000,CARE LTD,10131000,Specialist Placements Resid,Children's Services,Children Social Care & Safegua
26/05/2023,866699,0,5760.72,CARE MANAGEMENT GROUP LTD,8400024600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866700,0,8042.04,CARE MANAGEMENT GROUP LTD,8400024600,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866701,0,-1000.08,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866702,0,532.68,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866703,0,536.13,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866704,0,536.13,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866705,0,536.13,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866706,0,536.13,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866707,0,546.52,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866708,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866709,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866710,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866711,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866712,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866713,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866714,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866715,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866716,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866717,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866718,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866719,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866720,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866721,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866722,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866723,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866724,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866725,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866726,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866727,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866728,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866729,0,621.46,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866730,0,621.46,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866731,0,621.46,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866732,0,621.46,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866733,0,646.6,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866734,0,646.6,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866735,0,646.6,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866736,0,670.32,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866737,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866738,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866739,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866740,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866741,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866742,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866743,0,740.04,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866744,0,791.84,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866745,0,791.84,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866746,0,833.4,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866747,0,853.16,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866748,0,853.16,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866749,0,853.16,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866750,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866751,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866752,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866753,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866754,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866755,0,1148.24,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866756,0,1166.76,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866757,0,1166.76,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866758,0,1166.76,CAREFOCAL LTD,8400045200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866759,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,866760,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,866761,0,609.56,CAREFOCAL LTD,8400045200,CommServs-ProvPayWA,Adults & Health,Bexley Care
05/05/2023,866762,0,-1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866763,0,-1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866764,0,-1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866765,0,-1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866766,0,-1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866767,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866768,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866769,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866770,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866771,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866772,0,-600,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866773,0,514.23,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866774,0,731.64,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866775,0,731.64,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866776,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866777,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866778,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866779,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866780,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866781,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866782,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866783,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866784,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866785,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866786,0,1350,CARERS 4 U LTD,8400018900,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866787,0,552,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866788,0,575.32,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866789,0,584,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866790,0,599.76,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866791,0,601.12,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866792,0,601.52,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866793,0,609.56,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866794,0,618.24,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866795,0,618.24,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866796,0,618.36,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866797,0,644.36,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866798,0,645.7,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866799,0,653.04,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866800,0,653.2,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866801,0,730.6,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866802,0,731.64,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866803,0,740.32,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866804,0,782.84,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
12/05/2023,866805,0,792.4,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866806,0,792.4,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
05/05/2023,866807,0,801.08,CAREWATCH AGENCY,8400021200,CommServs-ProvPayOP,Adults & Health,Bexley Care
19/05/2023,866808,0,500.68,CAREWATCH AGENCY,8400021200,CommServs-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866809,0,740.08,CAREWATCH AGENCY,8400021200,CommServs-ProvPayWA,Adults & Health,Bexley Care
19/05/2023,866810,0,757.8,CAREWATCH AGENCY,8400021200,CommServs-ProvPayWA,Adults & Health,Bexley Care
12/05/2023,866811,0,1023.28,CARLTON MOTORS LIMITED,766100,Child Serv Section 17 Support,Children's Services,Children Social Care & Safegua
17/05/2023,866812,0,2067.5,CARTER BROWN THE EXPERT SERVICE,8279100,FamilyAssessments&CourtReports,Children's Services,Children Social Care & Safegua
26/05/2023,866813,0,6210.4,CASTEL FROMA NEURO CARE,8400031001,NurPlcmts-ProvPayWA,Adults & Health,Bexley Care
05/05/2023,866814,0,977.46,CASTLE WATER LTD,8513900,Electricity,Place,Housing and Strategic Planning
05/05/2023,866815,0,1143.3,CASTLE WATER LTD,8513900,Electricity,Place,Housing and Strategic Planning
19/05/2023,866816,0,626.61,CASTLE WATER LTD,8513900,Water and Sewerage,Place,Neighbourhoods
15/05/2023,866817,0,635.35,CASTLE WATER LTD,8513900,Water and Sewerage,Place,Neighbourhoods
19/05/2023,866818,0,677.83,CASTLE WATER LTD,8513900,Water and Sewerage,Place,Neighbourhoods
17/05/2023,866819,0,1002.34,CASTLE WATER LTD,8513900,Water and Sewerage,Finance & Corporate,Finance & Property
26/05/2023,866820,0,10596.52,CASTLETON ROAD,8400031400,ResPlcmts-ProvPayWA,Adults & Health,Bexley Care
26/05/2023,866821,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ASC Interim Beds,Adults & Health,Bexley Care
26/05/2023,866822,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResEmRespPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866823,0,-2034.9,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866824,0,1178.1,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866825,0,1499.4,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866826,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866827,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866828,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866829,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866830,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866831,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866832,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866833,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866834,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866835,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866836,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
26/05/2023,866837,0,2998.8,CEDAR COURT EMI RCHE,8400008200,ResPlcmts-ProvPayOP,Adults & Health,Bexley Care
