Body Name,Transaction Number,Account Code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,779.44
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,798.56
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,798.56
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,798.56
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,893.47
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,931.56
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1064.56
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1197.84
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1330.84
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,3582.04
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1701.44
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1730.12
Bath and North East Somerset Council,81237707,LM8,Home Care,P28,Adult Services & Council House Building,SAFE & SOUND HOMECARE SERVICES,16/11/2023,1996.12
Bath and North East Somerset Council,81237805,PG1,Rent Allowances,P26,Economic Development & Resources,SANCTUARY HOUSING SERVICES LIMIT,16/11/2023,8427.76
Bath and North East Somerset Council,81237746,LK1,Fees,P29,Children and Young People & Communities,REDACTED,16/11/2023,4931
Bath and North East Somerset Council,11064460,LK1,Fees,P29,Children and Young People & Communities,GLOBAL MEDIATION LTD,16/11/2023,3750
Bath and North East Somerset Council,81237764,LK1,Fees,P29,Children and Young People & Communities,MS S BRADFORD,16/11/2023,3766
Bath and North East Somerset Council,11064367,HK1,Highway Maintenance,P05,Neighbourhood Services,SALT SALES COMPANY,16/11/2023,3848.36
Bath and North East Somerset Council,81237752,LK1,Fees,P29,Children and Young People & Communities,REDACTED,16/11/2023,4931
Bath and North East Somerset Council,81237741,LK1,Fees,P29,Children and Young People & Communities,REDACTED,16/11/2023,10875
Bath and North East Somerset Council,81237820,PG1,Rent Allowances,P26,Economic Development & Resources,SOVEREIGN HOUSING ASSOCIATION,16/11/2023,26208.29
Bath and North East Somerset Council,11064356,LK1,Fees,P29,Children and Young People & Communities,OMNI SUPPORT GROUP,16/11/2023,3960
Bath and North East Somerset Council,11064381,LJ1,Consultants Fees,P25,Transport,THE TAS PARTNERSHIP,16/11/2023,4039.79
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,4071.44
Bath and North East Somerset Council,81237847,PG1,Rent Allowances,P26,Economic Development & Resources,ST MUNGOS,16/11/2023,10152.32
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,4379.2
Bath and North East Somerset Council,81237750,LK1,Fees,P29,Children and Young People & Communities,REDACTED,16/11/2023,2735
Bath and North East Somerset Council,11064388,HK1,Highway Maintenance,P05,Neighbourhood Services,SAKNEL HIGHWAYS STRUCTURES CONTRACTOR,16/11/2023,4798.86
Bath and North East Somerset Council,81237735,LK1,Fees,P29,Children and Young People & Communities,THE PARAGON SCHOOL,16/11/2023,4931
Bath and North East Somerset Council,11064381,LJ1,Consultants Fees,P25,Transport,THE TAS PARTNERSHIP,16/11/2023,5224.27
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,5247.9
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,5331.2
Bath and North East Somerset Council,81237839,PG1,Rent Allowances,P26,Economic Development & Resources,SUPPORTED INDEPENDENCE LTD,16/11/2023,5913.4
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,5664.4
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,5664.4
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,5712
Bath and North East Somerset Council,11064371,LJ1,Consultants Fees,P25,Transport,THE TAS PARTNERSHIP,16/11/2023,5827.5
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM4,Respite Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM4,Respite Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM4,Respite Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM4,Respite Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM4,Respite Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,81237710,LM9,Day Care,P28,Adult Services & Council House Building,SWALLOW LTD,16/11/2023,854.6
Bath and North East Somerset Council,11063982,LK1,Fees,P29,Children and Young People & Communities,DOMINI HOOPER,16/11/2023,6450
Bath and North East Somerset Council,11064398,LP5,Software Support,P26,Economic Development & Resources,NEC SOFTWARE SOLUTIONS UK LTD,16/11/2023,6531.81
Bath and North East Somerset Council,81237814,PG1,Rent Allowances,P26,Economic Development & Resources,REDACTED,16/11/2023,1545.56
Bath and North East Somerset Council,11064192,LA2,Training Materials,P26,Economic Development & Resources,THE BEAR FLAT ASSOCIATION,16/11/2023,500
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,6783
Bath and North East Somerset Council,11064327,3N7,Misc. Costs,P19,Resources,ADT FIRE & SECURITY PLC,16/11/2023,6919.72
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,7149.8
Bath and North East Somerset Council,81237802,PG1,Rent Allowances,P26,Economic Development & Resources,THE GUINNESS PARTNERSHIP,16/11/2023,24671.96
Bath and North East Somerset Council,81237801,PG1,Rent Allowances,P26,Economic Development & Resources,THE GUINNESS PARTNERSHIP,16/11/2023,36913.86
Bath and North East Somerset Council,11064384,LE1,Education Payment (independent school),P29,Children and Young People & Communities,BATH ACADEMY LTD,16/11/2023,7327.65
Bath and North East Somerset Council,11064328,3N7,Misc. Costs,P19,Resources,ADT FIRE & SECURITY PLC,16/11/2023,7375.42
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,7497
Bath and North East Somerset Council,11064413,3F4,Legal Fees,P23,"Housing, Planning & Economic Development",BEVAN BRITTAN,16/11/2023,8781
Bath and North East Somerset Council,11064476,LE1,Education Payment (independent school),P29,Children and Young People & Communities,BATH ACADEMY LTD,16/11/2023,10892.97
Bath and North East Somerset Council,81237736,LK1,Fees,P29,Children and Young People & Communities,KING EDWARDS SCHOOL,16/11/2023,11101
Bath and North East Somerset Council,11063710,3C4,Building Works,P07,Community Resources,N K S CONTRACTS LTD,16/11/2023,11990.08
Bath and North East Somerset Council,11064339,3C4,Building Works,P25,Transport,NORTH SOMERSET COUNCIL,16/11/2023,13899
Bath and North East Somerset Council,11064332,3C4,Building Works,P21,Childrens Services,N K S CONTRACTS LTD,16/11/2023,14867.2
Bath and North East Somerset Council,11064319,3C4,Building Works,P19,Resources,ADT FIRE & SECURITY PLC,16/11/2023,15000
Bath and North East Somerset Council,11064385,LE1,Education Payment (independent school),P29,Children and Young People & Communities,BATH ACADEMY LTD,16/11/2023,15018.63
Bath and North East Somerset Council,11064432,3C4,Building Works,P23,"Housing, Planning & Economic Development",N K S CONTRACTS LTD,16/11/2023,21176.97
Bath and North East Somerset Council,11063027,3F7,External Fees,P19,Resources,GLEEDS MANAGEMENT SERVICES LTD,16/11/2023,21363
Bath and North East Somerset Council,11063792,3F7,External Fees,P19,Resources,GLEEDS MANAGEMENT SERVICES LTD,16/11/2023,22163
Bath and North East Somerset Council,81237714,LM8,Home Care,P28,Adult Services & Council House Building,BLUEBIRD CARE (BATH),16/11/2023,26516.94
Bath and North East Somerset Council,11064365,LJ1,Consultants Fees,P26,Economic Development & Resources,MATRIX SCM,16/11/2023,27425.74
Bath and North East Somerset Council,81237810,PG1,Rent Allowances,P26,Economic Development & Resources,REDACTED,16/11/2023,530.76
Bath and North East Somerset Council,11063290,3C4,Building Works,P19,Resources,N K S CONTRACTS LTD,16/11/2023,43494.06
Bath and North East Somerset Council,81237793,PG1,Rent Allowances,P26,Economic Development & Resources,Y.M.C.A.,16/11/2023,3003.86
Bath and North East Somerset Council,11064451,LP8,IT Licences,P26,Economic Development & Resources,SOFTCAT LTD,16/11/2023,72863.8
Bath and North East Somerset Council,11064266,DB1,Agency Staff,P26,Economic Development & Resources,MATRIX SCM,16/11/2023,114533.92
Bath and North East Somerset Council,81237867,PG1,Rent Allowances,P26,Economic Development & Resources,ZEST PROPERTY SERVICES,16/11/2023,733.84
Bath and North East Somerset Council,81237765,LK1,Fees,P29,Children and Young People & Communities,REDACTED,16/11/2023,3765
Bath and North East Somerset Council,81238265,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,7328.1
Bath and North East Somerset Council,11064517,LK1,Fees,P25,Transport,CHIPSIDE LIMITED,20/11/2023,40
Bath and North East Somerset Council,11064305,LK1,Fees,P26,Economic Development & Resources,MG CARE EXECUTIVE LTD T/A UCHECK,20/11/2023,84
Bath and North East Somerset Council,81238605,LL3,Supported Living,P28,Adult Services & Council House Building,ACCOMPLISH GROUP LTD,20/11/2023,4548.6
Bath and North East Somerset Council,11064742,LC1,Provisions,P28,Adult Services & Council House Building,R D JOHNS LTD,20/11/2023,91.64
Bath and North East Somerset Council,81238507,LM3,Residential Care,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,2588.84
Bath and North East Somerset Council,81238576,LM3,Residential Care,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,3932.88
Bath and North East Somerset Council,81238599,LL3,Supported Living,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,4027.38
Bath and North East Somerset Council,81238576,LM3,Residential Care,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,5338.12
Bath and North East Somerset Council,81238405,LM6,Nursing Care,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,5999.48
Bath and North East Somerset Council,81238507,LM3,Residential Care,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,7078.3
Bath and North East Somerset Council,81238599,LL3,Supported Living,P28,Adult Services & Council House Building,ACHIEVE TOGETHER LIMITED,20/11/2023,9512.34
Bath and North East Somerset Council,11062833,LM1,Volunt Homes Placements Top/Up,P29,Children and Young People & Communities,REDACTED,20/11/2023,23132.28
Bath and North East Somerset Council,81238229,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,2906.1
Bath and North East Somerset Council,81238456,LM3,Residential Care,P28,Adult Services & Council House Building,ALEXANDRA HOMES (BRISTOL) LTD,20/11/2023,2206.38
Bath and North East Somerset Council,81238456,LM3,Residential Care,P28,Adult Services & Council House Building,ALEXANDRA HOMES (BRISTOL) LTD,20/11/2023,2206.38
Bath and North East Somerset Council,81238043,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,6748.86
Bath and North East Somerset Council,81238346,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,3590.16
Bath and North East Somerset Council,81238524,LM6,Nursing Care,P28,Adult Services & Council House Building,ALLIANCE CARE (REDACTED) LIMITED RE REDACTED,20/11/2023,2351.62
Bath and North East Somerset Council,81238511,LM3,Residential Care,P28,Adult Services & Council House Building,AMICURA LTD,20/11/2023,608.94
Bath and North East Somerset Council,81238511,LM3,Residential Care,P28,Adult Services & Council House Building,AMICURA LTD,20/11/2023,608.94
Bath and North East Somerset Council,11064573,PB4,Payments to Private Contractors,P05,Neighbourhood Services,SOUTH WEST WOOD PRODUCTS LTD,20/11/2023,150.4
Bath and North East Somerset Council,11064487,EA1,Training,P26,Economic Development & Resources,DH PEOPLE PLUS LTD,20/11/2023,166.25
Bath and North East Somerset Council,81238291,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,703.5
Bath and North East Somerset Council,81238354,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,881.64
Bath and North East Somerset Council,81238123,LL8,Individualised Budget,P28,Adult Services & Council House Building,REDACTED,20/11/2023,853
Bath and North East Somerset Council,81238105,LL8,Individualised Budget,P29,Children and Young People & Communities,REDACTED,20/11/2023,1020.88
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,21.05
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,21.05
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,42.1
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,63.15
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,63.15
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,63.15
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,84.2
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,84.2
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,84.2
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,84.2
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,105.25
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,126.3
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,147.35
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,147.35
Bath and North East Somerset Council,11064723,LF1,Printing/Design,P26,Economic Development & Resources,TOPLINK ENVELOPES LTD,20/11/2023,215.15
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,168.4
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,189.45
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,189.45
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,210.5
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,210.5
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,210.5
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,231.55
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,231.55
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,252.6
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,252.6
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,294.7
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,294.7
Bath and North East Somerset Council,81238601,LM9,Day Care,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,294.7
Bath and North East Somerset Council,11064517,LK1,Fees,P25,Transport,CHIPSIDE LIMITED,20/11/2023,250
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,544.56
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,544.56
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,616.74
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,762.38
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,779.76
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,980.22
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,1089.13
Bath and North East Somerset Council,81238601,LL3,Supported Living,P28,Adult Services & Council House Building,ARCH CARE SERVICES LTD,20/11/2023,1173.33
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,786.7
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,786.7
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1573.4
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1633.4
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1633.4
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1633.4
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1650
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1650
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1750
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1800
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1800
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1934.6
Bath and North East Somerset Council,81238567,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI CARE HOMES (SOUTHWEST) LTD,20/11/2023,1950
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,472.02
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,786.7
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,786.7
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1101.38
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1573.4
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1633.4
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1633.4
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1633.4
Bath and North East Somerset Council,11064613,HE1,General Maintenance,P05,Neighbourhood Services,TOM LEDBURY,20/11/2023,300
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1750
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1750
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1777.56
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1790
Bath and North East Somerset Council,11064517,LK1,Fees,P27,Climate Emergency & Sustainable Travel,CHIPSIDE LIMITED,20/11/2023,312.7
Bath and North East Somerset Council,11064571,PB4,Payments to Private Contractors,P05,Neighbourhood Services,SOUTH WEST WOOD PRODUCTS LTD,20/11/2023,317.28
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1990
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1990
Bath and North East Somerset Council,81238556,LM3,Residential Care,P28,Adult Services & Council House Building,ARTI SERVICES LTD T/A THE MANOR FARM HOUSE,20/11/2023,1990
Bath and North East Somerset Council,81238449,LM3,Residential Care,P28,Adult Services & Council House Building,AUTISM SPECIALISED CARE HOMES LTD,20/11/2023,2773.3
Bath and North East Somerset Council,81238527,LM3,Residential Care,P28,Adult Services & Council House Building,AUTONOMY LIFE LTD,20/11/2023,5322
