Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code,Unclaimed VAT
London Borough of Sutton,02/02/2024,50458954,"2,785.71",Full Circle Support UK Limited,CHILDREN'S SERVICES - FOSTERING & ADOPTION SERVICES,People's Services,Approved Lodgings,A61000,0
London Borough of Sutton,16/02/2024,50461478,"3,200.00",Gable Lodge,SOCIAL SERVICES RESIDENTIAL,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461792,"2,908.20",Gable Lodge,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461828,"2,908.20",Gable Lodge,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,31/01/2024,20068232,485.70,Garden Care Contracting Ltd,AGRICULTURAL & ESTATE SERVICES,Health and Wellbeing,Other Supplies & Services,A44291,0
London Borough of Sutton,27/12/2023,20068530,800.00,Gas Advisory Service Ltd,CONSTRUCTION INDUSTRY,HRA,Payments to Contractors,C14000,0
London Borough of Sutton,16/02/2024,50461474,"3,300.00",Gate Lodge Care Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461504,"2,908.20",Gate Lodge Care Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461559,"2,908.20",Gate Lodge Care Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461604,"2,908.20",Gate Lodge Care Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,06/02/2024,50456860,666.47,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,07/02/2024,50458494,"1,430.80",Geneva Road Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Day Care Services,A56021,0
London Borough of Sutton,22/01/2024,20069557,"4,866.43",Geoffrey Osborne Limited,BUILDING MNTCE - SERVICES,HRA,Payments to Contractors,C14000,0
London Borough of Sutton,18/01/2024,20069558,"85,067.58",Geoffrey Osborne Limited,BUILDING MNTCE - SERVICES,HRA,Payments to Contractors,C14000,0
London Borough of Sutton,06/02/2024,50456646,901.69,Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,06/02/2024,50456751,920.70,Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50456826,"10,506.67",Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50456930,"2,007.72",Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,01/02/2024,50465306,600.00,Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,SEND Inclusion funding,A60038,0
London Borough of Sutton,01/02/2024,50465307,"2,400.00",Gifted Hands Childcare Ltd,GRANTS & EX GRATIA PAYMENTS,People's Services,SEND Inclusion funding,A60038,0
London Borough of Sutton,31/01/2024,20068291,"10,681.05",Gilroy Court Ltd,ACCOMMODATION BED & BREAKFAST,Environment Housing and Neighbourhoods,Bed & Breakfast,A56000,0
London Borough of Sutton,06/02/2024,50455805,"4,816.71",Carshalton High School for Girls (Academy),SCHOOL FUNDS,People's Services,Pupil Growth,A51014,0
London Borough of Sutton,14/02/2024,50460468,"3,562.70",Carshalton High School for Girls (Academy),SCHOOL FUNDS,People's Services,Top-up Funding,A51016,0
London Borough of Sutton,06/02/2024,50456647,"2,486.48",Glaisdale Day Nursery,ACADEMIC INSTNS - OTHER,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,06/02/2024,50456827,"28,972.95",Glaisdale Day Nursery,ACADEMIC INSTNS - OTHER,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50456931,803.09,Glaisdale Day Nursery,ACADEMIC INSTNS - OTHER,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,01/02/2024,50465308,600.00,Glaisdale Day Nursery,ACADEMIC INSTNS - OTHER,People's Services,SEND Inclusion funding,A60038,0
London Borough of Sutton,16/02/2024,50461385,"5,642.72",Glebe Care Ltd,SOCIAL SERVICES DAY CARE,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461385,-662.24,Glebe Care Ltd,SOCIAL SERVICES DAY CARE,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,28/01/2024,20067925,"121,416.85",Glenthorne High School (Academy),SCHOOL FUNDS,People's Services,Payments to Contractors,C14000,0
London Borough of Sutton,06/02/2024,50455807,"6,903.85",Glenthorne High School (Academy),SCHOOL FUNDS,People's Services,Pupil Growth,A51014,0
London Borough of Sutton,14/02/2024,50460474,"1,988.47",Glenthorne High School (Academy),SCHOOL FUNDS,People's Services,Top-up Funding,A51016,0
London Borough of Sutton,20/02/2024,50460948,"1,020.00",Globe Fit,SOCIAL SERVICES - OTHER,Resources,Other Supplies & Services,A44291,0
London Borough of Sutton,21/11/2023,20063072,915.60,Gloveman Supplies Ltd,OFFICE SUPPLIES,People's Services,Health & Safety Equipment,A40080,0
London Borough of Sutton,18/01/2024,20067340,601.55,Gloveman Supplies Ltd,OFFICE SUPPLIES,People's Services,Health & Safety Equipment,A40080,0
London Borough of Sutton,19/02/2024,50462289,"1,265.85",Gold Care Services Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Supported Living,A56088,0
London Borough of Sutton,19/02/2024,50462289,"3,094.30",Gold Care Services Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Supported Living,A56088,0
London Borough of Sutton,19/02/2024,50462289,"1,969.10",Gold Care Services Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Supported Living,A56088,0
London Borough of Sutton,28/12/2023,20069908,"21,688.74",Gowling WLG UK LLP,LEGAL & PROFESSIONAL SERVICES,Development Growth and Regeneration,External Legal Fees,C20008,0
London Borough of Sutton,19/02/2024,50462277,"5,159.52",Grace of His Glory Limited,SOCIAL SERVICES RESIDENTIAL,People's Services,Supported Living,A56088,0
London Borough of Sutton,19/02/2024,50462277,"-2,173.76",Grace of His Glory Limited,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461632,"5,500.00",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461632,"-1,650.00",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461670,-735.68,Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461670,"5,275.92",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461692,"4,150.40",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461696,-836.76,Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461696,"5,250.00",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461778,"5,475.96",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461807,"5,878.84",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461807,-878.84,Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461816,"7,100.00",Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461816,-878.84,Gracewell Healthcare 3 Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461456,"3,000.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461502,"3,200.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care Respite,A56018,0
London Borough of Sutton,16/02/2024,50461538,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461561,-830.91,Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461570,"3,200.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461596,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461599,"2,628.57",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care Respite,A56018,0
London Borough of Sutton,16/02/2024,50461645,"3,200.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461685,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care Respite,A56018,0
London Borough of Sutton,16/02/2024,50461702,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461736,"1,600.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care Respite,A56018,0
London Borough of Sutton,16/02/2024,50461755,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461783,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461804,"3,400.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461814,"2,908.20",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461823,"3,200.00",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461841,"-1,038.64",Grange Cottage Ltd,MANAGEMENT & TRAINING SERVICES,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,31/12/2023,20068284,"2,297.77",Grange Restaurant,SUNDRY SUPPLIER - EDUCATION,People's Services,Catering,A41000,0
London Borough of Sutton,30/01/2024,20068143,"10,000.00",Grant Thornton Uk LLP,LEGAL & PROFESSIONAL SERVICES,Resources,Audit Fees,A44270,0
London Borough of Sutton,16/02/2024,50461454,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461571,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461738,"4,800.00",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461759,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461787,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461788,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461837,"2,908.20",Grasmere Rest Home,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,28/01/2024,50458937,"3,088.46",Greater London Fostering Company Ltd,CHILDREN'S SERVICES - FOSTERING & ADOPTION SERVICES,People's Services,Foster Parents Support,A44110,0
London Borough of Sutton,31/01/2024,50458984,"4,517.15",Green Harvest Ltd,CHILDREN'S SERVICES - FOSTERING & ADOPTION SERVICES,People's Services,Approved Lodgings,A61000,0
London Borough of Sutton,06/02/2024,50455781,"7,691.71",Green Wrythe Primary School,SCHOOL FUNDS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50455829,628.45,Green Wrythe Primary School,SCHOOL FUNDS,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,14/02/2024,50460475,"-4,912.00",Green Wrythe Primary School,SCHOOL FUNDS,People's Services,Top-up Funding,A51016,0
London Borough of Sutton,16/02/2024,50462040,"14,777.00",Green Wrythe Primary School,SCHOOL FUNDS,People's Services,FSM Supplementary,A60036,0
London Borough of Sutton,16/02/2024,50461304,"5,827.24",Sunrise Rehabilitation Centre & Trading Associates Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,06/02/2024,50455796,"31,085.21",Victor Seymour Infants School,SCHOOL FUNDS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50455842,"2,431.84",Victor Seymour Infants School,SCHOOL FUNDS,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,06/02/2024,50456714,"1,748.73",Greenwich Leisure Ltd,OFFICE SERVICES,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,06/02/2024,50456780,920.70,Greenwich Leisure Ltd,OFFICE SERVICES,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50456893,"21,403.01",Greenwich Leisure Ltd,OFFICE SERVICES,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50456959,"2,007.72",Greenwich Leisure Ltd,OFFICE SERVICES,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,16/02/2024,50461343,"11,715.20",GROVE CARE PARTNERSHIP LIMITED,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,05/02/2024,20068518,894.72,Hackbridge Primary School,SCHOOL FUNDS,People's Services,Equipment Purchases,C17000,0
London Borough of Sutton,05/02/2024,20068590,"2,000.00",Hackbridge Primary School,SCHOOL FUNDS,Resources,Education Fuel - Year End Adjustments,A21005,0
London Borough of Sutton,06/02/2024,50455711,"294,764.34",Hackbridge Primary School,SCHOOL FUNDS,People's Services,Payments to Schools,A51013,0
London Borough of Sutton,06/02/2024,50455782,"32,831.57",Hackbridge Primary School,SCHOOL FUNDS,People's Services,Payment - Nursery Funding,A51056,0
London Borough of Sutton,06/02/2024,50455801,"2,087.54",Hackbridge Primary School,SCHOOL FUNDS,People's Services,Payment - Cluster Lead SENCO,A51035,0
London Borough of Sutton,06/02/2024,50455830,"2,568.46",Hackbridge Primary School,SCHOOL FUNDS,People's Services,Payment - school supplementary grant,A51062,0
London Borough of Sutton,06/02/2024,50455851,"-8,424.00",Hackbridge Primary School,SCHOOL FUNDS,People's Services,Payment - school led tutoring grant,A51060,0
London Borough of Sutton,16/02/2024,50462023,"34,160.00",Hackbridge Primary School,SCHOOL FUNDS,People's Services,FSM Supplementary,A60036,0
London Borough of Sutton,16/02/2024,50461338,"5,395.52",Hallmark Care Homes (Banstead) Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Interim Placements - Ext Provider,A56102,0
London Borough of Sutton,16/02/2024,50461363,"6,660.00",Hallmark Care Homes (Banstead) Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,08/02/2024,20068877,"8,000.00",REDACTED - PERSONAL DATA,SUNDRY SUPPLIER - EDUCATION,People's Services,Miscellaneous Expenses,A49000,0
London Borough of Sutton,07/02/2024,20069024,"1,750.00",Harringtons Collection,SUNDRY SUPPLIER - HOUSING,Environment Housing and Neighbourhoods,Rent Deposit Scheme,B32179,0
London Borough of Sutton,16/02/2024,50462051,"37,230.50",Harris Junior Acadamy Carshalton,SCHOOL FUNDS,People's Services,FSM Supplementary,A60036,0
London Borough of Sutton,01/02/2024,20068326,"2,400.00",Harvist Associates Limited,TEMP STAFF & CONSULTANCY,People's Services,Miscellaneous Expenses,A49000,0
London Borough of Sutton,16/02/2024,50461697,"5,306.28",Haydon Park Lodge,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461745,"5,046.88",Haydon Park Lodge,SOCIAL SERVICES RESIDENTIAL,People's Services,Residential Care - Ext Provider,A56114,0
London Borough of Sutton,16/02/2024,50461481,"2,573.75",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461481,"-27,197.14",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care Short Term,A56026,0
London Borough of Sutton,16/02/2024,50461481,"13,680.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461519,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461550,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461550,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461556,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461568,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461568,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461579,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461579,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461581,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461581,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461583,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461628,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461628,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461642,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461719,"9,771.43",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461719,"-1,883.23",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461720,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care Short Term,A56026,0
London Borough of Sutton,16/02/2024,50461720,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461751,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - Ext Provider,A56025,0
London Borough of Sutton,16/02/2024,50461751,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461797,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care Short Term,A56026,0
London Borough of Sutton,16/02/2024,50461797,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,16/02/2024,50461803,"4,560.00",HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care Short Term,A56026,0
London Borough of Sutton,16/02/2024,50461803,-878.84,HCOne Oval Ltd,SOCIAL SERVICES RESIDENTIAL,People's Services,Nursing Care - 3rd party top up payment,A56023,0
London Borough of Sutton,28/01/2024,50459028,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459029,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459050,229.94,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459050,365.80,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459051,229.94,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459051,365.80,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459107,"1,024.43",He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459108,"1,024.43",He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459162,20.91,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459162,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459163,20.91,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459163,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459188,146.30,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459188,439.01,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459189,146.30,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459189,439.01,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,28/01/2024,50459191,512.10,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,21/01/2024,50459192,512.10,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460545,229.94,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460545,365.80,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460546,229.92,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460546,365.82,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460547,146.30,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460547,439.01,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460548,146.30,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460548,439.01,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460558,512.10,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460559,512.10,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460671,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460672,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,11/02/2024,50460683,"1,024.43",He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460684,"1,024.43",He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460736,20.91,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
London Borough of Sutton,04/02/2024,50460736,658.40,He Reigns Health Care Services Limited,SOCIAL SERVICES - OTHER,People's Services,Home Care Services,A56019,0
