Body Name,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Baker Ross Ltd,45961,76.52,21072017,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Baker Ross Ltd,45961,63.16,21072017,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Baker Ross Ltd,45961,29.8,21072017,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Baker Ross Ltd,45961,26.32,21072017,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Baker Ross Ltd,45961,7.44,21072017,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,After Care (Nw) Limited,45961,21121,21071657,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,After Care (Nw) Limited,45961,22070,21071678,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,After Care (Nw) Limited,45961,944,21075284,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Parallel Parents,45961,4299.3,21072217,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Respite,Bedspace Resource Limited,45961,2408.92,21072110,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Bedspace Resource Limited,45961,2313.72,21072121,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Hired & Contracting Services,The National Childbirth Trust,45961,6125,21071890,
St Helens BC,People Services,Children's Social Services,Family Support Services,Payments to Voluntary Organisations,Beacon Nursery,45961,855.77,21072024,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Swiis Foster Care Ltd,45961,6228.6,21072197,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Matrix Scm Limited,45961,25.8,11136498,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Matrix Scm Limited,45961,1569.48,11136498,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Matrix Scm Limited,Various,45739.54,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,1830.02,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,18.49,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,1830.02,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,94.6,11136501,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45961,1468.9,11136501,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45961,20.64,11136501,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45961,1921.4,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,591.03,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45961,16.34,11136501,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Alphabiolabs,45961,425,21072625,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,Hamma Academy Of Mixed Martial Arts,45961,12285,21074560,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Prospero Recruitment Limited,45961,900,21072385,
St Helens BC,People Services,Children's Social Services,CWD Services,Payments to Private Contractors,Vibe Uk,45961,11249.6,21071747,
St Helens BC,People Services,Children's Social Services,CWD Services,Payments to Private Contractors,Brighter Dayz Ltd,45961,2569,21072415,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Wellbeing Property Solutions Ltd,45961,3764.28,21072957,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care Matters Limited,45961,19713.9,21071967,
St Helens BC,People Services,Children's Social Services,Children Looked After,Leaving Care Allowance,Care Matters Limited,45961,1078.8,21071975,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Acorns to Oaks Childrens Care & Support Ltd,45961,20982.86,21072866,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45961,1990.23,21072068,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Flourish Fostering Limited,45961,-2646,21073315,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Flourish Fostering Limited,45961,7692.34,21073553,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,45961,13285.71,21072067,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,New Beginnings Ltd,45961,25500,21072260,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care 4 Every Child Ltd,45961,24168.84,21072678,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care 4 Every Child Ltd,45961,25692.6,21072685,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Coastal Quality Care Ltd,45961,42857.4,21072241,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Unite Group Plc,45961,3920,21073726,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,REDACT - Personal data,45961,1272,21075199,REDACT - Personal data
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,Bank Charges,Prepaid Financial Services Limited,Various,1141.7,Various,
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,IT Software Purchase,Access Uk Limited,Various,2281.25,Various,
St Helens BC,People Services,Commissioning & Service Delivery,Commissioning & Business Support,Legal Expenses,Sonia Masaun,Various,1500,Various,
St Helens BC,People Services,Commissioning & Service Delivery,Directorate (Commissioning & Service Delivery),Contributions to third parties,Knowsley Mbc,Various,50000,Various,
St Helens BC,People Services,Commissioning & Service Delivery,Directorate (Commissioning & Service Delivery),Other Hired & Contracting Services,Edge Hill University,Various,8111.2,Various,
St Helens BC,People Services,Commissioning & Service Delivery,Performance & Complaints,Agency Supply Staff,Matrix Scm Limited,Various,7802.09,Various,
St Helens BC,Place Services,Community Safety,Crime Reduction,Consultancy Services,Mere Uk,45933,1769.74,21071763,
St Helens BC,Place Services,Community Safety,Crime Reduction,Other Hired & Contracting Services,Vibe Uk,45933,1792.72,21068961,
St Helens BC,Place Services,Community Safety,Crime Reduction,Other Hired & Contracting Services,1st Stop Security Products Ltd,45938,540,21069484,
St Helens BC,Place Services,Community Safety,Crime Reduction,Consultancy Services,I Am Lisa Ward Ltd,45940,8250,21072280,
St Helens BC,Place Services,Community Safety,Crime Reduction,Other Hired & Contracting Services,1st Stop Security Products Ltd,45945,9735,21072792,
St Helens BC,Place Services,Community Safety,Crime Reduction,Payments to Contractors,Matrix Scm Limited,45947,114343.64,21071140,
St Helens BC,Place Services,Community Safety,Crime Reduction,Subscriptions (non staff),White Ribbon Resources Limited,45954,2835.75,21072739,
St Helens BC,Place Services,Community Safety,Crime Reduction,Subscriptions (non staff),White Ribbon UK,45957,2835.75,21074592,
St Helens BC,Corporate,Corporate & Democratic Core,Corporate Management,Audit Fees - other services,Grant Thornton,45939,85191,21069349,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Jo Shaw trading as NewBold,45959,2000,21074933,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,"Grants, Contributions & Donations",Sutton Cricket Club,45959,1500,21074811,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,IT Software Maintenance,Civica Uk Limited,45960,740,21071898,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,Other Hired & Contracting Services,Pr Chauffeuring Services Ltd,45960,4186,21072899,
St Helens BC,Corporate,Corporate & Democratic Core,Democratic Representation & Mgmt,Other Hired & Contracting Services,The Royal British Legion Poppy Appeal,45947,2500,21073566,
St Helens BC,Centralised,Cross Division,Cross Service Area,Professional Services,Weightmans Llp- Office Account,45947,1802.5,21072184,
St Helens BC,Centralised,Cross Division,Cross Service Area,Liability insurance payout,Protector Insurance,45950,14621.6,21072610,
St Helens BC,Centralised,Cross Division,Cross Service Area,Telephone charges,Virgin Media Payments Limited,45954,933.52,21071725,
St Helens BC,Centralised,Cross Division,Cross Service Area,Professional Services,Wilks Head & Eve Llp,45957,3080,21074057,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other supplies & services,Yorkshire Purchasing Org,45933,1053.65,22003060,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other supplies & services,Yorkshire Purchasing Org,45940,792.51,22003086,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other supplies & services,Yorkshire Purchasing Org,45947,636.48,22003124,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other supplies & services,Yorkshire Purchasing Org,45954,1472.32,22003150,
St Helens BC,Centralised,Cross Division,Cross Service Area,Other supplies & services,Yorkshire Purchasing Org,45961,526.58,22003179,
St Helens BC,People Services,Cross Division Services,Cross Division Services,Mobile Phones,Telefonica Uk Limited,Various,3524.34,Various,
St Helens BC,People Services,Cross Division Services,Cross Division Services,Mobile Phones,Telefonica Uk Limited,Various,1038.2,Various,
St Helens BC,Corporate,Cross Division Services,Cross Division Services,Mobile Phones,Telefonica Uk Limited,Various,1820.4,11124491,
St Helens BC,Place Services,Cross Division Services,Cross Division Services,Mobile Phones,Telefonica Uk Limited,Various,3958.19,11124491,
St Helens BC,Place Services,Environmental Initatives,Climate Change,Consultancy Services,Buro Happold Limited,45940,64500,21069784,
St Helens BC,Place Services,Environmental Initatives,Climate Change,Consultancy Services,Buro Happold Limited,45954,78767,21071252,
St Helens BC,People Services,Generic Services,Generic Services,IT Software Purchase,Access Uk Limited,Various,2382.11,Various,
St Helens BC,People Services,Generic Services,Generic Services,Payments to Voluntary Organisations,St Helens Cancer Support Group,Various,2592.25,Various,
St Helens BC,People Services,Generic Services,Generic Services,Payments to Voluntary Organisations,Stroke Association,Various,16537.5,Various,
St Helens BC,People Services,Generic Services,Generic Services,Residential Care Long Term,Capital Health Care T/A Ainsdale Court,Various,60,Various,
St Helens BC,People Services,Generic Services,Generic Services,Residential Care Long Term,Griffin Care Homes Limited,Various,102.6,Various,
St Helens BC,People Services,Generic Services,Generic Services,Residential Care Long Term,Park Homes (Uk) Ltd,Various,80,Various,
St Helens BC,People Services,Generic Services,Generic Services,Residential Care Long Term,Stocks Hall Care Homes Ltd,Various,25,Various,
St Helens BC,People Services,Generic Services,Generic Services,Transport - Client Reimbursement,Veezu North Ltd T/A Veezu,Various,1426.51,Various,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,1st Northern Sign Company,45953,-158.77,21073879,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45931,8268.8,21068429,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,IT Hardware Purchase,Masternaut Uk Limited,45931,420.64,21068389,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45932,926.37,21068565,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45932,819.06,21068565,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45932,14752.01,21068531,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Aecom Limited,45932,5450,21068509,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,George Cox & Sons Limited,45932,19073.76,21068421,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45933,871.62,21068742,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45933,1311.81,21068882,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45933,1088.43,21069008,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2053.65,21068748,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2059.51,21068748,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,10348.82,21068748,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,20697.63,21068888,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2059.51,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2103.45,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,33.69,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2060.97,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,1967.23,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2068.3,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2085.88,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2078.55,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2006.78,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2056.58,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2063.9,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2031.68,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2087.34,21069005,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45933,2049.26,21069005,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Aecom Limited,45933,10987,21068670,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Jones Lighting Limited,45933,209158.83,21071478,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Consultancy Services,Stillwater Associates Limited,45933,562.5,21068798,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45933,1095.79,21068739,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45933,576,21068746,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45936,880.38,21069023,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45937,83149.34,21071775,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Private Contractors,Jones Lighting Limited,45937,87007.65,21072154,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,Yunex Limited,45937,49731.08,21072096,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,Yunex Limited,45937,2261.85,21072096,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Contractors,Yunex Limited,45937,2087,21072096,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Hire of Plant,Boundary Plant,45937,2700,21069105,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,George Cox & Sons Limited,45937,48891.32,21072072,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45938,654.81,21069256,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45938,2056.58,21069351,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45938,2017.03,21069351,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45938,2034.61,21069351,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45938,1993.59,21069351,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Geocon Site Investigations,45938,500,21072050,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2037.54,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2021.42,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2075.62,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2059.51,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2060.97,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2055.11,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2025.82,21069545,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Road Salt,Compass Minerals Uk Ltd,45939,2052.18,21069545,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,2 Works Tm Limited,45939,691.75,21069323,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,2 Works Tm Limited,45939,1265,21069344,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Design Fees,Wilde Consulting Engineers,45939,7267.23,21069158,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45940,753.36,21069479,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45940,880.38,21069479,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45940,915.42,21069877,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Private Contractors,1st Northern Sign Company,45940,1257.04,21069430,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,H2o Flowtech Ltd,45940,1387.5,21070336,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,H2o Flowtech Ltd,45940,444,21070336,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,H2o Flowtech Ltd,45940,6129,21070596,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45940,864,21069519,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45940,576,21069536,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45940,1369.74,21069537,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Whitcher Wildlife Limited,45940,1145,21069636,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45943,1320.57,21069812,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45943,915.42,21069812,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Other Supplies & Services,L & R Roadlines Ltd,45944,5920.41,21066245,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Purchase of Equipment,Dick Leigh,45944,616,21073234,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Training/Workshops - Non Staff,Allroads Training Ltd,45944,3613.2,21069805,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45945,983.31,21069948,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Hire of Plant,Boundary Plant,45945,1590,21069823,
St Helens BC,Place Services,Highways Maintenance,Winter Maintenance,Hire of Plant,Boundary Plant,45945,120,21069823,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45947,659.19,21070630,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45947,1145.37,21070636,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45947,880.38,21070636,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45947,764.31,21070779,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Aecom Limited,45947,2310.3,21073490,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Consultancy Services,Flinders Chase Limited,45947,1035.36,21070504,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45947,1369.74,21070469,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Huyton Asphalt Ltd,45950,2943.2,21073732,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Consultancy Services,Clarkson Consultants Ltd,45951,1056,21070775,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Other Supplies & Services,L & R Roadlines Ltd,45952,3304.63,21073859,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45953,884.76,21071197,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Private Contractors,1st Northern Sign Company,45953,6350.76,21073879,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Payments to Contractors,1st Northern Sign Company,45953,454.56,21073879,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Consultancy Services,Clarkson Consultants Ltd,45953,3550,21070787,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45954,775.26,21071336,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45954,608.82,21071336,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45954,992.07,21071413,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45954,1541.76,21071538,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45954,646.8,21071509,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Training/Workshops - Non Staff,Hindley Green Lgv Training,45954,1440,21073741,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Training/Workshops - Non Staff,Hindley Green Lgv Training,45954,40,21073741,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Training/Workshops - Non Staff,Hindley Green Lgv Training,45954,115,21073741,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,2 Works Tm Limited,45954,661.25,21071464,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45954,1369.74,21071302,
St Helens BC,Place Services,Highways Maintenance,Construction,Payments to Private Contractors,Phoenix Highways Limited,45954,9215,21071598,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Phoenix Highways Limited,45954,2755,21071624,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Site Safe Traffic Solutions Ltd,45954,90,21071273,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Site Safe Traffic Solutions Ltd,45954,895,21071273,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,J Hopkins (Contractors) Ltd,45957,78511.4,21074403,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Duggan & Parr Stone Repair Services Limited,45958,24229.42,21074677,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45959,882.57,21071690,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Huyton Asphalt Ltd,45959,793741.79,21074717,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45960,880.38,21072244,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Other Supplies & Services,L & R Roadlines Ltd,45960,423.25,21073730,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45960,100,21072447,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45960,177,21072447,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45960,315,21072447,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Payments to Private Contractors,Premier Traffic Management Ltd,45960,54,21072447,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Hire of Plant,Speedy Asset Services,45960,632.5,21072148,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Hire of Plant,Gap Group Ltd,45960,440,21072134,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,2 Works Tm Limited,45960,6075,21071790,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,External Consultants,Stillwater Associates Limited,45960,5171.25,21073110,
St Helens BC,Place Services,Highways Maintenance,Traffic Management & Road Safety,Surveys,Malcolm Hughes Land Surveyors Limited,45960,650,21072155,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Malcolm Hughes Land Surveyors Limited,45960,2600,21072666,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,CTS Bridges Ltd,45960,4400,21071865,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Other Recoverable Charges - Non Payroll,DEF Software limited,45960,3194,21071897,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45961,880.38,21072411,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45961,878.19,21072411,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Stock Materials,Cemex Uk Operations Limited,45961,937.32,21073122,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,IT Hardware Purchase,Masternaut Uk Limited,45961,420.64,21072190,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,IT Software Maintenance,Kainos Software Limited,45961,3750,21072021,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45961,1369.74,21072111,
St Helens BC,Place Services,Highways Maintenance,Routine Maintenance,Agency Supply Staff,Matchtech Group (Uk) Limited,45961,468,21072119,
St Helens BC,Place Services,Highways Maintenance,Structural Maintenance,Payments to Contractors,Wilde Consulting Engineers,45961,4236,21072152,
