Body Name,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,REDACT - Personal data,45933,2000,22003059,REDACT - Personal data
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,REDACT - Personal data,45933,15,22003059,REDACT - Personal data
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,REDACT - Personal data,45957,2000,21074393,REDACT - Personal data
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,Claire Weetman,45932,10000,21071160,
St Helens BC,Place Services,"Arts, Heritage & Tourism",Tourism & Events,Other Recoverable Charges - Non Payroll,Vibe Uk,45932,882.04,21071597,
St Helens BC,Place Services,"Arts, Heritage & Tourism",Heritage,Payments to Private Contractors,World Of Glass(St.Helens)Ltd,45940,50000,21071853,
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,Open Eye Ltd,45940,2000,21069471,
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,Claire Weetman,45958,2000,21074385,
St Helens BC,Place Services,"Arts, Heritage & Tourism",Arts Development & Support,Other Hired & Contracting Services,Claire Weetman,45958,5100,21074388,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Agency Supply Staff,Matrix Scm Limited,Various,6256.76,Various,REDACT - Personal data
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Consultancy Services,Personal Care Consultants Ltd,Various,1875,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,IT Software Maintenance,Tunstall Healthcare (Uk) Limited,Various,8237.4,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Challenge Forge Limited,Various,5196,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Independent Adaptations Limited,Various,450,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,Various,23020.9,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Payments to Private Contractors,Bridgewater Community Healthcare Nhs,Various,108121.99,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Postages,Royal Mail Group Ltd,Various,447.33,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Accora Uk,Various,5327,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Direct Healthcare Group Ltd,Various,10738.8,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Healthcare Matters,Various,5890,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,Various,14329,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Osprey Healthcare Ltd,Various,5633,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Prism Medical Uk Limited,Various,5361.780000000001,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Tunstall Healthcare (Uk) Limited,Various,16948,Various,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Telephones,British Telecom,Various,1384.47,Various,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Other Premises Costs,R Draper Ltd,45931,441.44,21070506,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Harrowden Turf Limited,45933,52.5,21068950,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Harrowden Turf Limited,45933,456,21068950,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Harrowden Turf Limited,45933,223.5,21068950,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Wigan Council,45940,926.4,21069437,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Minor Repairs and Maintenance,Mitchell Industrial Services Limited,45945,800,21070454,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Minor Repairs and Maintenance,1st Northern Sign Company,45947,1155,21070699,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Minor Repairs and Maintenance,1st Northern Sign Company,45947,1360,21070706,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Calligraphy Uk Limited,45953,854.72,21071008,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,The Columbaria Company,45954,170,21071234,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,The Columbaria Company,45954,125,21071234,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,The Columbaria Company,45954,45,21071234,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,The Columbaria Company,45954,179,21071234,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Vivedia Ltd,45960,11633.76,21072002,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Vivedia Ltd,45960,3557,21072007,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,70,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,119.96,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,272,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,192,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,78,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,35,21073092,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,45961,12,21073092,
St Helens BC,Corporate,Central Services To The Public,Elections,Printing,Civica Electoral Services Uk Ltd,45961,1042.56,21072009,
St Helens BC,People Services,Children'S 0-19 Public Hlth Prog,Healthy Child Programme,Public Health Services,Mwl Teaching Hospitals Nhs Trust,Various,2305.75,Various,
St Helens BC,People Services,Children'S 0-19 Public Hlth Prog,Healthy Child Programme,Public Health Services,Wirral Community Nhs Ft,Various,316666.66,Various,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45931,700,21070326,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Fostering - Extra Allowances,REDACTED - Personal data,Various,469758.71,Various,745 Fostering paymenmts
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,REDACTED - Personal data,45933,800,21071723,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45933,632,21071423,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,REDACTED - Personal data,45933,1280,21071526,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45937,199,11128906,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45937,398,11128800,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,590.98,11128800,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,104.54,11128886,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,128,11129121,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45937,159,11129136,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45937,159,11129184,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,151.48,11129000,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,124.42,11129000,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45937,255,11129203,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,REDACTED - Personal data,45938,1125,21072071,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45944,627.94,21071113,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,175,11135862,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,175,11135964,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,159,11136144,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45951,233,11135708,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45951,233,11135709,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45951,199,11135724,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,199,11135737,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,318,11136138,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45951,175,11135954,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,159,11136114,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,REDACTED - Personal data,45951,159,11136115,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,175,11136158,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,318,11136160,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,REDACTED - Personal data,45951,199,11136110,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,REDACTED - Personal data,45951,79.98,11135986,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45960,632,21074884,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45960,583.42,21075253,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,REDACTED - Personal data,45961,700,21074883,REDACTED - Personal data
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Home-Start St Helens,45931,3843,21068402,
St Helens BC,People Services,Children's Social Services,CWD Services,Other Hired & Contracting Services,Nyas,45931,590,21068372,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45931,5223.25,21068293,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45931,5992.92,21068294,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45931,5181.86,21068297,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,By The Bridge North West Ltd,45931,4822.79,21068298,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care Today Childrens Services,45931,14770.57,21068723,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,After Care (Nw) Limited,45931,20440,21068230,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Parallel Parents,45931,4442.61,21068460,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Fusion Fostering Limited,45931,4423.2,21068256,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,2u Food Ltd,45931,5115,21068137,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45931,2270.1,21068467,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45931,1776.6,21068653,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45931,10063.2,21068663,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Next Stage 4 Life Ltd,45931,27470.06,21069856,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cfs Care Limited,45931,6849.6,21071182,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Helen Wrenn,45931,625,21068231,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Sbl Careservices (Uk) Limited,45931,22178.4,21068219,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Wellbeing Property Solutions Ltd,45931,3642.85,21069900,
St Helens BC,People Services,Children's Social Services,Children Looked After,Leaving Care Allowance,Care Matters Limited,45931,863.04,21068413,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care Matters Limited,45931,20371.03,21068431,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Lorimer Foster Services,45931,4312.99,21055814,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45931,693.9,21069148,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Bikemech Training,45931,2550,21069316,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Acorns to Oaks Childrens Care & Support Ltd,45931,21682.29,21068476,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Acorns to Oaks Childrens Care & Support Ltd,45931,24480,21068908,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45931,1990.23,21068278,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Assured Fostering,45931,4539.73,21068259,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Flourish Fostering Limited,45931,7444.2,21069613,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,45931,29142.86,21068360,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,45931,14571.43,21068409,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Excel Fostering Ltd,45931,5935.8,21068139,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Excel Fostering Ltd,45931,-1475,21069923,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Excel Escort Solutions Ltd,45931,51407.14,21068488,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Care 4 Every Child Ltd,45931,26549.02,21068239,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Coastal Quality Care Ltd,45931,44285.98,21068291,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Select Care (NW) Ltd,45931,28675,21068209,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Appleton & Associates Isw Ltd,45931,1990,21069328,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Other Supplies & Services,Home-Start St Helens,45932,12000,21068814,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,Hattons Travel,45932,1400,21071479,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,Hattons Travel,45932,1000,21071542,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,Hattons Travel,45932,1950,21071546,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Continuum Support Care Services Limited,45932,39879.33,21068455,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Advanced Child Care Assessments Ltd,45932,6298.77,21067579,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Catherine Rimmer,45932,700,21068627,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Mr Mark Senior,45932,650,21068711,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,New Beginnings Ltd,45932,20400,21068464,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Nugent,45933,2430.78,21068800,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Bedspace Resource Limited,45933,861.31,21068935,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Bedspace Resource Limited,45933,2313.72,21068936,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Bedspace Resource Limited,45933,2408.92,21068943,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cheshire West And Chester Council,45933,1142.7,21069561,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Cheshire West And Chester Council,45933,1142.7,21069566,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Matrix Scm Limited,Various,53765.84,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,8.17,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,1830.02,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,346.22,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,1830.02,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,10.32,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,939.74,11125569,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45933,18.92,11125569,
St Helens BC,People Services,Children's Social Services,Youth Justice,Agency Supply Staff,Matrix Scm Limited,45933,1468.9,11125569,
St Helens BC,People Services,Children's Social Services,Children Looked After,Agency Supply Staff,Matrix Scm Limited,45933,17.85,11125569,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Apollo Home Healthcare Limited,45933,650,21068779,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Catherine Rimmer,45933,2400,21068689,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Mr Simon Heaney,45933,7650,21068675,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Mr John Mckenna,45933,4650,21068694,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Mr John Mckenna,45933,683.33,21068712,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Dna Legal Ltd,45933,469.33,21068592,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Dna Legal Ltd,45933,747,21068820,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45933,710,21070969,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45933,1236,21070971,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45933,3748.8,21070981,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45933,6872.8,21070982,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Maham Qureshi,45933,900,21068706,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45933,1586.81,21068586,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45933,25.49,21068586,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Jennifer Grehan,45933,850,21068727,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Frances House Ltd,45933,26571.34,21068730,
St Helens BC,People Services,Children's Social Services,Family Support Services,Accommodation/Housing,Clarity Travel Limited,45933,2,11124693,
St Helens BC,People Services,Children's Social Services,Youth Justice,Public Transport - Non Staff,Clarity Travel Limited,45933,111,11124693,
St Helens BC,People Services,Children's Social Services,Family Support Services,Public Transport - Non Staff,Clarity Travel Limited,45933,67.6,11124693,
St Helens BC,People Services,Children's Social Services,Children Looked After,Public Transport - Non Staff,Clarity Travel Limited,45933,26.1,11124693,
St Helens BC,People Services,Children's Social Services,Family Support Services,Public Transport - Non Staff,Clarity Travel Limited,45933,7.95,11124693,
St Helens BC,People Services,Children's Social Services,Family Support Services,Public Transport - Non Staff,Clarity Travel Limited,45933,17.9,11124693,
St Helens BC,People Services,Children's Social Services,Family Support Services,Public Transport - Non Staff,Clarity Travel Limited,45933,53.2,11124693,
St Helens BC,People Services,Children's Social Services,Children Looked After,Public Transport - Non Staff,Clarity Travel Limited,45933,27,11124693,
St Helens BC,People Services,Children's Social Services,Youth Justice,Public Transport - Non Staff,Clarity Travel Limited,45933,79.8,11124693,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Positive Care Solutions Limited,45936,60215.14,21071233,
St Helens BC,People Services,Children's Social Services,Children Looked After,Leaving Care Allowance,Positive Care Solutions Limited,45936,-30,21071233,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,772.2,21058427,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,772.2,21059392,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,445.5,21061144,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,445.5,21062100,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,1994.12,21065048,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,-7585.92,21065134,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,3741.55,21065869,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,3264,21066864,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,4399.8,21067608,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,4155.6,21067717,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,5582.93,21069140,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,4526.8,21069626,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,6668.11,21069796,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,13881.6,21070968,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45936,2726.4,21070979,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,2nd Nurture,45937,17162.68,21071533,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,2nd Nurture,45937,19966.88,21071550,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Alphabiolabs,45937,1013.33,21071883,
St Helens BC,People Services,Children's Social Services,Children's Centres & Early Help,Education & Leisure Activities,Rileys Ices,45937,1628,21070262,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Wellbeing Property Solutions Ltd,45937,1320,21069738,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,G & H Care Limited,45937,840,21071987,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Pinnacle Care (NW) Ltd,45937,16428.57,21071163,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Birtenshaw Hall School,45938,25634.09,21068499,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45938,2895.2,21069298,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45938,1052.8,21069304,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45938,526.4,21069330,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45938,664.2,21069332,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Alcedo Orange Limited T/A Alcedo Care,45938,512,21069341,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Niamh Ross,45938,700,21069326,
St Helens BC,People Services,Children's Social Services,Children Looked After,Payments to Contractors,Fisher German Llp,45938,7389,21069129,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Ab Childcare Consultancy Ltd,45938,561.3,21068692,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45938,1990.23,21069034,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45938,37.08,21069034,
St Helens BC,People Services,Children's Social Services,Child Protection,Agency Supply Staff,Leaders In Care,45938,1990.23,21069070,
St Helens BC,People Services,Children's Social Services,Family Support Services,Payments to Voluntary Organisations,Day Dreams Nursery,45939,1925,21071615,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,After Care (Nw) Limited,45939,4983,21072103,
St Helens BC,People Services,Children's Social Services,CWD Services,Home Care Services,Optima Health And Social Care Limited,45939,17073.6,21072408,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Forensic Testing Service Ltd,45939,519.3,21072144,
St Helens BC,People Services,Children's Social Services,Service Strategy - Social Care,Consultancy Services,Attenti Ltd,45939,3900,21071186,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Lauren Maires,45939,500,21069305,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Miss Lauren Maires,45939,600,21069554,
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Agencies/Contractors,Lorimer Foster Services,45939,1000,21055606,
St Helens BC,People Services,Children's Social Services,CWD Services,Minor Repairs and Maintenance,Acme Facilities Group Ltd,45940,630,21069932,
