Body Name,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Consultancy Services,Personal Care Consultants Ltd,46010,537.5,21078927,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Consultancy Services,Personal Care Consultants Ltd,46010,587.5,21078939,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Consultancy Services,Personal Care Consultants Ltd,46021,775,21080269,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46014,518.21,21071899,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,518.21,21079644,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,572.13,21079472,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,572.13,21079613,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,572.13,21079628,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,572.13,21079660,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Minor Repairs and Maintenance,Prism Medical Uk Limited,46015,12530.14,21079076,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Payments to Private Contractors,Bridgewater Community Healthcare Nhs,46006,22000,21079364,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Payments to Private Contractors,Bridgewater Community Healthcare Nhs,46008,28707.33,21079417,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Payments to Private Contractors,Prism Medical Uk Limited,46010,1818,21078559,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Payments to Private Contractors,Prism Medical Uk Limited,46015,1818,21079108,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Accora Uk,46008,1932,21078101,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Direct Healthcare Group Ltd,46022,4086.6,21080162,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Mangar International Ltd,46003,12.5,21074003,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Mangar International Ltd,46003,2151,21074003,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46008,40,21077851,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,60,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,109,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,110,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,278,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,730,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46008,730,21077851,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46015,741,21079842,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46003,2969,21077818,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46014,3079,21082417,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46002,3710,21077775,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Newlyn Healthcare Specialist Equipment Ltd,46014,4158,21082420,
St Helens BC,People Services,Assistive Equipment & Technology,Assistive Equipment & Technology,Purchase of Equipment,Prism Medical Uk Limited,46009,1879,21078243,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Sale of Products,REDACT - Personal Information,45994,3142,21079348,Redact - Personal information
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Minor Repairs and Maintenance,Mitchell Industrial Services Limited,46003,950,21079754,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,J A Jones & Sons (Churchtown) Ltd,46010,540,21079003,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,J A Jones & Sons (Churchtown) Ltd,46010,765,21079003,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,J A Jones & Sons (Churchtown) Ltd,46010,80,21079003,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,2058,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,1130,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,120,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,147,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,196,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Cemeteries,Purchase of Equipment,Teleshore Uk Ltd,46015,100.8,21078875,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Fixtures & Fittings,Facultatieve Technologies Ltd,45996,484.02,21077078,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Fixtures & Fittings,Facultatieve Technologies Ltd,45996,508.32,21077078,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Fixtures & Fittings,Facultatieve Technologies Ltd,45996,33,21077078,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Minor Repairs and Maintenance,Facultatieve Technologies Ltd,45996,1510,21077635,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Minor Repairs and Maintenance,Facultatieve Technologies Ltd,45996,711.87,21077638,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Minor Repairs and Maintenance,Facultatieve Technologies Ltd,46003,1935.1,21078635,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Other Hired & Contracting Services,Security Plus Limited,45994,72.6,21072688,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Other Hired & Contracting Services,Security Plus Limited,46021,72.6,21080445,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Canfly Marketing,46009,980,21078208,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Canfly Marketing,46009,450,21078208,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Teleshore Uk Ltd,46010,498.3,21081671,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Teleshore Uk Ltd,46015,5557.2,21081594,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Teleshore Uk Ltd,46015,4326.4,21081668,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Teleshore Uk Ltd,46022,805,21082651,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Teleshore Uk Ltd,46022,50.5,21082651,
St Helens BC,Place Services,Cemeteries & Crematorium,Crematorium,Purchase of Equipment,Vivedia Ltd,46021,5791,21079715,
St Helens BC,Corporate,Central Services To The Public,Elections,IT Software Maintenance,Civica Uk Limited,46006,10986.5,21073112,
St Helens BC,Corporate,Central Services To The Public,Elections,IT Software Maintenance,Civica Uk Limited,46006,10986.5,21073112,
St Helens BC,Corporate,Central Services To The Public,Elections,Other Hired & Contracting Services,Knowsley MBC - Parliamentary Election Account,46015,25047.46,21079436,
St Helens BC,Corporate,Central Services To The Public,Elections,Postages,Civica Electoral Services Uk Ltd,46015,220,21080065,
St Helens BC,Corporate,Central Services To The Public,Elections,Postages,Royal Mail Group Ltd,45994,429.25,21076023,
St Helens BC,Corporate,Central Services To The Public,Elections,Printing,Civica Electoral Services Uk Ltd,45994,732.48,21076064,
St Helens BC,Corporate,Central Services To The Public,Elections,Printing,Civica Electoral Services Uk Ltd,46015,426.91,21080065,
St Helens BC,Corporate,Central Services To The Public,Elections,Printing,Civica Electoral Services Uk Ltd,46021,963.84,21079637,
St Helens BC,People Services,Children'S 0-19 Public Hlth Prog,Healthy Child Programme,Public Health Services,Mwl Teaching Hospitals Nhs Trust,46009,2305.75,21078165,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,45992,1193,21079084,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,45992,719.5,21077555,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Fostering - Extra Allowances,Redact - Personal information,Variouis,686920.56,Various,1012 payments related to Fostering
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,241.28,11143784,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,52,11143845,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,45993,159,11143845,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,461.76,11143552,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,89.6,11143331,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,47.15,11143846,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,45993,175,11143846,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,45993,169.37,11143846,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,73.26,11143724,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,142.7,11143435,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,199,11143466,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,45993,199,11143488,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,143.1,11143783,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,Redact - Personal information,45993,233,11143541,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,172.32,11143356,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,180,11143356,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,263.22,11143849,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,153.4,11143778,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,159,11143778,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,286.42,11143715,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,197.81,11143715,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,199,11143653,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,73.1,11143657,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,16.64,11143798,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,48.48,11143837,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,136.19,11143837,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,142.79,11143838,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,45993,970.02,11143838,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,45993,34,11143838,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,199,11143838,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,104,11143800,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,Redact - Personal information,45993,398,11143823,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,273,11143760,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,159,11143760,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,40.56,11143624,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,195.52,11143790,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,45993,205,11143810,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,45993,25.36,11143810,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,88.61,11143629,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,45993,150,11143827,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,45993,175,11143841,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,45993,175,11143847,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Redact - Personal information,45994,600,21076355,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,45994,632,21079507,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,45994,700,21079506,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,45999,15,22003276,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Redact - Personal information,46000,916.66,21080273,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,378.51,11146303,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46007,199,11145816,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,100,11146023,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46007,544.84,11146316,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,52.4,11146311,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,79.99,11146311,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,159,11146311,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46007,172.76,11146311,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,Redact - Personal information,46007,398,11145861,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,199,11145861,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,Redact - Personal information,46007,175,11146327,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,124.8,11146139,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,144.58,11145954,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,199,11145977,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,199,11145978,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46007,233,11145993,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,388.96,11146004,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,34.61,11146000,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46007,14.98,11146000,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,44.2,11146070,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46007,233,11146118,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,149.76,11146184,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,234,11146282,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,143.88,11146222,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Personal Items,Redact - Personal information,46007,66,11146305,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,199.68,11146305,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,159,11146329,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,26,11146107,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,78,11146150,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46007,6,11146308,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46007,64.98,11146309,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46007,159,11146331,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Redact - Personal information,46008,9149.3,21081707,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Other Hired & Contracting Services,Redact - Personal information,46009,1280,21081739,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,175,11148785,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46021,159,11149127,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46021,140.98,11149127,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,159,11149062,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46021,80,11149125,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46021,175,11149125,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46021,192.98,11149125,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Christmas Allowances,Redact - Personal information,46021,175,11149126,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46021,80,11149126,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,175,11148610,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,199,11148664,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Personal Items,Redact - Personal information,46021,146.52,11148998,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,199,11148752,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,159,11148860,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,175,11148911,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,46021,632,21082842,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Redact - Personal information,46021,700,21082841,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,199,11149012,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Purchase of Equipment,Redact - Personal information,46021,407.16,11149120,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Birthday Allowances,Redact - Personal information,46021,159,11149083,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Holiday Allowances,Redact - Personal information,46021,159,11149109,Redact - Personal information
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,45992,25714.29,21075757,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,45992,12857.14,21075766,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,46022,26571.43,21079704,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,3S Adolescent Care,46022,13285.71,21079709,
St Helens BC,People Services,Children's Social Services,Children Looked After,Legal Expenses,Abigail Lenart,46022,950,21080165,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45992,1157.82,21072522,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,513.56,21073219,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,542.02,21074067,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,535.72,21074741,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,568.11,21075672,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,902.1,21077353,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,45994,513.66,21078590,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,46013,681.6,21080060,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,46013,599.17,21081620,
St Helens BC,People Services,Children's Social Services,Family Support Services,Other Hired & Contracting Services,Accolade Families Ltd,46020,494.42,21082616,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Achieve Your Aspirations,45994,49881.42,21076078,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Achieve Your Aspirations,46022,51544.14,21079784,
St Helens BC,People Services,Children's Social Services,Children Looked After,Residential Care Long Term,Acorns to Oaks Childrens Care & Support Ltd,45992,21257.14,21076220,
