Body,Directorate,Division,Service Area,Expenditure Category,Supplier Name,Pay Date,Amount,Transaction reference,Narrative,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Victoria Care Home Harbour Healthcare (North) Ltd,Various,6056,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Stocks Hall Care Homes Ltd,Various,5430.96,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Housing With Care Ltd,Various,5305.19,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Belong Limited,Various,5220,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Prospect House Nursing Home,Various,4012,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Burlington Care (Asc) Ltd,Various,3780,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Park Homes (Uk) Ltd,Various,3661.24,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,The Rosevilla,Various,3496,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Chestnut House Care Home,Various,3397.08,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Catalyst Choices Cic,Various,3280,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Shawcross Care Ltd,Various,3260,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Making Space,Various,3244.9,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Capital Health Care T/A Ainsdale Court,Various,2962,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Brown Edge House Limited,Various,2902.86,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Ashdene Care Home,Various,2198.57,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Long Term,Highpoint Care Limited,Various,1772.65,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Greenfields Care Home,Various,8157.86,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Thomas House Ltd,Various,7970.86,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Highpoint Care Limited,Various,7335,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Capital Health Care T/A Ainsdale Court,Various,6244.28,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Amberley Court Care Home,Various,4760.72,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Brown Edge House Limited,Various,4000,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Barchester Healthcare Homes Ltd - Sherwood Lodge,Various,3709.52,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Sandstone Care North West Limited,Various,2608.87,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Parkside (St Helens) Ltd,Various,2262,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Aymaan Limited T/A Parr Nursing Home,Various,1941.43,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,C & A Pilkington Trust Fund,Various,1828.34,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Four Seasons Health Care,Various,705.92,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Housing With Care Ltd,Various,343.52,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Residential Care Respite,Tree Tops Residential Homes,Various,341,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Service User Cont Nursing Care Long Term,Four Seasons Health Care,Various,1961.94,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Service User Cont Residential Care Long Term,DHCH14 Ashton View,Various,1137.3,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Supported Living,Care Solutions (St Helens) Ltd,Various,70796.45,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Supported Living,GP Homecare Limited t/a Radis Community Care,Various,69658.43,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Supported Living,Torus62 Limited - Rent Income,Various,9571.68,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Supported Living,Your Housing Group,Various,5364.72,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Unpaid Client Contributions,Thomas House Ltd,Various,4402.03,Various,,
St Helens BC,People Services,Physical Support,Older People (65+) (Physical Support),Unpaid Client Contributions,Hc-One Oval Limited,Various,3518.29,Various,,
