Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,People - Looked After Children Education,Third Party Payments - Other Establishments,07/06/2023,3485747,800.00,Revenue,1004837,The 3-18 Education Trust T/A William Brookes School
Shropshire,00GG,People - Placements: Adoption Service,Supplies & Services - Services,07/06/2023,11522081,720.00,Revenue,1005548,Rgt Training & Consultancy Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521782,"1,060.16",Revenue,1005795,Approved Care And Support
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521783,"2,935.80",Revenue,1005795,Approved Care And Support
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521785,"5,871.60",Revenue,1005795,Approved Care And Support
Shropshire,00GG,People - Learning & Skills Business Support,Third Party Payments - Other Establishments,07/06/2023,3485268,"1,725.00",Revenue,1005917,Ludlow C E School
Shropshire,00GG,People - Looked After Children Education,Third Party Payments - Other Establishments,07/06/2023,3483934,655.00,Revenue,1008304,Little Acorns Of Rushbury
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,07/06/2023,3485667,"1,153.62",Revenue,1008999,Personal redaction
Shropshire,00GG,People - Learning & Skills Business Support,Third Party Payments - Other Establishments,07/06/2023,3485265,735.00,Revenue,1009228,Coleham Primary School
Shropshire,00GG,People - Learning & Skills Business Support,Third Party Payments - Other Establishments,07/06/2023,3485271,"1,935.00",Revenue,1010718,Empower Trust - The Wilfred Owen School
Shropshire,00GG,People - Placements: Residential Placements,Third Party Payments - Other Establishments,07/06/2023,11522057,"17,776.14",Revenue,1011151,Hopedale House
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,07/06/2023,11522588,"7,415.00",Revenue,1012528,Freeflow Drainage Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521314,704.83,Revenue,1017405,Wishing Well Home Care Services
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521307,"1,141.70",Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521308,"1,278.59",Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521309,856.28,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521310,800.94,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521311,815.50,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521312,681.52,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,07/06/2023,11521313,"1,328.10",Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Cleaning and domestic supplies,08/06/2023,3479910,633.56,Revenue,1000071,Arrow County Supplies
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487243,"6,925.15",Revenue,1000204,Lakeside Coaches Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487082,"5,221.56",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487088,"1,465.20",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487098,"9,456.82",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487116,"11,814.74",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487134,"6,307.13",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487135,"22,212.44",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487138,"3,203.46",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487142,"9,680.71",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487221,"114,846.10",Revenue,1000220,Arriva Midlands Ltd
Shropshire,00GG,Place - Highways (Streetworks),Supplies & Services - Services,08/06/2023,3487099,841.99,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Highways (Streetworks),Supplies & Services - Services,08/06/2023,3487129,754.88,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,08/06/2023,11522617,539.77,Revenue,1000322,R M W Electrical Services Ltd
Shropshire,00GG,Place - Property Services Group,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,08/06/2023,11518799,680.17,Revenue,1000324,David Rogers Electrical Contractors Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487169,"7,424.00",Revenue,1000378,Tanat Valley Coaches
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487170,"21,317.40",Revenue,1000378,Tanat Valley Coaches
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487178,"12,921.74",Revenue,1000378,Tanat Valley Coaches
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487251,"1,714.29",Revenue,1000659,Bennetts Travel (Cranberry) Ltd
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,08/06/2023,3477495,"1,486.00",Revenue,1000753,Stone Technologies Ltd
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,08/06/2023,3480773,"-5,750.00",Revenue,1000843,Oswestry Town Council
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,08/06/2023,3480801,"6,000.00",Revenue,1000843,Oswestry Town Council
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,08/06/2023,3485687,956.80,Revenue,1000926,Options Management
Shropshire,00GG,Capital - Adult Social Care Operations Capital,Non Revenue - Non Revenue,08/06/2023,3477146,"3,947.45",Capital,1001593,Sarabec Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Supplies & Services - Equipment Furniture and Materials,08/06/2023,3478436,"11,471.38",Revenue,1001797,Flowbird
Shropshire,00GG,Place - Business and Consumer Protection,Supplies & Services - Communications and Computing,08/06/2023,3476734,"1,200.00",Revenue,1002257,Idox Software Limited
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3487105,750.00,Revenue,1002366,Atcham Parish Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3485030,625.00,Revenue,1002402,Craven Arms Town Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3485411,"1,200.00",Revenue,1002413,Farlow Parish Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3486208,"1,500.00",Revenue,1002415,Great Hanwood Parish Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3486196,"1,500.00",Revenue,1002416,Great Ness & Little Ness Parish Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3486227,"1,000.00",Revenue,1002456,Pontesbury Parish Council
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Grants and Subscriptions,08/06/2023,3486217,"1,500.00",Revenue,1002470,Stottesdon And Sidbury Parish Council
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Communications and Computing,08/06/2023,3487081,857.00,Revenue,1002707,Parentpay Limited
Shropshire,00GG,Health and Wellbeing - Sexual Health,Third Party Payments - Health Authorities,08/06/2023,3486530,"69,960.58",Revenue,1003078,Midlands Partnership Nhs Foundation Trust
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487215,643.10,Revenue,1003603,Celtic Travel
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522761,790.86,Revenue,1003677,Woodlands Nursery
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522879,"6,724.38",Revenue,1003677,Woodlands Nursery
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487279,"5,727.40",Revenue,1004060,Diamond Bus Company Ltd
Shropshire,00GG,Housing Revenue Account - Supervision & Management,Third Party Payments - Private Contractors,08/06/2023,3478445,"5,411,366.72",Revenue,1004162,Shropshire Towns & Rural Housing Ltd
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,08/06/2023,3482264,"1,440.00",Revenue,1004382,ABC Cars Group Ltd T/A ABC Cars
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522919,"9,262.50",Revenue,1004656,Stokesay Primary School
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,08/06/2023,3487286,"2,056.26",Revenue,1004941,Banga Travel
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11523012,"10,545.13",Revenue,1005169,Caterpillars Montessori Pre-School
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,08/06/2023,11521317,517.78,Revenue,1005586,Care Cover 24/7 Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,08/06/2023,11521961,"1,141.72",Revenue,1005586,Care Cover 24/7 Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,08/06/2023,11521963,815.52,Revenue,1005586,Care Cover 24/7 Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,08/06/2023,11521964,"1,031.04",Revenue,1005586,Care Cover 24/7 Ltd
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,08/06/2023,3481838,"-7,698.25",Revenue,1005747,City Of Wolverhampton Council
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,08/06/2023,3481935,"95,054.00",Revenue,1005747,City Of Wolverhampton Council
Shropshire,00GG,People - Looked After Children (LAC) Service,Employees - Direct Employee Expenses,08/06/2023,3478560,"2,497.80",Revenue,1005988,NonStop Consulting Ltd
Shropshire,00GG,People - Looked After Children (LAC) Service,Employees - Direct Employee Expenses,08/06/2023,3478576,"1,837.00",Revenue,1005988,NonStop Consulting Ltd
Shropshire,00GG,People - Disabled Children's Team,Transport-Related Expenditure - Contract Hire and Operating Leases,08/06/2023,3487383,447.48,Revenue,1006314,Veezu Midlands Limited t/a Go Carz
Shropshire,00GG,Resources - Workforce and Improvement Management,Supplies & Services - Services,08/06/2023,3476987,"23,937.50",Revenue,1006467,Ascensio Limited
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522856,"5,782.92",Revenue,1008304,Little Acorns Of Rushbury
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522751,"1,856.79",Revenue,1008306,Rainbow Pre School & Nursery
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522867,"10,097.58",Revenue,1008306,Rainbow Pre School & Nursery
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522882,"9,195.24",Revenue,1008309,Prestfelde School
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522748,825.24,Revenue,1008310,Pant Pandas Childcare Centre
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522864,"5,194.80",Revenue,1008310,Pant Pandas Childcare Centre
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522735,"3,080.90",Revenue,1008314,Gobowen All Rounders Childcare
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522844,"2,049.53",Revenue,1008314,Gobowen All Rounders Childcare
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522878,"15,491.44",Revenue,1008315,Whittington Under Fives Playgroups
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522732,"4,713.39",Revenue,1008317,Earlyworld Nursery
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522841,"54,968.04",Revenue,1008317,Earlyworld Nursery
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522740,"2,269.41",Revenue,1008318,Kaleidoscope
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522851,"31,455.53",Revenue,1008318,Kaleidoscope
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522880,"13,147.99",Revenue,1008319,St Winefrides School
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522746,"4,332.51",Revenue,1008320,Oswestry Methodist Pre School
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522862,"8,827.72",Revenue,1008320,Oswestry Methodist Pre School
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522815,825.24,Revenue,1008322,Baschurch Pre School Group
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11523011,"24,599.64",Revenue,1008322,Baschurch Pre School Group
Shropshire,00GG,People - Early Years,Third Party Payments - Other Establishments,08/06/2023,11522859,"12,582.96",Revenue,1008323,Nesscliffe House Nursery School
