Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Premises-Related Expenditure - Cleaning and domestic supplies,07/12/2023,3547078,577.65,Revenue,1000071,Arrow County Supplies
Shropshire,00GG,Place - Planning Services,Supplies & Services - Services,07/12/2023,3541942,435.51,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,People - Placements: Residential Placements,Premises-Related Expenditure - Cleaning and domestic supplies,07/12/2023,3546881,12.00,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Transport-Related Expenditure - Direct Transport Costs,07/12/2023,3546881,13.27,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Transport-Related Expenditure - Public Transport,07/12/2023,3546881,12.92,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Supplies & Services - Equipment Furniture and Materials,07/12/2023,3546881,66.73,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Supplies & Services - Catering,07/12/2023,3546881,142.94,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Supplies & Services - Printing Stationery and General Office Expenses,07/12/2023,3546881,2.08,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Placements: Residential Placements,Third Party Payments - Other Establishments,07/12/2023,3546881,254.19,Revenue,1000256,Chelmaren Childrens Home 
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,07/12/2023,3547079,"2,755.00",Revenue,1000274,R D & G I Owen Ltd
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,07/12/2023,3547090,"2,375.00",Revenue,1000274,R D & G I Owen Ltd
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,07/12/2023,3547104,"2,552.84",Revenue,1000274,R D & G I Owen Ltd
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,07/12/2023,3547133,"2,090.00",Revenue,1000274,R D & G I Owen Ltd
