Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,Capital - HRA Dwellings Capital,Non Revenue - Non Revenue,03/04/2023,3465970,"2,775.00",Capital,1002203,H M Revenue & Customs
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/04/2023,3460013,"9,570.14",Revenue,1000173,Personal redaction
Shropshire,00GG,Place - Corporate Landlord - Admin Buildings,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/04/2023,11507294,"1,480.34",Revenue,1000173,Personal redaction
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/04/2023,11507295,621.05,Revenue,1000173,Personal redaction
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/04/2023,11509995,"1,436.03",Revenue,1000173,Personal redaction
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/04/2023,11510014,667.01,Revenue,1000322,R M W Electrical Services Ltd
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Equipment Furniture and Materials,05/04/2023,3459547,"1,538.00",Revenue,1000341,Serchem Ltd
Shropshire,00GG,People - Placements: Foster Care,Supplies & Services - Services,05/04/2023,11508539,"4,991.96",Revenue,1000401,Telford & Wrekin Council
Shropshire,00GG,People - Placements: Foster Care,Transfer Payments - School Children and Students,05/04/2023,11508539,300.32,Revenue,1000401,Telford & Wrekin Council
Shropshire,00GG,People - Placements: Foster Care,Supplies & Services - Services,05/04/2023,11510225,"2,968.84",Revenue,1000401,Telford & Wrekin Council
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,05/04/2023,3465903,"2,520.18",Revenue,1000405,Yarranton Bros Ltd
Shropshire,00GG,Resources - Revenues and Benefits Team,Third Party Payments - Other Establishments,05/04/2023,3464199,"2,670.00",Revenue,1000470,Corbet School Technology & Language Coll
Shropshire,00GG,People - Internal Providers - Day Services,Supplies & Services - Equipment Furniture and Materials,05/04/2023,3456390,564.72,Revenue,1000637,Wynnstay Group Plc
Shropshire,00GG,Place - Theatre Services,Supplies & Services - Equipment Furniture and Materials,05/04/2023,3455155,"1,777.90",Revenue,1000714,Stage Electrics Partnership Ltd
Shropshire,00GG,Capital - Primary School Capital,Non Revenue - Non Revenue,05/04/2023,11510656,"4,461.75",Capital,1000752,Window & Door Contract Services
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,05/04/2023,3455521,"3,480.00",Revenue,1000753,Stone Technologies Ltd
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,3461235,"1,127.34",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,3461246,"1,347.20",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,3463758,"1,002.84",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,3464086,"1,181.52",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,3460927,949.40,Revenue,1000926,Options Management
Shropshire,00GG,Place - Museums & Archives,Supplies & Services - Services,05/04/2023,3458367,650.00,Revenue,1001046,Mccartneys
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511799,895.40,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511809,"1,092.11",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511813,805.34,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511814,"1,407.23",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511815,"1,727.08",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511820,"1,115.05",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511822,683.31,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511823,512.14,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511826,742.95,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511827,"1,014.04",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511828,634.95,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511832,722.13,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511834,531.41,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511836,610.43,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511837,"1,049.65",Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511838,665.44,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511839,919.81,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511843,587.12,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511846,811.29,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511851,637.74,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511852,743.25,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511856,716.08,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511858,515.35,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511859,954.76,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/04/2023,11511860,"1,768.87",Revenue,1001530,Bidfood
