Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,Place - Refugee Resettlement,Supplies & Services - Services,26/04/2023,3473033,"1,190.00",Revenue,1009555,Spencer Jakeman Property Management Limited
Shropshire,00GG,Resources - Welfare & Reform,Transfer Payments - Housing Benefits,11/07/2023,3500006,"1,906.86",Revenue,1002921,The Wrekin Housing Group Ltd
Shropshire,00GG,Place - Planning Services,Supplies & Services - Services,03/08/2023,3501813,929.09,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,3506241,"1,819.02",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Premises-Related Expenditure - Cleaning and domestic supplies,03/08/2023,3507618,825.48,Revenue,1000838,Pestex Ltd
Shropshire,00GG,Capital - Corporate Landlord Capital,Non Revenue - Non Revenue,03/08/2023,11529038,891.00,Capital,1000854,Thomas Consulting Ltd
Shropshire,00GG,Capital - Primary School Capital,Non Revenue - Non Revenue,03/08/2023,3502354,450.00,Capital,1000893,Education Sales Ltd Ta Computer Factory
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,3502813,877.38,Revenue,1000926,Options Management
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,11532356,791.89,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,11532359,550.86,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,11532362,628.13,Revenue,1001530,Bidfood
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,03/08/2023,11532378,-628.13,Revenue,1001530,Bidfood
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,03/08/2023,3498503,"4,192.50",Revenue,1001651,Ccs Media
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,03/08/2023,3498506,"2,116.76",Revenue,1001651,Ccs Media
Shropshire,00GG,Resources - Legal Services – Child Care,Supplies & Services - Services,03/08/2023,3500083,"5,050.00",Revenue,1002355,Personal redaction
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,03/08/2023,3499257,826.26,Revenue,1002511,The Walt Disney Company Ltd
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,03/08/2023,3507524,"6,600.00",Revenue,1002575,Crossbar Coaching
Shropshire,00GG,Health and Wellbeing - Regulatory Services,Supplies & Services - Equipment Furniture and Materials,03/08/2023,3507542,740.05,Revenue,1002924,K J Electronics Systems Ltd
Shropshire,00GG,Place - Housing Options,Supplies & Services - Services,03/08/2023,3507608,"2,140.00",Revenue,1003731,The Firs Riverside B&B Limited
Shropshire,00GG,Place - Housing Options,Supplies & Services - Services,03/08/2023,3507615,"15,703.00",Revenue,1003731,The Firs Riverside B&B Limited
Shropshire,00GG,People - Learning & Skills Business Support,Supplies & Services - Services,03/08/2023,3498828,"2,621.50",Revenue,1003957,Anthony Collins Solicitors Llp
Shropshire,00GG,Capital - Housing Services Capital,Non Revenue - Non Revenue,03/08/2023,3505175,"2,250.00",Capital,1005449,The Excellent Ramp System Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,03/08/2023,11530660,774.82,Revenue,1005588,Diamond Life Healthcare Ltd
