Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,05/03/2024,3574885,"3,744.00",Revenue,1000204,Lakeside Coaches Ltd
Shropshire,00GG,Resources - Legal Services – Child Care,Supplies & Services - Services,05/03/2024,3574896,"18,642.00",Revenue,1000255,Legal & Democratic Servs Imp
Shropshire,00GG,Place - Corporate Landlord - Libraries,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/03/2024,11569834,823.43,Revenue,1000322,R M W Electrical Services Ltd
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/03/2024,11569835,433.26,Revenue,1000322,R M W Electrical Services Ltd
Shropshire,00GG,Place - Property & Development,Supplies & Services - Services,05/03/2024,11569827,959.86,Revenue,1000324,David Rogers Electrical Contractors Ltd
Shropshire,00GG,People - Supported Living Properties,Premises-Related Expenditure - Rents,05/03/2024,3574569,"1,514.94",Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,People - Supported Living Properties,Premises-Related Expenditure - Rents,05/03/2024,3574578,"1,514.94",Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,People - Supported Living Properties,Premises-Related Expenditure - Rents,05/03/2024,3574586,976.29,Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,Place - Corporate Landlord - Adult Services,Premises-Related Expenditure - Rents,05/03/2024,3574591,757.47,Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,People - Supported Living Properties,Premises-Related Expenditure - Rents,05/03/2024,3574605,"1,514.94",Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,Place - Corporate Landlord - Adult Services,Premises-Related Expenditure - Rents,05/03/2024,3574662,806.64,Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,Place - Corporate Landlord - Adult Services,Premises-Related Expenditure - Rents,05/03/2024,3574667,806.64,Revenue,1000634,Bethphage Great Britain
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Premises-Related Expenditure - Cleaning and domestic supplies,05/03/2024,3570741,"3,819.24",Revenue,1000763,Phs Group Plc
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/03/2024,3574947,"2,447.50",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/03/2024,3574948,"2,236.98",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/03/2024,3573394,947.20,Revenue,1000926,Options Management
Shropshire,00GG,Place - Policy and Environment,Third Party Payments - Voluntary Associations,05/03/2024,3573769,"4,710.00",Revenue,1001266,Designs In Mind C.I.C
Shropshire,00GG,Capital - Primary School Capital,Non Revenue - Non Revenue,05/03/2024,3574734,"34,555.14",Capital,1001857,Bow Construction Ltd
Shropshire,00GG,Place - Housing Options,Supplies & Services - Services,05/03/2024,3575079,945.00,Revenue,1002000,The Raven Hotel
Shropshire,00GG,Place - Housing Options,Supplies & Services - Services,05/03/2024,3575094,945.00,Revenue,1002000,The Raven Hotel
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574526,"2,383.18",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574528,"2,324.02",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574533,"2,388.99",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574535,"2,488.05",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574546,"2,545.69",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574548,"2,546.12",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574549,"2,455.30",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574551,"2,462.01",Revenue,1002584,Chipside Limited
Shropshire,00GG,Place - Environment and Transport (Parking),Third Party Payments - Private Contractors,05/03/2024,3574552,"2,404.13",Revenue,1002584,Chipside Limited
Shropshire,00GG,People - Early Help General,Third Party Payments - Private Contractors,05/03/2024,3573800,"16,633.09",Revenue,1003078,Midlands Partnership Nhs Foundation Trust
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/03/2024,3574763,"28,160.42",Revenue,1003135,Norwell Lapley Productions Ltd
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,05/03/2024,3568406,"1,551.00",Revenue,1003236,A Clayton Contracting Ltd
Shropshire,00GG,People - Looked After Children (LAC) Service,Premises-Related Expenditure - Rents,05/03/2024,3573508,709.50,Revenue,1003465,Riversway Elim Church
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,05/03/2024,3570688,"4,820.50",Revenue,1003729,Whistl North Limited
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Supplies & Services - Services,05/03/2024,3575053,750.00,Revenue,1003957,Anthony Collins Solicitors Llp
Shropshire,00GG,People - Social Care Community Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569786,"10,234.00",Revenue,1003971,Care Of Excellence Ltd
Shropshire,00GG,Capital - Housing Services Capital,Non Revenue - Non Revenue,05/03/2024,3575046,"17,976.18",Capital,1004765,M W Knight & Sons Ltd
Shropshire,00GG,People - Enable,Supplies & Services - Services,05/03/2024,3574834,662.50,Revenue,1005139,Enable - Telford Imp
Shropshire,00GG,People - Enable,Supplies & Services - Communications and Computing,05/03/2024,3574834,0.75,Revenue,1005139,Enable - Telford Imp 
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569787,629.11,Revenue,1005218,La Petite Concierge
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/03/2024,3574757,"3,931.72",Revenue,1005566,Into The Shadows
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/03/2024,3575020,"1,194.88",Revenue,1005757,Trafalgar Releasing Ltd
Shropshire,00GG,Place - Environment and Transport (Public Transport),Transport-Related Expenditure - Direct Transport Costs,05/03/2024,3569747,"7,370.46",Revenue,1006053,Uk Fuels Limited
Shropshire,00GG,Place - Highway Policy & Strategic Infrastructure,Third Party Payments - Private Contractors,05/03/2024,3575074,"4,192.00",Revenue,1006124,Learncycling
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/03/2024,3574750,"1,761.59",Revenue,1006531,Strada Music Client
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/03/2024,3575028,"1,980.00",Revenue,1008362,Twyford Tots Nursery
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/03/2024,3575045,"2,160.00",Revenue,1008362,Twyford Tots Nursery
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569780,"2,246.49",Revenue,1009846,Kensington Community Care (I.C.S)
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569781,"1,456.00",Revenue,1009846,Kensington Community Care (I.C.S)
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569782,978.60,Revenue,1009846,Kensington Community Care (I.C.S)
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569783,"1,141.72",Revenue,1009846,Kensington Community Care (I.C.S)
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/03/2024,11569785,"2,283.40",Revenue,1009846,Kensington Community Care (I.C.S)
Shropshire,00GG,People - Looked After Children (LAC) Service,Premises-Related Expenditure - Rents,05/03/2024,3573569,555.00,Revenue,1011860,Society Of Friends
Shropshire,00GG,Adult Services - Social Care Community Purchasing,Third Party Payments - Private Contractors,05/03/2024,11084489,"2,246.40",Revenue,1012203,Personal redaction
Shropshire,00GG,Adult Services - Social Care Community Purchasing,Transfer Payments - Adult Social Services Clients,05/03/2024,11084490,"-2,246.40",Revenue,1012203,Personal redaction
Shropshire,00GG,People - Looked After Children Education,Third Party Payments - Other Establishments,05/03/2024,3567377,"20,000.00",Revenue,1012286,Mark Finnis - L30 Relational Systems
Shropshire,00GG,Place - Planning Services,Employees - Direct Employee Expenses,05/03/2024,3568902,"3,300.00",Revenue,1013010, MPD Built Environment Consultants Limited
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/03/2024,11569831,250.00,Revenue,1013244,CLIRA LTD
Shropshire,00GG,Place - Property Services Group,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/03/2024,11569831,350.00,Revenue,1013244,CLIRA LTD
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/03/2024,3574736,"18,187.39",Revenue,1014172,Ellis Live Ltd
Shropshire,00GG,Place - Corporate Landlord - Admin Buildings,Premises-Related Expenditure - Cleaning and domestic supplies,06/03/2024,3567760,"2,887.30",Revenue,1000071,Arrow County Supplies
Shropshire,00GG,People - Looked After Children Education,Third Party Payments - Other Establishments,06/03/2024,3568996,"22,358.75",Revenue,1000087,Book Trust
Shropshire,00GG,People - Looked After Children Education,Third Party Payments - Other Establishments,06/03/2024,3569010,"22,358.75",Revenue,1000087,Book Trust
Shropshire,00GG,Place - Planning Services,Supplies & Services - Services,06/03/2024,3575111,493.58,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Planning Services,Supplies & Services - Services,06/03/2024,3575112,435.51,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Services,06/03/2024,3567446,"10,857.60",Revenue,1000428,Compass Minerals Uk Limited
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Services,06/03/2024,3567454,"8,112.56",Revenue,1000428,Compass Minerals Uk Limited
Shropshire,00GG,Place - Highways (Operations),Supplies & Services - Services,06/03/2024,3567484,"10,964.88",Revenue,1000428,Compass Minerals Uk Limited
Shropshire,00GG,Place - Care Management - Assistive Equipment & Technology,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/03/2024,11565805,864.00,Revenue,1000542,Stannah Lift Services Ltd
Shropshire,00GG,People - Special Educational Needs & Disability,Supplies & Services - Equipment Furniture and Materials,06/03/2024,3567745,"1,358.00",Revenue,1000642,Smirthwaite Ltd
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3575333,"1,254.38",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3575363,"1,145.88",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3575377,"1,406.36",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3575404,"2,086.44",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Strategic Management Board - Programme Management,Supplies & Services - Services,06/03/2024,3571066,"106,250.00",Revenue,1000860,Price Waterhouse Coopers
Shropshire,00GG,Strategic Management Board - Programme Management,Supplies & Services - Services,06/03/2024,3571077,"16,500.00",Revenue,1000860,Price Waterhouse Coopers
Shropshire,00GG,Strategic Management Board - Programme Management,Supplies & Services - Services,06/03/2024,3571081,"60,000.00",Revenue,1000860,Price Waterhouse Coopers
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3573432,"1,086.56",Revenue,1000926,Options Management
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,06/03/2024,3573437,"1,028.10",Revenue,1000926,Options Management
Shropshire,00GG,People - External Providers,Third Party Payments - Private Contractors,06/03/2024,3570381,604.57,Revenue,1001089,Perthyn
Shropshire,00GG,Place - Outdoor Partnerships,Supplies & Services - Grants and Subscriptions,06/03/2024,3570062,471.79,Revenue,1002009,Trade Uk
Shropshire,00GG,Place - Theatre Services,Supplies & Services - Catering,06/03/2024,3575144,"2,418.30",Revenue,1002559,Matthew Clark Wholesale Ltd
Shropshire,00GG,Place - Planning Services,Supplies & Services - Services,06/03/2024,3574905,"1,255.00",Revenue,1002961,Sc Land Registry Imp 
Shropshire,00GG,Place - Corporate Landlord - Mardol House & Tannery,Premises-Related Expenditure - Energy Costs,06/03/2024,3573002,"19,724.04",Revenue,1003705,West Mercia Energy
Shropshire,00GG,Place - Leisure,Third Party Payments - Other Agencies,06/03/2024,3569083,"9,356.93",Revenue,1003743,Serco Leisure Operating Ltd
Shropshire,00GG,Place - Leisure,Third Party Payments - Other Agencies,06/03/2024,3569090,"1,755.44",Revenue,1003743,Serco Leisure Operating Ltd
Shropshire,00GG,Place - Leisure,Third Party Payments - Other Agencies,06/03/2024,3569922,"31,342.98",Revenue,1003743,Serco Leisure Operating Ltd
Shropshire,00GG,Place - Leisure,Third Party Payments - Other Agencies,06/03/2024,3569928,"32,695.63",Revenue,1003743,Serco Leisure Operating Ltd
Shropshire,00GG,Resources - Commissioning Development & Procurement,Employees - Direct Employee Expenses,06/03/2024,3570683,"219,638.40",Revenue,1004129,Matrix Scm Ltd
Shropshire,00GG,Place - Libraries,Supplies & Services - Equipment Furniture and Materials,06/03/2024,3568056,"1,788.48",Revenue,1004304,Bibliotheca Ltd
Shropshire,00GG,Place - Economic Growth,Supplies & Services - Grants and Subscriptions,06/03/2024,3567241,"10,726.25",Revenue,1004568,Community Resource
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,06/03/2024,11566659,"1,415.48",Revenue,1005424,Willow Home Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,06/03/2024,11566660,"2,935.80",Revenue,1005424,Willow Home Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,06/03/2024,11569789,559.20,Revenue,1005424,Willow Home Care Ltd
Shropshire,00GG,People - Projects,Supplies & Services - Grants and Subscriptions,06/03/2024,3567596,900.00,Revenue,1006171,Personal redaction
