Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,Capital - Non Maintained Schools Capital,Non Revenue - Non Revenue,30/06/2023,3496811,"1,817.00",Capital,1013864,Geldards Llp
Shropshire,00GG,Place - Property Services Group,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11524720,"1,462.06",Revenue,1000128,R G Edwards & Co Ltd
Shropshire,00GG,Place - Corporate Landlord - Leisure,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11524721,"2,295.06",Revenue,1000128,R G Edwards & Co Ltd
Shropshire,00GG,Place - Corporate Landlord - Leisure,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11526728,"2,012.47",Revenue,1000128,R G Edwards & Co Ltd
Shropshire,00GG,Place - Corporate Landlord - Admin Buildings,Premises-Related Expenditure - Rents,05/07/2023,3491509,"3,245.75",Revenue,1000159,Hereford Storage Ltd
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11525576,"2,357.72",Revenue,1000322,R M W Electrical Services Ltd
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/07/2023,3476126,"4,306.67",Revenue,1000372,Telford College Of Arts & Technology
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3493299,478.00,Revenue,1000495,Personal redaction
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3493449,609.60,Revenue,1000495,Personal redaction
Shropshire,00GG,Place - Corporate Landlord - Museums & Culture,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11524704,661.08,Revenue,1000752,Window & Door Contract Services
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3494826,"1,160.60",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3494857,"1,868.30",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3495003,"1,434.38",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3495292,"2,520.22",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Libraries,Supplies & Services - Equipment Furniture and Materials,05/07/2023,3490892,490.80,Revenue,1000842,Peer Ltd
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3493389,"1,353.52",Revenue,1000926,Options Management
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/07/2023,3496371,864.16,Revenue,1000926,Options Management
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/07/2023,3490996,"8,951.57",Revenue,1001083,Reaseheath College
Shropshire,00GG,People - Looked After Children (LAC) Service,Supplies & Services - Services,05/07/2023,3492147,"4,550.00",Revenue,1002575,Crossbar Coaching
Shropshire,00GG,People - Placements: Foster Care,Third Party Payments - Other Establishments,05/07/2023,11527174,"3,318.00",Revenue,1003706,The Children'S Family Trust
Shropshire,00GG,People - Placements: Foster Care,Third Party Payments - Other Establishments,05/07/2023,11527175,"3,316.80",Revenue,1003706,The Children'S Family Trust
Shropshire,00GG,People - Placements: Foster Care,Third Party Payments - Other Establishments,05/07/2023,11527176,"3,384.30",Revenue,1003706,The Children'S Family Trust
Shropshire,00GG,People - Placements: Foster Care,Third Party Payments - Other Establishments,05/07/2023,11527177,"3,213.00",Revenue,1003706,The Children'S Family Trust
Shropshire,00GG,Health and Wellbeing - Health Watch,Third Party Payments - Private Contractors,05/07/2023,3487506,"13,500.00",Revenue,1004065,Healthwatch Shropshire
Shropshire,00GG,Resources - Commissioning Development & Procurement,Employees - Direct Employee Expenses,05/07/2023,3492717,"213,777.80",Revenue,1004129,Matrix Scm Ltd
Shropshire,00GG,People - Internal Providers - Nursing Services,Employees - Direct Employee Expenses,05/07/2023,3491666,772.24,Revenue,1004226,Nurse Plus And Carer Plus (Uk) Ltd
Shropshire,00GG,People - Disabled Children's Team,Third Party Payments - Private Contractors,05/07/2023,11527151,"6,786.04",Revenue,1004799,Newcross Healthcare Solutions
Shropshire,00GG,People - Disabled Children's Team,Third Party Payments - Private Contractors,05/07/2023,11527154,"9,019.80",Revenue,1004799,Newcross Healthcare Solutions
Shropshire,00GG,People - Special Educational Needs & Disability,Supplies & Services - Services,05/07/2023,3490673,595.00,Revenue,1004881,Prime Resolution Limited
Shropshire,00GG,Place - Property Services Group,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,11524213,479.50,Revenue,1004948,Sdt Electrical Contractors Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/07/2023,11525837,"5,871.60",Revenue,1005795,Approved Care And Support
Shropshire,00GG,Place - Highways (Operations),Non Revenue - Non Revenue,05/07/2023,3497046,"306,893.50",Revenue,1006306,Wsp Uk Ltd
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,05/07/2023,3486472,"8,100.00",Revenue,1007478,M E & Son Contracting
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,05/07/2023,3486500,"8,550.00",Revenue,1007478,M E & Son Contracting
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,05/07/2023,3486512,"8,550.00",Revenue,1007478,M E & Son Contracting
Shropshire,00GG,People - Disabled Children's Team,Third Party Payments - Private Contractors,05/07/2023,11527193,"2,784.28",Revenue,1008037,Battlefield Healthcare Ltd
Shropshire,00GG,People - Social Care Community Purchasing,Transfer Payments - Adult Social Services Clients,05/07/2023,11527545,"2,994.75",Revenue,1008170,Veraty Care Solutions Ltd
Shropshire,00GG,Resources - Welfare & Reform,Transfer Payments - Housing Benefits,05/07/2023,3498438,"1,551.00",Revenue,1008984,Commercial redaction
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,05/07/2023,3488147,"2,710.00",Revenue,1011996,Sumillion Ltd
Shropshire,00GG,People - Care Management - Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,05/07/2023,3487302,"2,340.00",Revenue,1012064,Ezy Carz Ltd
Shropshire,00GG,People - Home to School Transport,Transport-Related Expenditure - Contract Hire and Operating Leases,05/07/2023,3496966,"3,060.00",Revenue,1012677,Personal redaction
Shropshire,00GG,People - Children’s Case Management,Supplies & Services - Services,05/07/2023,3497030,"1,260.00",Revenue,1013517,Charnwood Guest House
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/07/2023,3495626,"7,510.00",Revenue,1013616,City Environmental Services (Uk) Ltd
Shropshire,00GG,Resources - Automation & Technology,Supplies & Services - Communications and Computing,05/07/2023,3490010,"2,010.00",Revenue,1014774,Royal Mail Group Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/07/2023,11525836,704.82,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/07/2023,11526829,774.72,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/07/2023,11526830,733.95,Revenue,1017409,Sapphire Community Care Ltd
Shropshire,00GG,People - Social Care Hospital Interface Purchasing,Third Party Payments - Private Contractors,05/07/2023,11523186,734.02,Revenue,1017410,Allied Health Services Limited
