Body Name,Body Ref,Service Area Categorisation,Expense Type,Payment Date,Transaction Ref,Total Amount,Capital/Revenue,Supplier ID,Supplier Name
Shropshire,00GG,Place - Shire Catering,Employees - Indirect Employee Expenses,05/02/2024,3546323,990.00,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,Place - Theatre Services,Supplies & Services - Services,05/02/2024,3565247,800.00,Revenue,1000228,Midland News Association Ltd
Shropshire,00GG,People - Social Care Community Purchasing,Third Party Payments - Private Contractors,05/02/2024,11562748,"7,432.16",Revenue,1000701,The Strettons Mayfair Trust
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/02/2024,3565828,"1,436.60",Revenue,1000769,The Little Food Company Limited
Shropshire,00GG,Place - Shire Catering,Supplies & Services - Catering,05/02/2024,3564544,"1,619.20",Revenue,1000926,Options Management
Shropshire,00GG,Place - Highways (Operations),Non Revenue - Non Revenue,05/02/2024,3564319,"9,674.60",Revenue,1000994,SWARCO UK & Ireland Ltd
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Private Contractors,05/02/2024,3561847,700.00,Revenue,1001300,Ivor Godwin Agricultural Services
Shropshire,00GG,Place - Libraries,Supplies & Services - Grants and Subscriptions,05/02/2024,3565798,793.59,Revenue,1001519,Society Of Chief Librarians
Shropshire,00GG,Place - Housing Options,Supplies & Services - Services,05/02/2024,3565450,"1,575.00",Revenue,1002000,The Raven Hotel
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564159,"1,168.00",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564175,"1,768.80",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564184,"1,108.80",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564192,"1,108.80",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564203,"1,201.20",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564214,"1,108.80",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Place - Corporate Landlord - PFI Properties,Premises-Related Expenditure - Grounds maintenance costs,05/02/2024,3564220,"1,016.40",Revenue,1002235,Taybar Security Limited
Shropshire,00GG,Capital - Corporate Landlord Capital,Non Revenue - Non Revenue,05/02/2024,3563035,450.00,Capital,1002835,Historic England
Shropshire,00GG,Place - Libraries,Third Party Payments - Private Contractors,05/02/2024,3565428,"6,037.72",Revenue,1002873,Cleobury Country Limited
Shropshire,00GG,Health and Wellbeing - Sexual Health,Third Party Payments - Health Authorities,05/02/2024,3565835,"74,417.87",Revenue,1003078,Midlands Partnership Nhs Foundation Trust
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/02/2024,3565809,"269,683.87",Revenue,1003482,Evolution Productions Ltd
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/02/2024,3565516,"1,800.00",Revenue,1003649,Breabach
Shropshire,00GG,Place - Housing Options,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/02/2024,3565470,649.96,Revenue,1003731,The Firs Riverside B&B Limited
Shropshire,00GG,Place - Environment and Transport (Public Transport),Third Party Payments - Transport Operators,05/02/2024,3558450,"5,215.64",Revenue,1004060,Diamond Bus Company Ltd
Shropshire,00GG,People - Quality & Assurance: Learning & Development,Supplies & Services - Equipment Furniture and Materials,05/02/2024,3565779,"8,300.00",Revenue,1004794,Signis Limited
Shropshire,00GG,Health and Wellbeing - Sexual Health,Third Party Payments - Private Contractors,05/02/2024,3565477,"10,049.50",Revenue,1005202,Preventx Limited
Shropshire,00GG,People - Children’s Case Management,Transport-Related Expenditure - Public Transport,05/02/2024,3565820,709.61,Revenue,1006314,Veezu Midlands Limited t/a Go Carz
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/02/2024,3563523,"4,320.00",Revenue,1008459,Shrewsbury Prepatoria Nursery
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/02/2024,3564880,"6,372.50",Revenue,1009240,Longlands Primary School Marches MAT
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/02/2024,3565824,"54,970.66",Revenue,1010072,Strictly Theatre Co
Shropshire,00GG,Resources - Legal Services – Child Care,Supplies & Services - Services,05/02/2024,3558308,"1,100.00",Revenue,1011626,Personal redaction
Shropshire,00GG,People - Quality & Assurance: Learning & Development,Supplies & Services - Services,05/02/2024,3564112,500.00,Revenue,1012425,First Response First Aid Ltd
Shropshire,00GG,Place - Housing Options,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,05/02/2024,3565449,511.47,Revenue,1012761,Personal redaction
Shropshire,00GG,Capital - Economic Growth Capital,Non Revenue - Non Revenue,05/02/2024,3543230,"60,833.00",Capital,1013623,Ove Arup & Partners Limited
Shropshire,00GG,Capital - Economic Growth Capital,Non Revenue - Non Revenue,05/02/2024,3546589,"54,833.00",Capital,1013623,Ove Arup & Partners Limited
Shropshire,00GG,Place - Theatre Services,Third Party Payments - Private Contractors,05/02/2024,3565338,"10,137.86",Revenue,1014076,Steve Steinman Productions Ltd
Shropshire,00GG,Capital - Corporate Landlord Capital,Non Revenue - Non Revenue,05/02/2024,3560517,510.00,Capital,1014851,Cadent Gas Limited
Shropshire,00GG,People - Special Educational Needs & Disability,Third Party Payments - Other Establishments,05/02/2024,3565365,"1,260.00",Revenue,1015494,Targeted Provision
Shropshire,00GG,People - Looked After Children (LAC) Service,Premises-Related Expenditure - Rents,06/02/2024,3566114,540.00,Revenue,1000078,Bishop Mascall Centre Foundation
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/02/2024,3565329,674.60,Revenue,1000101,Cooper & Williams Ltd
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/02/2024,11564488,457.49,Revenue,1000101,Cooper & Williams Ltd
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/02/2024,11564496,939.40,Revenue,1000101,Cooper & Williams Ltd
Shropshire,00GG,People - Non-Delegated Primary DSG,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/02/2024,3565273,"2,608.68",Revenue,1000128,R G Edwards & Co Ltd
Shropshire,00GG,Place - Property Services Group,Premises-Related Expenditure - Repairs alterations and maintenance of buildings,06/02/2024,11564525,517.92,Revenue,1000128,R G Edwards & Co Ltd
Shropshire,00GG,Place - Highways (Operations),Third Party Payments - Other Agencies,06/02/2024,3557309,519.76,Revenue,1000178,Cartwrights Skip Hire & Waste Disposal
