EXECUTIVE DIRECTOR,BODY,BODY NAME,DATE,TRANSACTION NUMBER,INVOICE NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID,SERVICE THEME,EXPENSE TYPE,EXPENSE CODE,EXPENSE CODE DESCRIPTION
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,28/04/2023,300000053682517,4113873,2217,MICRO COMPUTER CONSULTANTS,3.00000021630193E14,COUNCIL WIDE,COMMUNICATIONS AND COMPUTING,4490,COMPUTER EQUIPMENT
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,28/04/2023,300000053883150,4113996,2098,MICRO COMPUTER CONSULTANTS,3.00000021630193E14,COUNCIL WIDE,COMMUNICATIONS AND COMPUTING,4490,COMPUTER EQUIPMENT
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,27/04/2023,300000065189774,8614,793,PARTNERSHIP FOR LEARNING CHARITY,3.00000021670497E14,COUNCIL WIDE,CATERING,4252,REFRESHMENTS
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,27/04/2023,300000065210818,EP-800004,8000,PRESCOT & WHISTON COMMUNITY ADVICE CENTRE,3.00000021655782E14,COUNCIL WIDE,GRANTS AND SUBSCRIPTIONS,4661,MINOR GRANTS TO VOLUNTARY ORGANISATIONS
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,28/04/2023,1533183,CV19_20230428_131527_1,15750,REDACTED,3.00000065940369E14,COUNCIL WIDE,GRANTS AND SUBSCRIPTIONS,4661,MINOR GRANTS TO VOLUNTARY ORGANISATIONS
EXECUTIVE DIRECTOR (CHIEF EXECUTIVE),00BX,KMBC,04/04/2023,300000053883104,KC/230327,1910,SQUARE ONE MEDIA PRODUCTION,3.00000021658425E14,COUNCIL WIDE,MISCELLANEOUS EXPENSES,4697,PUBLICITY AND ADVERTISING AND PUBLICATIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,20/04/2023,300000052414607,4050,3325,2 WORKS TM LTD,3.00000021670645E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,"EQUIPMENT, FURNITURE AND MATERIALS",4062,TRAFFIC MANAGEMENT
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,300000054956901,129179,851,ACCESS HIRE NATIONWIDE LTD,3.00000035264782E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3009,VEHICLE COSTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,20/04/2023,300000052426309,308825,85,REDACTED,3.00000021645757E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,MAINTENANCE OF GROUNDS,2421,SITE DEVELOPMENT PROMOTIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,20/04/2023,300000052426318,308823,85,REDACTED,3.00000021645757E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,SERVICES,4430,PROFESSIONAL FEES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,19/04/2023,300000062263968,SI-1489,1181.15,ANIMAL WARDENS LTD,3.00000021658461E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,SERVICES,4393,CONTROL OF ANIMALS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000054663451,2049161,8992.72,AP FLEET SERVICES,3.00000047624955E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3010,EXTRAORDINARY REPAIRS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,05/04/2023,300000054956885,10450,1182.5,ARBORFORCE GROUP LTD,3.00000027985905E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,NON REVENUE CAPITAL,8114,ENVIRONMENTAL WORKS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,17/04/2023,300000061829475,022212,150,ARMSTRONG YORK ASBESTOS ENVIROMENTAL,3.00000021633191E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000056792627,117648,899.6,BACK CARE SOLUTIONS LTD,3.00000021606711E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000054957030,IW892732,1822.72,BAGNALL & MORRIS LTD,3.00000043408734E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,SERVICES,4407,SUB - CONTRACTOR PAYMENTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000050360509,INV-030070,7884,BOLD COMMUNICATIONS LTD,3.00000021657806E14,COMMUNITY SAFETY,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,27/04/2023,300000053405559,INV-031733,4835,BOLD COMMUNICATIONS LTD,3.00000021657806E14,COMMUNITY SAFETY,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,27/04/2023,300000056780855,48242,481,BPCA,3.00000021632773E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,MISCELLANEOUS EXPENSES,4704,LICENCES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,17/04/2023,300000061818478,INV-203562,18460.82,BRIGHTLY SOFTWARE LTD,3.00000025965593E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,COMMUNICATIONS AND COMPUTING,4495,SOFTWARE LICENCES PURCHASE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,26/04/2023,300000061183231,INV - 128455,1560,BRIGHTLY SOFTWARE LTD,3.00000025965593E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,MISCELLANEOUS EXPENSES,4704,LICENCES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000053347604,1329494,551.41,BROADBAND BUYER,3.00000021658242E14,COMMUNITY SAFETY,"EQUIPMENT, FURNITURE AND MATERIALS",4007,EQUIPMENT PURCHASE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,26/04/2023,300000053426616,W0905255,509.46,BUNZL CATERING SUPPLIES,3.00000021657487E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3003,VEHICLE PARTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000053499639,02422761,619.11,BUNZL CATERING SUPPLIES,3.00000021657487E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3003,VEHICLE PARTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000050101545,W0898921,343.74,BUNZL CATERING SUPPLIES,3.00000021657487E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3003,VEHICLE PARTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000050101542,02421216,236.38,BUNZL CATERING SUPPLIES,3.00000021657487E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DIRECT TRANSPORT COST,3003,VEHICLE PARTS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000053882092,16656,5000,BUTTRESS ARCHITECTS,3.00000046618108E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,SERVICES,4430,PROFESSIONAL FEES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048534098,8398483,16591.51,CARLTON FUELS LTD,3.00000021642204E14,BALANCE SHEET - COMMUNITIES & NEIGHBOURHOODS,NON REVENUE SUBJECTIVES,0750,STOCK PURCHASES/SALES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000052473797,8485796,17898,CARLTON FUELS LTD,3.00000021642204E14,BALANCE SHEET - COMMUNITIES & NEIGHBOURHOODS,NON REVENUE SUBJECTIVES,0750,STOCK PURCHASES/SALES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000052519270,39663A,965,CHARANGA LTD,3.00000021607251E14,CULTURE AND VISITOR ECONOMY,GRANTS AND SUBSCRIPTIONS,4662,SUBSCRIPTIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048413918,810451,186.7,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000052517054,30727,-203,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000052505861,29685,-985,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053412536,816777,215.76,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000052517096,30910,-107.5,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000049067252,813392,240.48,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053338992,816780,352.05,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048539655,811614,359.18,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053412528,816779,41.49,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053412551,816782,243.56,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000050361138,812260,168.94,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048413900,810215,50.75,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000049067255,813395,225.18,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000052517061,30813,-21.5,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000052505817,29567,-13.54,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048539658,811618,330.15,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000049067248,813390,203,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053412542,816783,224.5,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,06/04/2023,300000048413732,810449,198.13,CHICKEN JOES,3.00000021656724E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000053403694,23/2230,3075,CIS STREET FURNITURE LTD,3.00000046331656E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,NON REVENUE CAPITAL,8117,MISCELLANEOUS EXPENDITURE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000053882928,INV/21088,128.45,CITRUS GROUP (NW) LTD,3.00000021648029E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,DAY TO DAY MAINTENANCE,2020,DAY TO DAY MAINTENANCE
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,28/04/2023,300000053499519,INV/20851,640,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,NON REVENUE CAPITAL,8111,BUILDING CONSTRUCTION/CONVERSION
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060915798,INV20036,27.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060915801,INV-0048,82.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,26/04/2023,300000064849107,INV/11475,264,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,24/04/2023,300000063527208,INV20226,27.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060745229,INV/11461,27.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,26/04/2023,300000064849084,INV/10894,380,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,24/04/2023,300000063527208,INV20226,110,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060915801,INV-0048,27.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,26/04/2023,300000064849111,INV/11539,340,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060745229,INV/11461,27.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,14/04/2023,300000060745229,INV/11461,82.5,CITRUS GROUP (NW) LTD,3.00000021648029E14,ENVIRONMENTAL SUSTAINABILITY & COMMUNITIES,PLANNED MAINTENANCE,2220,PLANNED MAINTENANCE GENERAL
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,20/04/2023,300000062662052,126990,68000,CLARKE AND PULMAN LTD,3.00000021645175E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,NON REVENUE CAPITAL,8146,PURCHASE OF VEHICLES
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,19/04/2023,300000051450272,INV-2103,1095,COMMUNITY SAFE,3.00000021659181E14,COMMUNITY SAFETY,GRANTS AND SUBSCRIPTIONS,4646,SUPPORT TO ORGANISATIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,13/04/2023,1427116,513662,8879.35,COMPASS MINERALS LTD,3.00000021631287E14,BALANCE SHEET - COMMUNITIES & NEIGHBOURHOODS,"EQUIPMENT, FURNITURE AND MATERIALS",4011,MATERIALS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,21/04/2023,300000056780396,39397,939.48,COMPRESSED AIR MANAGEMENT 2008 LTD,3.00000021613718E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,"EQUIPMENT, FURNITURE AND MATERIALS",4009,EQUIPMENT REPAIRS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,13/04/2023,300000060400243,INV-6495,790,CONTAINER CARE SOLUTIONS LTD,3.00000022055096E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,"EQUIPMENT, FURNITURE AND MATERIALS",4018,REPLACEMENT BINS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,13/04/2023,300000060400254,INV-6474,89,CONTAINER CARE SOLUTIONS LTD,3.00000022055096E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,"EQUIPMENT, FURNITURE AND MATERIALS",4018,REPLACEMENT BINS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,1394145,499350,36.37,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,11/04/2023,1407134,500002,20.44,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,18/04/2023,1430147,500645,27.5,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,1394143,499348,40.77,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,1394135,499340,15.46,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,1394173,499378,32.47,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,11/04/2023,1407124,499992,61.34,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,25/04/2023,1475104,501182,45.98,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,25/04/2023,1475138,501216,11.95,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,25/04/2023,1475150,501228,51.95,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,04/04/2023,1394133,499338,128.28,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,11/04/2023,1407168,500036,46.74,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,18/04/2023,1430152,500650,39.2,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,25/04/2023,1475152,501230,53.41,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
EXECUTIVE DIRECTOR (COMMUNITIES & NEIGHBOURHOODS),00BX,KMBC,11/04/2023,1407156,500024,21.55,COULTONS BREAD LTD,3.00000022067498E14,NEIGHBOURHOOD AND COMMERCIAL SERVICES,CATERING,4250,PROVISIONS
