Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,29.84,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,30.25,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,36.3,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,59.36,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,60.5,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,62.55,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,118.72,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755556,352551,NEWAUTO LTD T/A MOGO,Taxi & Private Hire Licensing,133,Equipment Purchase & Repair,Third Party Supplier,STANDARD,4603,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4750092,352552,WJ SOUTH LTD,Civil Engineering,43.4,H.M.Road Markings,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4750092,352552,WJ SOUTH LTD,Civil Engineering,65.1,H.M.Road Markings,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4750092,352552,WJ SOUTH LTD,Civil Engineering,383.88,H.M.Road Markings,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4749783,352553,POETS CAFE,South Street Operations,600,Professional Fees,Third Party Supplier,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,05/01/2023,4755508,352554,CARE4U WE LTD,LD Community Services,8328.76,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/01/2023,4750642,352555,SOUTH CENTRAL ENGINEERING LTD,Community Re-ablement Team,1845,Health + Safety,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,05/01/2023,4750074,352556,ECOLOGIA ENVIRONMENTAL SOLUTIONS LTD,MRA Account,1495,Roofs + Structural,Third Party Supplier,STANDARD,5975,HAAA-Housing Revenue Account
RBC Legal Entity,06/01/2023,4755751,352562,WEST BERKSHIRE COUNCIL,"Sites, Monuments & Records",492,Other Office Expenses,GOVERNMENT,STANDARD,1259,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755665,352563,CARELINE,LD Day Services,434.5,Agency Staff,Third Party Supplier,STANDARD,5055,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/01/2023,4752109,352564,PITNEY BOWES LTD,Post Room,5,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4752109,352564,PITNEY BOWES LTD,Post Room,11174.89,Postage Carriage Stamp Duty,Third Party Supplier,STANDARD,2585,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,0.33,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,0.76,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,2.94,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,7.95,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,18,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,18.47,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,70,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750149,352567,AC ENTERTAINMENT TECHNOLOGIES LTD,Hexagon Operations,440,Equipment Purchase & Repair,Third Party Supplier,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4753750,352569,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,308.75,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4753750,352569,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,409.87,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4753862,352572,GLASRITE LTD,Planned Maintenance Trades,1180,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750650,352574,F.G. MARSHALL LTD,Crematorium,37.85,Memorials & Commemorative Plaq,SUPPLIER,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750650,352574,F.G. MARSHALL LTD,Crematorium,1192.81,Memorials & Commemorative Plaq,SUPPLIER,STANDARD,4606,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4755706,352579,CHILDREN & FAMILIES ACROSS BORDERS,JLT Disbursements,1382,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4755706,352579,CHILDREN & FAMILIES ACROSS BORDERS,JLT Disbursements,3125,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4753788,352588,DR F MUSA,Coroner,10972,Medical Fees,SUPPLIER,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750040,352591,NSL LIMITED,Special Parking Area,4509,External Legal Services,Third Party Supplier,STANDARD,4724,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750040,352591,NSL LIMITED,Bus Lane Enforcement,6849,External Legal Services,Third Party Supplier,STANDARD,4722,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750069,352591,NSL LIMITED,Parking & Enforcement,5262.8,Courier/Cash Collection Serv.,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750069,352591,NSL LIMITED,On Street Pay and Display,12568.76,Courier/Cash Collection Serv.,Third Party Supplier,STANDARD,4727,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750202,352592,DRAIN & ABLE,Corporate FM - Community Buildings,430,Reactive Maintenance,Third Party Supplier,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750546,352592,DRAIN & ABLE,Corporate FM - Community Buildings,1825,Reactive Maintenance,Third Party Supplier,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750542,352593,TOTAL COMMUNICATION SERVICES LTD,New Directions,480,Educ.Supplies Curriculum,Third Party Supplier,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750049,352594,S H JONES & COMPANY LTD,Hexagon Catering,940.92,Purchases - Stock Provisions,SUPPLIER,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750194,352595,MR EDWARD KIRKWOOD,JLT Disbursements,37000,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750869,352598,MR DAMIAN GARRIDO,JLT Disbursements,79900,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4755614,352599,READING HAMPSHIRE PROPERTY PARTNERSHIP LIMITED,HRA portfolio expansion,10018.7,External Fees  Misc.,Third Party Supplier,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4755615,352599,READING HAMPSHIRE PROPERTY PARTNERSHIP LIMITED,HRA portfolio expansion,8322,External Fees  Misc.,Third Party Supplier,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4750024,352601,DENNIS EAGLE LTD,Fleet Management,220,Unfair Wear + Tear Costs,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750024,352601,DENNIS EAGLE LTD,Fleet Management,257.5,Unfair Wear + Tear Costs,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750024,352601,DENNIS EAGLE LTD,Fleet Management,310.7,Unfair Wear + Tear Costs,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750024,352601,DENNIS EAGLE LTD,Fleet Management,396,Unfair Wear + Tear Costs,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750024,352601,DENNIS EAGLE LTD,Fleet Management,431.44,Unfair Wear + Tear Costs,SUPPLIER,STANDARD,4552,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755624,352603,WILKS HEAD & EVE,Sundry Properties,1038.28,Professional Fees,Third Party Supplier,STANDARD,2125,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750174,352604,G2 RECRUITMENT SOLUTIONS LTD,Food and Safety,990,Consultancy Fees,SUPPLIER,STANDARD,4614,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750175,352604,G2 RECRUITMENT SOLUTIONS LTD,Food and Safety,577.5,Consultancy Fees,SUPPLIER,STANDARD,4614,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750176,352604,G2 RECRUITMENT SOLUTIONS LTD,Building Control,2395.95,Agency Staff,SUPPLIER,STANDARD,4701,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750520,352604,G2 RECRUITMENT SOLUTIONS LTD,Building Control,5.4,Agency Staff,SUPPLIER,STANDARD,4701,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750520,352604,G2 RECRUITMENT SOLUTIONS LTD,Building Control,8.1,Agency Staff,SUPPLIER,STANDARD,4701,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750520,352604,G2 RECRUITMENT SOLUTIONS LTD,Building Control,2308,Agency Staff,SUPPLIER,STANDARD,4701,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750537,352604,G2 RECRUITMENT SOLUTIONS LTD,Building Control,1593,Agency Staff,SUPPLIER,STANDARD,4701,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750950,352604,G2 RECRUITMENT SOLUTIONS LTD,Planning,2005.52,Agency Staff,SUPPLIER,STANDARD,4700,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4754983,352606,DONNA PRICE,JLT Disbursements,2490.9,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4755713,352607,SHEILA SIDHU,JLT Disbursements,2200.7,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750195,352608,ELEANOR HOWARD,JLT Disbursements,550,Misc. Legal Expenses,INDIVIDUAL,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750104,352610,WILLS BROS CIVIL ENGINEERING LTD,Civil Engineering,9106.3,H.M.Planned,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4752192,352612,EQUITA LIMITED,Legal Services,1800,Misc. Legal Expenses,SUPPLIER,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4755570,352613,EW BEARD LIMITED,HRA portfolio expansion,51121,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4755570,352613,EW BEARD LIMITED,HRA portfolio expansion,81378.57,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4755570,352613,EW BEARD LIMITED,HRA portfolio expansion,148879,External Fees  Misc.,SUB-CONTRACTOR,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Repairs,45.95,Essential Cyclical Insp. + Mai,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Community Buildings,48.27,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate Maintenance Services,90.54,TPP  Contract,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Community Buildings,101.15,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate Maintenance Services,130.71,Agency + Contracted Serv  Mng,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Buildings,149.73,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Community Buildings,150.56,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3739,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Buildings,499.42,Building Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Buildings,504.13,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Buildings,1064.2,Reactive Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate Maintenance Services,1870.75,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate Maintenance Services,2964.37,TPP  Contract,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Repairs,3778.59,Essential Cyclical Insp. + Mai,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate FM - Office Buildings,5223.09,Building Maintenance,SUB-CONTRACTOR,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750212,352614,BTU (INSTALLATION & MAINTENANCE) LTD,Corporate Maintenance Services,6937.62,Agency + Contracted Serv  Mng,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4745915,352615,NEC SOFTWARE SOLUTIONS UK LTD,IT Management,1666.66,TPP  Contract,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750551,352615,NEC SOFTWARE SOLUTIONS UK LTD,Admin Account,4464,Software Licences,Third Party Supplier,STANDARD,5960,HAAA-Housing Revenue Account
RBC Legal Entity,06/01/2023,4755310,352617,Brighter Futures for Children,Brighter Futures for Children,184921,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755311,352617,Brighter Futures for Children,DSG (RBC),17334,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755311,352617,Brighter Futures for Children,DSG (RBC),81833,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755311,352617,Brighter Futures for Children,DSG (RBC),767992,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755311,352617,Brighter Futures for Children,DSG (RBC),1905858,TPP  Contract,INTERNAL,STANDARD,5432,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755312,352617,Brighter Futures for Children,Brighter Futures for Children,3461275,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755313,352617,Brighter Futures for Children,Brighter Futures for Children,374744,TPP  Contract,INTERNAL,STANDARD,5430,NAAA-Former Directorate of Education and Childrens Services
RBC Legal Entity,06/01/2023,4755639,352620,WESTWORKS PROCUREMENT LTD,HRA portfolio expansion,900,External Fees  Misc.,SUPPLIER,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4755639,352620,WESTWORKS PROCUREMENT LTD,HRA portfolio expansion,2100,External Fees  Misc.,SUPPLIER,STANDARD,8518,ZZZC-Capital
RBC Legal Entity,06/01/2023,4750039,352621,STANTEC UK LIMITED,LEP Projects,43159.9,Contractors,Third Party Supplier,STANDARD,8806,ZZZC-Capital
RBC Legal Entity,06/01/2023,4755559,352622,BERKSHIRE ROOMS,Bed and Breakfast,-312,Rents,Third Party Supplier,CREDIT,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755559,352622,BERKSHIRE ROOMS,Bed and Breakfast,-130,Rents,Third Party Supplier,CREDIT,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755559,352622,BERKSHIRE ROOMS,Bed and Breakfast,-78,Rents,Third Party Supplier,CREDIT,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755560,352622,BERKSHIRE ROOMS,Bed and Breakfast,182,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755560,352622,BERKSHIRE ROOMS,Bed and Breakfast,728,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755576,352622,BERKSHIRE ROOMS,Bed and Breakfast,196,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755576,352622,BERKSHIRE ROOMS,Bed and Breakfast,784,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4732354,352623,CROWN HOSTING DATA CENTRES LIMITED,IT Management,466.32,TPP  Contract,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4745287,352623,CROWN HOSTING DATA CENTRES LIMITED,IT Management,466.38,TPP  Contract,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4750555,352625,STEEL SOCIAL WORK LTD,JLT Disbursements,500,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,06/01/2023,4751924,352626,UNIQ HEALTHCARE LTD,LD Community Services,4594.8,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/01/2023,4750193,352627,CAREIUM,Buildings Payroll,1145.06,Security Charges,Third Party Supplier,STANDARD,3390,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,62.34,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,63,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,67.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,67.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,67.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,67.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,81.6,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750497,352628,DDC FOODS LTD,Hexagon Catering,81.6,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4750190,352632,READING UNIVERSITY STUDENTS UNION,Safer Community Unit,1500,Special Measures Expenses,Third Party Supplier,STANDARD,5365,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/01/2023,4755668,352633,BOSCH THERMOTECHNOLOGY LTD,Wilson Primary,2020.62,External Fees  Misc.,Third Party Supplier,STANDARD,8235,ZZZC-Capital
RBC Legal Entity,09/01/2023,4751801,352638,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,JLT Disbursements,4451.76,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,09/01/2023,4755031,352642,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Single Homelessness Grants,665,Preventive+SupportiveServ,Third Party Supplier,STANDARD,5860,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755536,352642,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Bed and Breakfast,483,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755537,352642,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755540,352642,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755769,352642,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Single Homelessness Grants,665,Preventive+SupportiveServ,Third Party Supplier,STANDARD,5860,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755610,352643,FUEL CARD SERVICES LTD,Corporate FM - Office Buildings,11.74,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755610,352643,FUEL CARD SERVICES LTD,Corporate FM - Office Buildings,22.68,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755610,352643,FUEL CARD SERVICES LTD,Corporate FM - Office Buildings,30.22,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755610,352643,FUEL CARD SERVICES LTD,Corporate FM - Office Buildings,38.69,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,09/01/2023,4755610,352643,FUEL CARD SERVICES LTD,Corporate FM - Office Buildings,79.96,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
