Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,06/02/2023,4764614,355056,ROWVALE HOTELS LTD T/A BOW GUEST HOUSE,Bed and Breakfast,553,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760342,355057,THE WELDING SHOP LTD,Crime Reduction,2946,Contractors,SUB-CONTRACTOR,STANDARD,8671,ZZZC-Capital
RBC Legal Entity,06/02/2023,4764231,355061,ALARM LTD,Insurance CEC,449,Subscriptions,SUPPLIER,STANDARD,2205,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4760610,355063,READING HOTEL,Bed and Breakfast,75,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760610,355063,READING HOTEL,Bed and Breakfast,525,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760610,355063,READING HOTEL,Bed and Breakfast,525,Rents,Third Party Supplier,STANDARD,5871,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760344,355065,SOUND ASSOCIATES,Hexagon Operations,565,Equipment Purchase & Repair,SUPPLIER,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4759366,355067,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,2100,TPP to Others,SUPPLIER,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4757466,355069,ARRIVA THE SHIRES LTD,Strategic Transport & Concessionary Fares,6629.97,Payments to Operators,SUPPLIER,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760306,355070,BOSLEY BUILDERS,DLO Voids Trades,1198.7,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760308,355070,BOSLEY BUILDERS,DLO Voids Trades,51.2,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760308,355070,BOSLEY BUILDERS,DLO Voids Trades,207,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760308,355070,BOSLEY BUILDERS,DLO Voids Trades,209.54,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760345,355070,BOSLEY BUILDERS,DLO Voids Trades,1427.01,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4760367,355070,BOSLEY BUILDERS,DLO Voids Trades,745.6,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4762362,355070,BOSLEY BUILDERS,DLO Voids Trades,2135.5,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4020,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Advice and Wellbeing Service,2.25,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,2.52,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,3.15,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),4.59,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),6.86,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Community Re-ablement Team,7.2,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),7.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),8.1,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),13.05,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),13.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),14.4,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Reviews Team,15.3,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),18.45,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,19.8,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),30.6,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),31.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),33.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,43.86,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),67.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),72.53,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),72.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,133.4,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),145.92,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,164.03,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),217.12,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,291.75,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Grounds Maintenance,323.95,Agency Staff,Third Party Supplier,STANDARD,1306,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),374.9,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,492.1,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,494.17,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Customer Relations & Information Governance,516.5,Agency Staff,Third Party Supplier,STANDARD,2058,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),523.35,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,526.45,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Contact Centre,533.57,Agency Staff,Third Party Supplier,STANDARD,2599,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,544.7,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,544.7,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Exchequer Services,564.25,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Coroner,564.34,Agency Staff,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,DLO Day to Day Trades,574.77,Agency Staff,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Valuation,581.19,Agency Staff,Third Party Supplier,STANDARD,2100,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,595.51,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Housing Maintenance And Repairs Staffing,604.29,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Exchequer Services,614.17,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Grounds Maintenance,616.96,Agency Staff,Third Party Supplier,STANDARD,1306,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,617.71,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Joint Legal Team,625.09,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,656.14,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Reviews Team,670.4,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Public Health Team Costs,676.07,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),688.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Parking & Enforcement,708.18,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,714.61,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),729.6,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,767.13,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Joint Legal Team,805.33,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,833.7,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,DLO Day to Day Trades,843.6,Agency Staff,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,875.25,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,938.76,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Street Cleansing,969.84,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),982.58,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Mental Health Team,1000.32,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,ASC Operational Management Team,1005.6,Agency Staff,Third Party Supplier,STANDARD,5309,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Joint Legal Team,1037.78,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,1068.03,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Preparing for Adulthood Service,1071.3,Agency Staff,Third Party Supplier,STANDARD,5720,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,1077,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1077,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1100.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Joint Legal Team,1101.12,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Public Health Team Costs,1124.8,Agency Staff,Third Party Supplier,STANDARD,2065,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Adults Quality and Safeguarding Team,1137,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Adults Quality and Safeguarding Team,1137,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,1137,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Housing Advice,1143,Agency Staff,Third Party Supplier,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Advice and Wellbeing Service,1161,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Housing Advice,1162.05,Agency Staff,Third Party Supplier,STANDARD,5820,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Legal Services,1207.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,1227,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Advice and Wellbeing Service,1236.05,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Joint Legal Team,1236.57,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Mental Health Team,1250.4,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Reviews Team,1267.9,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Community Re-ablement Team,1269.65,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1276,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,IT Management,1305.6,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1310.1,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1325.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,1337.21,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Discharge to Assess Hospital Service,1355.33,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Legal Services,1360.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,1377,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1377,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Other HRA Capital,1380.6,Intangible Assets,Third Party Supplier,STANDARD,8549,ZZZC-Capital
RBC Legal Entity,06/02/2023,4758512,355072,REED,Refuse Collection,1454.8,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,IT Management,1455.6,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,IT Management,1455.6,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1458.4,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1459.2,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Finance systems Re-procurement,1463,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1466.7,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1467,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Reviews Team,1514.7,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Localities Team,1548.83,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Transformation,1550.3,Agency Staff,Third Party Supplier,STANDARD,5289,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1564.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,"Safeguarding, Quality & Performance Management Team",1587.52,Agency Staff,Third Party Supplier,STANDARD,5730,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1617,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1617,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Reviews Team,1693.35,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,06/02/2023,4758512,355072,REED,Accountancy,1694.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1720.22,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,IT Management,1740.8,Agency Staff,Third Party Supplier,STANDARD,2300,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1740.8,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Finance systems Re-procurement,1755.6,Staff/Consultancy,Third Party Supplier,STANDARD,8637,ZZZC-Capital
RBC Legal Entity,06/02/2023,4758512,355072,REED,Accountancy,1758.6,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1799.68,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,Accountancy,1804.8,Agency Staff,Third Party Supplier,STANDARD,2200,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1809.3,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,BFFC Agency Staff (Rechargeable),1865.98,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,06/02/2023,4758512,355072,REED,DLO Day to Day Trades,1931.1,Agency Staff,Third Party Supplier,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
