* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Training Expenses (External),45302,2470.7,THIRD PARTY
Police - Telephony/Broadband,45313,3341.5,4NET TECHNOLOGIES LTD
Police - Telephony/Broadband,45313,7847.59,4NET TECHNOLOGIES LTD
Police - Telephony/Broadband,45313,3368.17,4NET TECHNOLOGIES LTD
Exchange Phones,45313,3368.17,4NET TECHNOLOGIES LTD
Delegated Grounds Maintenance,45300,720,A J BRETHERTON GROUNDWORK & PLANT HIRE
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,3150,A J ENGINEERING SERVICES LTD
Vehicle & Plant R&M (External),45307,31040,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45307,9087.23,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45309,10837.08,A J ENGINEERING SERVICES LTD
Vehicle & Plant R&M (External),45309,1821.32,A J ENGINEERING SERVICES LTD
Vehicle Purchase,45309,10837.08,A J ENGINEERING SERVICES LTD
Police - Other Third Party Payments,45307,2564.16,ACCRINGTON STANLEY COMMUNITY TRUST
Police - Other Third Party Payments,45307,2975.94,ACCRINGTON STANLEY COMMUNITY TRUST
Agency Staff,45307,873,ACHIEVA GROUP LTD
Agency Staff,45307,1590.27,ACHIEVA GROUP LTD
Stationery,45302,13792.88,ACS BUSINESS SUPPLIES LTD
Equipment General,45316,8795.26,ACS BUSINESS SUPPLIES LTD
Training Expenses (External),45302,2150,ACT NOW TRAINING LTD
Police - Other Investigative Expenses,45314,1200,ADVANCED VISUALISATION TECHNOLOGIES LIMITED
Police - Other Third Party Payments,45300,3157.45,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45300,3147.6,AFC FYLDE COMMUNITY FOUNDATION
Police - Other Third Party Payments,45300,3145.06,AFC FYLDE COMMUNITY FOUNDATION
Water,45295,1122,AGED BLIND & DISABLED CENTRE (BACUP)
Petrol,45294,34435.03,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45294,34435.03,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45300,35772.430000000015,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45300,35772.430000000015,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45300,35772.430000000015,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45307,44413.66000000002,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45313,37455.30999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45313,37455.30999999999,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
Petrol,45313,38004.670000000006,ALLSTAR BUSINESS SOLUTIONS LTD [ARVAL PHH BUSINESS SOLUTIONS LTD]
