* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Collaboration Regional Courier Service,45377,5265,MERSEYSIDE POLICE AUTHORITY
Police - Scientific Support Equipment,45377,516,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Police - Scientific Support Equipment,45377,516,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Police - Scientific Support Equipment,45377,516,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Police - Scientific Support Equipment,45377,516,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Police - Scientific Support Equipment,45377,516,MERCK LIFE SCIENCE UK LTD (FORMALLY SIGMA-ALDRICH CO LTD)
Clothing & Uniform,45370,1428,MC PRODUCTS
Equipment General,45377,676.8,MC PRODUCTS
Police - Guest Speakers,45363,5541.549999999999,MARK SWIFT
Training Expenses (External),45363,661,NDORS TRAINER
Works Fees (External),45379,11298.18,MACE LTD
Works Fees (External),45379,11298.18,MACE LTD
Agency Staff,45379,6119.53,MACE LTD
Police - Vehicle Workshop Parts,45379,2749.59,LQK EURO CAR PARTS LTD
Police - Vehicle Workshop Equipment,45379,2749.59,LQK EURO CAR PARTS LTD
Rents - General,45365,575,LOWRY GROUP LIMITED
Rents - General,45377,575,LOWRY GROUP LIMITED
Training Expenses (External),45358,1781,NDORS TRAINER
Training Expenses (External),45358,-3034.8,NDORS TRAINER
Training Expenses (External),45358,2529,NDORS TRAINER
Equipment General,45363,768,LION LABORATORIES PLC
Equipment General,45379,14966,LION LABORATORIES PLC
Equipment General,45379,14966,LION LABORATORIES PLC
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Staff Medicals,45372,1153,LIBRARY HOUSE SURGERY
Training Expenses (External),45370,1131,LGC LTD
Consultant Fees,45356,2400,LAVAT CONSULTING LTD. T/A PSTAX
Equipment General,45356,5299,LASER TECH UK LTD
Equipment General,45356,11159,LASER TECH UK LTD
Equipment General,45356,11629,LASER TECH UK LTD
Puchasing Default Code,45372,8500,LASER TECH UK LTD
Puchasing Default Code,45372,8500,LASER TECH UK LTD
Gas,45365,847.24,LASER ENERGY BUYING GROUP
Gas,45372,721.08,LASER ENERGY BUYING GROUP
Electricity,45372,2380.11,LASER ENERGY BUYING GROUP
Gas,45372,658.22,LASER ENERGY BUYING GROUP
Training Expenses (External),45372,3404,LANCASTER SERVICES LTD
Training Expenses (External),45372,3404,LANCASTER SERVICES LTD
Training Expenses (External),45372,3404,LANCASTER SERVICES LTD
Police - Other Third Party Payments,45363,1787.52,LANCASHIRE POLICE FEDERATION
Partnership Grants,45356,7917,LANCASHIRE COUNTY COUNCIL (200398)
Hospitality,45358,616,LANCASHIRE COUNTY COUNCIL (200398)
Police  - Additional Cleaning,45370,20630.25,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45372,104932.96000000004,LANCASHIRE COUNTY COUNCIL (200398)
Police - Vehicle Cleaning,45372,16506.76,LANCASHIRE COUNTY COUNCIL (200398)
Police - Vehicle Cleaning,45372,17708.510000000002,LANCASHIRE COUNTY COUNCIL (200398)
Police - Financial Services - Pensions,45372,19978.42,LANCASHIRE COUNTY COUNCIL (200398)
Computer Data Network,45372,59188.02,LANCASHIRE COUNTY COUNCIL (200398)
Computer Equipment (Hardware),45377,31518.3,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
Building Cleaning Contract (External),45379,104932.96000000002,LANCASHIRE COUNTY COUNCIL (200398)
PCC Commissioning - Community Liason,45365,30000,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST
Police - FSS,45356,4974.96,THIRD PARTY FORENSIC SERVICES
Police - FSS,45356,22804.17,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,3585.84,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,8935.3,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,17658.55,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,1599.89,THIRD PARTY FORENSIC SERVICES
Police Reactive Maintenance - Building Services,45365,2269.53,KENDRA ENERGY SOLUTIONS LTD
Police Reactive Maintenance - Building Services,45365,3350.29,KENDRA ENERGY SOLUTIONS LTD
Police Reactive Maintenance - Building Services,45377,788.69,KENDRA ENERGY SOLUTIONS LTD
Police - Planned Preventative Maintenance,45379,1044,KENDRA ENERGY SOLUTIONS LTD
Police - Planned Preventative Maintenance,45379,882.43,KENDRA ENERGY SOLUTIONS LTD
Clothing & Uniform,45356,510.55000000000007,JOHN ROBERTS ASSOCIATES LTD
Clothing & Uniform,45356,1715.5,JOHN ROBERTS ASSOCIATES LTD
Training Expenses (External),45358,880,NDORS TRAINER
Waste Collection Charges,45358,870,JACKSON SKIPS & RECYCLING LTD
Training Expenses (External),45356,1040,NDORS TRAINER
Programmed Service Contracts,45356,3140,IOM CONSULTING LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Planned Preventative Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Planned Preventative Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Police - Statutory Maintenance,45379,3588.55,INTEGRATED WATER SERVICES LTD
Computer Equipment (Hardware),45356,112313.53,THIRD PARTY SUPPLIER
Equipment,45356,1323.72,THIRD PARTY SUPPLIER
IT Consultancy,45356,541.67,THIRD PARTY SUPPLIER
Computer Maintenance,45358,192711.13999999998,THIRD PARTY SUPPLIER
Computer Maintenance,45358,192711.13999999998,THIRD PARTY SUPPLIER
Computer Maintenance,45358,192711.13999999998,THIRD PARTY SUPPLIER
Telecommunications Equipment,45358,7123.71,THIRD PARTY SUPPLIER
IT Consultancy,45358,4849.68,THIRD PARTY SUPPLIER
Computer Data Network,45358,583.51,THIRD PARTY SUPPLIER
Telecommunications Equipment,45358,4567.71,THIRD PARTY SUPPLIER
Computer Data Network,45358,500,THIRD PARTY SUPPLIER
Telecommunications Equipment,45358,1213.54,THIRD PARTY SUPPLIER
Equipment General,45363,7622.18,THIRD PARTY SUPPLIER
Equipment General,45363,4123.72,THIRD PARTY SUPPLIER
Computer Hardware,45363,1049.5,THIRD PARTY SUPPLIER
Equipment General,45365,1167.54,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45370,47280,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45372,3542,THIRD PARTY SUPPLIER
Computer Data Network,45372,660.42,THIRD PARTY SUPPLIER
Computer Equipment (Hardware),45372,3542,THIRD PARTY SUPPLIER
Telecommunications Equipment,45372,4263.56,THIRD PARTY SUPPLIER
IT Consultancy,45379,653.61,THIRD PARTY SUPPLIER
Computer Software,45379,5257.74,THIRD PARTY SUPPLIER
Computer Software,45379,5876.29,THIRD PARTY SUPPLIER
PCC Commissioning - Community Liason,45358,9950,IMO CHARITY
Training Expenses (External),45379,574,NDORS TRAINER
Rents - General,45372,50000,HENCO (INTERNATIONAL) LTD
Police - Promotional Materials,45377,500,HECKFORD PRINTERS LTD
Police - Surgeons,45372,127615.9700000002,HCRG MEDICAL SERVICES
Police - Surgeons,45372,127615.9700000002,HCRG MEDICAL SERVICES
Recruitment - Advertising,45372,775.75,HAVAS PEOPLE LTD
Recruitment - Advertising,45372,775.75,HAVAS PEOPLE LTD
Recruitment - Advertising,45372,775.75,HAVAS PEOPLE LTD
Recruitment - Advertising,45377,1749.69,HAVAS PEOPLE LTD
Police - Vehicle Workshop Parts,45363,1031.3,HALFORDS
Police - Vehicle Workshop Parts,45379,7692.7,GSF CAR PARTS LTD
Police - Vehicle Workshop Parts,45379,9173.64,GSF CAR PARTS LTD
Furniture - H&S,45356,965,GRESHAM OFFICE FURNITURE LTD
Furniture General,45365,975,GRESHAM OFFICE FURNITURE LTD
Furniture General,45365,780,GRESHAM OFFICE FURNITURE LTD
Furniture General,45372,1560,GRESHAM OFFICE FURNITURE LTD
Delegated Grounds Maintenance,45356,4500,GREENLANDS
Delegated Grounds Maintenance,45365,750,GREENLANDS
Training Expenses (External),45358,4880,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45372,6000,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Training Expenses (External),45372,4125,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Audit Fees (External),45358,4337,GRANT THORNTON UK LLP
Audit Fees (External),45358,12675,GRANT THORNTON UK LLP
Training Expenses (External),45358,720,NDORS TRAINER
Police - Tyres,45363,12190.89,GOODYEAR TYRES UK LTD
Police - Tyres,45363,20786.69,GOODYEAR TYRES UK LTD
Police -Stray / Dangerous Animals,45365,13958,ANIMAL RELATED SERVICES
Computer Maintenance,45377,1000,GENIUS GROUP LTD
Police Reactive Maintenance - Building Fabric,45379,5820,GABLES UK LTD
PCC Commissioning - Public Protection,45372,6478.5,FYLDE COAST WOMEN'S AID
PCC Commissioning - Public Protection,45372,7800.37,FYLDE COAST WOMEN'S AID
PCC Commissioning - Public Protection,45372,7800.38,FYLDE COAST WOMEN'S AID
Equipment General,45379,2200,FUMECARE LTD (Formally JH Testing Ltd)
Equipment General,45379,2200,FUMECARE LTD (Formally JH Testing Ltd)
Computer Maintenance,45363,4950,THIRD PARTY FORENSIC SERVICES
Equipment General,45363,1169.1300000000003,FONE FUN SHOP
Police - Vehicle Recovery & Storage,45379,5160,FMG SUPPORT
Police - Vehicle Recovery & Storage,45379,26380.3,FMG SUPPORT
Police - Other Third Party Payments,45372,2653.5,FLEETWOOD TOWN COMMUNITY TRUST
Police - Other Third Party Payments,45370,2410,FLEETWOOD TOWN COMMUNITY TRUST
Police - Other Third Party Payments,45372,2653.5,FLEETWOOD TOWN COMMUNITY TRUST
Equipment General,45365,2620,FAST ENGINEERING LTD
Training Expenses (External),45377,4896,EXPERT WITNESS SERVICES LTD
Police - Other Investigative Expenses,45372,6471.6,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45372,6471.6,THIRD PARTY SUPPLIER
Police - Other Investigative Expenses,45372,6471.6,THIRD PARTY SUPPLIER
Training Expenses (External),45379,567,NDORS TRAINER
Training Expenses (External),45358,800,NDORS TRAINER
Police - Mobile Data,45379,6198.03,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45379,6123.27,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45379,8941.1,EVERYTHING EVERYWHERE LTD
Police - Mobile Data,45379,6207.98,EVERYTHING EVERYWHERE LTD
Police - FSS,45372,2580.2,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,11553.66,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,4440.66,THIRD PARTY FORENSIC SERVICES
Programmed Service Contracts,45372,1673,E-TEC ELECTRICAL LTD
Programmed Service Contracts,45358,642.74,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45358,2651.02,E-TEC ELECTRICAL LTD
Police - Trainer/Lecturer Fees,45379,1960,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45365,1680,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45365,1960,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45365,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45365,2700,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45363,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45356,1960,ENLIGHTEN TRAINING & CONSULTANCY LTD
Clothing & Uniform,45356,1335,ENDURA LTD
Equipment General,45372,1170.9,EMERGENCY PROTECTION LTD
Equipment General,45372,1170.9,EMERGENCY PROTECTION LTD
Equipment General,45356,585.45,EMERGENCY PROTECTION LTD
Clothing & Uniform,45379,1006.04,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Police - Detained Persons - Meals / Refreshments,45379,1473.69,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Laundry,45379,1142.65,ELIS UK LTD FORMERLY BERENDSEN UK LTD
Fixture & Fittings - General,45358,506.82,EDMUNDSON ELECTRICAL LTD
Equipment General,45370,699,EDGAR BROTHERS
Police - Firearms Ammunition,45365,2975,EDGAR BROTHERS
Police - Other Specialist Operational Equipment,45356,2358,EDGAR BROTHERS
Police - Other Specialist Operational Equipment,45356,693,EDGAR BROTHERS
Police - Firearms Ammunition,45356,9620,EDGAR BROTHERS
Delegated Grounds Maintenance,45356,511.6,EASTERN SHIRES PURCHASING ORGANISATION
PCC Commissioning - Public Protection,45365,18940.27,EAST LANCASHIRE HOSPITALS NHS TRUST
Training Expenses (External),45372,900,DURHAM CONSTABULARY
Police - Pathologists Fees,45365,1300,DR NEIL PAPWORTH CONSULTANT NEUROPATHOLOGIST
Police - Pathologists Fees,45363,2209.07,DR M S LYALL
Police - Pathologists Fees,45358,2209.07,DR M S LYALL
Police - Pathologists Fees,45356,6031,DR M P CIEKA
Police - Other Third Party Payments,45370,2884.2,DR KEVIN BAKER
Police - Doctors Statements,45356,1682.4,DR A F F GHALY
Training Expenses (External),45372,920,NDORS TRAINER
Police - Other Third Party Payments,45379,11685,DERBYSHIRE CONSTABULARY
Police - Other Third Party Payments,45379,11685,DERBYSHIRE CONSTABULARY
Equipment General,45363,3670,DAVID HORN COMMUNICATIONS LTD
Equipment General,45356,6431.25,D.TEC INTERNATIONAL LTD
Equipment General,45379,18299.36,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45377,4803,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Equipment General,45370,3179.05,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD
Police - Dog Expenses,45365,9234,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45379,1064.77,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45377,1310.8500000000004,ANIMAL RELATED SERVICES
Police - Horse Expenses,45365,562.5,ANIMAL RELATED SERVICES
Police - Horse Expenses,45370,1360,ANIMAL RELATED SERVICES
Equipment General,45365,1710.9,CPC (COMBINED PRECISION COMPONENTS) PLC
Equipment General,45372,621.53,CPC (COMBINED PRECISION COMPONENTS) PLC
Gas,45365,6160.35,CORONA ENERGY
Police - Other Investigative Expenses,45358,964.2700000000001,CONTINENTAL AUTOMOTIVE ROMANIA
Police - Other Investigative Expenses,45358,964.2700000000001,CONTINENTAL AUTOMOTIVE ROMANIA
Police - Other Investigative Expenses,45352,967.1800000000001,CONTINENTAL AUTOMOTIVE ROMANIA
Equipment General,45370,513.25,COLLINS & SONS LOCKSMITHS
Training Expenses (External),45358,4579.5,COLLEGE OF POLICING
Equipment General,45379,749.17,COLENA LTD T/A HELIGUY
Other Expenses,45379,1609.4,COFFEE 1652
Other Expenses,45363,959.61,COFFEE 1652
Police - Counsel Fees,45363,1000,COBDEN HOUSE CHAMBERS
Equipment General,45370,2541,CLARITY INFORMATION SOLUTIONS LTD
Police - Other Third Party Payments,45372,3087.52,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3250.1800000000003,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45372,3087.52,CLARETS IN THE COMMUNITY LTD
Conference Expenses,45356,505,CJS EVENT SOLUTIONS LTD
Vehicle & Plant R&M (External),45379,1228.35,CICELEY COMMERCIALS LTD [227519]
Vehicle & Plant R&M (External),45370,1094.73,CICELEY COMMERCIALS LTD [227519]
PCC Commissioning - Community Liason,45358,1000,CHURCH ON THE STREET MINISTRIES
Police - Other Third Party Payments,45370,936.39,THIRD PARTY SUPPLIER
Police - Christian Network,45370,1960,CHRISTIAN POLICE ASSOCIATION
Police - Christian Network,45370,680,CHRISTIAN POLICE ASSOCIATION
Police - Christian Network,45370,1960,CHRISTIAN POLICE ASSOCIATION
Computer Licences,45365,1452.0500000000002,CHORUS INTELLIGENCE LTD
Stationery,45372,3750,CHORLEY BOROUGH COUNCIL
Rates,45356,69129.06,CHORLEY BOROUGH COUNCIL
Clothing & Uniform,45363,588.74,CHILTERN GLOBAL LTD
Police - Detained Persons - Meals / Refreshments,45377,1441.56,CHILD ACTION NORTHWEST
Police - Detained Persons - Meals / Refreshments,45377,767.26,CHILD ACTION NORTHWEST
Police - Other Third Party Payments,45363,1482.25,CHILD ACTION NORTHWEST
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,2714.78,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,2714.78,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,2714.78,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,1817.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,2714.78,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45379,2714.78,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45377,4260,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45377,4260,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45370,2094.8,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45356,994,CHARLES FELLOWS SUPPLIES LTD
Police - FSS,45377,1280.4,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,2486,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,697.4,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,1615.46,THIRD PARTY FORENSIC SERVICES
Police - FSS,45377,2871,THIRD PARTY FORENSIC SERVICES
Police - FSS,45370,1507,THIRD PARTY FORENSIC SERVICES
Police - FSS,45370,1971.75,THIRD PARTY FORENSIC SERVICES
Police - FSS,45370,1547.7,THIRD PARTY FORENSIC SERVICES
Police - FSS,45370,2095.5,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,4152.5,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,1329.9,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,2064.7,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,2548.7,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,1859,THIRD PARTY FORENSIC SERVICES
Police - FSS,45365,1052.7,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,640.2,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,728.2,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,3845.16,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,1822.5,THIRD PARTY FORENSIC SERVICES
Police - FSS,45358,3262.6,THIRD PARTY FORENSIC SERVICES
Police - FSS,45356,3170.2,THIRD PARTY FORENSIC SERVICES
Police - FSS,45356,950.4,THIRD PARTY FORENSIC SERVICES
Equipment General,45365,610,THIRD PARTY SUPPLIER
Ext  Adapt  Improv  Etc,45372,1088,CCH JOINERY (PRESTON) LTD
