1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,NOVEMBER,04/10/23,27/11/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 500.00 
2023/24,NOVEMBER,01/11/23,09/11/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,200000 REPAIRS & MAINTENANCE,151900 CONSULTANCY / MANAGEMENT," £ 28,175.00 "
2023/24,NOVEMBER,13/11/23,24/11/23,24HR AQUAFLOW SERVICES LIMITED,825638,X7017 HOSTELS - MAJOR REPAIRS,Y54510 SURVEY FEES,INFORMATION COMMUNICATION TECHNOLOGY / NOT ELSEWHERE CLASSIFIED," £ 2,850.00 "
2023/24,NOVEMBER,20/10/23,16/11/23,24HR AQUAFLOW SERVICES LIMITED,825638,X7017 HOSTELS - MAJOR REPAIRS,Y54510 SURVEY FEES,INFORMATION COMMUNICATION TECHNOLOGY / NOT ELSEWHERE CLASSIFIED," £ 4,400.00 "
2023/24,NOVEMBER,11/06/23,14/11/23,360 CIRCLE OF CARE LTD,824532,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,569.78 "
2023/24,NOVEMBER,11/06/23,16/11/23,360 CIRCLE OF CARE LTD,824532,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,028.16 "
2023/24,NOVEMBER,03/11/23,30/11/23,39 ESSEX CHAMBER,802363,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,000.00 "
2023/24,NOVEMBER,07/11/23,30/11/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,875.00 "
2023/24,NOVEMBER,04/10/23,30/11/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,NOVEMBER,17/07/23,17/11/23,4 PAPER BUILDINGS,801470,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 4,250.00 "
2023/24,NOVEMBER,03/11/23,10/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,NOVEMBER,01/11/23,29/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 500.00 
2023/24,NOVEMBER,31/10/23,27/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,NOVEMBER,02/11/23,27/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,350.00 "
2023/24,NOVEMBER,27/10/23,06/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,200.00 "
2023/24,NOVEMBER,25/10/23,03/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,NOVEMBER,25/10/23,08/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,NOVEMBER,21/10/23,27/11/23,42BR BARRISTERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,NOVEMBER,06/11/23,30/11/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 650.00 
2023/24,NOVEMBER,07/11/23,17/11/23,4-5 GRAYS INN SQUARE TPA,812094,N2001 EXTERNAL LEGAL SERVICES,440030 LEGAL FEES,281000 LEGAL SERVICES / ADVOCACY," £ 3,500.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 13,989.56 "
2023/24,NOVEMBER,26/10/23,10/11/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 1,757.68 "
2023/24,NOVEMBER,26/10/23,10/11/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,NOVEMBER,31/10/23,03/11/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 352.28 
2023/24,NOVEMBER,13/10/23,23/11/23,ABI DEVELOPMENTS 3 LIMITED,815386,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 107,000.60 "
2023/24,NOVEMBER,29/09/23,01/11/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 3,680.00 "
2023/24,NOVEMBER,28/10/23,03/11/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 19,414.00 "
2023/24,NOVEMBER,10/11/23,17/11/23,ACADEMIC DAY NURSERY,816990,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 10,504.50 "
2023/24,NOVEMBER,02/11/23,08/11/23,ACADEMIC DAY NURSERY,816990,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE), £ 715.65 
2023/24,NOVEMBER,19/10/23,10/11/23,ACADEMY 21 LIMITED,825646,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 6,240.00 "
2023/24,NOVEMBER,29/09/23,20/11/23,ACADEMY 21 LIMITED,825646,F9301 PUPIL PREMIUM/LAC,500110 DELEGATED DSG,EDUCATION," £ 2,950.00 "
2023/24,NOVEMBER,13/10/23,13/11/23,ACCESS TO SPORTS PROJECT,733326,F7423 HOL. ACTIVITY & FOOD PROGRAMME,440040 CONSULTANCY FEES,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 22,320.00 "
2023/24,NOVEMBER,08/11/23,16/11/23,ACCESS UK LTD,822705,S7617 MOSAICS,Y50005 OTHER PROFESSIONAL - EXTERNAL,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 60,380.82 "
2023/24,NOVEMBER,29/09/23,02/11/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,NOVEMBER,29/10/23,03/11/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,NOVEMBER,29/08/23,02/11/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,NOVEMBER,29/07/23,02/11/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,NOVEMBER,26/10/23,10/11/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 2,578.46 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,NOVEMBER,26/10/23,10/11/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 17,125.28 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,956.88 "
2023/24,NOVEMBER,02/11/23,10/11/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 48,370.46 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 120,029.75 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 19,240.32 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 4,978.84 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 62,311.24 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 13,182.60 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,200.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,757.68 "
2023/24,NOVEMBER,02/11/23,10/11/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,683.35 "
2023/24,NOVEMBER,02/10/23,13/11/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 4,571.52 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 7,846.12 "
2023/24,NOVEMBER,02/11/23,17/11/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 6,185.00 "
2023/24,NOVEMBER,02/11/23,29/11/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 2,620.00 "
2023/24,NOVEMBER,21/11/23,29/11/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 5,115.00 "
2023/24,NOVEMBER,20/11/23,28/11/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,NOVEMBER,27/10/23,03/11/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 736.84 
2023/24,NOVEMBER,06/11/23,30/11/23,ACUTANCE CONSULTING LIMITED,825384,H0903 DIRECTOR - HRA,500005 EXTERNAL CONTRACTORS,INFORMATION COMMUNICATION TECHNOLOGY / NOT ELSEWHERE CLASSIFIED," £ 3,114.84 "
2023/24,NOVEMBER,16/11/23,24/11/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 9,750.00 "
2023/24,NOVEMBER,18/08/23,22/11/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 3,198.50 "
2023/24,NOVEMBER,04/10/23,23/11/23,ADAM KHAN ARCHITECTS LTD,819884,H0642 ECONOMIC REGENERATION,440040 CONSULTANCY FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 8,085.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,504.96 "
2023/24,NOVEMBER,26/10/23,10/11/23,ADICOCARE LTD,825839,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 5,531.16 "
2023/24,NOVEMBER,26/10/23,10/11/23,ADICOCARE LTD,825839,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,800.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,ADICOCARE LTD,825839,D0829 MENTAL HEALTH SUPPORT (ELFT),520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,475.68 "
2023/24,NOVEMBER,27/09/23,16/11/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 2,140.00 "
2023/24,NOVEMBER,06/07/23,08/11/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 8,812.99 "
2023/24,NOVEMBER,07/09/22,23/11/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY, £ 275.00 
2023/24,NOVEMBER,26/10/23,10/11/23,ADVANCE HOUSING & SUPPORT LIMITED,815049,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,171010 EDUCATION / ADULT & FURTHER EDUCATION SERVICES," £ 37,173.08 "
2023/24,NOVEMBER,09/08/23,16/11/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 1,720.00 "
2023/24,NOVEMBER,21/09/23,23/11/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY, £ 440.00 
2023/24,NOVEMBER,02/11/23,23/11/23,ADVANCED BUILLDING &                    ,S1055Adv10656,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 31,610.97 "
2023/24,NOVEMBER,20/10/23,23/11/23,ADVANCED BUILLDING &                    ,S1055Adv10656,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 1,070.00 "
2023/24,NOVEMBER,27/09/23,24/11/23,ADVANCED BUILLDING &                    ,S1055Adv10656,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY, £ 620.00 
2023/24,NOVEMBER,11/10/23,17/11/23,ADVANCED BUSINESS SOLUTIONS,808927,J0007 FMS CONTRACT,500005 EXTERNAL CONTRACTORS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 61,071.82 "
2023/24,NOVEMBER,31/10/23,29/11/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 825.00 
2023/24,NOVEMBER,27/10/23,24/11/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 660.00 
2023/24,NOVEMBER,27/10/23,07/11/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED," £ 2,090.00 "
2023/24,NOVEMBER,11/08/23,01/11/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 715.00 
2023/24,NOVEMBER,10/08/22,01/11/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 800.00 
2023/24,NOVEMBER,01/11/23,10/11/23,AFFINITY FOSTERING SERVICES LTD,818174,F0152 PLACEMENTS - FOSTERING,520010 INDEPENDENT FOSTER CARERS,322003 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / FOSTERING (SERVICE)," £ 14,981.52 "
2023/24,NOVEMBER,09/08/23,13/11/23,AFRICAN COMMUNITY SCHOOL,814172,F9532 ADULT LEARNING,120005 EXTERNAL TRAINING COSTS,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 1,708.50 "
2023/24,NOVEMBER,21/11/23,29/11/23,AFRO CONSULTANCY SERVICES LTD,821217,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,150000 CONSULTANCY," £ 3,600.00 "
2023/24,NOVEMBER,14/11/23,22/11/23,AGE UK,538036,A2251 COMMUNITY PARTNERSHIPS GRANTS,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 65,000.00 "
2023/24,NOVEMBER,30/10/23,29/11/23,AGE UK,538036,D0815 VOLUNTARY SECTOR CONTRACTS -OP,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 11,250.00 "
2023/24,NOVEMBER,14/10/23,17/11/23,AGIITO,822930,D0722 HN TEMP ACCOM - B & B HGF,220000 RENTS,ARTS & LEISURE SERVICES / EVENTS," £ 13,506.60 "
2023/24,NOVEMBER,31/10/23,23/11/23,AGILISYS LIMITED,821410,B0353 CUSTOMER SERVICES,500005 EXTERNAL CONTRACTORS,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / MAINTENANCE & SUPPORT," £ 72,184.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,AGINCARE HOMES HOLDINGS LTD,825579,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,500.00 "
2023/24,NOVEMBER,26/10/23,10/11/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 45,159.84 "
