1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,FEBRUARY,06/02/24,12/02/24,PEOPLES CARE LTD,822323,D0823 SENSORY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / DOMICILIARY CARE," £ 2,520.00 "
2023/24,FEBRUARY,29/01/24,12/02/24,PEOPLES CARE LTD,822323,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / DOMICILIARY CARE," £ 30,215.00 "
2023/24,FEBRUARY,29/01/24,12/02/24,PEOPLES CARE LTD,822323,D0824 SUPPORT WITH MEMORY & COGNITIO,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / DOMICILIARY CARE," £ 8,280.00 "
2023/24,FEBRUARY,29/01/24,12/02/24,PEOPLES CARE LTD,822323,D0825 LEARNING DISABILITY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / DOMICILIARY CARE," £ 5,360.00 "
2023/24,FEBRUARY,29/01/24,12/02/24,PEOPLES CARE LTD,822323,D0823 SENSORY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / DOMICILIARY CARE," £ 2,520.00 "
2023/24,FEBRUARY,25/01/24,19/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 1,063.00 "
2023/24,FEBRUARY,09/02/24,19/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT, £ 651.00 
2023/24,FEBRUARY,30/01/24,06/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 3,734.90 "
2023/24,FEBRUARY,30/01/24,07/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 1,342.00 "
2023/24,FEBRUARY,08/02/24,14/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 1,342.00 "
2023/24,FEBRUARY,08/02/24,20/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 1,342.00 "
2023/24,FEBRUARY,11/01/24,05/02/24,PEOPLESCOUT LIMITED,727911,B0160 RESOURCING,110015 RECRUITMENT ADVERTISING,261300 HUMAN RESOURCES / RECRUITMENT & ASSESSMENT," £ 2,873.25 "
2023/24,FEBRUARY,01/02/24,15/02/24,PERFECT CIRCLE JV LTD,823490,W8846 WEST RESERVOIR IMPROVEMENTS,Y50005 OTHER PROFESSIONAL - EXTERNAL,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / OPEN SPACES"," £ 21,235.57 "
2023/24,FEBRUARY,07/02/24,14/02/24,PERMANENT FUTURES LIMITED,823901,F0404 CONSOLIDATION PROJECT,440040 CONSULTANCY FEES,INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 6,825.00 "
2023/24,FEBRUARY,07/02/24,15/02/24,PERMANENT FUTURES LIMITED,823901,S7617 MOSAICS,Y50005 OTHER PROFESSIONAL - EXTERNAL,INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 19,125.00 "
2023/24,FEBRUARY,09/01/24,06/02/24,PERSONAL SAFETY ACADEMY LTD             ,S2029Per10762,F0100 LAC - VIRTUAL SCHOOL,520265 CHILDREN INTERV PROJECTS,100004 LBH  / SUNDRY, £ 500.00 
2023/24,FEBRUARY,19/01/24,01/02/24,PH CONSULTANCY LTD,823970,F0101 LAC - UNDER 18S,440105 OTHER PROFESSIONAL FEES,HUMAN RESOURCES / PROFESSIONAL & ADVISORY SERVICES," £ 6,342.47 "
2023/24,FEBRUARY,16/01/24,06/02/24,PHOENIX AUTISM TRUST,823617,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 8,250.00 "
2023/24,FEBRUARY,18/01/24,06/02/24,PHOENIX AUTISM TRUST,823617,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 55,449.76 "
2023/24,FEBRUARY,01/02/24,06/02/24,PHOENIX COMMUNITY CARE LIMITED,815012,F0152 PLACEMENTS - FOSTERING,520010 INDEPENDENT FOSTER CARERS,322003 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / FOSTERING (SERVICE)," £ 3,604.86 "
2023/24,FEBRUARY,31/01/24,07/02/24,PHS GROUP LTD,700863,F9119 COMBERTON CHILDRENS CENTRE,200000 REPAIRS & MAINTENANCE,131312 CLEANING & JANITORIAL / WASHROOM SANITATION SERVICE," £ 15,500.74 "
2023/24,FEBRUARY,31/03/23,23/02/24,PHS GROUP LTD,700863,D0202 CLAPTON LIBRARY,260000 CLEANING & DOMESTIC SUPPLIES,131312 CLEANING & JANITORIAL / WASHROOM SANITATION SERVICE, £ 271.01 
2023/24,FEBRUARY,23/01/24,02/02/24,PICAS SERVICES LIMITED,818378,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321014 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / DOMICILIARY CARE (SERVICE)," £ 97,848.16 "
2023/24,FEBRUARY,21/02/24,29/02/24,PICK EVERARD,820148,T9096 SHOREDITCH PLAY ADVENTURE,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391500 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / CONSULTANCY"," £ 3,620.00 "
2023/24,FEBRUARY,13/02/24,19/02/24,PIERRA LTD,821497,T9085 SOUTHWOLD FAÇADE,Y30003 CONTRACTORS - CONSTRUCTION,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 23,385.48 "
2023/24,FEBRUARY,08/02/24,29/02/24,PIERRA LTD,821497,T9075 HARRINGTON HILL FAÇADE,Y30003 CONTRACTORS - CONSTRUCTION,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 1,179.37 "
2023/24,FEBRUARY,29/01/24,26/02/24,PIERRETTE,822849,A2007 CHIEF EXECUTIVE,410000 FOOD & DRINK PROVS,CATERING / FOOD & BEVERAGES," £ 1,487.84 "
2023/24,FEBRUARY,01/02/24,07/02/24,PINNACLE PSG LIMITED,736781,D0200 LIBRARIES SERVICE OVERHEADS,200000 REPAIRS & MAINTENANCE,261400 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF, £ 625.71 
2023/24,FEBRUARY,30/11/23,13/02/24,PLOWMAN CRAVEN,822296,S3770 MILLFIELDS WASTE DEPOT,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391114 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / SURVEYS"," £ 2,875.00 "
2023/24,FEBRUARY,14/02/24,22/02/24,PLUS CARE SERVICES LTD,824867,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 7,085.88 "
2023/24,FEBRUARY,14/02/24,22/02/24,PLUS CARE SERVICES LTD,824867,D0826 MENTAL HEALTH SUPPORT (ASC),520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,156.68 "
2023/24,FEBRUARY,09/02/24,20/02/24,PLUS CARE SERVICES LTD,824867,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 6,594.66 "
2023/24,FEBRUARY,09/02/24,20/02/24,PLUS CARE SERVICES LTD,824867,D0826 MENTAL HEALTH SUPPORT (ASC),520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,156.68 "
2023/24,FEBRUARY,09/02/24,20/02/24,PLUS CARE SERVICES LTD,824867,D0824 SUPPORT WITH MEMORY & COGNITIO,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 480.00 
2023/24,FEBRUARY,14/02/24,19/02/24,POLPITYA & CO                           ,S2029Pol10406,D0832 CASE MANAGEMENT,520040 RESIDENTIAL CARE,100004 LBH  / SUNDRY," £ 4,251.92 "
2023/24,FEBRUARY,12/07/23,20/02/24,POSITIVE EAST (FORMER LEAN),450257,D0868 CLINICAL SEXUAL HEALTH SERVICE,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 8,166.66 "
2023/24,FEBRUARY,20/02/24,28/02/24,POST OFFICE LIMITED,824038,F0401 CHILDREN & FAMILIES SNR MGMT,440005 BANK & CREDIT CARD CHGS,FINANCIAL SERVICES / CASH COLLECTION, £ 624.96 
2023/24,FEBRUARY,02/02/24,21/02/24,POSTURITE (UK) LTD,474157,F0363 YH: CTRL PROVISION & PLACEMENT,400000 EQUIPMENT,211200 FURNITURE & SOFT FURNISHINGS / OFFICE FURNITURE, £ 303.65 
2023/24,FEBRUARY,31/01/24,06/02/24,POTTER RAPER PARTNERSHIP,818531,X7520 ER1 TOWER COURT,Y50006 QUANTITY SURVEYORS - EXTERNAL,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING"," £ 2,500.00 "
2023/24,FEBRUARY,24/01/24,06/02/24,POTTER RAPER PARTNERSHIP,818531,X7523 KINGS CRESCENT PHASE 3+4,Y50006 QUANTITY SURVEYORS - EXTERNAL,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING"," £ 15,098.54 "
2023/24,FEBRUARY,24/01/24,06/02/24,POTTER RAPER PARTNERSHIP,818531,X7558 MARIAN COURT PHASE 3,Y50006 QUANTITY SURVEYORS - EXTERNAL,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING"," £ 11,994.05 "
2023/24,FEBRUARY,24/01/24,06/02/24,POTTER RAPER PARTNERSHIP,818531,X7834 NIGHTINGALE,Y50006 QUANTITY SURVEYORS - EXTERNAL,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING"," £ 7,791.74 "
2023/24,FEBRUARY,26/01/24,08/02/24,POWER PROPERTY SERVICES LIMITED,826050,H2555 NORTH EAST R&M,200151 PLANNED-REFUSE COMPACTS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE"," £ 77,400.00 "
2023/24,FEBRUARY,31/01/24,28/02/24,PPCR ASSOCIATES LIMITED,812804,X7561 COLVILLE PHASE 2C,Y50005 OTHER PROFESSIONAL - EXTERNAL,259999 HOUSING MANAGEMENT / NOT ELSEWHERE CLASSIFIED," £ 3,081.75 "
2023/24,FEBRUARY,05/02/24,12/02/24,PRAXIS COMMUNITY PROJECTS,821269,A2251 COMMUNITY PARTNERSHIPS GRANTS,510000 VOLUNTARY SECTOR CONTRACTS,299999 ARTS & LEISURE SERVICES / NOT ELSEWHERE CLASSIFIED," £ 23,500.00 "
2023/24,FEBRUARY,14/02/24,26/02/24,PREMIER PAPER GROUP LTD,500385,B0802 PRINT UNIT,400010 MATERIALS,341000 STATIONERY / PAPER," £ 1,179.63 "
2023/24,FEBRUARY,07/02/24,14/02/24,PREMIER PAPER GROUP LTD,500385,B0802 PRINT UNIT,400010 MATERIALS,341000 STATIONERY / PAPER," £ 1,338.19 "
2023/24,FEBRUARY,12/02/24,19/02/24,PREMIER PAPER GROUP LTD,500385,B0802 PRINT UNIT,400010 MATERIALS,341000 STATIONERY / PAPER," £ 1,952.60 "
2023/24,FEBRUARY,08/02/24,14/02/24,PREMIER PAPER GROUP LTD,500385,B0802 PRINT UNIT,400010 MATERIALS,341000 STATIONERY / PAPER, £ 489.20 
2023/24,FEBRUARY,15/02/24,23/02/24,PREMIERTAIL LIFT LIMITED,821487,F7304 TRANSPORT SOLUTIONS,300010 VEHICLE REPAIRS & MAINTENANCE,191411 FACILITIES & MANAGEMENT SERVICES / LIFTS / REPAIR & MAINTENANCE," £ 2,553.38 "
2023/24,FEBRUARY,31/01/24,12/02/24,PREPAID FINANCIAL SERVICES LTD,820990,D0817 ADULT SOCIAL CARE MANAGEMENT,440005 BANK & CREDIT CARD CHGS,201500 FINANCIAL SERVICES / CREDIT SERVICES / CARDS," £ 8,564.75 "
2023/24,FEBRUARY,09/02/24,16/02/24,PREPAID FINANCIAL SERVICES LTD,820990,D0831 HOMES FOR UKRAINE,440005 BANK & CREDIT CARD CHGS,201500 FINANCIAL SERVICES / CREDIT SERVICES / CARDS," £ 2,500.00 "
2023/24,FEBRUARY,22/12/23,06/02/24,PRICEBUY LTD T/A TRAFFIC DATA CENTRE,821500,W7404 CORRIDORS (TFL),Y50005 OTHER PROFESSIONAL - EXTERNAL,351400 STREET & TRAFFIC MANAGEMENT / TRAFFIC CONTROL, £ 500.00 
2023/24,FEBRUARY,24/01/24,01/02/24,PRICEWATERHOUSECOOPERS,293905,J0004 ACCOUNTANCY,470010 SUBSCRIPTIONS,201100 FINANCIAL SERVICES / AUDIT," £ 2,900.00 "
2023/24,FEBRUARY,26/01/24,06/02/24,PRIDE SCAFFOLDING LTD,822736,H2555 NORTH EAST R&M,200145 REACTIVE MAINTENANCE - IND,BUILDING CONSTRUCTION MATERIALS / NOT ELSEWHERE CLASSIFIED," £ 45,787.97 "
2023/24,FEBRUARY,02/02/24,08/02/24,PRIME WAY CARE LTD,824373,D0823 SENSORY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 2,570.40 "
2023/24,FEBRUARY,02/02/24,08/02/24,PRIME WAY CARE LTD,824373,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 394.74 
2023/24,FEBRUARY,02/02/24,08/02/24,PRINCESS MAY PRIMARY SCHOOL,516584,F6311 LBH MAINSTREAM & ARP SEN,500005 EXTERNAL CONTRACTORS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 11,557.00 "
2023/24,FEBRUARY,17/01/24,01/02/24,PRINCESS MAY PRIMARY SCHOOL,516584,F7203 PRIMARY SUPPORT,470005 OTHER GRANTS PAID,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 15,000.00 "
2023/24,FEBRUARY,20/06/13,06/02/24,PRINGLE RICHARDS SHARRATT LIMITED,822094,D0250 MUSEUMS,440105 OTHER PROFESSIONAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 4,500.00 "
2023/24,FEBRUARY,23/01/24,02/02/24,PRISCILLA WAKEFIELD HOUSE NURSING HOME,820634,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 9,147.92 "
2023/24,FEBRUARY,23/01/24,02/02/24,PRISCILLA WAKEFIELD HOUSE NURSING HOME,820634,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE), £ 878.84 
2023/24,FEBRUARY,23/01/24,02/02/24,PRISCILLA WAKEFIELD HOUSE NURSING HOME,820634,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 4,321.16 "
2023/24,FEBRUARY,23/01/24,02/02/24,PRISCILLA WAKEFIELD HOUSE NURSING HOME,820634,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE), £ 878.84 
2023/24,FEBRUARY,14/11/23,02/02/24,PROBRAND LIMITED,822491,D0861 PUBLIC HEALTH,400020 COMPUTER HARDWARE,271200 INFORMATION COMMUNICATION TECHNOLOGY / HARDWARE, £ 294.26 
2023/24,FEBRUARY,01/02/24,08/02/24,PROJECT CENTRE,743719,H0372 POLLUTION - AIR LAND & WATER,500005 EXTERNAL CONTRACTORS,"391420 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ROADS / DESIGN"," £ 6,525.00 "
2023/24,FEBRUARY,24/08/23,20/02/24,PROJECT WEST                            ,S2029Pro10838,F0050 CHILDREN IN NEED,520270 LAC INCIDENTAL EXPENDITURE,100004 LBH  / SUNDRY," £ 8,045.30 "
2023/24,FEBRUARY,02/02/24,14/02/24,PROJECT WEST LIMITED                    ,S2029Pro10830,F0101 LAC - UNDER 18S,520270 LAC INCIDENTAL EXPENDITURE,100004 LBH  / SUNDRY," £ 2,312.00 "
2023/24,FEBRUARY,16/02/24,23/02/24,PROSPECTS SERVICES,812397,F0362 YH: COMMISSIONING,500080 OTHER ESTABLISHMENTS,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 148,994.08 "
2023/24,FEBRUARY,01/11/23,01/02/24,PROTRAININGS EUROPE LIMITED             ,S2029Pro10806,H2815 RESIDENT PARTICIPATION TEAM,470000 VOLUNTARY SECTOR GRANTS PAID,100004 LBH  / SUNDRY, £ 425.00 
2023/24,FEBRUARY,31/01/24,29/02/24,PRP ARCHITECTS LLP,801379,X7079 BRIDPORT,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 17,491.00 "
2023/24,FEBRUARY,24/01/24,05/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6024 ICKBURGH,200130 PLANNED MAINTENANCE - IND,UTILITIES / ELECTRICITY, £ 458.71 
2023/24,FEBRUARY,24/01/24,05/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6028 CLAPTON GIRLS,200130 PLANNED MAINTENANCE - IND,UTILITIES / ELECTRICITY, £ 307.57 
2023/24,FEBRUARY,24/01/24,05/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6026 OUR LADYS,200130 PLANNED MAINTENANCE - IND,UTILITIES / ELECTRICITY, £ 260.00 
2023/24,FEBRUARY,24/01/24,05/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6029 THE GARDEN,200130 PLANNED MAINTENANCE - IND,UTILITIES / ELECTRICITY, £ 259.29 
2023/24,FEBRUARY,25/01/24,01/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6020 HAGGERSTON,200000 REPAIRS & MAINTENANCE,UTILITIES / ELECTRICITY, £ 340.00 
2023/24,FEBRUARY,02/01/24,12/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6023 STORMONT HOUSE,200000 REPAIRS & MAINTENANCE,UTILITIES / ELECTRICITY, £ 625.00 
2023/24,FEBRUARY,02/01/24,12/02/24,PTSG ELECTRICAL SERVICES LTD,826421,J6020 HAGGERSTON,200000 REPAIRS & MAINTENANCE,UTILITIES / ELECTRICITY, £ 625.00 
2023/24,FEBRUARY,25/01/24,09/02/24,PUBLIC SECTOR PEOPLE MANAGERS' ASSOCIATI,516557,B0174 HR POLICY,120005 EXTERNAL TRAINING COSTS,269999 HUMAN RESOURCES / NOT ELSEWHERE CLASSIFIED, £ 900.00 
2023/24,FEBRUARY,31/01/24,21/02/24,PUBLIC VOICE CIC,821390,H0625 WOODBERRY DOWN,430035 CONSULTATION / EVENTS,191500 FACILITIES & MANAGEMENT SERVICES / MARKET RESEARCH," £ 8,887.75 "
2023/24,FEBRUARY,23/01/24,05/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 2,460.11 "
2023/24,FEBRUARY,31/01/24,13/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE, £ 935.55 
2023/24,FEBRUARY,22/01/24,05/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 3,742.20 "
2023/24,FEBRUARY,06/02/24,14/02/24,PULSE,535424,F0367 YH: YOUTH JUSTICE ,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 1,093.05 "
2023/24,FEBRUARY,06/02/24,13/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 1,580.04 "
2023/24,FEBRUARY,05/02/24,13/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 5,976.38 "
2023/24,FEBRUARY,12/02/24,19/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 5,398.29 "
2023/24,FEBRUARY,12/02/24,19/02/24,PULSE,535424,F0367 YH: YOUTH JUSTICE ,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 1,093.05 "
2023/24,FEBRUARY,29/01/24,06/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 4,058.91 "
2023/24,FEBRUARY,19/02/24,23/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 3,872.40 "
2023/24,FEBRUARY,17/01/24,02/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 1,997.10 "
2023/24,FEBRUARY,08/01/24,26/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 4,171.68 "
2023/24,FEBRUARY,19/01/24,02/02/24,PULSE,535424,F0300 CLINICAL SERVICES,100045 AGENCY STAFF - CORP CONTRACT,261414 HUMAN RESOURCES / TEMPORARY & AGENCY STAFF / SOCIAL & COMMUNITY CARE," £ 1,676.88 "
2023/24,FEBRUARY,22/02/24,29/02/24,PURDY CONTRACTORS LTD.,812966,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 2,445.00 "
2023/24,FEBRUARY,24/01/24,01/02/24,PURDY CONTRACTORS LTD.,812966,H2555 NORTH EAST R&M,200045 R&M - ELECTRIC EQUIPMENT,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 13,298.80 "
2023/24,FEBRUARY,24/01/24,01/02/24,PURDY CONTRACTORS LTD.,812966,H2555 NORTH EAST R&M,200046 REACTIVE - LEB CONTRACTORS,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL, £ 320.78 
2023/24,FEBRUARY,24/01/24,01/02/24,PURDY CONTRACTORS LTD.,812966,X7054 LATERAL MAINS,Y30003 CONTRACTORS - CONSTRUCTION,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 5,758.02 "
2023/24,FEBRUARY,24/01/24,02/02/24,PURDY CONTRACTORS LTD.,812966,X7003 TEMP ACCOMODATION VOIDS WKS,Y30008 INTERNAL CONTRACTORS,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 70,770.15 "
2023/24,FEBRUARY,22/01/24,01/02/24,PURDY CONTRACTORS LTD.,812966,H2905 LEGAL DISREPAIR,200115 R&M - LEGAL ACTION DISREPAIR,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 42,888.70 "
2023/24,FEBRUARY,19/02/24,29/02/24,PURDY CONTRACTORS LTD.,812966,X7019 COMMUNITY HALLS MAJ. REPS/DDA,Y30003 CONTRACTORS - CONSTRUCTION,101100 BUILDING CONSTRUCTION MATERIALS / ELECTRICAL," £ 6,592.51 "
2023/24,FEBRUARY,31/01/24,23/02/24,QUALITY LEISURE MANAGEMENT LIMITED,807619,S5541 PARKS STRATEGY - INFRASTRUCT,Y50005 OTHER PROFESSIONAL - EXTERNAL,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 2,922.40 "
2023/24,FEBRUARY,23/01/24,02/02/24,QUANTUM CARE LTD,416448,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 4,928.00 "
2023/24,FEBRUARY,14/02/24,21/02/24,QUAY CONSULTANCY LTD,823748,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ROADS / SURVEYS"," £ 17,566.00 "
2023/24,FEBRUARY,13/02/24,19/02/24,QUAY CONSULTANCY LTD,823748,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ROADS / SURVEYS"," £ 21,766.08 "
2023/24,FEBRUARY,11/02/24,15/02/24,QUAY CONSULTANCY LTD,823748,H3007 VOIDS,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ROADS / SURVEYS"," £ 13,342.90 "
2023/24,FEBRUARY,19/09/23,16/02/24,QUAY CONSULTANCY LTD,823748,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ROADS / SURVEYS"," £ 3,254.00 "
