1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,APRIL,16/12/22,04/04/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,APRIL,01/06/03,13/04/23,42 BEDFORD ROW CHAMBERS,817288,A2007 CHIEF EXECUTIVE,610090 LEGAL SERVS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,APRIL,07/03/23,05/04/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,APRIL,07/03/23,14/04/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 850.00 
2023/24,APRIL,28/03/23,24/04/23,72 MILTON GROVE RTM COMPANY LTD,822951,H2751 NORTH EAST NHO,220010 SERVICE CHGS,HOUSING MANAGEMENT / NOT ELSEWHERE CLASSIFIED," £ 1,560.00 "
2023/24,APRIL,02/02/23,04/04/23,A TOUCH OF CLASS,824085,W8875 STREETSPACE (TFL),Y50005 OTHER PROFESSIONAL - EXTERNAL,HORTICULTURAL / NOT ELSEWHERE CLASSIFIED," £ 2,590.00 "
2023/24,APRIL,24/04/23,28/04/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 17,346.09 "
2023/24,APRIL,24/04/23,28/04/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 2,824.83 "
2023/24,APRIL,24/04/23,28/04/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,974.01 "
2023/24,APRIL,31/03/23,11/04/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 696.69 
2023/24,APRIL,09/03/23,18/04/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 572.00 
2023/24,APRIL,26/01/23,18/04/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520270 LAC INCIDENTAL EXPENDITURE,311300 HEALTHCARE / EQUIPMENT, £ 399.00 
2023/24,APRIL,31/03/23,14/04/23,ABINGDON HOUSE SCHOOL AND COLLEGE,824503,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 12,800.00 "
2023/24,APRIL,22/03/23,05/04/23,ABOUT PRESENTATION LTD                  ,S2029Abo10102,N2102 SPEAKER'S COSTS,460000 CIVIC HOSPITALITY,100004 LBH  / SUNDRY," £ 5,120.00 "
2023/24,APRIL,28/02/23,05/04/23,ACCESS INTELLIGENCE MEDIA AND COMMUNICAT,800439,A2100 COMMUNICATIONS MANAGEMENT,470010 SUBSCRIPTIONS,191500 FACILITIES & MANAGEMENT SERVICES / MARKET RESEARCH," £ 9,975.00 "
2023/24,APRIL,01/03/23,04/04/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,APRIL,07/04/23,18/04/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 2,673.44 "
2023/24,APRIL,24/04/23,28/04/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 9,371.70 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 96,816.50 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 47,726.05 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 11,362.10 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 7,799.80 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,171.83 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 83,713.33 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 16,948.98 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 7,469.06 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,004.77 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 16,409.07 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,215.40 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,259.87 "
2023/24,APRIL,24/04/23,28/04/23,ACORN LODGE,802546,D0829 MENTAL HEALTH SUPPORT (ELFT),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,600.00 "
2023/24,APRIL,04/04/23,18/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,178.54 "
2023/24,APRIL,24/03/23,18/04/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,571.43 "
2023/24,APRIL,17/04/23,21/04/23,ACORN TRUCK SALES LTD,823858,S5572 PARKS ELECTRICAL VAN X2,Y70004 VEHICLES,VEHICLE MANAGEMENT / MAINTENANCE," £ 109,820.00 "
2023/24,APRIL,24/04/23,28/04/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,982.97 "
2023/24,APRIL,16/03/23,06/04/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,440040 CONSULTANCY FEES,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 3,187.50 "
2023/24,APRIL,18/04/23,24/04/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,440040 CONSULTANCY FEES,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 2,273.44 "
2023/24,APRIL,20/02/23,06/04/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,440040 CONSULTANCY FEES,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 9,210.94 "
2023/24,APRIL,18/04/23,27/04/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 1,840.00 "
2023/24,APRIL,09/02/23,21/04/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 2,675.00 "
2023/24,APRIL,25/03/23,21/04/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 7,255.00 "
2023/24,APRIL,31/03/23,18/04/23,ACTION FOR CHILDREN,412552,F0101 LAC - UNDER 18S,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 14,870.57 "
2023/24,APRIL,11/04/23,19/04/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520055 DAY CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,902.10 "
2023/24,APRIL,24/04/23,28/04/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 789.47 
2023/24,APRIL,03/04/23,11/04/23,ACTIVE WITHIN CIC,823637,D0112 SPRINGFIELD PARK,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / SPORT & FITNESS, £ 491.66 
2023/24,APRIL,24/04/23,28/04/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 36,925.00 "
2023/24,APRIL,12/04/23,24/04/23,ADAM KHAN ARCHITECTS LTD,819884,H0642 ECONOMIC REGENERATION,440040 CONSULTANCY FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT", £ 689.00 
2023/24,APRIL,21/04/23,27/04/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50005 OTHER PROFESSIONAL - EXTERNAL,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 36,104.00 "
2023/24,APRIL,31/03/23,11/04/23,ADECCO                                  ,S2029ADE10121,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY," £ 3,000.00 "
2023/24,APRIL,24/04/23,28/04/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 16,612.45 "
2023/24,APRIL,11/04/23,14/04/23,ADLER AND ALLAN LTD,506993,H0351 MILLFIELDS OVERHEAD,200000 REPAIRS & MAINTENANCE,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 7,127.60 "
2023/24,APRIL,30/03/23,11/04/23,ADLER AND ALLAN LTD,506993,H0351 MILLFIELDS OVERHEAD,200000 REPAIRS & MAINTENANCE,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 2,381.74 "
2023/24,APRIL,06/04/23,17/04/23,ADLER AND ALLAN LTD,506993,H0351 MILLFIELDS OVERHEAD,200000 REPAIRS & MAINTENANCE,"391111 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 7,457.00 "
2023/24,APRIL,25/02/23,04/04/23,ADP ARCHITECTURE LIMITED,823231,D0735 HN 92 WELL STREET,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 19,290.00 "
2023/24,APRIL,24/04/23,24/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y80000 GRANTS PAID,100004 LBH  / SUNDRY," £ 9,472.47 "
2023/24,APRIL,31/03/23,21/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 27,061.94 "
2023/24,APRIL,31/03/23,24/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 45,792.17 "
2023/24,APRIL,23/03/23,21/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 4,475.00 "
2023/24,APRIL,28/02/23,21/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 3,120.00 "
2023/24,APRIL,01/03/23,04/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 8,448.60 "
2023/24,APRIL,07/12/22,24/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 1,020.00 "
2023/24,APRIL,23/08/22,24/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 5,840.22 "
2023/24,APRIL,22/11/22,21/04/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY, £ 920.00 
2023/24,APRIL,31/03/23,13/04/23,ADVANCED BUSINESS SOLUTIONS,808927,J0007 FMS CONTRACT,430010 POSTAGE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 8,583.68 "
2023/24,APRIL,22/03/23,03/04/23,AECOM LIMITED (FORMERLY FABER MAUNSELL),744769,H0372 POLLUTION - AIR LAND & WATER,500005 EXTERNAL CONTRACTORS,"391100 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS"," £ 1,350.00 "
2023/24,APRIL,31/03/23,14/04/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 803.00 
2023/24,APRIL,24/03/23,04/04/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 440.00 
2023/24,APRIL,19/12/22,11/04/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED," £ 1,200.00 "
2023/24,APRIL,05/11/21,11/04/23,AESTIMA LTD,823250,H2905 PERFORMANCE & STANDARDS,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 560.00 
2023/24,APRIL,03/04/23,12/04/23,AFFINITY FOSTERING SERVICES LTD,818174,F0152 PLACEMENTS - FOSTERING,520010 INDEPENDENT FOSTER CARERS,322003 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / FOSTERING (SERVICE)," £ 17,134.91 "
2023/24,APRIL,17/03/23,05/04/23,AFRICAN COMMUNITY SCHOOL,814172,F9532 ADULT LEARNING,120005 EXTERNAL TRAINING COSTS,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 1,708.50 "
2023/24,APRIL,25/01/23,18/04/23,AG FAMILY SUPPORT LTD,822391,F0050 CHILDREN IN NEED,520270 LAC INCIDENTAL EXPENDITURE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED, £ 256.56 
2023/24,APRIL,31/03/23,18/04/23,AGE UK,538036,D0589 HOSPITAL DISCHARGE CONTRACTS,520110 OTHER SS CLIENTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 7,199.87 "
2023/24,APRIL,31/03/23,17/04/23,AGE UK,538036,J2015 INCOME MAXIMISATION (IM) TEAM,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 4,000.00 "
2023/24,APRIL,27/03/23,17/04/23,AGIITO,822930,D0722 HN TEMP ACCOM - B & B HGF,220000 RENTS,ARTS & LEISURE SERVICES / EVENTS, £ 879.04 
2023/24,APRIL,21/03/23,05/04/23,AGIITO,822930,D0724 HN AD HOUSING NEEDS HGF,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / EVENTS, £ 628.73 
2023/24,APRIL,14/03/23,21/04/23,AGIITO,822930,D0724 HN AD HOUSING NEEDS HGF,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / EVENTS," £ 9,981.66 "
2023/24,APRIL,07/04/23,24/04/23,AGIITO,822930,D0722 HN TEMP ACCOM - B & B HGF,220000 RENTS,ARTS & LEISURE SERVICES / EVENTS, £ 755.75 
2023/24,APRIL,20/04/23,28/04/23,AGILISYS LIMITED,821410,B0353 CUSTOMER SERVICES,500005 EXTERNAL CONTRACTORS,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / MAINTENANCE & SUPPORT," £ 54,138.00 "
2023/24,APRIL,24/04/23,28/04/23,AGINCARE HOMES HOLDINGS LTD,825579,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 9,500.00 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 43,290.00 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 24,705.30 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 6,591.27 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 8,177.06 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 5,350.11 "
2023/24,APRIL,24/04/23,28/04/23,AGUDAS ISRAEL HOUSING ASSOCIATION LTD,744616,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,250005 HOUSING MANAGEMENT / HOUSING ASSOCIATION SERVICES," £ 1,883.22 "
