1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,JANUARY,12/01/24,23/01/24,HACKNEY MARSH PARTNERSHIP,739269,A2251 COMMUNITY PARTNERSHIPS GRANTS,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 12,225.00 "
2023/24,JANUARY,01/01/23,08/01/24,HACKNEY MARSH PARTNERSHIP,739269,F0362 YH: COMMISSIONING,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 87,924.00 "
2023/24,JANUARY,17/01/24,23/01/24,HACKNEY NEW PRIMARY SCHOOL,823717,F5200 DELEGATED MAINSTREAM SCHOOLS,500115 DEVOLVED GRANTS,EDUCATION," £ 16,608.56 "
2023/24,JANUARY,21/12/23,26/01/24,HACKNEY NEW PRIMARY SCHOOL,823717,F6309 ACADEMIES - SEN STATEMENT FUND,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 28,478.00 "
2023/24,JANUARY,10/01/24,16/01/24,HACKNEY PLAY ASSOCIATION,072711,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 36,750.00 "
2023/24,JANUARY,01/01/24,16/01/24,HACKNEY PLAY ASSOCIATION,072711,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 14,750.00 "
2023/24,JANUARY,08/01/24,15/01/24,HACKNEY QUEST,745628,F0362 YH: COMMISSIONING,500085 OTHER AGENCIES,291120 ARTS & LEISURE SERVICES / ORGANISED ACTIVITIES," £ 20,625.00 "
2023/24,JANUARY,10/01/24,22/01/24,HACKNEY SCHOOLS FOR THE FUTURE 2 LTD,820155,T9031 PRU NILE STREET,Y30003 CONTRACTORS - CONSTRUCTION,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 40,216.35 "
2023/24,JANUARY,10/01/24,22/01/24,HACKNEY SCHOOLS FOR THE FUTURE 2 LTD,820155,T0398 TIGER WAY DEVELOPMENT,Y30003 CONTRACTORS - CONSTRUCTION,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 13,405.45 "
2023/24,JANUARY,03/01/24,16/01/24,HACKNEY SCHOOLS FOR THE FUTURE 2 LTD,820155,J4000 BUILDING SCHOOLS FOR FUTURE-ED,440105 OTHER PROFESSIONAL FEES,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 6,906.00 "
2023/24,JANUARY,10/01/24,17/01/24,HACKNEY SCHOOLS FOR THE FUTURE LTD,812999,S5571 KINGS HALL LC - DESIGN TEAM,Y30003 CONTRACTORS - CONSTRUCTION,"391110 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / CONSTRUCTION"," £ 10,300.00 "
2023/24,JANUARY,03/01/24,16/01/24,HACKNEY SCHOOLS FOR THE FUTURE LTD,812999,J4000 BUILDING SCHOOLS FOR FUTURE-ED,440105 OTHER PROFESSIONAL FEES,"391110 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / CONSTRUCTION"," £ 6,800.00 "
2023/24,JANUARY,12/01/24,22/01/24,HACKNEY SCHOOLS FOR THE FUTURE LTD,812999,S3769 BRITANNIA PHASE 2B,Y30003 CONTRACTORS - CONSTRUCTION,"391110 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / CONSTRUCTION"," £ 54,213.02 "
2023/24,JANUARY,12/01/24,22/01/24,HACKNEY SCHOOLS FOR THE FUTURE LTD,812999,T5073 BRITANNIA PHASE 1A & 1B,Y30003 CONTRACTORS - CONSTRUCTION,"391110 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / CONSTRUCTION"," £ 5,930.37 "
2023/24,JANUARY,20/12/23,16/01/24,HACKNEY SHED,813105,F0362 YH: COMMISSIONING,500005 EXTERNAL CONTRACTORS,291100 ARTS & LEISURE SERVICES / MUSEUMS & ART," £ 5,000.00 "
2023/24,JANUARY,31/12/23,08/01/24,HACKNEY STEAM SERVICES LTD,823899,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,460.00 "
2023/24,JANUARY,11/08/23,05/01/24,HACKNEY WICK & FISH ISLAND CDT          ,S2029Hac10737,W8770 HACKNEY WICK REGENERATION,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 5,000.00 "
2023/24,JANUARY,21/12/23,26/01/24,HAGGERSTON SCHOOL,812092,F6311 LBH MAINSTREAM & ARP SEN,500005 EXTERNAL CONTRACTORS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 77,044.00 "
2023/24,JANUARY,14/11/23,31/01/24,HAGGERSTON SCHOOL,812092,T9028 BSF LC EARLY FAILURE CONTING,Y30003 CONTRACTORS - CONSTRUCTION,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 19,728.46 "
2023/24,JANUARY,08/01/24,15/01/24,HALL & KAY SECURITY ENGINEERING,821611,B0053 HACKNEY TOWN HALL,200000 REPAIRS & MAINTENANCE,192210 FACILITIES & MANAGEMENT SERVICES / SECURITY / ACCESS CONTROL, £ 990.00 
2023/24,JANUARY,29/12/23,17/01/24,HALL & KAY SECURITY ENGINEERING,821611,B0072 FACILITIES MANAGEMENT,250000 SECURITY SYSTEMS,192210 FACILITIES & MANAGEMENT SERVICES / SECURITY / ACCESS CONTROL," £ 6,950.29 "
2023/24,JANUARY,05/09/23,25/01/24,HALL & KAY SECURITY ENGINEERING,821611,D0720 HPS TEMP ACCOM HGF HOSTEL,250000 SECURITY SYSTEMS,192210 FACILITIES & MANAGEMENT SERVICES / SECURITY / ACCESS CONTROL," £ 5,955.00 "
2023/24,JANUARY,04/09/23,25/01/24,HALL & KAY SECURITY ENGINEERING,821611,D0720 HPS TEMP ACCOM HGF HOSTEL,220000 RENTS,192210 FACILITIES & MANAGEMENT SERVICES / SECURITY / ACCESS CONTROL," £ 2,122.49 "
2023/24,JANUARY,16/01/24,29/01/24,HALL MEAD SCHOOL,819982,F9301 PUPIL PREMIUM/LAC,500110 DELEGATED DSG,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 2,000.00 "
2023/24,JANUARY,11/12/24,18/01/24,HALL MEAD SCHOOL,819982,F9301 PUPIL PREMIUM/LAC,500110 DELEGATED DSG,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 2,000.00 "
2023/24,JANUARY,17/01/24,23/01/24,HALLEY HOUSE SCHOOL,820402,F5200 DELEGATED MAINSTREAM SCHOOLS,500115 DEVOLVED GRANTS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 9,528.61 "
2023/24,JANUARY,22/12/23,22/01/24,HALLEY HOUSE SCHOOL,820402,F6315 OUTBOROUGH LA SEN,500005 EXTERNAL CONTRACTORS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 55,655.67 "
2023/24,JANUARY,17/01/24,23/01/24,HALO NURSERY LIMITED,825382,F5101 SFF PVI'S SETTINGS,500172 DFE EY SUPPLEMENTARY GRANT EXP,EDUCATION," £ 1,653.10 "
2023/24,JANUARY,15/01/24,19/01/24,HALO NURSERY LIMITED,825382,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,EDUCATION," £ 5,945.40 "
2023/24,JANUARY,09/01/24,18/01/24,HALO NURSERY LIMITED,825382,F9108 TWO YEAR OLDS DSG,500172 DFE EY SUPPLEMENTARY GRANT EXP,EDUCATION," £ 4,209.00 "
2023/24,JANUARY,16/01/24,23/01/24,HALO NURSERY LIMITED,825382,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,EDUCATION," £ 7,075.20 "
2023/24,JANUARY,04/01/24,11/01/24,HAMARA SOLICITOR LTD                    ,S2039Ham10794,N2003 LEGAL EXT RECHARGEABLE WORK,440020 COURT COSTS,LEGAL SERVICES," £ 4,800.00 "
2023/24,JANUARY,05/01/24,10/01/24,HAMLETTS LTD,825407,F0150 PLACEMENTS - NON FOSTERING,520146 SEMI-INDEPENDENT (18+),SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / RESIDENTIAL SERVICES / SEMI-INDEPENDENT LIVING & LEAVING CARE," £ 13,422.09 "
2023/24,JANUARY,17/01/24,23/01/24,HANDY AV LIMITED,820981,S5013 LIBRARY CAPITAL WORKS,Y30002 CONTRACTORS - ADAPT/IMP,271599 INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / NOT ELSEWHERE CLASSIFIED," £ 4,800.00 "
2023/24,JANUARY,17/01/24,24/01/24,HANDY AV LIMITED,820981,S5013 LIBRARY CAPITAL WORKS,Y30002 CONTRACTORS - ADAPT/IMP,271599 INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / NOT ELSEWHERE CLASSIFIED," £ 6,600.00 "
2023/24,JANUARY,17/01/24,25/01/24,HAPPITIME PLAYGROUP LTD,816639,F5101 SFF PVI'S SETTINGS,500172 DFE EY SUPPLEMENTARY GRANT EXP,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE), £ 926.25 
2023/24,JANUARY,09/01/24,12/01/24,HAPPITIME PLAYGROUP LTD,816639,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 4,949.10 "
2023/24,JANUARY,09/01/24,18/01/24,HAPPITIME PLAYGROUP LTD,816639,F9108 TWO YEAR OLDS DSG,500172 DFE EY SUPPLEMENTARY GRANT EXP,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 1,427.40 "
2023/24,JANUARY,08/01/24,12/01/24,HAPPITIME PLAYGROUP LTD,816639,F6100 EY BLOCK INCLUSION FUND,470000 VOLUNTARY SECTOR GRANTS PAID,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 4,425.66 "
2023/24,JANUARY,10/01/24,18/01/24,HAPPITIME PLAYGROUP LTD,816639,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 1,321.20 "
2023/24,JANUARY,17/01/24,23/01/24,HAPPY LITTLE DOVES LTD,825811,F5101 SFF PVI'S SETTINGS,500172 DFE EY SUPPLEMENTARY GRANT EXP,EDUCATION," £ 1,351.35 "
2023/24,JANUARY,09/01/24,12/01/24,HAPPY LITTLE DOVES LTD,825811,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,EDUCATION," £ 7,735.50 "
2023/24,JANUARY,17/01/24,25/01/24,HAPPY NEST NURSERY,816640,F5101 SFF PVI'S SETTINGS,500172 DFE EY SUPPLEMENTARY GRANT EXP,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 1,959.75 "
2023/24,JANUARY,09/01/24,12/01/24,HAPPY NEST NURSERY,816640,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 11,547.90 "
2023/24,JANUARY,09/01/24,18/01/24,HAPPY NEST NURSERY,816640,F9108 TWO YEAR OLDS DSG,500172 DFE EY SUPPLEMENTARY GRANT EXP,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE), £ 951.60 
2023/24,JANUARY,08/01/24,12/01/24,HAPPY NEST NURSERY,816640,F6100 EY BLOCK INCLUSION FUND,470000 VOLUNTARY SECTOR GRANTS PAID,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 5,233.34 "
2023/24,JANUARY,08/01/24,18/01/24,HAPPY NEST NURSERY,816640,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 1,321.20 "
2023/24,JANUARY,08/01/24,18/01/24,HAPPY TODDLERS LTD,825577,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,EDUCATION," £ 5,284.80 "
2023/24,JANUARY,12/01/24,18/01/24,HAPPY TODDLERS LTD,825577,F9108 TWO YEAR OLDS DSG,500172 DFE EY SUPPLEMENTARY GRANT EXP,EDUCATION," £ 5,233.80 "
2023/24,JANUARY,15/01/24,26/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 750.00 
2023/24,JANUARY,08/01/24,15/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 275.00 
2023/24,JANUARY,08/01/24,17/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 275.00 
2023/24,JANUARY,21/12/23,10/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 500.00 
2023/24,JANUARY,21/12/23,02/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING"," £ 1,900.00 "
2023/24,JANUARY,12/01/24,26/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 820.00 
2023/24,JANUARY,14/12/23,10/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 650.00 
2023/24,JANUARY,14/12/23,26/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 500.00 
2023/24,JANUARY,13/12/23,03/01/24,HARDMAN STRUCTURAL ENGINEERS LIMITED,809953,H2555 NORTH EAST R&M,500005 EXTERNAL CONTRACTORS,"391200 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ENGINEERING", £ 500.00 
2023/24,JANUARY,17/01/24,22/01/24,HARRINGTON HILL PRIMARY SCHOOL,809242,F5200 DELEGATED MAINSTREAM SCHOOLS,500115 DEVOLVED GRANTS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 27,455.00 "
2023/24,JANUARY,17/01/24,23/01/24,HARRINGTON HILL PRIMARY SCHOOL,809242,F5200 DELEGATED MAINSTREAM SCHOOLS,500115 DEVOLVED GRANTS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 10,354.91 "
2023/24,JANUARY,11/01/24,18/01/24,HARRINGTON HILL PRIMARY SCHOOL,809242,F5200 DELEGATED MAINSTREAM SCHOOLS,500115 DEVOLVED GRANTS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 2,682.50 "
2023/24,JANUARY,21/12/23,05/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 550.00 
2023/24,JANUARY,12/01/24,18/01/24,HARRIS ELECTRICAL LTD,719012,J2010 DISCRETIONARY CRISIS SUPPORT,530035 SOCIAL FUND,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,19/12/23,08/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,19/12/23,08/01/24,HARRIS ELECTRICAL LTD,719012,J2010 DISCRETIONARY CRISIS SUPPORT,530035 SOCIAL FUND,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,18/01/24,24/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,28/12/23,05/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL," £ 1,100.00 "
2023/24,JANUARY,05/01/24,12/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,02/01/24,08/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,22/12/23,05/01/24,HARRIS ELECTRICAL LTD,719012,D0724 HPS AD HOUSING NEEDS HGF,220000 RENTS,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,01/12/23,08/01/24,HARRIS ELECTRICAL LTD,719012,J2010 DISCRETIONARY CRISIS SUPPORT,530035 SOCIAL FUND,161000 DOMESTIC GOODS / COMMERCIAL, £ 275.00 
2023/24,JANUARY,01/12/23,11/01/24,HARRIS ELECTRICAL LTD,719012,D0720 HPS TEMP ACCOM HGF HOSTEL,250005 FIXTURES & FITTINGS,161000 DOMESTIC GOODS / COMMERCIAL, £ 265.50 
2023/24,JANUARY,08/12/23,08/01/24,HARRIS ELECTRICAL LTD,719012,D0720 HPS TEMP ACCOM HGF HOSTEL,250005 FIXTURES & FITTINGS,161000 DOMESTIC GOODS / COMMERCIAL, £ 250.50 
2023/24,JANUARY,09/11/23,08/01/24,HARRIS ELECTRICAL LTD,719012,J2010 DISCRETIONARY CRISIS SUPPORT,530035 SOCIAL FUND,161000 DOMESTIC GOODS / COMMERCIAL, £ 550.00 
2023/24,JANUARY,17/01/24,29/01/24,HASMONEAN HIGH SCHOOL,817788,F0100 LAC - VIRTUAL SCHOOL,520265 CHILDREN INTERV PROJECTS,171020 EDUCATION / STATUTORY EDUCATION SERVICES, £ 300.00 
2023/24,JANUARY,10/01/24,22/01/24,HASMONEAN HIGH SCHOOL,817788,F6315 OUTBOROUGH LA SEN,500005 EXTERNAL CONTRACTORS,171020 EDUCATION / STATUTORY EDUCATION SERVICES," £ 13,145.00 "
2023/24,JANUARY,09/01/24,17/01/24,HATSZZ PRESTIGE CARE,824560,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 5,168.00 "
2023/24,JANUARY,09/01/24,23/01/24,HATSZZ PRESTIGE CARE,824560,D0825 LEARNING DISABILITY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,368.00 "
2023/24,JANUARY,21/12/23,11/01/24,HATSZZ PRESTIGE CARE,824560,D0829 MENTAL HEALTH SUPPORT (ELFT),520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 912.00 
2023/24,JANUARY,21/12/23,09/01/24,HATSZZ PRESTIGE CARE,824560,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 25,190.50 "
2023/24,JANUARY,21/12/23,09/01/24,HATSZZ PRESTIGE CARE,824560,D0824 SUPPORT WITH MEMORY & COGNITIO,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 760.00 
2023/24,JANUARY,21/12/23,23/01/24,HATSZZ PRESTIGE CARE,824560,D0825 LEARNING DISABILITY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 807.50 
2023/24,JANUARY,13/01/24,22/01/24,HATSZZ PRESTIGE CARE,824560,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 28,110.50 "
2023/24,JANUARY,13/01/24,22/01/24,HATSZZ PRESTIGE CARE,824560,D0824 SUPPORT WITH MEMORY & COGNITIO,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES, £ 760.00 
2023/24,JANUARY,13/01/24,23/01/24,HATSZZ PRESTIGE CARE,824560,D0825 LEARNING DISABILITY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,501.00 "
2023/24,JANUARY,09/01/23,23/01/24,HATSZZ PRESTIGE CARE,824560,D0825 LEARNING DISABILITY SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,482.00 "
2023/24,JANUARY,14/11/23,19/01/24,HAYBROOK COLLEGE TRUST,826304,F6314 COLLEGE/FE 16+ SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 10,000.00 "
2023/24,JANUARY,07/12/23,16/01/24,HAYDEN?S ARBORICULTURAL CONSULTANTS LTD ,S2029Hay10756,S5552 FAIRCHILD'S GARDENS,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY, £ 623.70 
2023/24,JANUARY,12/01/24,24/01/24,HEADWAY EAST LONDON,727173,D0822 PHYSICAL SUPPORT,520055 DAY CARE,321013 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / DAY CARE (SERVICE)," £ 3,045.60 "
2023/24,JANUARY,02/01/24,26/01/24,HEADWAY EAST LONDON,727173,D0822 PHYSICAL SUPPORT,520055 DAY CARE,321013 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / DAY CARE (SERVICE)," £ 44,587.20 "
2023/24,JANUARY,02/01/24,26/01/24,HEADWAY EAST LONDON,727173,D0822 PHYSICAL SUPPORT,520075 CLIENT TRANSPORT,321013 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / DAY CARE (SERVICE)," £ 6,800.40 "
2023/24,JANUARY,20/04/23,30/01/24,HEADWAY EAST LONDON,727173,D0822 PHYSICAL SUPPORT,520055 DAY CARE,321013 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / DAY CARE (SERVICE)," £ 1,705.56 "
2023/24,JANUARY,05/01/24,22/01/24,HEALTH MANAGEMENT LTD,813301,B0174 HR POLICY,110025 OTHER EMPLOYEE RELATED EXPENSE,311410 HEALTHCARE / OCCUPATIONAL THERAPY SERVICES," £ 10,649.51 "
2023/24,JANUARY,03/01/24,23/01/24,HEALTHWATCH HACKNEY,817782,A2251 COMMUNITY PARTNERSHIPS GRANTS,500005 EXTERNAL CONTRACTORS,319999 HEALTHCARE / NOT ELSEWHERE CLASSIFIED," £ 37,500.00 "
2023/24,JANUARY,24/01/24,30/01/24,HEALTHWATCH HACKNEY,817782,A2251 COMMUNITY PARTNERSHIPS GRANTS,500005 EXTERNAL CONTRACTORS,319999 HEALTHCARE / NOT ELSEWHERE CLASSIFIED," £ 37,500.00 "
2023/24,JANUARY,18/01/24,23/01/24,HEATH CARE SERVICES LTD,824528,F0150 PLACEMENTS - NON FOSTERING,520145 SEMI-INDEPENDENT PLACEMENTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / INDEPENDENT SUPPORTED LIVING," £ 9,286.71 "
2023/24,JANUARY,08/01/24,12/01/24,HEATH FARM FOSTERING,818884,F0152 PLACEMENTS - FOSTERING,520010 INDEPENDENT FOSTER CARERS,322003 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / FOSTERING (SERVICE)," £ 14,305.39 "
2023/24,JANUARY,14/12/23,05/01/24,HEIGHTSAFE SYSTEMS LIMITED,821959,H2555 NORTH EAST R&M,200159 ROOF & WINDOW INSPECTION,221000 HEALTH & SAFETY / PRODUCTS, £ 395.00 
2023/24,JANUARY,16/01/24,22/01/24,HENRY,817660,D0872 CHILDREN AND HEALTH PROTECTION,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 6,250.00 "
2023/24,JANUARY,01/01/24,22/01/24,HENRY,817660,D0872 CHILDREN AND HEALTH PROTECTION,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 6,250.00 "
2023/24,JANUARY,01/01/24,23/01/24,HENRY,817660,D0872 CHILDREN AND HEALTH PROTECTION,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 6,250.00 "
2023/24,JANUARY,01/01/24,08/01/24,HENRY,817660,D0872 CHILDREN AND HEALTH PROTECTION,500005 EXTERNAL CONTRACTORS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 16,500.00 "
2023/24,JANUARY,21/02/23,23/01/24,HEYWOOD WILLIAMS COMPONENTS LTD T/A MILA,825296,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / SURVEYS"," £ 1,950.00 "
2023/24,JANUARY,03/05/23,23/01/24,HEYWOOD WILLIAMS COMPONENTS LTD T/A MILA,825296,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / SURVEYS", £ 635.00 
2023/24,JANUARY,15/12/23,10/01/24,HHBR LTD,808533,X7578 ROSE LIPMAN PROJECT,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 18,093.46 "
