1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,JULY,10/07/23,19/07/23,1 KINGS BENCH WALK CHAMBERS,825430,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 675.00 
2023/24,JULY,13/07/23,26/07/23,1 KINGS BENCH WALK CHAMBERS,800657,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,200.00 "
2023/24,JULY,15/05/23,14/07/23,1 KINGS BENCH WALK CHAMBERS,800657,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,350.00 "
2023/24,JULY,10/07/23,17/07/23,1GC FAMILY LAW,824376,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 875.00 
2023/24,JULY,19/07/23,26/07/23,1GC FAMILY LAW,824376,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 875.00 
2023/24,JULY,19/07/23,26/07/23,1GC FAMILY LAW,824376,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 800.00 
2023/24,JULY,07/06/23,21/07/23,1GC FAMILY LAW,824376,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 750.00 
2023/24,JULY,12/08/22,04/07/23,1GC FAMILY LAW,824376,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 860.00 
2023/24,JULY,30/06/23,10/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 750.00 
2023/24,JULY,11/07/23,21/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 500.00 
2023/24,JULY,06/07/23,19/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 500.00 
2023/24,JULY,10/07/23,19/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 500.00 
2023/24,JULY,19/07/23,28/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 600.00 
2023/24,JULY,13/07/23,21/07/23,2 DOCTOR JOHNSON'S BUILDINGS,823705,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES, £ 500.00 
2023/24,JULY,13/06/23,05/07/23,23 CONSULT LTD,818316,J6010 R & M - CIVIC BUILDINGS,200000 REPAIRS & MAINTENANCE,151900 CONSULTANCY / MANAGEMENT," £ 23,737.90 "
2023/24,JULY,26/06/23,05/07/23,33 BEDFORD ROW,800474,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,JULY,29/06/23,31/07/23,360 CIRCLE OF CARE LTD,824532,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,028.16 "
2023/24,JULY,22/06/23,31/07/23,360 CIRCLE OF CARE LTD,824532,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 1,230.12 "
2023/24,JULY,05/07/23,14/07/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,JULY,05/07/23,25/07/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 555.00 
2023/24,JULY,05/07/23,21/07/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 700.00 
2023/24,JULY,27/06/23,14/07/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,200.00 "
2023/24,JULY,30/06/23,12/07/23,4 PAPER BUILDINGS,801470,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,250.00 "
2023/24,JULY,03/01/23,11/07/23,4 PAPER BUILDINGS,801470,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,500.00 "
2023/24,JULY,11/07/23,17/07/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 3,000.00 "
2023/24,JULY,28/06/23,07/07/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 950.00 
2023/24,JULY,11/07/23,21/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 900.00 
2023/24,JULY,03/07/23,11/07/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,JULY,03/07/23,10/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JULY,28/06/23,11/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,050.00 "
2023/24,JULY,23/06/23,31/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,JULY,14/07/23,24/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 750.00 
2023/24,JULY,17/07/23,24/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,JULY,17/07/23,26/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 437.50 
2023/24,JULY,27/06/23,05/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 900.00 
2023/24,JULY,22/05/23,20/07/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 525.00 
2023/24,JULY,25/07/22,26/07/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JULY,15/06/23,21/07/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,JULY,14/12/22,05/07/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,JULY,21/02/23,10/07/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 850.00 
2023/24,JULY,14/07/23,27/07/23,A TOUCH OF CLASS,824085,W8875 STREETSPACE (TFL),Y50005 OTHER PROFESSIONAL - EXTERNAL,HORTICULTURAL / NOT ELSEWHERE CLASSIFIED," £ 1,480.00 "
2023/24,JULY,11/07/23,21/07/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 13,989.56 "
2023/24,JULY,11/07/23,21/07/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,920180 CRAG INCOME,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 4,016.24 "
2023/24,JULY,11/07/23,21/07/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 1,757.68 "
2023/24,JULY,11/07/23,21/07/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,JULY,14/06/23,14/07/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 399.00 
2023/24,JULY,03/07/23,07/07/23,ABIDING LIMITED,821163,F0150 PLACEMENTS - NON FOSTERING,520145 SEMI-INDEPENDENT PLACEMENTS,321117 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / RESIDENTIAL CARE (SERVICE), £ 707.14 
2023/24,JULY,02/05/23,11/07/23,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9110 ANN TAYLOR CHILDREN CENTRE,200021 STATUTORY TESTS AND INSPECTION,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE", £ 584.00 
2023/24,JULY,29/03/23,21/07/23,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9110 ANN TAYLOR CHILDREN CENTRE,400010 MATERIALS,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 1,287.50 "
2023/24,JULY,29/06/23,10/07/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 13,320.00 "
2023/24,JULY,15/06/23,05/07/23,ACADEMY CONSULTANCY & DESIGN LTD,824859,X7062 COMMERCIAL PROPERTIES,Y50005 OTHER PROFESSIONAL - EXTERNAL,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / NOT ELSEWHERE CLASSIFIED"," £ 5,970.00 "
2023/24,JULY,30/06/23,07/07/23,ACCESS INDEPENDENT LTD,814705,D0402 CONCESSIONARY FARES,520211 TAXICARD SCHEME,311410 HEALTHCARE / OCCUPATIONAL THERAPY SERVICES, £ 258.00 
2023/24,JULY,30/06/23,11/07/23,ACCESS UK LTD,822705,S7617 MOSAICS,Y50005 OTHER PROFESSIONAL - EXTERNAL,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,369.86 "
2023/24,JULY,29/06/23,07/07/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE, £ 809.68 
2023/24,JULY,07/07/23,14/07/23,ACCESS UK LTD,822705,D0512 MGMNT & ADMIN SUPPORT TEAM,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 2,673.44 "
2023/24,JULY,01/06/23,27/07/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,146.27 "
2023/24,JULY,20/07/23,26/07/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,440040 CONSULTANCY FEES,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 15,200.00 "
2023/24,JULY,01/07/23,27/07/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,069.46 "
2023/24,JULY,24/07/23,28/07/23,ACCESS UK LTD,822705,F7413 EDUC INFORMATION & DATA SERVIC,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 18,903.00 "
2023/24,JULY,31/03/23,18/07/23,ACCESS UK LTD,822705,F7413 EDUC INFORMATION & DATA SERVIC,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 9,394.00 "
2023/24,JULY,31/03/23,21/07/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,440040 CONSULTANCY FEES,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 4,620.00 "
2023/24,JULY,01/04/23,27/07/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,299.89 "
2023/24,JULY,01/05/23,27/07/23,ACCESS UK LTD,822705,N2002 INTERNAL LEGAL SERVICES,430025 COMPUTER LICENCE COSTS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 5,299.89 "
2023/24,JULY,09/05/23,06/07/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 1,425.00 "
2023/24,JULY,11/07/23,24/07/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,JULY,11/07/23,24/07/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,JULY,11/07/23,21/07/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 8,746.92 "
2023/24,JULY,21/03/23,03/07/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 14,235.80 "
2023/24,JULY,29/06/23,14/07/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,346.30 "
2023/24,JULY,29/05/23,14/07/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 65,524.95 "
2023/24,JULY,29/05/23,19/07/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 4,223.34 "
2023/24,JULY,28/05/23,14/07/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,815.56 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 78,711.24 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,819.12 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,920180 CRAG INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,823.80 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 80,280.82 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 10,671.63 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 10,663.84 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 12,921.16 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,JULY,11/07/23,21/07/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,636.52 "
2023/24,JULY,22/06/23,11/07/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,857.32 "
2023/24,JULY,01/06/23,27/07/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 4,285.80 "
2023/24,JULY,11/05/23,11/07/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 5,857.26 "
2023/24,JULY,11/07/23,17/07/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 268.44 
2023/24,JULY,11/07/23,21/07/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,717.44 "
2023/24,JULY,12/06/23,20/07/23,ACP NETWORK,824827,D0060 SPORT ENGLAND LD PILOT,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 1,500.00 "
2023/24,JULY,20/07/23,27/07/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,440040 CONSULTANCY FEES,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 5,578.12 "
2023/24,JULY,20/07/23,27/07/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,430033 CLOUD HOSTING,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 2,765.63 "
2023/24,JULY,11/07/23,24/07/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 6,290.00 "
2023/24,JULY,29/04/23,18/07/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 1,370.00 "
2023/24,JULY,21/04/23,18/07/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS, £ 835.00 
2023/24,JULY,30/06/23,10/07/23,ACTION FOR CHILDREN,412552,F0101 LAC - UNDER 18S,510000 VOLUNTARY SECTOR CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 14,870.57 "
2023/24,JULY,05/07/23,18/07/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,JULY,12/06/23,07/07/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,JULY,11/07/23,21/07/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 736.84 
2023/24,JULY,30/05/23,07/07/23,ACTIVE WITHIN CIC,823637,D0112 SPRINGFIELD PARK,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / SPORT & FITNESS, £ 750.00 
2023/24,JULY,12/06/23,03/07/23,ACTUAL FIRST AID LTD,744496,F0370 EARLY HELP & PREVENTION,450020 FIRST AID,261520 HUMAN RESOURCES / TRAINING & CONFERENCES / TRAINING," £ 1,200.00 "
2023/24,JULY,13/06/23,03/07/23,ACTUAL FIRST AID LTD,744496,F0370 EARLY HELP & PREVENTION,450020 FIRST AID,261520 HUMAN RESOURCES / TRAINING & CONFERENCES / TRAINING," £ 1,200.00 "
2023/24,JULY,03/07/23,26/07/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 37,456.00 "
2023/24,JULY,07/06/23,04/07/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 58,889.01 "
2023/24,JULY,11/07/23,21/07/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,504.96 "
2023/24,JULY,22/06/23,27/07/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 11,564.64 "
2023/24,JULY,19/07/23,27/07/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 2,790.00 "
2023/24,JULY,31/03/23,27/07/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 22,218.83 "
2023/24,JULY,17/05/23,27/07/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 2,850.00 "
2023/24,JULY,22/05/23,05/07/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 9,746.40 "
2023/24,JULY,29/06/23,11/07/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 704.00 
