1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,AUGUST,06/09/22,07/08/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,AUGUST,08/08/23,21/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 3,500.00 "
2023/24,AUGUST,10/08/23,24/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 500.00 
2023/24,AUGUST,03/08/23,16/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,AUGUST,21/08/23,25/08/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 650.00 
2023/24,AUGUST,21/08/23,25/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 500.00 
2023/24,AUGUST,24/07/23,07/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 450.00 
2023/24,AUGUST,14/08/23,24/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 2,500.00 "
2023/24,AUGUST,20/07/23,04/08/23,42 BEDFORD ROW CHAMBERS,817288,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 800.00 
2023/24,AUGUST,23/05/23,30/08/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,AUGUST,15/08/23,25/08/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 360.00 
2023/24,AUGUST,24/04/23,07/08/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,AUGUST,22/06/23,03/08/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 1,150.00 "
2023/24,AUGUST,04/04/23,07/08/23,5 ST ANDREWS HILL,817091,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 675.00 
2023/24,AUGUST,31/07/23,25/08/23,A1 LOCKSMITHS UK                        ,S2029A110470,H0985 RESIDENT'S SAFETY,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY," £ 1,360.00 "
2023/24,AUGUST,08/08/23,18/08/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 18,260.60 "
2023/24,AUGUST,08/08/23,18/08/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 1,757.68 "
2023/24,AUGUST,08/08/23,18/08/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,AUGUST,27/06/23,25/08/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 518.00 
2023/24,AUGUST,09/06/23,25/08/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 413.00 
2023/24,AUGUST,30/06/23,07/08/23,ABILITY FACILITIES MANAGEMENT LTD T/A AB,823374,F9110 ANN TAYLOR CHILDREN CENTRE,200000 REPAIRS & MAINTENANCE,"WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / BUILDINGS / REPAIR & MAINTENANCE"," £ 3,060.00 "
2023/24,AUGUST,24/07/23,02/08/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 14,808.00 "
2023/24,AUGUST,18/08/23,29/08/23,ABNEY PARK TRUST,749728,A2251 COMMUNITY PARTNERSHIPS GRANTS,510000 VOLUNTARY SECTOR CONTRACTS,129999 CEMETERY & CREMATORIUM / NOT ELSEWHERE CLASSIFIED," £ 11,000.00 "
2023/24,AUGUST,26/07/23,23/08/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 1,249.32 "
2023/24,AUGUST,18/08/23,25/08/23,ACCESS UK LTD,822705,B0814 APPLICATION SUPPORT,430015 COMPUTER SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 169,217.77 "
2023/24,AUGUST,14/08/23,18/08/23,ACCESS UK LTD,822705,S7617 MOSAICS,Y50005 OTHER PROFESSIONAL - EXTERNAL,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 39,200.00 "
2023/24,AUGUST,08/08/23,21/08/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,AUGUST,08/08/23,21/08/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,AUGUST,08/08/23,18/08/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 96,366.66 "
2023/24,AUGUST,22/08/23,25/08/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 64,088.42 "
2023/24,AUGUST,18/07/23,11/08/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 110,793.30 "
2023/24,AUGUST,19/06/23,18/08/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 14,231.99 "
2023/24,AUGUST,01/08/20,15/08/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 14,235.80 "
2023/24,AUGUST,01/08/20,10/08/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 12,588.50 "
2023/24,AUGUST,21/02/22,29/08/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE), £ 953.15 
2023/24,AUGUST,10/07/23,02/08/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE), £ 437.98 
2023/24,AUGUST,26/06/23,02/08/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 65,408.92 "
2023/24,AUGUST,26/06/23,11/08/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 6,716.95 "
2023/24,AUGUST,19/06/23,02/08/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 1,501.63 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 162,873.91 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 14,874.54 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 14,153.33 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 74,611.24 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 14,940.28 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 12,921.16 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,AUGUST,08/08/23,18/08/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 2,636.52 "
2023/24,AUGUST,03/08/23,11/08/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 470.90 
2023/24,AUGUST,08/08/23,18/08/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,717.44 "
2023/24,AUGUST,21/08/23,25/08/23,ACTICA CONSULTING LIMITED,823279,B0820 CLOUD SERVICES,430033 CLOUD HOSTING,INFORMATION COMMUNICATION TECHNOLOGY / SERVICES / CLOUD SERVICES," £ 2,343.75 "
2023/24,AUGUST,07/08/23,15/08/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 3,210.00 "
2023/24,AUGUST,25/07/23,11/08/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 1,605.00 "
2023/24,AUGUST,31/07/23,07/08/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,AUGUST,08/08/23,18/08/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 736.84 
2023/24,AUGUST,15/05/23,02/08/23,ADCS LTD,814928,F0401 CHILDREN & FAMILIES SNR MGMT,120010 CONFERENCE EXPENSES,321100 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN (SERVICE), £ 893.00 
2023/24,AUGUST,08/08/23,18/08/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,504.96 "
2023/24,AUGUST,08/08/23,18/08/23,ADICOCARE LTD,825839,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 103,007.14 "
2023/24,AUGUST,08/08/23,18/08/23,ADICOCARE LTD,825839,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 28,050.88 "
2023/24,AUGUST,08/08/23,18/08/23,ADICOCARE LTD,825839,D0829 MENTAL HEALTH SUPPORT (ELFT),520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 17,626.66 "
2023/24,AUGUST,03/08/23,29/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y80000 GRANTS PAID,100004 LBH  / SUNDRY," £ 1,523.50 "
2023/24,AUGUST,03/08/23,29/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 1,335.00 "
2023/24,AUGUST,02/08/23,08/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 8,034.08 "
2023/24,AUGUST,19/07/23,08/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 9,431.00 "
2023/24,AUGUST,06/07/23,07/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 9,182.24 "
2023/24,AUGUST,14/08/23,29/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 17,101.02 "
2023/24,AUGUST,07/07/23,08/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 8,083.10 "
2023/24,AUGUST,22/06/23,07/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 9,526.80 "
2023/24,AUGUST,22/06/23,29/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 8,466.94 "
2023/24,AUGUST,30/07/23,07/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 10,189.07 "
2023/24,AUGUST,21/09/22,07/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 12,234.60 "
2023/24,AUGUST,09/07/22,07/08/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 10,794.06 "
2023/24,AUGUST,26/10/22,07/08/23,ADVANCED BUILDING & MAINTENANCE         ,S1055Adv09692,X8409 GENERAL REPAIRS GRANT (GRG),Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 17,041.50 "
2023/24,AUGUST,26/10/23,07/08/23,ADVANCED BUILDING & MAINTENANCE         ,S1055Adv09692,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 7,898.14 "
2023/24,AUGUST,31/07/23,25/08/23,ADVANCED BUSINESS SOLUTIONS,808927,J0007 FMS CONTRACT,430010 POSTAGE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 9,480.84 "
2023/24,AUGUST,18/08/23,25/08/23,ADVANCED BUSINESS SOLUTIONS,808927,J0007 FMS CONTRACT,500005 EXTERNAL CONTRACTORS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 14,933.97 "
