1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,SEPTEMBER,03/05/23,25/09/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 825.00 
2023/24,SEPTEMBER,08/11/22,07/09/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 475.00 
2023/24,SEPTEMBER,07/07/21,25/09/23,4 BRICK COURT LTD,801389,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 600.00 
2023/24,SEPTEMBER,13/09/23,21/09/23,4-5 GRAYS INN SQUARE TPA,812094,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY," £ 3,000.00 "
2023/24,SEPTEMBER,29/08/23,13/09/23,42 BEDFORD ROW CHAMBERS,817288,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 400.00 
2023/24,SEPTEMBER,27/07/23,05/09/23,4PLAY SOUND SYSTEM                      ,S20294Pl10486,H0151 STREET MARKETS,500005 EXTERNAL CONTRACTORS,100004 LBH  / SUNDRY, £ 450.00 
2023/24,SEPTEMBER,07/09/23,12/09/23,5 PUMP COURT CHAMBERS,802523,N2001 EXTERNAL LEGAL SERVICES,500005 EXTERNAL CONTRACTORS,281000 LEGAL SERVICES / ADVOCACY, £ 550.00 
2023/24,SEPTEMBER,11/08/23,11/09/23,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3007 VOIDS,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 1,950.00 "
2023/24,SEPTEMBER,11/08/23,07/09/23,A. S. BINES LTD T/A NORTH LONDON PLANT H,037785,H3016 LEGAL DISREPAIR WORKS TEAM,400000 EQUIPMENT,381300 VEHICLE MANAGEMENT / INDUSTRIAL," £ 5,000.00 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ABBEY CARE COMPLEX,820656,D0829 MENTAL HEALTH SUPPORT (ELFT),520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 22,050.00 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 13,989.56 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ABBEY CARE COMPLEX,820656,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 1,757.68 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ABBEY CARE COMPLEX,820656,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 3,709.08 "
2023/24,SEPTEMBER,31/08/23,06/09/23,ABBOTT TOXICOLOGY LTD,818120,F0050 CHILDREN IN NEED,520025 SECTION 17 1989 CHILDREN'S ACT,311300 HEALTHCARE / EQUIPMENT, £ 504.05 
2023/24,SEPTEMBER,17/07/23,12/09/23,ABBOTT TOXICOLOGY LTD,818120,F0202 ACCESS AND ASSESSMENT,440105 OTHER PROFESSIONAL FEES,311300 HEALTHCARE / EQUIPMENT, £ 417.15 
2023/24,SEPTEMBER,27/08/23,05/09/23,ABILITY NORTH LONDON,820508,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,100020 LBH  / GRANTS OR STATUTORY PAYMENTS / OTHER," £ 13,036.00 "
2023/24,SEPTEMBER,01/08/23,04/09/23,ABINGDON HOUSE SCHOOL AND COLLEGE,824503,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 13,569.00 "
2023/24,SEPTEMBER,11/09/23,20/09/23,ACADEMIC DAY NURSERY,816990,F5101 SFF PVI'S SETTINGS,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE)," £ 8,716.50 "
2023/24,SEPTEMBER,11/09/23,20/09/23,ACADEMIC DAY NURSERY,816990,F9108 TWO YEAR OLDS DSG,500105 DELEGATED EARLY YEARS DSG,321116 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CRECHES (SERVICE), £ 715.65 
2023/24,SEPTEMBER,25/08/23,12/09/23,ACADEMY OF SUCCESS,824824,H0580 EMPLOYMENT AND SKILLS,500005 EXTERNAL CONTRACTORS,EDUCATION," £ 4,320.00 "
2023/24,SEPTEMBER,19/09/23,25/09/23,ACCEDO CARE LIMITED,825922,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / INDEPENDENT SUPPORTED LIVING," £ 88,590.15 "
2023/24,SEPTEMBER,25/04/23,04/09/23,ACCESS FURTHER EDUCATION LTD,818454,F6314 COLLEGE/FE 16+ SEN,500005 EXTERNAL CONTRACTORS,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED," £ 4,774.46 "
2023/24,SEPTEMBER,20/09/23,29/09/23,ACCESS TO SPORTS PROJECT,733326,H2815 RESIDENT PARTICIPATION TEAM,470005 OTHER GRANTS PAID,291400 ARTS & LEISURE SERVICES / SPORT & FITNESS," £ 4,000.00 "
2023/24,SEPTEMBER,14/09/23,21/09/23,ACCESS UK LTD,822705,F7416 CONTINGENCY,470010 SUBSCRIPTIONS,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 1,500.00 "
2023/24,SEPTEMBER,01/09/23,11/09/23,ACCOUNTABILITY,823731,D0817 ADULT SOCIAL CARE MANAGEMENT,440005 BANK & CREDIT CARD CHGS,HUMAN RESOURCES," £ 7,375.00 "
2023/24,SEPTEMBER,05/09/23,18/09/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED," £ 3,900.00 "
2023/24,SEPTEMBER,05/09/23,18/09/23,ACER HEALTHCARE OPERATIONS LTD,825365,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,HEALTHCARE / PUBLIC HEALTH / NOT ELSEWHERE CLASSIFIED, £ 878.84 
2023/24,SEPTEMBER,05/09/23,15/09/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 17,125.28 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACHIEVE TOGETHER,811168,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321017 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL CARE (SERVICE)," £ 11,446.69 "
2023/24,SEPTEMBER,09/08/23,07/09/23,ACORN CARE AND EDUCATION LTD,821741,F6307 IND & NON MAINT'D SEN,500005 EXTERNAL CONTRACTORS,171011 EDUCATION / PRESCHOOL SERVICES (SERVICE)," £ 19,998.87 "
2023/24,SEPTEMBER,24/07/23,06/09/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 51,421.80 "
2023/24,SEPTEMBER,24/07/23,05/09/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 23,707.33 "
2023/24,SEPTEMBER,17/07/23,06/09/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 1,501.63 "
2023/24,SEPTEMBER,24/09/23,06/09/23,ACORN DAY OPPORTUNITIES LTD,819169,D0825 LEARNING DISABILITY SUPPORT,520055 DAY CARE,321115 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / CHILDREN / CHILDCARE SERVICES (SERVICE)," £ 2,189.88 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 95,092.48 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 13,935.90 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 11,494.12 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0822 PHYSICAL SUPPORT,920210 FREE NURSING CARE INCOME,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE), £ 418.38 
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 70,511.24 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 14,061.44 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 6,971.12 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520045 NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 8,200.00 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520040 RESIDENTIAL CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 3,001.04 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN LODGE,802546,D0826 MENTAL HEALTH SUPPORT (ASC),520215 FREE NURSING CARE,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 1,757.68 "
2023/24,SEPTEMBER,14/08/23,22/09/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 9,000.18 "
2023/24,SEPTEMBER,06/08/23,22/09/23,ACORN LODGE,802546,D0589 HOSPITAL DISCHARGE CONTRACTS,220000 RENTS,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 5,285.82 "
2023/24,SEPTEMBER,31/08/23,12/09/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 1,056.90 "
2023/24,SEPTEMBER,28/06/23,12/09/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 326.00 
2023/24,SEPTEMBER,26/07/23,11/09/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE," £ 2,309.72 "
2023/24,SEPTEMBER,16/08/23,08/09/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 782.75 
2023/24,SEPTEMBER,16/08/23,11/09/23,ACORN TRUCK SALES LTD,823858,J1701 FLEET MAINTENANCE,300010 VEHICLE REPAIRS & MAINTENANCE,VEHICLE MANAGEMENT / MAINTENANCE, £ 379.26 
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 13,449.33 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACORN VILLAGE COMMUNITY,067090,D0825 LEARNING DISABILITY SUPPORT,920180 CRAG INCOME,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 2,131.23 "
2023/24,SEPTEMBER,08/09/23,14/09/23,ACTION FIRST ASSESSMENTS LTD,825681,D0858 SAFEGUARDING TEAM,500005 EXTERNAL CONTRACTORS,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - CHILDREN / SPECIALIST NEEDS / PARENT & CHILD ASSESSMENTS," £ 3,210.00 "
2023/24,SEPTEMBER,29/08/23,05/09/23,ACTIVE ASSISTANCE,722469,D0822 PHYSICAL SUPPORT,520050 HOME CARE - SPOT CONTRACTS,329999 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES  / NOT ELSEWHERE CLASSIFIED," £ 3,980.80 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ACTIVE LIVES LTD,811367,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,179999 EDUCATION / NOT ELSEWHERE CLASSIFIED, £ 736.84 
2023/24,SEPTEMBER,11/09/23,18/09/23,ACTIVE WITHIN CIC,823637,D0112 SPRINGFIELD PARK,500005 EXTERNAL CONTRACTORS,ARTS & LEISURE SERVICES / SPORT & FITNESS, £ 750.00 
2023/24,SEPTEMBER,18/08/23,07/09/23,ADAM KHAN ARCHITECTS LTD,819884,W8873 DALSTON & HACKNEY TOWN CENTRE,Y50001 ARCHITECTS - EXTERNAL FEES,"391000 WORKS - CONSTRUCTION, REPAIR & MAINTENANCE / ARCHITECT"," £ 10,500.00 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ADELAIDE CARE LTD,812666,D0825 LEARNING DISABILITY SUPPORT,520070 SUPPORTED LIVING,321018 SOCIAL COMMUNITY CARE SUPPLIES & SERVICES / ADULT / RESIDENTIAL HOMES FOR OLDER PEOPLE (SERVICE)," £ 15,504.96 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ADICOCARE LTD,825839,D0825 LEARNING DISABILITY SUPPORT,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 5,531.16 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ADICOCARE LTD,825839,D0824 SUPPORT WITH MEMORY & COGNITIO,520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,800.00 "
2023/24,SEPTEMBER,05/09/23,15/09/23,ADICOCARE LTD,825839,D0829 MENTAL HEALTH SUPPORT (ELFT),520040 RESIDENTIAL CARE,SOCIAL COMMUNITY CARE SUPPLIES & SERVICES - ADULT / NURSING & RESIDENTIAL CARE HOMES," £ 3,475.68 "
2023/24,SEPTEMBER,06/07/23,28/09/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 1,860.00 "
2023/24,SEPTEMBER,24/02/22,28/09/23,ADVANCE BUILDING &                      ,S1055Adv07171,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 5,164.00 "
2023/24,SEPTEMBER,17/08/23,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 20,303.06 "
2023/24,SEPTEMBER,02/08/23,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 11,505.86 "
2023/24,SEPTEMBER,26/06/23,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 15,498.61 "
2023/24,SEPTEMBER,10/05/22,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 14,450.00 "
2023/24,SEPTEMBER,30/07/23,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 9,916.78 "
2023/24,SEPTEMBER,07/12/21,28/09/23,ADVANCED BUILDING &                     ,S1055Adv09454,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 2,585.00 "
2023/24,SEPTEMBER,02/08/23,28/09/23,ADVANCED BUILDING AND                   ,S1055Adv00086,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 10,351.92 "
2023/24,SEPTEMBER,13/06/23,28/09/23,ADVANCED BUILDING AND                   ,S1055Adv00086,X8412 WARMTH & SECURITY GRANT (WSG),Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 5,200.00 "
2023/24,SEPTEMBER,22/01/23,28/09/23,ADVANCED BUILDING&                      ,S1055Adv10543,X8400 DISABLED FACILITIES GRANT,Y50005 OTHER PROFESSIONAL - EXTERNAL,100004 LBH  / SUNDRY," £ 5,690.00 "
2023/24,SEPTEMBER,16/05/23,08/09/23,ADVANCED BUSINESS SOLUTIONS,808927,J0007 FMS CONTRACT,430010 POSTAGE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 7,948.73 "
2023/24,SEPTEMBER,27/08/23,13/09/23,ADVANCED BUSINESS SOLUTIONS,808927,W5002 FINANCIAL MANAGEMENT SYSTEM,Y70005 IT - SOFTWARE,271440 INFORMATION COMMUNICATION TECHNOLOGY / SOFTWARE," £ 2,174.85 "
2023/24,SEPTEMBER,01/09/23,07/09/23,ADVANCED COMMUNICATION PROJECTS LTD,826087,H0373 WINTER MAINTENANCE,300015 OTHER TRANSPORT RELATED COSTS,VEHICLE MANAGEMENT / NOT ELSEWHERE CLASSIFIED," £ 2,800.00 "
2023/24,SEPTEMBER,07/07/23,11/09/23,AERO MEDICAL AMBULANCE SERVICE          ,S2029AER10496,D0832 CASE MANAGEMENT,300015 OTHER TRANSPORT RELATED COSTS,100004 LBH  / SUNDRY, £ 395.00 
2023/24,SEPTEMBER,15/09/23,26/09/23,AESTIMA LTD,823250,H2905 PERFORMANCE & STANDARDS,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 550.00 
2023/24,SEPTEMBER,08/09/23,22/09/23,AESTIMA LTD,823250,H2905 PERFORMANCE & STANDARDS,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 330.00 
2023/24,SEPTEMBER,11/08/23,14/09/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 660.00 
2023/24,SEPTEMBER,25/08/23,29/09/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 660.00 
2023/24,SEPTEMBER,25/08/23,13/09/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,500005 EXTERNAL CONTRACTORS,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 605.00 
2023/24,SEPTEMBER,27/07/23,26/09/23,AESTIMA LTD,823250,N2003 LEGAL EXT RECHARGEABLE WORK,440030 LEGAL FEES,LEGAL SERVICES / NOT ELSEWHERE CLASSIFIED, £ 660.00 
