Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1504.56,Brighter Days Care at Home,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1982.4,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,702.56,Brighter Days Care at Home,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1230.36,Brighter Days Care at Home,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,629.16,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1265.48,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2115.12,Brighter Days Care at Home,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,990.64,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,449.44,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1911.28,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,842.88,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,7426.28,Brighter Days Care at Home,Corporate Director People,Mental Health Older People,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3968.72,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3584.56,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1124.48,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,965.8,Brighter Days Care at Home,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1520.12,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2115.96,Brighter Days Care at Home,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1187.19,My Little Angels,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1882.11,My Little Angels,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2319.42,My Little Angels,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,970.48,My Little Angels,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1070.89,My Little Angels,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,433.33,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,650,Fairfield Opportunity Farm (Dilton) Ltd,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2809,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2831.36,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1124.48,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,991.2,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1124.48,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,990.64,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1619.8,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,520.2,Claydon Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1496.88,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2272.48,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1573.04,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,449.44,SeCareServe Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2368.8,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,990.64,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,462.95,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2674,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,352.92,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,449.44,SeCareServe Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3370.8,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1387.64,SeCareServe Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,258,PortalPlanQuest Ltd,Corporate Director Place,Development Management,Planning Application,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,258,PortalPlanQuest Ltd,Corporate Director Place,Development Management,Planning Application,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,258,PortalPlanQuest Ltd,Corporate Director Place,Development Management,Planning Application,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,38028.42,3Ti Energy Hubs Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,979.2,Neck of the Woods Films Ltd,Not Reported to Cabinet,Cranborne Chase,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,68494.28,Gentle Guardian,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1905.48,Enterprise Flex-E Rent,Corporate Director People,SEN Social Care,Pool car hire,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2312.04,Marigold Care Group Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,507.65,British Gas Lite,Corporate Director Resources,Investment Portfolio (FM),Electricity,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,7500,AONE CHILDREN'S SERVICES LTD,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,252.77,Alizor Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1751.72,Alizor Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1790.56,Fabeliz Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4219.04,Fabeliz Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,34828.68,Acorn Care and Education Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,28000.01,Acorn Care and Education Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,28000.01,Acorn Care and Education Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4209.8,Step by Step Fostering Limited,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,47506.33,Boden Group Facilities Ltd,Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,9971.23,Wattbike Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,868.92,Avon Security Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,375.78,Avon Security Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,80815.94,J V Pickford T/A Faresaver Buses,Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,316.35,Community Access Network Ltd,Corporate Director People,LDAS and Moving On Service,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,317.44,Budwood Ltd,Corporate Director People,Children in Care,ChildrensWelfareActs,Capital charges and Expenditure,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,307.2,Budwood Ltd,Corporate Director People,Children in Care,ChildrensWelfareActs,Capital charges and Expenditure,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,317.44,Budwood Ltd,Corporate Director People,Children in Care,ChildrensWelfareActs,Capital charges and Expenditure,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,251.64,SSE Energy Solutions,Corporate Director Resources,Operational Portfolio (FM),Electricity,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,252,Aspire Taxis,Corporate Director People,18+ Care,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2220.62,Aspire Taxis,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,296.18,Aspire Taxis,Corporate Director People,18+ Care,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1403.47,Aspire Taxis,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3346.8,Aspire Taxis,Corporate Director People,SEN Social Care,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2204.67,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5842.5,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,16401.75,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,36441.42,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2453.42,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1828.75,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,7686.83,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5114.17,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,12095,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,8201.42,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2368.25,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,694.08,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2514.92,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,12672.5,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,7643.92,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3292.08,Go South Coast (was Tourist Coaches),Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5524.67,Go South Coast (was Tourist Coaches),Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,6504.58,Go South Coast (was Tourist Coaches),Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1176.92,Magna Learning Partnership,Corporate Director People,Funding Schools,Supply Teacher Ins,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,597.3,Magna Learning Partnership,Corporate Director People,Funding Schools,Supply Teacher Ins,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,817.5,G4S Secure Solutions,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,33309.72,Fairport Care Services Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,35866.8,Fairport Care Services Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,311.8,Everlife (Wiltshire),Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,628.88,Everlife (Wiltshire),Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1179.76,Everlife (Wiltshire),Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,673.92,Everlife (Wiltshire),Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,561.6,Everlife (Wiltshire),Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1118.4,Berkeley Home Health Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,337.96,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2849.24,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5520,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3491.28,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1605.4,Celtic Care Services Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1261.08,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,474.12,Celtic Care Services Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2803.24,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1351.84,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1892.84,Celtic Care Services Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,3975.01,Celtic Care Services Ltd,Corporate Director People,LDAS and Moving On Service,Supported Living,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,612.84,Celtic Care Services Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1881.24,Celtic Care Services Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1540.4,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1246.84,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2891.4,Celtic Care Services Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2711.24,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,532.28,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2479.24,Celtic Care Services Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2533.44,Celtic Care Services Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2408.92,Celtic Care Services Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2253.79,Community Transport for South Wiltshire,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,432,The Firs Home Care Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,38571.3,Positif Care Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,5826.67,AD-RAINS Limited,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4971.67,AD-RAINS Limited,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4383.33,AD-RAINS Limited,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4049.4,AD-RAINS Limited,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,4027.97,AD-RAINS Limited,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,2505.04,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,316.28,Retain Healthcare,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,326.37,Retain Healthcare,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,316.08,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,1730.28,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,10/09/2024,632.16,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
