Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,724.5,Cleeve Cats Boarding Cattery,Corporate Director People,Mental Health Adults of Working Age,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,13722.08,Dunstan Catholic Education Trust,Corporate Director People,SEND Placements,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1769.04,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2227.68,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1664,Maisy Care At Home Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,624,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2324,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2082.08,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,894.04,Maisy Care At Home Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,124387.78,Fisher & Dean Construction Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,7216.44,Fisher & Dean Construction Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,337.08,Dignify Care Limited,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,990.64,Dignify Care Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1128.48,Dignify Care Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2023.36,Dignify Care Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2359.56,Dignify Care Limited,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1415.68,Dignify Care Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1281.84,Dignify Care Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1300,Wonde Ltd,Corporate Director People,Household Support Fund,Grants to Vol Orgs and Associations,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,270,Advocacy Focus,Corporate Director People,DoLS,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,20175,Innox Mills Ltd,Not Reported to Cabinet,Capital Project Codes,Other Grants,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1500,The Equivalent Project CIC,Corporate Director Place,Community Area Boards,Grants to Vol Orgs and Associations,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1997.8,Thames Water Utilities Ltd (Swindon),Corporate Director Place,Local Highways & Streetscene,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,22000,Marchant-Holliday School Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,21333.34,Marchant-Holliday School Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,22000,Marchant-Holliday School Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,25000,Marchant-Holliday School Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,25000,Marchant-Holliday School Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2258.02,Wheelers Westbury Ltd,Corporate Director Place,Enterprise Network,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1500,Wiltshire Music Centre Trust Ltd,Corporate Director Place,Community Area Boards,Grants to Vol Orgs and Associations,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1480.8,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,665,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1715,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1347.5,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1415.8,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1960,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1717.25,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1963.6,Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,6635.85,Acorn Education Trust,Corporate Director People,SEND Placements,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,846.05,B & CE Peoples Pension,Not Reported to Cabinet,Other Balance Sheet & Suspense,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,586.78,Nurse Plus & Carer Plus (UK) Ltd,Corporate Director People,Day & Respite,Agency Staff,Employee Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,19611.29,Insight Direct UK Ltd,Corporate Director Resources,Information Services,Equipment Purchase,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,257.04,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,257.04,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,260.82,Action Deafness Ltd,Corporate Director People,Hospitals & CHC,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,12103.98,REDACTED - PERSONAL DATA,Corporate Director People,PP Community Protection,Public Health Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,18496.8,SWAAY Child & Adolescent Services Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3277.5,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,7043.7,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3635.4,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,4175.4,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3728.7,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3635.4,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3635.4,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3728.7,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3635.4,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3728.7,Compass Fostering West Ltd,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3271.8,Compass Fostering South,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3271.8,Compass Fostering South,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,359.28,Dentons Directories Ltd,Corporate Director People,Schools Traded Services,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1800,Wessex Tree Care Ltd (Projects),Corporate Director Place,Rights of Way & Countryside,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2470,Wessex Tree Care Ltd (Projects),Corporate Director Place,Rights of Way & Countryside,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,36940.2,Bevan Brittan LLP,Corporate Director Resources,PFI,Legal Fees Other,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,8423.58,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,8323.86,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,29768.47,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,16049.06,Go South Coast (was Tourist Coaches),Corporate Director Place,Bus Network Manager,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,32795.23,Insight Direct UK Ltd,Corporate Director Resources,Information Services,Equipment Purchase,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,866.4,Evac+Chair International Ltd,Corporate Director Resources,Operational Portfolio (FM),Equipment Purchase,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2386.45,Chalke Valley Roofing,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,395.28,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1062,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,954,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,324,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,584.4,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,882,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,4154.96,Enerveo Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,6040.32,Ian Williams Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,17384.88,Ian Williams Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,36690.04,Cornerstones UK Ltd_110620,Corporate Director People,LDAS and Moving On Service,Adult Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,616.75,Travis Perkins Trading Co Ltd,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,12845.03,Pewsey Vale Acadamy,Corporate Director People,SEND Placements,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2489.71,South West Home Care Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,5630.68,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1188,Herd Thyme,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,19375.73,Rollalong Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,45631.07,Rollalong Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,7348,Retain Healthcare,Corporate Director People,SEN Social Care,Client Support,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,354.87,Retain Healthcare,Corporate Director People,SEN Social Care,Tsprt Mileage & Fuel,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1984.36,Butterfly Home Help,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2997.12,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1859.2,Butterfly Home Help,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1394.4,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3224.48,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1202.32,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,929.6,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2635.6,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2249.52,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,543.92,Butterfly Home Help,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1340.6,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,786.52,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,991.2,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,629.16,Butterfly Home Help,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,337.08,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1535.68,Butterfly Home Help,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,797.72,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,629.16,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1124.76,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,449.44,Butterfly Home Help,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2089.8,Butterfly Home Help,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,1370.72,Butterfly Home Help,Corporate Director People,LDAS and Moving On Service,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,3131.36,Butterfly Home Help,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2115.96,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,2406.88,Butterfly Home Help,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,16727.47,Jacobs UK Ltd,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,501.97,Acorn Education Trust,Corporate Director People,SEND Placements,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,17449.06,Acorn Education Trust,Corporate Director People,SEND Placements,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,18/09/2024,354,Thrive,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,20676.56,P H Jones British Gas Housing Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,3192.61,Horizon Supported Accommodation Limited,Corporate Director People,Children in Care,Client Support,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,491.46,Palintest Ltd,Corporate Director Place,Leisure Centres,Entertainers and Artists,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,7425,Wiltshire Outdoor Learning Team,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,6383.75,Corsham School Academy,Corporate Director People,Virtual School Head,Allocation to Delegated Schools,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,405.6,Oakford Technology Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,516,Abbott Toxicology Ltd,Corporate Director People,Support & Safeguarding,Laboratory Test fees ,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,36740,The Nelson Trust,Corporate Director People,PP Community Protection,Public Health Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,23274.89,Kingsfield Computer Products Ltd,Corporate Director Place,Leisure Centres,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,842.08,Kingsfield Computer Products Ltd,Corporate Director Place,Leisure Centres,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,1440,Kingsfield Computer Products Ltd,Corporate Director Resources,Information Services,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,5486.4,Kingsfield Computer Products Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,9900,Valuation Office Agency,Corporate Director Place,Development Management,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,5725.8,Wiltshire College - Trowbridge_122627,Corporate Director People,Virtual School Head,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,360,Conservation Contractors,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,3360,Red Jacket Specialist Care,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,2222.39,Family First Fostering,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,514.43,J P Lennard Ltd,Corporate Director Place,Leisure Centres - Insourced,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,7304.04,Compass Minerals,Corporate Director Place,Winter Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,1712.15,Compass Minerals,Corporate Director Place,Winter Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,385.37,Eurocell Building Plastics Limited,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,677.28,Zoggs International Limited,Corporate Director Place,Leisure Centres,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,1647,Institute of Swimming Limited,Corporate Director Place,Leisure Centres - Insourced,Consultancy Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,273,Bristol Auto Electrical Ltd,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,10925.86,Network Rail Infrastucture Ltd,Not Reported to Cabinet,Capital Project Codes,Highways Planned Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/09/2024,685.44,Amateur Swimming Association,Corporate Director Place,Leisure Centres - Insourced,3rd Party Payments,Third Party Payments,,,
