Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,08/08/2024,639063.26,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,08/08/2024,22023.17,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,08/08/2024,5204.99,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,08/08/2024,9509.1,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,08/08/2024,33916.4,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,09/08/2024,270000,Sampson Coward Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,12/08/2024,155000,Parker Bullen General Client ac,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,14/08/2024,20800,Lyons Bowe Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,20/08/2024,187200,Lyons Bowe Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,650934.34,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,22023.17,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,5204.99,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,7430.66,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,9509.1,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,22/08/2024,33916.4,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
