Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,20/12/2024,7500,INACTIVE Blackhawk Network EMEA Ltd,Corporate Director People,Children in Care,ChildrensWelfareActs,Capital charges and Expenditure
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2278.1,Bridgman Taxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1881,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1501,REDACTED - PERSONAL DATA,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1590,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,65262,Shyne Together Limited,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2000,REDACTED - PERSONAL DATA,Chief Executive Directorates,Coroner,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1800,Case Management Solutions Group Ltd,Corporate Director Place,PP Environmental Control & Protection,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,288,Paxcroft Mead Community Centre,Corporate Director People,Employment & Skills,Premises Rental,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,498,Alpha Translating & Interpreting Services Ltd,Corporate Director People,Housing Operations & People,Translations,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4842.5,Tokes Farm Education,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,779.25,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1199.4,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1869.15,REDACTED - PERSONAL DATA,Corporate Director People,Children in Care,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,143073.35,Milestone West Limited,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,262.5,Chippenham Community Eco Hub,Corporate Director People,Employment & Skills,Premises Rental,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,49309.71,Next Step Independence Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,270,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2058,White Eagle,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2708.45,White Eagle,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3116,White Eagle,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3132,White Eagle,Corporate Director People,Support & Safeguarding,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2419.8,Salisbury Cars,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,270,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,6333,REDACTED - PERSONAL DATA,Corporate Director Place,Development Management,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,672,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,7778.06,Andrew Burgess Planning Ltd,Corporate Director Place,Development Management,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2687.61,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2267.68,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3695.46,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2519.64,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2309.66,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3057.16,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2564.8,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3141.48,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2785.2,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4121,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3794.3,Andak Taxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4050,The Taxi Man,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,5472,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3353.76,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1987.2,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1675.2,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1771.2,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3164.16,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1891.2,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1628.16,The Taxi Man,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,24412.5,NE Specialist Theraputic Services,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,288,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3714,REDACTED - PERSONAL DATA,Chief Executive Directorates,Coroner,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2217.6,Travel Connect Tours Ltd,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2133.6,Travel Connect Tours Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4834.8,Travel Connect Tours Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,8112,Travel Connect Tours Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4842,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4347.6,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,5472,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3936,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1334.42,Travel Connect Tours Ltd,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,6432,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1514.88,Travel Connect Tours Ltd,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3499.2,Travel Connect Tours Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3552,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3360,Travel Connect Tours Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2212.8,REDACTED - PERSONAL DATA,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,8300,Wiltshire Citizens Advice Bureau,Corporate Director People,Household Support Fund,Grants to Vol Orgs and Associations,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,765.78,Jacobs Enforcement Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2277,West Country Tree Services,Corporate Director Place,Local Highways & Streetscene,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2895.72,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1782.14,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1686.24,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1276.45,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,615.94,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,458.32,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,19516.55,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,124284.1,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,19262.88,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1476.19,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1515.84,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1635.31,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1939.98,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1031.09,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1789.79,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,15325.07,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1221.14,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3999.85,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,850.67,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,432.3,Wilson Plumbing Supplies Limited,HRA,HRA Repairs & Maintenance,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,5731.2,Edufocus Ltd,Corporate Director People,School Effectiveness,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,288,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3963.96,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2860.8,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2710.56,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2710.56,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3614.16,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3462.96,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3011.28,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2710.56,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2409.12,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2935.92,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2557.44,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,6480,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4992,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2880,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,521.64,Travel Connect Salisbury Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,5467.44,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,4699.2,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1704.96,Travel Connect Salisbury Ltd,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,270,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1059.36,Zoggs International Limited,Corporate Director Place,Leisure Centres,Chemicals,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,5276,Southampton City Council_112511,Corporate Director Resources,Childrens Commissioning,Tsprt Mileage & Fuel,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,2532.36,Spire Glass Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,16491.3,Five Rivers Child Care Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,16491.3,Five Rivers Child Care Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,16491.3,Five Rivers Child Care Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,16491.3,Five Rivers Child Care Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,16491.3,Five Rivers Child Care Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,558,Mirage Signs Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3564,Mirage Signs Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1356,Mirage Signs Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,780,Mirage Signs Ltd,Corporate Director Place,Off Street & On Street,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,22546.8,Great Western Hospitals NHS Trust,Chief Executive Directorates,Coroner,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1131.6,Great Green Systems Limited,Not Reported to Cabinet,Capital Project Codes,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,87179.77,Hills Waste Solutions Limited,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,94856.16,Hills Waste Solutions Limited,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,3193.59,Salisbury NHS Foundation Trust,Chief Executive Directorates,Coroner,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1494.3,Steele Davis (Swindon) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/12/2024,1786.55,Steele Davis (Swindon) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
