Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3412.79,Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,23695.79,Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,594,Kier Facilities Services Ltd,Corporate Director Resources,Commercial Services (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,4578,Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,5519.78,Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,39222.47,Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,14365.09,Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3785.62,Kier Facilities Services Ltd,Corporate Director People,Housing Operations & People,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,27844.96,Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1875.89,Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,660,REDACTED - PERSONAL DATA,Corporate Director People,Families & Children Management,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,771.4,Yell Cabs,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,28968,IPL Plastics UK Ltd (T/A IPL Rotherham),Not Reported to Cabinet,Capital Project Codes,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1913.28,Complete Pool Controls Ltd,Corporate Director Place,Leisure Centres,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,300,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,700,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,300,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3416.06,NBA Solutions Ltd,Corporate Director People,Families & Children Management,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2340,West Lavington Youth Club,Corporate Director Place,Community Area Boards,Grants to Vol Orgs and Associations,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,5000,Wiltshire Archaeological and Natural History Society,Not Reported to Cabinet,Capital Project Codes,Grants to Vol Orgs and Associations,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,252.43,Chubb Electronic Security - Bristol,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,11217,Housemark Online Services Ltd,HRA,HRA Supervision & Management General A,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,308.4,Institute Of Licensing Events Ltd,Corporate Director Resources,HR Service Org Dev & Change,Staff Training - Gen,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,18000,REDACTED - PERSONAL DATA,Corporate Director Place,Development Management,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2656.77,Red Jacket Specialist Care,Corporate Director People,Children in Care,Additional Allowance,Capital charges and Expenditure
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,390,APA Consultants Ltd,Corporate Director Place,Development Management,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,349.94,J P Lennard Ltd,Corporate Director Place,Leisure Centres - Insourced,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,436.2,CB Skip Hire,HRA,HRA Repairs & Maintenance,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,257.52,CB Skip Hire,HRA,HRA Repairs & Maintenance,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,322,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1748,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,368,Larkrise Community Farm,Corporate Director People,Mental Health Adults of Working Age,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,736,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,378,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,864,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,368,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,756,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,552,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,864,Larkrise Community Farm,Corporate Director People,LDAS and Moving On Service,AdDayCare-SpotCont,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1936.97,Dohatech Healthservice Limited,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2964.25,Rundle & Co Ltd,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1394.25,Lifeline Homecare Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1469.04,Lifeline Homecare Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2238.07,Spire Glass Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,410,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,480,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,320,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,480,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,480,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,320,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,320,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,320,Elizabeth House Social Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1694.63,Family Support Care Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1047.2,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1706.1,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2635.76,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,395.1,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,817.02,Grace Live in Carers Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2552.07,Grace Live in Carers Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,421.44,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2190.75,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,622.8,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,929.6,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,4341.4,Grace Live in Carers Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1168,Grace Live in Carers Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1833.4,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2388.19,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2089.72,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,854.7,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1475.04,Grace Live in Carers Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3016,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2115.08,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1969.7,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1687.36,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,664,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,7874.88,Grace Live in Carers Ltd,Corporate Director People,Adults Loans,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,571.88,Grace Live in Carers Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1291.37,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1141.22,Grace Live in Carers Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,686.72,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1205.54,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,353.43,Grace Live in Carers Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1124.56,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1062.4,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,707.6,Grace Live in Carers Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,288,REDACTED - PERSONAL DATA,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,280.9,Blakehill Healthcare,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2248.96,Blakehill Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,319,Institute of Swimming Limited,Corporate Director Resources,HR Service Org Dev & Change,Staff Training - Gen,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,600,Downland School 303/7007,Corporate Director People,Funding Schools,Supply Teacher Ins,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3266,REDACTED - PERSONAL DATA,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3019.25,REDACTED - PERSONAL DATA,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3387.36,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,715.21,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1490.65,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,880.82,Wessex Electricals (Shaftesbury) Ltd,Corporate Director People,Housing Operations & People,Premises Maint Other,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1246.68,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,4093.49,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,663.08,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,516.96,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1979.59,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1540.33,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,615.94,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3246.23,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,572.96,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Clothing & Uniforms,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,513.18,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,852.3,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,252,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,428.83,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1063.2,Chalke Valley Roofing,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,16992,Drain Services Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,528.9,Lewis Property Services Ltd,Corporate Director People,Housing Operations & People,Premises Maint Other,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,323.94,A S A Awards Scheme,Corporate Director Place,Leisure Centres - Insourced,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1514.4,Newsquest Media Group Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3764.33,Fostering Solutions Ltd_110059,Corporate Director People,Placements,External Fostering,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,8511.6,Great Green Systems Limited,Not Reported to Cabinet,Capital Project Codes,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,800,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1200,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1200,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1200,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1200,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1200,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,800,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,840,Anna Zengeya t/a Alpha Firstcare,Corporate Director People,Children in Care,Asylum Seekers Adults,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,3063.4,Mr Ovidiu Stroe - Maxi Taxi,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,949.05,Mr Ovidiu Stroe - Maxi Taxi,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2197.42,Mr Ovidiu Stroe - Maxi Taxi,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1614,DJD Propery Maintenance Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1425.92,REDACTED - PERSONAL DATA,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2803.4,Vladimer Rusia Panda Taxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,1705.2,Vladimer Rusia Panda Taxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,9691,4Syte Funding Ltd,Corporate Director People,Placements,Supported Living,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/07/2024,2687.61,Swindon Community Action Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
