Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,100.80",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,100.80",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,100.80",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,294.60",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,100.80",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,325.60",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,100.80",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,488.40",Adecco UK Ltd,Corporate Director Resources,Childrens Commissioning,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£302.75,Trojan Garage Equipment Services Ltd,Corporate Director Place,Highways Operations,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,218.00",Bristol City Council,Chief Executive Directorates,Coroner,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£91,191.25",Churchill Contract Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£921.60,Churchill Contract Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,131.20",Churchill Contract Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£612.00,Churchill Contract Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£628.82,Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£6,331.80",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£506.86,Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£13,377.86",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£5,352.20",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,292.23",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£5,630.06",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£5,274.34",Royal Mail,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,500.00",HaskoningDHV UK Limited,Corporate Director Place,Policy Development,ICT Support,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£4,962.00",Society of County Treasurers,Corporate Director Resources,Accountancy,Subscriptions,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£518.25,Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,526.37",Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£439.35,Saxon Care Solutions Limited,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,192.73",Saxon Care Solutions Limited,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£498.78,Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,018.00",Saxon Care Solutions Limited,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£726.60,Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£711.04,Saxon Care Solutions Limited,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,338.95",Saxon Care Solutions Limited,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£393.60,Saxon Care Solutions Limited,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,050.64",Saxon Care Solutions Limited,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£622.80,Saxon Care Solutions Limited,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£892.44,Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,287.12",Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£272.46,Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,498.78",Saxon Care Solutions Limited,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£700.00,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£30,000.00",The Account Officer Ministry Of Defence,Corporate Director Resources,Operational Portfolio (FM),Premises Rental,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,080.00",Kennet Furniture Refurbiz,Corporate Director People,Children in Care,Other Grants,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£3,600.00",The Oyster Partnership,Corporate Director Resources,Accountancy,Agency Staff,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,680.00",The Oyster Partnership,Corporate Director Resources,Accountancy,Agency Staff,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£53,898.00",The Pound Arts Trust Ltd,Corporate Director Place,leisure Culture and Communities Developm,Other Grants,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£417.00,Harwell Document Restoration Services,Corporate Director Place,Heritage,Cleaning Mats -Bldgs,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,493.40",Hays (Office Support),Corporate Director People,Hospitals & CHC,Agency Staff,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£4,734.49",Hays (Office Support),Corporate Director People,Hospitals & CHC,Agency Staff,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£281.94,Kingsfield Computer Products Ltd,Corporate Director Resources,Information Services,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,283.35",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,507.21",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,190.69",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,646.37",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£869.54,Audley Care White Horse,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£861.72,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,127.48",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£677.38,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,912.55",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£919.10,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£919.10,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£459.55,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,962.10",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,190.42",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,066.29",Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£886.40,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£481.74,Audley Care White Horse,Corporate Director People,Reablement,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£459.55,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£416.75,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£583.45,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£671.90,Audley Care White Horse,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,982.29",Bibby Factors Yorkshire Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£643.72,Days Contract Hire,Corporate Director Place,Bus Network Manager,Operating Lease Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£335.20,Howdens Joinery Co,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,746.00",Rofemaron Healthcare Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£339.60,Tennants Distribution Ltd,Corporate Director Place,Highways Operations,Vehicle Fuel,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,018.80",Tennants Distribution Ltd,Corporate Director Place,Highways Operations,Vehicle Fuel,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£880.00,UK Pickleball Shop,Corporate Director Place,Leisure Centres,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£11,220.00",Ruskin Mill Trust,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£62,794.77",Ruskin Mill Trust,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£11,321.04",Ruskin Mill Trust,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£274.72,Rygor Commercials Ltd (Parts),Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£480.00,Rygor Commercials Ltd (Parts),Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£85,714.23",Positif Care Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£420.96,Under Pressure UK,Corporate Director Place,Highways Operations,Vehicle Parts,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£6,054.39",TravelPerk UK IRL Limited,Corporate Director People,Children in Care,Public Transport,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,058.34",CCS Media Ltd,Corporate Director Resources,Information Services,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,922.33",CCS Media Ltd,Corporate Director Resources,Information Services,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,796.53",Spire Homecare 2016 Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£4,600.00",Spire Homecare 2016 Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£4,600.00",Spire Homecare 2016 Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£6,825.90",Compassion First Care Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,755.23",Compassion First Care Ltd,Corporate Director People,LDAS and Moving On Service,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£406.82,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£956.47,Retain Healthcare,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,196.79",Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£718.56,Hills Waste Solutions Limited,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£330.62,Hills Waste Solutions Limited,Corporate Director Place,Enterprise Network,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,061.35",Hills Waste Solutions Limited,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£287.42,Hills Waste Solutions Limited,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£276.62,Hills Waste Solutions Limited,Corporate Director Resources,Operational Portfolio (FM),Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£864.00,Hills Waste Solutions Limited,Not Reported to Cabinet,Trust Funds,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£2,231.10",Wiltshire Wildlife Trust,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£9,000.00",AtkinsRealis Ltd,Corporate Director Resources,Operational Portfolio (FM),Professional Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£11,220.00",AtkinsRealis Ltd,Corporate Director Resources,Operational Portfolio (FM),Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£11,220.00",AtkinsRealis Ltd,Corporate Director Resources,Operational Portfolio (FM),Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£6,150.94",Initial Washroom Solutions,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£550.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£700.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£300.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£500.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£550.00,Family Action Mill Race Centre,Corporate Director People,18+ Care,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£550.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£700.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£600.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£350.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£667.50,Wessex Electricals (Shaftesbury) Ltd,Corporate Director Resources,Commercial Services (FM),Property Maintenance,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,"£1,076.16",Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£281.22,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£255.36,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£281.89,Wessex Electricals (Shaftesbury) Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,01/05/2024,£628.45,Quadient Finance UK Ltd,Corporate Director Resources,Strategic Asset & Facilities Management,Postage,Premises Related
