Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/03/2025,243000,Bonallack & Bishop Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,24/03/2025,26527.62,Foxit Europe Gmbh,Corporate Director Resources,Information Services,Equipment Purchase,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,24/03/2025,558.65,REDACTED - PERSONAL DATA,Corporate Director People,Children in Care,Special Guardianship Allowances,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,24/03/2025,456.82,REDACTED - PERSONAL DATA,Corporate Director People,Children in Care,Special Guardianship Allowances,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,25/03/2025,220000,Batt BroadBent,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,25/03/2025,230000,Parker Bullen General Client ac,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,26/03/2025,22500,Goughs Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,26/03/2025,225187,Barker Son & Isherwood LLP,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,220000,Bonallack & Bishop Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,235015,Batt BroadBent,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,650934.34,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,22023.17,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,5204.99,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,7430.66,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,9509.1,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,27/03/2025,33916.4,White Horse Education Partnership,Corporate Director Resources,PFI,PFI PPP  Service Contracts,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,28/03/2025,212521.56,Forrester Sylvester Mackett,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,28/03/2025,202500,Goughs Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,28/03/2025,255000,Sampson Coward Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,28/03/2025,210000,Lyons Bowe Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,31/03/2025,305000,Foot Anstey LLP,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,31/03/2025,237500,Bonallack & Bishop Solicitors,Not Reported to Cabinet,Capital Project Codes,Land & Building Acquisition,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,14/03/2025,270,REDACTED - PERSONAL DATA,Corporate Director Place,Local Highways & Streetscene,Highways Planned Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,20/03/2025,540,REDACTED - PERSONAL DATA,Chief Executive Directorates,Democracy,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,20/03/2025,3360,REDACTED - PERSONAL DATA,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,600,Gecko Community,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2880,Modis International (T/A Akkodis),Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,4800,Modis International (T/A Akkodis),Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2076,Modis International (T/A Akkodis),Not Reported to Cabinet,Capital Project Codes,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,115796.59,Milestone Infrastructure Ltd,Corporate Director Place,Highways Assets Manager,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,5305.53,REDACTED - PERSONAL DATA,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,336,DJD Propery Maintenance Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,415.2,DJD Propery Maintenance Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,264,DJD Propery Maintenance Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,438,G W Flatman MAC Tools,HRA,HRA Repairs & Maintenance,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,553.38,Social Telecoms CIC,HRA,HRA Supervision & Management Special,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,474.6,REDACTED - PERSONAL DATA,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,23365.2,Streetspace Ltd,Not Reported to Cabinet,Capital Project Codes,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,10300,Focus Futures UK Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,3914,Focus Futures UK Ltd,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,72416.77,Space Zero (North) Ltd,Not Reported to Cabinet,Capital Project Codes,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,625,Inspire Leisure Training Limited,Corporate Director Place,Leisure Centres,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,9525.6,Jeremy Benn Associates Limited,Corporate Director Place,Spatial Planning,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,578.34,Prospero Group Ltd,Corporate Director People,Targeted Other,Other Purchased Services,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,16462.26,Certas Energy,Corporate Director Place,Highways Operations,Vehicle Fuel,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,10273.5,Certas Energy,Corporate Director Place,Highways Operations,Vehicle Fuel,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,20914.92,Voiceability,Corporate Director People,LDAS and Moving On Service,Other Grants,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,17663.26,Videalert Ltd,Corporate Director Place,Off Street & On Street,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,600,REDACTED - PERSONAL DATA,Corporate Director People,Families & Children Management,Legal Fees Other,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,551.2,Good Will Services,Corporate Director People,School Governor Support,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,920.05,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,337.93,Wessex Electricals (Shaftesbury) Ltd,Corporate Director People,Housing Operations & People,Electricity,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,275.53,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,353.93,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,454.43,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,375.31,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,334.25,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,359.41,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,485.09,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,417.22,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,623.51,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,520.49,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,463.27,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,519.47,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1789.79,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,15325.07,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,19300.46,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,31720.5,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,812.48,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,323.09,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,334.25,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,419.12,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,566.47,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,47608.82,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,479.04,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,484.28,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,331.15,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,377.92,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,5592.43,Caring for Communities and People,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,5663.14,Caring for Communities and People,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,5234.14,Caring for Communities and People,Corporate Director People,Children in Care,Childrens Respite Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,39857.15,Cambian Childcare Limited,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,465.76,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,528.11,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1365.04,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,760.32,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,346.38,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,655.78,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,761.38,MULTIQUIP SUPPLIES LTD,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2035.8,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2035.8,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1698.9,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1964.4,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2103.66,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1755.53,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2029.88,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2103.66,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2103.66,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1755.53,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2029.88,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2103.66,National Fostering Agency,Corporate Director People,Placements,Fostering Fees,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,903,Newsquest Media Group Ltd,Corporate Director People,Children in Care,Promotions/Marketing Expenses,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2361.59,Newsquest Media Group Ltd,Corporate Director People,Children in Care,Promotions/Marketing Expenses,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,312,Newsquest Media Group Ltd,Corporate Director People,Children in Care,Promotions/Marketing Expenses,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1540.33,Spire Glass Ltd,Not Reported to Cabinet,Capital Project Codes,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,13160,The Orders of St John Care Trust,Corporate Director People,Adults Loans,Adult Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,19439.33,The Sheiling Ringwood,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,306.98,W J Joyce Engineers Ltd,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1369.25,Rygor Commercials Ltd (Parts),Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,496.27,Rygor Commercials Ltd (Parts),Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,5662.91,Compass Minerals,Corporate Director Place,Winter Maintenance,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,6448.55,Initial Washroom Solutions,Corporate Director Resources,Operational Portfolio (FM),Cleaning,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,540,Spicerhaart Corporate Sales,Corporate Director People,Adults Loans,Adult Care Loans,Capital charges and Expenditure
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,9986,JCR Construction,Not Reported to Cabinet,Capital Project Codes,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,1310,Darren MacDonald Funeral Directors,Corporate Director Place,PP Environmental Control & Protection,Burials & Cremations,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2064.57,Askews & Holts Library Services Ltd,Corporate Director Place,Libraries,Books Newspapers and Periodicals ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,3330,Bevan Brittan LLP,Corporate Director People,QA Partnerships & Sector Led Improvement,Subscriptions,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,4345.86,Norman E Webb Transport Services Limited,Corporate Director Place,Highways Operations,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,721.3,BT Global Services,Corporate Director Resources,Information Services,Telephony,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,03/03/2025,2670,Drain Services Ltd,Not Reported to Cabinet,Capital Project Codes,Property Maintenance,Premises Related
