Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20730479,4796,2025-01-07 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729018,401.96,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729020,4326,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729021,963.38,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729022,376.2,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729023,1715.78,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729024,4975.88,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729025,567.66,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729026,1766.98,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729027,4309.52,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729028,4975.88,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729029,4400,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20729030,1680,2025-01-05 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20729406,6290.2,2025-01-07 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20729407,5765.2,2025-01-07 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20729408,5185,2025-01-07 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20729409,4965.2,2025-01-07 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20729445,4242.9,2025-01-07 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20731306,1096.64,2025-01-08 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731307,-715.2,2025-01-08 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731420,1330.24,2025-01-08 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731421,-997.68,2025-01-08 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731461,1501.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731462,2169.44,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731463,810.56,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731464,1501.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731465,667.52,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731466,1335.04,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731467,2503.2,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731468,2169.44,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731469,476.8,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731470,1096.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731471,1501.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731473,1287.36,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731474,1287.36,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731475,2670.08,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731476,572.16,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731477,619.84,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731478,1215.84,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731479,1335.04,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731480,667.52,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731481,619.84,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731482,834.4,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731483,333.76,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731484,1168.16,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731486,2933.28,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731487,6770.56,2025-01-07 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20731488,1478.08,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731491,1711.72,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731492,1278.72,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731493,1711.72,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731494,560.94,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731496,1278.72,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731498,1792.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731499,1792.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731501,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731502,1918.96,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731503,1792.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731504,886.67,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731505,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731506,1862,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731507,1231.98,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731508,2123.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731509,2200.82,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731510,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731511,1694.36,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731512,886.67,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731513,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731514,1301.06,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731515,1918.96,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731516,1792.92,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731517,410.66,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731518,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731519,1862,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731520,1231.98,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731521,410.66,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731522,2123.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731523,2200.82,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731524,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731525,1850.44,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731526,1231.98,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731527,1146.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731528,410.66,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731529,821.32,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731530,2243.76,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731532,971.6,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731534,1457.14,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731535,793.56,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20731536,1642.64,2025-01-07 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732638,799.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732639,799.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732640,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732641,1087.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732642,466.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732643,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732644,588.3,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732645,621.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732647,1087.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732649,266.4,2025-01-16 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20732650,355.2,2025-01-16 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20732651,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732652,999,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732653,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732654,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732655,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732656,2175.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732657,2331,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732659,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732660,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732661,466.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732662,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732663,455.1,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732664,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732665,621.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732667,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732668,999,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732669,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732670,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732671,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732672,444,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732673,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732674,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732675,2175.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732676,2331,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732678,1021.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732680,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732681,621.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732682,266.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732684,532.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732686,277.5,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732687,310.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732688,1376.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732689,1265.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732690,932.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732691,466.2,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732692,932.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732694,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732696,455.1,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732697,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732698,1398.6,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732699,4091.64,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732700,4091.64,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732706,932.4,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732707,1975.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732708,1975.8,2025-01-16 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20732709,1243.2,2025-01-16 00:00:00,Contractual costs,Home Care
