Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
ADULTS,10000063,Orchard Lodge Care Home,20674148,3400,2024-05-28 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20674149,3600,2024-05-28 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000223, ,10914767,1200,2024-05-01 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10914125,300,2024-05-03 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10915361,300,2024-05-16 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10915893,600,2024-05-22 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10916039,300,2024-05-23 00:00:00,Supplies,Professional Fees
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20674217,4796,2024-05-28 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20674218,4796,2024-05-28 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000364,University Of Bedfordshire,10914884,12000,2024-05-09 00:00:00,Contractual costs,Contract Payments - Private Contractors
ADULTS,10000365,Barbara Grell Consultancy Ltd,10914030,600,2024-05-06 00:00:00,Supplies,Professional Fees
ADULTS,10000365,Barbara Grell Consultancy Ltd,10914588,600,2024-05-12 00:00:00,Supplies,Professional Fees
ADULTS,10000365,Barbara Grell Consultancy Ltd,10914885,300,2024-05-13 00:00:00,Supplies,Professional Fees
ADULTS,10000367, ,10913854,700,2024-05-02 00:00:00,Supplies,Professional Fees
ADULTS,10000367, ,10914563,900,2024-05-09 00:00:00,Supplies,Professional Fees
ADULTS,10000367, ,10915383,400,2024-05-17 00:00:00,Supplies,Professional Fees
ADULTS,10000367, ,10916171,900,2024-05-24 00:00:00,Supplies,Professional Fees
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670318,-1238.16,2024-03-27 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670319,-1439.28,2024-03-27 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670321,-3150,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670322,3244.5,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670323,-3623.13,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670324,3731.91,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670325,-3623.13,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670326,-3138,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670327,3232.14,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670328,3731.91,2024-05-19 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670329,437.47,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670331,4326,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670332,1767.14,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670333,389.66,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670334,1728.05,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670335,2321.62,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670336,4975.88,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670337,1191.62,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670338,559.07,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670339,4309.52,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670340,4975.88,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20670342,1076.76,2024-05-20 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674107,-1157.5,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674108,-3472.5,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674109,1157.5,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674110,-1818.93,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674111,3472.5,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20674112,4630,2024-05-28 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10914548,300,2024-05-09 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10914552,300,2024-05-09 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10914559,300,2024-05-09 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10914564,300,2024-05-09 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10915270,300,2024-05-16 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10915621,300,2024-05-16 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10916254,300,2024-05-27 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10916258,300,2024-05-27 00:00:00,Supplies,Professional Fees
ADULTS,10000517,Line of Sight Care Limited,20666580,560.52,2024-05-01 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666581,560.52,2024-05-01 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666584,326.97,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666585,326.97,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666587,508.62,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666588,254.31,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666590,326.97,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666591,326.97,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666596,508.62,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666597,254.31,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666600,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666601,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666602,363.3,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666603,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666604,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666605,326.97,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666606,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20666607,290.64,2024-04-22 00:00:00,Contractual costs,Home Care
