Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
CORP,GIBB01,Gibbs & Dandy Plc,10917765,34944.89,2024-06-09 00:00:00,Balance Sheet,Travis Perkins Contra
CORP,GIBB01,Gibbs & Dandy Plc,10918464,12615.82,2024-06-16 00:00:00,Balance Sheet,Travis Perkins Contra
CORP,C99999, ,10918459,1395.61,2024-06-17 00:00:00,Supplies,Project Costs
CORP,C99999,Accent Housing,10919326,841.63,2024-06-26 00:00:00,Contractual costs,Accommodation
ENVIRON,C99999,Bedford Theatre Trust Limited,10918359,3000,2024-06-17 00:00:00,Supplies,Payment of Grant
CORP,C99999,EBS Property Investments Ltd,10917577,1540,2024-06-10 00:00:00,Contractual costs,Accommodation
ENVIRON,C99999, ,10917457,315,2024-06-07 00:00:00,Customer & Client Receipts,Fee Income
CORP,C99999, ,10919491,500,2024-06-27 00:00:00,Supplies,Miscellaneous Expenditure
CORP,C99999, ,10918962,350,2024-06-21 00:00:00,Supplies,Project Costs
CORP,C99999, ,10918458,600,2024-06-17 00:00:00,Supplies,Project Costs
CORP,C99999, ,10918458,1684.42,2024-06-17 00:00:00,Supplies,Project Costs
CORP,C99999, ,10916753,727.52,2024-06-03 00:00:00,Supplies,Project Costs
CORP,C99999, ,10918963,464.62,2024-06-21 00:00:00,Supplies,Project Costs
CHILDRENS,C99999,The Share Foundation,10917986,1815,2024-06-13 00:00:00,Contractual costs,Family Assistance
CORP,C99999,Wixams Event Group,10919322,1000,2024-06-26 00:00:00,Supplies,Payment of Grant
PUBHEALTH,10000006,Cobbs Garden Surgery,10875823,540,2023-04-06 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000008,Whaddon Medical Centre,10917439,3145,2024-06-05 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000009,Wolverton Health Centre,10916861,1425,2024-05-31 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000009,Wolverton Health Centre,10919083,1055,2024-06-21 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000013,The Stonedean Practice,10916792,710,2024-05-31 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000015,Fishermead Medical Centre,10917034,515,2024-06-03 00:00:00,Contractual costs,Contract Payments - Private Contractors
PUBHEALTH,10000032,Westcroft Health Centre,10919203,1160,2024-06-24 00:00:00,Contractual costs,Contract Payments - Private Contractors
FINANCE,10000054,dsi billing services Ltd,10918121,713.18,2024-06-10 00:00:00,Supplies,External Printing
CHILDRENS,10000132,Beckfoot Phoenix Primary Special School,20676185,870,2024-06-04 00:00:00,Contractual costs,Top-Ups - Academies & Free Schools - OLA
CHILDRENS,10000183,Compass Fostering East Ltd,20683798,3500.76,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683799,7440,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683800,6941.79,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683801,719.64,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683803,-318.86,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683813,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683814,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683815,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683816,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683817,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683840,3100,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683841,3675.67,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683842,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683843,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683844,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000183,Compass Fostering East Ltd,20683845,3719.96,2024-06-24 00:00:00,Contractual costs,Independent Foster Care
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,10916781,345,2024-05-30 00:00:00,Supplies,Professional Fees
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20677460,460,2024-06-03 00:00:00,Contractual costs,Therapeutic Services
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20677461,460,2024-06-03 00:00:00,Contractual costs,Therapeutic Services
CHILDRENS,10000253,Ragdoll Training and Therapeutic Services,20677462,-460,2024-06-03 00:00:00,Contractual costs,Therapeutic Services
TRANS,10000268,Precision Resource Group T/A Panoramic Associates,10917233,1500,2024-06-04 00:00:00,Employees,Agency Salaries
ENVIRON,10000268,Precision Resource Group T/A Panoramic Associates,10917795,13300,2024-06-07 00:00:00,Employees,Agency Salaries
TRANS,10000268,Precision Resource Group T/A Panoramic Associates,10918183,3000,2024-06-11 00:00:00,Employees,Agency Salaries
ENVIRON,10000285,Restore Plc,10917534,599.53,2024-05-31 00:00:00,Supplies,Records Management
ENVIRON,10000285,Restore Plc,10917586,600.05,2024-04-30 00:00:00,Supplies,Records Management
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10917176,300,2024-06-04 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10917400,600,2024-06-05 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10917564,300,2024-06-06 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10918011,400,2024-06-12 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10919328,600,2024-06-26 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10919520,300,2024-06-26 00:00:00,Supplies,Professional Fees
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20684348,4796,2024-06-25 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20684349,4796,2024-06-25 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000365,Barbara Grell Consultancy Ltd,10916919,500,2024-06-02 00:00:00,Supplies,Professional Fees
CHILDRENS,10000406,Natasha Miller [Harcourt Chambers],10917386,1100,2024-05-29 00:00:00,Supplies,Court and Legal Fees
CHILDRENS,10000407,Weatherfield Academy,20676185,2147.93,2024-06-04 00:00:00,Contractual costs,Top-Ups - Academies & Free Schools - OLA
CAPITAL,10000460,VolkerHighways Ltd,10915855,2494.28,2024-05-17 00:00:00,Capital,Capital expenditure on Infrastucture
CAPITAL,10000460,VolkerHighways Ltd,10915875,1422.34,2024-05-17 00:00:00,Capital,Capital expenditure on Infrastucture
CAPITAL,10000460,VolkerHighways Ltd,10915911,23052.54,2024-05-17 00:00:00,Capital,Capital expenditure on Infrastucture
CAPITAL,10000460,VolkerHighways Ltd,10918489,-9518.08,2024-05-23 00:00:00,Capital,Highways Works
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20677438,759,2024-06-04 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20677439,828,2024-06-04 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20677440,312,2024-06-04 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20677441,1287,2024-06-05 00:00:00,Contractual costs,High Level Family Support CWD
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20677449,828,2024-06-05 00:00:00,Contractual costs,High Level Family Support CWD
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682234,437.47,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682235,4326,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682236,1767.14,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682237,389.66,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682238,1728.05,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682239,2321.62,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682240,1954.81,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682242,559.07,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682243,4309.52,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682244,4975.88,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682246,1146.35,2024-06-18 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20682248,275.26,2024-06-18 00:00:00,Contractual costs,Home Care
CHILDRENS,10000489,Lightbulb Bespoke Care Ltd,20683731,483,2024-06-13 00:00:00,Contractual costs,High Level Family Support CWD
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20684066,-4630,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20684067,4630,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10916917,300,2024-06-03 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10916922,300,2024-06-03 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10916929,300,2024-06-03 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10918373,300,2024-06-14 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10918393,300,2024-06-14 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10919095,300,2024-06-21 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10919108,300,2024-06-21 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10919114,300,2024-06-21 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10919129,300,2024-06-21 00:00:00,Supplies,Professional Fees
ADULTS,10000517,Line of Sight Care Limited,20675969,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675970,777,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675971,2175.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675972,1087.8,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675974,466.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675975,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675976,932.4,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675977,621.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675978,777,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675980,2175.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675981,1087.8,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675983,266.4,2024-05-21 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20675985,355.2,2024-05-21 00:00:00,Contractual costs,Carers Payments
ADULTS,10000517,Line of Sight Care Limited,20675986,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675987,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675988,388.5,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675989,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675990,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675991,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675992,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675993,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675994,2175.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675995,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675996,2331,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20675998,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676000,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676001,1087.8,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676002,621.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676005,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676006,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676007,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676008,388.5,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676009,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676010,621.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676011,1215.45,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676012,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676013,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676014,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676015,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676016,444,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676017,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676018,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676019,2175.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676020,288.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676021,2331,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676023,1110,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676025,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676026,621.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676027,682.65,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676028,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676030,310.8,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676031,777,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676032,1398.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676033,1087.8,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676034,932.4,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676035,932.4,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676037,582.75,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676038,4091.64,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676040,399.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676041,2020.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676042,2020.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676043,1243.2,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676044,621.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676045,1554,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676046,1554,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676048,333,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676052,1697.72,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676053,273.17,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676054,1778.08,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676055,1594.88,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676056,1697.72,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676057,273.17,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676058,557.65,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676059,1778.08,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676061,1594.88,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676062,1655.94,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676064,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676065,2168.48,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676066,1909.16,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676067,1778.08,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676068,1848.56,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676069,1697.72,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676070,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676071,1848.56,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676072,1220.43,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676073,2105.86,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676074,2180.71,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676075,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676076,1631.85,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676077,1697.72,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676078,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676079,2168.48,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676080,1290.91,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676081,1909.16,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676082,1778.08,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676083,1848.56,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676084,406.81,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676085,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676086,1848.56,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676087,1220.43,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676088,406.81,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676089,1220.43,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676090,1220.43,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676091,406.81,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676092,2105.86,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676093,2180.71,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676094,1627.24,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676095,1787.93,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676096,1220.43,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676097,344.49,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676098,406.81,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676099,813.62,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676100,2230.6,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676102,698.48,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676105,786.98,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676106,761.78,2024-05-21 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676140,-336.85,2024-05-24 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20676142,-663.57,2024-05-24 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20684068,6290.2,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20684069,5765.2,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20684070,5185,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20684071,4965.2,2024-06-25 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000524,Hands in Harmony Home Care Services,20677268,327.72,2024-06-05 00:00:00,Contractual costs,Home Care
ADULTS,10000524,Hands in Harmony Home Care Services,20677269,257.66,2024-06-05 00:00:00,Contractual costs,Home Care
ADULTS,10000524,Hands in Harmony Home Care Services,20677272,630.56,2024-06-05 00:00:00,Contractual costs,Home Care
ADULTS,10000524,Hands in Harmony Home Care Services,20677273,312.48,2024-06-05 00:00:00,Contractual costs,Home Care
ADULTS,10000524,Hands in Harmony Home Care Services,20677274,937.44,2024-06-05 00:00:00,Contractual costs,Home Care
ADULTS,10000524,Hands in Harmony Home Care Services,20677276,312.48,2024-06-05 00:00:00,Contractual costs,Home Care
