Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
ADULTS,10000091,UK Care (Special Needs) Ltd,20695745,6870.93,2024-08-09 00:00:00,Contractual costs,Home Care
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10924022,300,2024-08-07 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10924396,300,2024-08-12 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10924534,300,2024-08-13 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10925172,300,2024-08-19 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10925349,300,2024-08-22 00:00:00,Supplies,Professional Fees
ADULTS,10000365,Barbara Grell Consultancy Ltd,10924190,300,2024-08-08 00:00:00,Supplies,Professional Fees
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694607,533.13,2024-08-01 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694608,428.88,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694610,4326,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694611,1737.84,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694612,383.6,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694613,1701.28,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694614,2292.32,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694615,550.48,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694616,1277.76,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694617,4309.52,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694618,4975.88,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694619,4975.88,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20694620,804.1,2024-07-31 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696335,1035.18,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696336,4830.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696337,400.28,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696339,4326,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696340,1737.84,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696341,1317.68,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696342,383.6,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696343,1701.28,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696344,2292.32,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696345,4975.88,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696346,550.48,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696347,1277.76,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696348,4309.52,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20696349,4975.88,2024-08-13 00:00:00,Contractual costs,Home Care
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10923468,300,2024-08-02 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10923471,300,2024-08-02 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10923493,300,2024-08-02 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10923976,300,2024-08-07 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10924977,300,2024-08-19 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10924984,300,2024-08-19 00:00:00,Supplies,Professional Fees
ADULTS,10000517,Line of Sight Care Limited,20696512,1683.72,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696513,1580.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696514,255.85,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696515,1683.72,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696516,554.36,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696518,1580.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696519,980.57,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696521,1763.24,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696522,1763.24,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696524,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696525,2157.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696526,1899.36,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696527,1763.24,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696528,1835.12,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696529,1683.72,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696530,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696531,1835.12,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696532,1208.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696533,2088.08,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696534,2160.6,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696535,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696536,1841.28,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696537,1683.72,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696538,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696539,2157.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696540,1280.76,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696541,1899.36,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696542,1763.24,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696543,1835.12,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696544,402.96,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696545,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696546,1835.12,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696547,1208.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696548,1208.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696549,1208.88,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696550,402.96,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696551,2088.08,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696552,2160.6,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696553,1611.84,2024-08-12 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20696554,1997.36,2024-08-12 00:00:00,Contractual costs,Home Care
