Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
ADULTS,10000063,Orchard Lodge Care Home,20658749,3400,2024-04-02 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20658750,3600,2024-04-02 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000063,Orchard Lodge Care Home,20658751,850,2024-04-02 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20658752,2550,2024-04-02 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20658753,900,2024-04-02 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000063,Orchard Lodge Care Home,20658754,2700,2024-04-02 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000063,Orchard Lodge Care Home,20665617,3400,2024-04-30 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000063,Orchard Lodge Care Home,20665618,3600,2024-04-30 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000089,Manton ABI Unit,20659483,-2400,2024-03-29 00:00:00,Contractual costs,Day Care
ADULTS,10000089,Manton ABI Unit,20659484,-2400,2024-03-29 00:00:00,Contractual costs,Day Care
ADULTS,10000089,Manton ABI Unit,20662804,4800,2024-04-24 00:00:00,Contractual costs,Day Care
ADULTS,10000091,UK Care (Special Needs) Ltd,20663408,-2862.89,2024-04-15 00:00:00,Contractual costs,Home Care
ADULTS,10000091,UK Care (Special Needs) Ltd,20663409,-4008.04,2024-04-15 00:00:00,Contractual costs,Home Care
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10911624,600,2024-04-11 00:00:00,Supplies,Professional Fees
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20658757,1199,2024-04-02 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20658758,3597,2024-04-02 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20665686,4796,2024-04-30 00:00:00,Contractual costs,Nursing Home Payments
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20665687,685.14,2024-04-30 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20665688,1199,2024-04-30 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20665689,3597,2024-04-30 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000322,Bondcare (London) Ltd Moorlands Main,20665690,4796,2024-04-30 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20663131,-1439.28,2024-03-27 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20663132,-1079.46,2024-03-27 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20663134,1050,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20663135,330.25,2024-04-22 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20663137,3150,2024-04-22 00:00:00,Contractual costs,Home Care
