Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
CORP,PITN99,Pitney Bowes Finance Ltd.,10940528,397.68,2025-01-30 00:00:00,Supplies,Rental or Lease of Equipment
CORP,PREM05,Premierbeswick,10942241,419.7,2025-02-14 00:00:00,Supplies,Stationery & Admin Supplies
CORP,PREP02,Prepaid Financial Services,10941071,3025.04,2025-01-31 00:00:00,Contractual costs,Social Services Direct Payments
CORP,PROF06,Professional Pest Management Ltd,10941108,1480,2025-02-05 00:00:00,Premises,Maintenance of Buildings
CORP,PROF06,Professional Pest Management Ltd,10942977,695,2025-02-26 00:00:00,Premises,Maintenance of Buildings
CORP,QUAN99,Quantec Consultants Ltd,10940201,473.55,2025-01-29 00:00:00,Premises,Maintenance of Buildings
CORP,QUAN99,Quantec Consultants Ltd,10942409,2084.25,2025-02-20 00:00:00,Premises,Maintenance of Buildings
CORP,RENT04,Rent Connect Housing Ltd t/a Rent Connect,10940729,241456.8,2025-01-31 00:00:00,Contractual costs,Accommodation
CORP,RENT04,Rent Connect Housing Ltd t/a Rent Connect,10942216,2175,2024-11-30 00:00:00,Contractual costs,Accommodation
CORP,ROYA45,Royal Industrial Doors,10939008,367.5,2025-01-15 00:00:00,Premises,Maintenance of Buildings
CORP,ROYA45,Royal Industrial Doors,10939759,273.5,2025-01-23 00:00:00,Premises,Maintenance of Buildings
CORP,ROYA45,Royal Industrial Doors,10939769,7945,2025-01-23 00:00:00,Premises,Maintenance of Buildings
