Directorate(T),Supplier,Supplier(T),TransNo,Amount,Trans.date,Expense Area(T),Expense Type(T)
ADULTS,C99999, ,10931384,400,2024-10-24 00:00:00,Supplies,Miscellaneous Expenditure
ADULTS,10000063,Orchard Lodge Care Home,20712305,3600,2024-10-15 00:00:00,Contractual costs,Residential Care Home Placements
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10928914,300,2024-09-30 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10929800,300,2024-10-07 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10930323,600,2024-10-11 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10930602,600,2024-10-15 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10930941,600,2024-10-17 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10931479,900,2024-10-24 00:00:00,Supplies,Professional Fees
ADULTS,10000286,Helen McKeown T/A HPM Social Care Consultancy LTD,10931805,600,2024-10-29 00:00:00,Supplies,Professional Fees
ADULTS,10000365,Barbara Grell Consultancy Ltd,10931634,900,2024-10-26 00:00:00,Supplies,Professional Fees
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712467,428.88,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712468,269.2,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712469,4326,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712470,1737.84,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712471,1221.78,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712472,383.6,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712473,1687.82,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712474,2292.32,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712475,4975.88,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712476,550.48,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712477,1277.76,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712478,4309.52,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712479,4975.88,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000489,Lightbulb Bespoke Care Ltd,20712480,401.52,2024-10-15 00:00:00,Contractual costs,Home Care
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10929953,300,2024-10-08 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10930898,300,2024-10-17 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10930970,300,2024-10-17 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10930973,300,2024-10-17 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10931549,300,2024-10-25 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10931556,300,2024-10-25 00:00:00,Supplies,Professional Fees
ADULTS,10000499,Ann Maria Corrigan T/A Social Care Limited,10931596,300,2024-10-25 00:00:00,Supplies,Professional Fees
ADULTS,10000517,Line of Sight Care Limited,20711084,6290.2,2024-10-15 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20711085,5765.2,2024-10-15 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20711086,5185,2024-10-15 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20711087,4965.2,2024-10-15 00:00:00,Contractual costs,Supported Living Packages
ADULTS,10000517,Line of Sight Care Limited,20712601,1501.92,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712602,1960.84,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712603,750.96,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712604,1501.92,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712605,667.52,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712606,1335.04,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712607,2503.2,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712609,1960.84,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712610,1096.64,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712611,1501.92,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712613,1287.36,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712614,1239.68,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712615,2670.08,2024-10-09 00:00:00,Contractual costs,Home Care
ADULTS,10000517,Line of Sight Care Limited,20712616,667.52,2024-10-09 00:00:00,Contractual costs,Home Care
