Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299117,Revenue - General Fund,Harefield Lodge (Voyage Care),20061,5911.22
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299129,Revenue - General Fund,Victoria Education Centre (Livability),20693,4288.37
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299131,Revenue - General Fund,Ewer Court,26248,5094.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299228,Revenue - General Fund,Ellerslie House,31520,3198.22
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299261,Revenue - General Fund,In Chorus Limited (Brightwater),33246,6528.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299262,Revenue - General Fund,Leighside,16718,8083.7
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299287,Revenue - General Fund,Omega Elifar Limited,20327,9130.43
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299288,Revenue - General Fund,Dove House,18283,6292.52
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299290,Revenue - General Fund,Dove House,18283,8909.04
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299560,Revenue - General Fund,Rowan Close,18711,1989.12
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299570,Revenue - General Fund,In Chorus Limited (Brightwater),33246,1332.24
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299571,Revenue - General Fund,In Chorus Limited (Brightwater),33246,8578.32
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299572,Revenue - General Fund,In Chorus Limited (Brightwater),33246,1429.72
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299573,Revenue - General Fund,Roberts Lodge (Rymacare Limited),27451,7090.32
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299574,Revenue - General Fund,Roberts Lodge (Rymacare Limited),27451,3546.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299577,Revenue - General Fund,Hampshire Care Ltd t/a Mercury House,14879,11180
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,12/08/2024,17299594,Revenue - General Fund,Durlands Road (Voyage Care),44273,1444.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,27/09/2024,17311729,Revenue - General Fund,West Road (Voyage Care),17780,3005.37
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Residential Care Expenditure,28/08/2024,17304125,Revenue - General Fund,Albany Farm Care (Hampshire) Limited,15623,7646.94
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,01/07/2024,17287409,Revenue - General Fund,Ravenscroft House (Regard Partnership Ltd),21946,3635.91
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,01/08/2024,17296091,Revenue - General Fund,MCD Care Limited,51145,8400
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,01/08/2024,17296095,Revenue - General Fund,New Horizons (Voyage Care),18358,1487.16
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,01/08/2024,17296131,Revenue - General Fund,Autism Hampshire,18146,9273.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,01/08/2024,17296134,Revenue - General Fund,Autism Hampshire,18146,26586
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/08/2024,17296220,Revenue - General Fund,Wessex Regional Care Limited,21120,121462.14
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/08/2024,17296228,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,4036.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/08/2024,17296232,Revenue - General Fund,"Hill Tops, (ASSURE HEALTHCARE GROUP (SOUTH) LTD)",49437,20844.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/08/2024,17296233,Revenue - General Fund,"Hill Tops, (ASSURE HEALTHCARE GROUP (SOUTH) LTD)",49437,10718.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/08/2024,17296234,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,8302.56
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,02/09/2024,17304434,Revenue - General Fund,Acorns (Southern) Ltd,30378,2248.42
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,03/07/2024,17288584,Revenue - General Fund,The Beehive Enterprise Ltd,32746,4267.35
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,03/09/2024,17305015,Revenue - General Fund,Ravenscroft House (Regard Partnership Ltd),21946,3757.11
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,03/09/2024,17305016,Revenue - General Fund,Support Buddies Ltd,28358,513
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,05/09/2024,17305236,Revenue - General Fund,Milestone Support Services Ltd,18051,9864.57
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/08/2024,17296999,Revenue - General Fund,Acorns (Southern) Ltd,30378,78010.56
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/08/2024,17297000,Revenue - General Fund,Milestone Support Services Ltd,18051,24288.5
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/09/2024,17305413,Revenue - General Fund,Wessex Regional Care Limited,21120,20220.29
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/09/2024,17305416,Revenue - General Fund,PBS4 UK Ltd,16958,15579.48
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/09/2024,17305434,Revenue - General Fund,"Hill Tops, (ASSURE HEALTHCARE GROUP (SOUTH) LTD)",49437,20844.6
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/09/2024,17305436,Revenue - General Fund,Wessex Regional Care Limited,21120,1329.32
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,06/09/2024,17305437,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,9890.16
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,07/08/2024,17297061,Revenue - General Fund,Support Buddies Ltd,28358,608
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,07/08/2024,17297063,Revenue - General Fund,Support Buddies Ltd,28358,1467.75
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,07/08/2024,17297065,Revenue - General Fund,Support Buddies Ltd,28358,874
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,08/08/2024,17297273,Revenue - General Fund,New Horizons (Voyage Care),18358,1554.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,08/08/2024,17297281,Revenue - General Fund,Ravenscroft House (Regard Partnership Ltd),21946,3757.11
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,08/08/2024,17297296,Revenue - General Fund,PBS4 UK Ltd,16958,9025.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305492,Revenue - General Fund,Milestone Support Services Ltd,18051,31298.84
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305501,Revenue - General Fund,SUPPLIER NAME REDACTED,17303,703.9
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305503,Revenue - General Fund,SUPPLIER NAME REDACTED,19785,915.07
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305591,Revenue - General Fund,SUPPLIER NAME REDACTED,18734,1341.9
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305593,Revenue - General Fund,SUPPLIER NAME REDACTED,20522,1223.7
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305594,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1244.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305595,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1244.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305596,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1244.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305598,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,1422
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305599,Revenue - General Fund,SUPPLIER NAME REDACTED,19211,1366.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305600,Revenue - General Fund,SUPPLIER NAME REDACTED,14365,1366.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305604,Revenue - General Fund,SUPPLIER NAME REDACTED,16085,1205.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305609,Revenue - General Fund,SUPPLIER NAME REDACTED,17724,1205.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305612,Revenue - General Fund,SUPPLIER NAME REDACTED,21368,1205.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305613,Revenue - General Fund,SUPPLIER NAME REDACTED,20522,1602.98
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305618,Revenue - General Fund,SUPPLIER NAME REDACTED,45614,1205.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305619,Revenue - General Fund,SUPPLIER NAME REDACTED,45614,1288.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305621,Revenue - General Fund,SUPPLIER NAME REDACTED,17724,1751.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305624,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,2111.7
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305625,Revenue - General Fund,SUPPLIER NAME REDACTED,51924,1205.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305626,Revenue - General Fund,SUPPLIER NAME REDACTED,13866,1366.8
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,09/09/2024,17305630,Revenue - General Fund,Banya Family Placement Agency Ltd,19791,5550
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289609,Revenue - General Fund,SUPPLIER NAME REDACTED,26821,1689.36
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289610,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,-816.24
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289612,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,-816.24
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289615,Revenue - General Fund,SUPPLIER NAME REDACTED,51924,1267.02
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289712,Revenue - General Fund,SUPPLIER NAME REDACTED,19785,1386.32
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289713,Revenue - General Fund,SUPPLIER NAME REDACTED,20522,1264.49
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289715,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1285.57
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289716,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1285.57
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289725,Revenue - General Fund,SUPPLIER NAME REDACTED,26808,1412.36
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289726,Revenue - General Fund,SUPPLIER NAME REDACTED,19211,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289727,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,1938.12
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289728,Revenue - General Fund,SUPPLIER NAME REDACTED,15621,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289731,Revenue - General Fund,SUPPLIER NAME REDACTED,19785,1700.97
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289739,Revenue - General Fund,SUPPLIER NAME REDACTED,45614,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289740,Revenue - General Fund,SUPPLIER NAME REDACTED,45614,1331.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,10/07/2024,17289747,Revenue - General Fund,Banya Family Placement Agency Ltd,19791,5735
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,11/07/2024,17292137,Revenue - General Fund,"Hill Tops, (ASSURE HEALTHCARE GROUP (SOUTH) LTD)",49437,10718.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,11/07/2024,17292139,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,8302.56
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,11/07/2024,17292141,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,4036.76
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,11/07/2024,17292146,Revenue - General Fund,Willow Brook / Assure Health Care Group,16961,9890.16
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297520,Revenue - General Fund,SUPPLIER NAME REDACTED,13866,633.51
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297528,Revenue - General Fund,SUPPLIER NAME REDACTED,19785,1386.32
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297530,Revenue - General Fund,SUPPLIER NAME REDACTED,16781,1285.57
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297533,Revenue - General Fund,SUPPLIER NAME REDACTED,16359,1274.1
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297534,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,1469.4
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297535,Revenue - General Fund,SUPPLIER NAME REDACTED,19211,1412.36
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297542,Revenue - General Fund,SUPPLIER NAME REDACTED,19211,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297543,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,1938.12
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297544,Revenue - General Fund,SUPPLIER NAME REDACTED,15621,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297557,Revenue - General Fund,SUPPLIER NAME REDACTED,13866,1245.58
Adult Social Care & Public Health,ADULPUB,ASC - Whole Life Pathways - LD Cost of care,ASCPL,HAS LT Learning & Disability Support (Adults),AA1000,Private Contractors,ASC Supported Living Expenditure,12/08/2024,17297561,Revenue - General Fund,SUPPLIER NAME REDACTED,20748,2182.09
