Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/01/2025,3730701,Revenue - General Fund,Carmarthenshire County Council,30375,4461.25
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/01/2025,3730767,Revenue - General Fund,MindSenseAbility,20007,12102
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/01/2025,3730769,Revenue - General Fund,MindSenseAbility,20007,12993
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/03/2025,3739425,Revenue - General Fund,Carmarthenshire County Council,30375,2053.75
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/03/2025,3739426,Revenue - General Fund,Carmarthenshire County Council,30375,4637.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,27/03/2025,3745014,Revenue - General Fund,Great Oaks School,17752,11778.44
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,28/01/2025,3731163,Revenue - General Fund,HML Education Limited (Tutor Doctor),52414,500
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Outreach Funding,AC0820,Social Services,MARP Education,12/02/2025,3731287,Revenue - General Fund,Fairways Community Benefit Society (FCBS),14816,6257.79
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739095,Revenue - General Fund,Beechwood Junior School Academy,14485,27556.97
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739098,Revenue - General Fund,Edwin Jones Trust - Glenfield Infant School,19664,23476.02
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739099,Revenue - General Fund,Harefield Primary School,19889,26487.92
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739102,Revenue - General Fund,Hollybrook Junior Academy,16384,23837.82
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739103,Revenue - General Fund,Hope Community School,18525,12667.39
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739104,Revenue - General Fund,Kanes Hill Primary School,20527,39795.9
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739105,Revenue - General Fund,Ludlow Infant Academy,19286,22167.96
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739109,Revenue - General Fund,Oasis Academy Sholing,20934,30108.9
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739113,Revenue - General Fund,Sholing Infant School Academy,14964,17486.54
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739117,Revenue - General Fund,Inspire Learning Partnership,33947,26332.24
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739118,Revenue - General Fund,Tanners Brook school (HISP Multi Academy Trust),14058,18450.36
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739119,Revenue - General Fund,Thornhill Primary School,18402,14127.95
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739120,Revenue - General Fund,Townhill Infant School,18269,10479.53
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739122,Revenue - General Fund,Weston Park Primary School,16105,21795.28
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739124,Revenue - General Fund,Weston Shore Infant School,16712,3992.99
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739125,Revenue - General Fund,Woolston Infant School (Hamwic Education Trust),45517,3579.92
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,04/03/2025,3739126,Revenue - General Fund,Wordsworth Primary School,17609,43871.04
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,11/03/2025,3740933,Revenue - General Fund,Portswood Primary School (HISP Multi Academy Trust),16829,1789.96
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Schools,Targeted Allocation to Schools,24/02/2025,3737324,Revenue - General Fund,Foundry Lane Primary School (The Gateway Multi Academy Trust),53153,34065.45
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Capita Contract,06/01/2025,3725410,Revenue - General Fund,Oaktree Education Services Ltd,51600,4461.42
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Purchased Services,03/03/2025,3738561,Revenue - General Fund,Oaktree Education Services Ltd,51600,4461.42
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Purchased Services,06/01/2025,3725168,Revenue - General Fund,HML Education Limited (Tutor Doctor),52414,1350
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Purchased Services,10/02/2025,3734134,Revenue - General Fund,Sportfit Support Services Ltd,17767,1164.4
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Purchased Services,11/02/2025,3732464,Revenue - General Fund,Yarrow Heights School,46417,31977.6
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Purchased Services,23/01/2025,3730540,Revenue - General Fund,Sportfit Support Services Ltd,17767,1164.4
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Services,Therapy,06/01/2025,3724815,Revenue - General Fund,Jem Therapy,53851,1712.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,01/04/2025,3745457,Revenue - General Fund,Aspire Life Sports Ltd,54566,3000
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,01/04/2025,3745488,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,906
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,03/02/2025,3729499,Revenue - General Fund,Teaching Personnel Ltd,18695,740.28
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,03/03/2025,3738431,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,03/03/2025,3738446,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,03/03/2025,3738450,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,04/02/2025,3732673,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,869.75
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,05/02/2025,3732907,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,889.75
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,05/02/2025,3732911,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,787.75
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,06/01/2025,3725123,Revenue - General Fund,Oaktree Education Services Ltd,51600,4547.05
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,06/01/2025,3725722,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,760.75
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,07/01/2025,3726758,Revenue - General Fund,Yarrow Heights School,46417,26648
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,07/03/2025,3739745,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,656.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,09/01/2025,3727417,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,09/01/2025,3727420,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,10/02/2025,3734303,Revenue - General Fund,Sportfit Support Services Ltd,17767,779.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,10/02/2025,3734304,Revenue - General Fund,Sportfit Support Services Ltd,17767,5196.64
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,13/01/2025,3727416,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,13/01/2025,3727418,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,13/01/2025,3727419,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,17/03/2025,3739311,Revenue - General Fund,Aspire Life Sports Ltd,54566,5250
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,17/03/2025,3739718,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,531.6
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,17/03/2025,3739741,Revenue - General Fund,Ace Children's Occupational Therapy Ltd,27194,1024
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,17/03/2025,3740141,Revenue - General Fund,HML Education Limited (Tutor Doctor),52414,672
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,17/03/2025,3740382,Revenue - General Fund,Youth Options,20077,2496
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,20/03/2025,3743474,Revenue - General Fund,Marvis Stewart Counselling,27383,540
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,21/01/2025,3729678,Revenue - General Fund,The Dare2Dream Foundation CLC,53072,750
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,24/02/2025,3736228,Revenue - General Fund,BESTuition Ltd,53020,5980
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,24/02/2025,3736487,Revenue - General Fund,Powertutors Limited,51677,1560
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,29/01/2025,3731474,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,29/01/2025,3731475,Revenue - General Fund,Oaktree Education Services Ltd,51600,4547.05
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,29/03/2025,3745288,Revenue - General Fund,Teaching Personnel Ltd,18695,789.63
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,31/03/2025,3745124,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Pupils with EHCP’s,AC0650,Social Services,MARP Education,31/03/2025,3745126,Revenue - General Fund,Oaktree Education Services Ltd,51600,4677.87
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Schools,Targeted Allocation to Schools,09/01/2025,3724369,Revenue - General Fund,Rosewood Free School,18673,334249.16
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Schools,Targeted Allocation to Schools,24/03/2025,3744119,Revenue - General Fund,Redbridge Community School (CB),20270,-22371.12
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Schools,Transfers to Schools,03/02/2025,3732015,Revenue - General Fund,Great Oaks School,17752,449235.78
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Schools,Transfers to Schools,03/02/2025,3732016,Revenue - General Fund,Rosewood Free School,18673,109756.33
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Social Services,MARP Education,07/01/2025,3726757,Revenue - General Fund,Yarrow Heights School,46417,26648
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Special School Funding,AC0810,Social Services,MARP Education,07/01/2025,3726760,Revenue - General Fund,Yarrow Heights School,46417,25379.08
"Economic Development, Growth & Skills",ECOGROW,City Development,ED30,"City Regeneration			",AG0061,Agency Staff,External Agency Staff,05/03/2025,3739597,Revenue - General Fund,Comensura,37398,175568.67
"Economic Development, Growth & Skills",ECOGROW,City Development,ED30,"City Regeneration			",AG0061,Interview & Training Expenses,Professional Memberships,29/01/2025,3731736,Revenue - General Fund,RICS,17734,558
"Economic Development, Growth & Skills",ECOGROW,City Development,ED30,"City Regeneration			",AG0061,Services,Purchased Services,09/01/2025,3726940,Revenue - General Fund,Stantec UK Ltd,52319,26472
"Economic Development, Growth & Skills",ECOGROW,City Development,ED30,"City Regeneration			",AG0061,Services,Purchased Services,09/01/2025,3727409,Revenue - General Fund,Southampton Business Improvement District Ltd t/a Go! Southampton,14499,9000
"Economic Development, Growth & Skills",ECOGROW,City Development,ED30,"City Regeneration			",AG0061,Services,Purchased Services,29/01/2025,3731515,Revenue - General Fund,Savills UK Ltd,50049,7517.5
"Economic Development, Growth & Skills",ECOGROW,Directorate Management,EN40,T&US Management Costs,AT0240,Expenses,Conference & Seminars,13/02/2025,3735300,Revenue - General Fund,Solace Group Ltd,21424,5250
"Economic Development, Growth & Skills",ECOGROW,Economic Development,ED40,Co-Working Spaces,AG0060,Services,Purchased Services,13/02/2025,3734661,Revenue - General Fund,Aptum Technologies UK Ltd,14157,2216.23
"Economic Development, Growth & Skills",ECOGROW,Economic Development,ED40,Co-Working Spaces,AG0060,Services,Purchased Services,14/03/2025,3741012,Revenue - General Fund,Aptum Technologies UK Ltd,14157,2304.89
"Economic Development, Growth & Skills",ECOGROW,Economic Development,ED40,Economic Development,AG0610,Services,Purchased Services,24/02/2025,3737369,Revenue - General Fund,Stantec UK Ltd,52319,3000
"Economic Development, Growth & Skills",ECOGROW,Planning,EN30,Development Management,AG0100,Customer and client receipts - Fees & Charges,Planning Applications,27/02/2025,3738389,Revenue - General Fund,Portal Plan Quest Ltd,16035,574
"Economic Development, Growth & Skills",ECOGROW,Planning,EN30,Development Management,AG0100,Grants and Subscriptions,Corporate Memberships and Subscriptions,06/02/2025,3733168,Revenue - General Fund,Urban Design London,52956,2000
"Economic Development, Growth & Skills",ECOGROW,Planning,EN30,Development Management,AG0100,Grants and Subscriptions,Corporate Memberships and Subscriptions,30/01/2025,3731490,Revenue - General Fund,Howie Associates Ltd T/A Appeal Finder,52032,1500
