Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,07/05/2024,17271402,Revenue - General Fund,SUPPLIER NAME REDACTED,50439,1087.48
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,07/05/2024,17271405,Revenue - General Fund,SUPPLIER NAME REDACTED,50809,659.06
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,11/06/2024,17283768,Revenue - General Fund,SUPPLIER NAME REDACTED,50605,732
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,14/05/2024,17275431,Revenue - General Fund,SUPPLIER NAME REDACTED,50445,1308.12
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,21/05/2024,17276637,Revenue - General Fund,SUPPLIER NAME REDACTED,50622,1344.57
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,21/05/2024,17276700,Revenue - General Fund,SUPPLIER NAME REDACTED,50792,1065.36
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,21/05/2024,17276710,Revenue - General Fund,SUPPLIER NAME REDACTED,52860,837.63
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,21/05/2024,17277057,Revenue - General Fund,SUPPLIER NAME REDACTED,50287,948.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,23/04/2024,17268785,Revenue - General Fund,SUPPLIER NAME REDACTED,50451,918.12
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,25/06/2024,17286361,Revenue - General Fund,SUPPLIER NAME REDACTED,50395,1675.26
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Holiday Allowances,28/05/2024,17278484,Revenue - General Fund,SUPPLIER NAME REDACTED,50638,780
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Other Fostering Allowances & Expenses,25/06/2024,17285915,Revenue - General Fund,SUPPLIER NAME REDACTED,50602,1559.3
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Respite,04/06/2024,17280431,Revenue - General Fund,SUPPLIER NAME REDACTED,50761,824.53
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Respite,11/06/2024,17283758,Revenue - General Fund,SUPPLIER NAME REDACTED,50397,502.07
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Respite,11/06/2024,17283764,Revenue - General Fund,SUPPLIER NAME REDACTED,50504,552.25
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Respite,25/06/2024,17286370,Revenue - General Fund,SUPPLIER NAME REDACTED,50556,1822.4
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Respite,30/04/2024,17270350,Revenue - General Fund,SUPPLIER NAME REDACTED,50326,1823.3
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,04/06/2024,17280171,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,04/06/2024,17280184,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,07/05/2024,17271136,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,07/05/2024,17271149,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,09/04/2024,17263793,Revenue - General Fund,SUPPLIER NAME REDACTED,50955,627.01
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,09/04/2024,17263816,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,11/06/2024,17283499,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,11/06/2024,17283512,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,14/05/2024,17275158,Revenue - General Fund,SUPPLIER NAME REDACTED,50955,627.01
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,14/05/2024,17275168,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,16/04/2024,17267363,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,18/06/2024,17284854,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,18/06/2024,17284867,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,21/05/2024,17276783,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,23/04/2024,17268521,Revenue - General Fund,SUPPLIER NAME REDACTED,50955,627.01
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,23/04/2024,17268544,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,25/06/2024,17286080,Revenue - General Fund,SUPPLIER NAME REDACTED,50955,627.01
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,25/06/2024,17286090,Revenue - General Fund,SUPPLIER NAME REDACTED,50860,588.71
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Adopters Allowance,30/04/2024,17270107,Revenue - General Fund,SUPPLIER NAME REDACTED,50671,850.22
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280261,Revenue - General Fund,SUPPLIER NAME REDACTED,50980,574.77
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280279,Revenue - General Fund,SUPPLIER NAME REDACTED,50530,678
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280290,Revenue - General Fund,SUPPLIER NAME REDACTED,50169,528.31
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280362,Revenue - General Fund,SUPPLIER NAME REDACTED,50242,820.26
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280372,Revenue - General Fund,SUPPLIER NAME REDACTED,50602,619.07
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,04/06/2024,17280374,Revenue - General Fund,SUPPLIER NAME REDACTED,50812,723.4
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271183,Revenue - General Fund,SUPPLIER NAME REDACTED,50533,721.66
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271228,Revenue - General Fund,SUPPLIER NAME REDACTED,50980,574.77
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271239,Revenue - General Fund,SUPPLIER NAME REDACTED,50253,838.67
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271246,Revenue - General Fund,SUPPLIER NAME REDACTED,50530,678
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271259,Revenue - General Fund,SUPPLIER NAME REDACTED,50820,726.58
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271286,Revenue - General Fund,SUPPLIER NAME REDACTED,50274,736.48
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271340,Revenue - General Fund,SUPPLIER NAME REDACTED,50602,619.07
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,07/05/2024,17271342,Revenue - General Fund,SUPPLIER NAME REDACTED,50812,723.4
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17263892,Revenue - General Fund,SUPPLIER NAME REDACTED,50644,544.59
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17263897,Revenue - General Fund,SUPPLIER NAME REDACTED,50343,871.91
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17263907,Revenue - General Fund,SUPPLIER NAME REDACTED,50253,838.67
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17263914,Revenue - General Fund,SUPPLIER NAME REDACTED,50530,678
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17263955,Revenue - General Fund,SUPPLIER NAME REDACTED,50274,736.48
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,09/04/2024,17264010,Revenue - General Fund,SUPPLIER NAME REDACTED,50602,619.07
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,11/06/2024,17283546,Revenue - General Fund,SUPPLIER NAME REDACTED,50533,721.66
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,11/06/2024,17283590,Revenue - General Fund,SUPPLIER NAME REDACTED,50343,871.91
Children & Learning,CHIL,Children Looked After,CHF32,SGO and Adopter Allowances,AC0070,Social Services,Special Guardianship Allowance,11/06/2024,17283607,Revenue - General Fund,SUPPLIER NAME REDACTED,50530,678
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,02/04/2024,3666139,Revenue - General Fund,Aryvo Limited,50128,525
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3665556,Revenue - General Fund,R and N Hire,28097,3888
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666104,Revenue - General Fund,Aryvo Limited,50128,665
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666133,Revenue - General Fund,Aryvo Limited,50128,1330
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666137,Revenue - General Fund,Aryvo Limited,50128,750
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666138,Revenue - General Fund,Aryvo Limited,50128,609
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666146,Revenue - General Fund,Aryvo Limited,50128,1330
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666147,Revenue - General Fund,Aryvo Limited,50128,1015
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3666162,Revenue - General Fund,Aryvo Limited,50128,623
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,03/04/2024,3667727,Revenue - General Fund,Licensed Taxi Limited,51935,2108
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,04/06/2024,3681086,Revenue - General Fund,Robbo's Cabs,21117,2320
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,04/06/2024,3681139,Revenue - General Fund,My Chauffeur Hampshire,48832,3111
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/04/2024,3668991,Revenue - General Fund,Robbo's Cabs,21117,2900
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/04/2024,3668994,Revenue - General Fund,Robbo's Cabs,21117,1320
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/04/2024,3669079,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,3807.41
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/04/2024,3669094,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,2422
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/04/2024,3669095,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,4022
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,05/06/2024,3682022,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1280
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,06/06/2024,3682004,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,903
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,06/06/2024,3682014,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1051
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,06/06/2024,3682025,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,864
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,06/06/2024,3682204,Revenue - General Fund,Coastal Cars Southampton Limited,49630,2397.5
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3681944,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,2958
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3681969,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1352
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3681975,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1512
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3682052,Revenue - General Fund,Coastal Cars Southampton Limited,49630,2040
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3682085,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,2465
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3682087,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,985.2
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3682088,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,2058.7
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,07/06/2024,3682182,Revenue - General Fund,A2B Express Travel,19609,1564
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,08/05/2024,3674274,Revenue - General Fund,Licensed Taxi Limited,51935,1860
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,08/05/2024,3675193,Revenue - General Fund,K & K Hire Ltd,14767,1608
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,08/05/2024,3675497,Revenue - General Fund,A2B Express Travel,19609,1104
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3668496,Revenue - General Fund,K & K Hire Ltd,14767,2960
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3668554,Revenue - General Fund,K & K Hire Ltd,14767,2688
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3668561,Revenue - General Fund,K & K Hire Ltd,14767,2080
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3669370,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1400
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3669623,Revenue - General Fund,A2B Express Travel,19609,1840
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,09/04/2024,3669944,Revenue - General Fund,Coastal Cars Southampton Limited,49630,2040
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,10/04/2024,3669365,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,561
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,10/04/2024,3669371,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1600
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,10/06/2024,3680875,Revenue - General Fund,R and N Hire,28097,4131
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,11/04/2024,3669351,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,3339
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,11/04/2024,3669390,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1116
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,11/04/2024,3669393,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1307
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,12/04/2024,3669941,Revenue - General Fund,Coastal Cars Southampton Limited,49630,2400
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,12/04/2024,3670414,Revenue - General Fund,Coastal Cars Southampton Limited,49630,1700
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,12/06/2024,3682051,Revenue - General Fund,Coastal Cars Southampton Limited,49630,2040
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,12/06/2024,3682130,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,3457.63
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675109,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,1519.7
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675110,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,2404.68
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675125,Revenue - General Fund,Amlyn Chauffeurs Ltd,17603,1453.2
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675169,Revenue - General Fund,K & K Hire Ltd,14767,1344
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675180,Revenue - General Fund,K & K Hire Ltd,14767,1776
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3675183,Revenue - General Fund,K & K Hire Ltd,14767,768
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,13/05/2024,3676460,Revenue - General Fund,Coastal Cars Southampton Limited,49630,1020
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,14/05/2024,3675227,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,612
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,14/05/2024,3675258,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,817
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,14/05/2024,3675262,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,918
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,16/05/2024,3676452,Revenue - General Fund,Coastal Cars Southampton Limited,49630,1056
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,16/05/2024,3677740,Revenue - General Fund,Transmobility Ltd,16794,4800
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,16/05/2024,3677829,Revenue - General Fund,R and N Hire,28097,2916
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,18/04/2024,3669334,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1311
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,21/05/2024,3678649,Revenue - General Fund,Transmobility Ltd,16794,1440
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,22/04/2024,3669379,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1560
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,22/04/2024,3672120,Revenue - General Fund,Transmobility Ltd,16794,2400
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,25/06/2024,3685928,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,798
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,25/06/2024,3686054,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,845
Children & Learning,CHIL,Home To School Transport,HST,School Travel Service – Post 16 (16 – 18),AC0390,Contract Hire and Operating Leases,Hire of Transport & Plant,27/06/2024,3686873,Revenue - General Fund,Radio Taxis (Southampton) Ltd,20584,1295
