Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105533,45266,HOMEBIRD CARE,798.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105601,45266,LIVER CARE LTD,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105618,45266,ACCOMPLISH GROUP LTD - BIRMINGHAM,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105823,45266,NATURAL BREAKS MERSEYSIDE,798.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105539,45266,HOMEBIRD CARE,792.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106090,45266,BROTHERS OF CHARITY SERVICES MERSEY,792.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106087,45266,BROTHERS OF CHARITY SERVICES MERSEY,791.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105689,45266,MENCAP,790.82
Adult Services & Hea,Provisions (General),Catering,5101087914,45266,DAIRY LINK UK LTD,790.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105364,45266,RICHMOND FELLOWSHIP,787.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105698,45266,MENCAP,784.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105789,45266,THE FRANCES TAYLOR FOUNDATION LIVER,784.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106015,45266,OPTIONS FOR SUPPORTED LIVING,779.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106091,45266,BROTHERS OF CHARITY SERVICES MERSEY,773.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105928,45266,COMMUNITY INTEGRATED CARE,772.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105504,45266,POTENSIAL LIMITED T/A POTENS,769.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105697,45266,MENCAP,769.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105700,45266,MENCAP,769.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105599,45266,LIVER CARE LTD,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105322,45266,INDEPENDENT LIVING ALLIANCE,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105692,45266,MENCAP,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105891,45266,MEDILINE SUPPORTED LIVING LTD,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105287,45266,LOCAL SOLUTIONS,767.2
Children & Young Peo,Private Contractors,Agency & Contract Services,5101087815,45266,ACTIVE 8 SUPPORT SERVICES,761.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105813,45266,THE FRANCES TAYLOR FOUNDATION LIVER,760.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105734,45266,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105737,45266,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105766,45266,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105770,45266,PSS UK,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105708,45266,MENCAP,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105930,45266,COMMUNITY INTEGRATED CARE,753.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105655,45266,AFFINITY SUPPORTING PEOPLE LTD,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106081,45266,BROTHERS OF CHARITY SERVICES MERSEY,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105656,45266,AFFINITY SUPPORTING PEOPLE LTD,752.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105535,45266,HOMEBIRD CARE,750.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105518,45266,GRACEFIELD HEALTH CARE LTD,747.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106049,45266,BROTHERS OF CHARITY SERVICES MERSEY,743.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105406,45266,JUST ONE RECRUITMENT,743.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105769,45266,PSS UK,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106034,45266,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106063,45266,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106085,45266,BROTHERS OF CHARITY SERVICES MERSEY,735.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105919,45266,MEDILINE SUPPORTED LIVING LTD,734.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105706,45266,MENCAP,734.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106042,45266,BROTHERS OF CHARITY SERVICES MERSEY,734.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105507,45266,POTENSIAL LIMITED T/A POTENS,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105532,45266,HOMEBIRD CARE,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106062,45266,BROTHERS OF CHARITY SERVICES MERSEY,731.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105508,45266,POTENSIAL LIMITED T/A POTENS,731.89
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087834,45266,ARGYLE SATELLITE CONTRACT SERVICES,726.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105223,45266,IMAGINE,722.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106190,45266,AUTISM INITIATIVES,722.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105206,45266,IMAGINE,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106161,45266,AUTISM INITIATIVES,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106010,45266,OPTIONS FOR SUPPORTED LIVING,712.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105790,45266,THE FRANCES TAYLOR FOUNDATION LIVER,709.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106214,45266,NUGENT CARE - IDS PROJECT,703.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106222,45266,NUGENT CARE - IDS PROJECT,703.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105761,45266,PSS UK,696.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105892,45266,MEDILINE SUPPORTED LIVING LTD,696.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105869,45266,MEDILINE SUPPORTED LIVING LTD,695.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106230,45266,LEONARD CHESHIRE NORTH WEST,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105785,45266,THE FRANCES TAYLOR FOUNDATION LIVER,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105803,45266,THE FRANCES TAYLOR FOUNDATION LIVER,693.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105796,45266,THE FRANCES TAYLOR FOUNDATION LIVER,688.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105402,45266,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105407,45266,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105403,45266,JUST ONE RECRUITMENT,686.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105693,45266,MENCAP,684.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105382,45266,RICHMOND FELLOWSHIP,683.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105777,45266,THE FRANCES TAYLOR FOUNDATION LIVER,683.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105658,45266,AFFINITY SUPPORTING PEOPLE LTD,676.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105680,45266,MENCAP,676.76
Adult Services & Hea,"Misc Supp, Tool, Equ",General Supplies,5101087913,45266,NAEA LTD,675
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105503,45266,POTENSIAL LIMITED T/A POTENS,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106234,45266,LEONARD CHESHIRE NORTH WEST,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106228,45266,NUGENT CARE - IDS PROJECT,665.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105756,45266,PSS UK,665.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105772,45266,PSS UK,658.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105213,45266,IMAGINE,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105795,45266,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105798,45266,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105800,45266,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105802,45266,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105805,45266,THE FRANCES TAYLOR FOUNDATION LIVER,655.85
Children & Young Peo,Private Contractors,Agency & Contract Services,5101087824,45266,FOSTER TALK LTD,650
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106056,45266,BROTHERS OF CHARITY SERVICES MERSEY,648.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105401,45266,JUST ONE RECRUITMENT,648.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105199,45266,IMAGINE,646.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105243,45266,IMAGINE,638.74
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105501,45266,POTENSIAL LIMITED T/A POTENS,636.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106059,45266,BROTHERS OF CHARITY SERVICES MERSEY,636.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105389,45266,RICHMOND FELLOWSHIP,634.93
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105409,45266,JUST ONE RECRUITMENT,633.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105398,45266,JUST ONE RECRUITMENT,633.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105589,45266,COOPER NOBLE CARE LTD,633.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106017,45266,OPTIONS FOR SUPPORTED LIVING,627.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105782,45266,THE FRANCES TAYLOR FOUNDATION LIVER,623.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105783,45266,THE FRANCES TAYLOR FOUNDATION LIVER,623.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105688,45266,MENCAP,621.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105537,45266,HOMEBIRD CARE,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105963,45266,COMMUNITY INTEGRATED CARE,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105977,45266,COMMUNITY INTEGRATED CARE,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106035,45266,BROTHERS OF CHARITY SERVICES MERSEY,621.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105738,45266,PSS UK,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105744,45266,PSS UK,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105707,45266,MENCAP,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105933,45266,COMMUNITY INTEGRATED CARE,620.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105773,45266,PSS UK,619.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105538,45266,HOMEBIRD CARE,615.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105793,45266,THE FRANCES TAYLOR FOUNDATION LIVER,614.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105522,45266,GRACEFIELD HEALTH CARE LTD,614.59
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105726,45266,PSS UK,608.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105763,45266,PSS UK,608.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105715,45266,MERSEYSIDE SOCIETY FOR DEAF PEOPLE,602.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105249,45266,IMAGINE,600.72
City Development,R&M - Building Works,R&M Technical Support,5101087892,45266,PHOENIX CONTROL SYSTEMS LTD,600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105583,45266,COOPER NOBLE CARE LTD,598.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106020,45266,OPTIONS FOR SUPPORTED LIVING,598.82
City Development,R&M - Building Works,R&M Technical Support,5101087821,45266,GERRARD BUILDING LTD,590
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105979,45266,COMMUNITY INTEGRATED CARE,584.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105180,45266,IMAGINE,576
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105872,45266,MEDILINE SUPPORTED LIVING LTD,572.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105792,45266,THE FRANCES TAYLOR FOUNDATION LIVER,571.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105822,45266,NATURAL BREAKS MERSEYSIDE,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106213,45266,NUGENT CARE - IDS PROJECT,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106219,45266,NUGENT CARE - IDS PROJECT,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105703,45266,MENCAP,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106012,45266,OPTIONS FOR SUPPORTED LIVING,570.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105188,45266,IMAGINE,566.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105975,45266,COMMUNITY INTEGRATED CARE,564.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105660,45266,AFFINITY SUPPORTING PEOPLE LTD,562.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106211,45266,NUGENT CARE - IDS PROJECT,560.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105365,45266,RICHMOND FELLOWSHIP,558.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105370,45266,RICHMOND FELLOWSHIP,558.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105411,45266,JUST ONE RECRUITMENT,557.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106148,45266,MAKING SPACE,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105324,45266,INDEPENDENT LIVING ALLIANCE,551.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105369,45266,RICHMOND FELLOWSHIP,550.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105371,45266,RICHMOND FELLOWSHIP,550.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105584,45266,COOPER NOBLE CARE LTD,541.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106109,45266,BROTHERS OF CHARITY SERVICES MERSEY,541.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105336,45266,MERSEYCARE JULIE ANN,534.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105193,45266,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105216,45266,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105232,45266,IMAGINE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105277,45266,LOCAL SOLUTIONS,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105387,45266,RICHMOND FELLOWSHIP,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105604,45266,LIVER CARE LTD,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105639,45266,ACCOMPLISH GROUP LTD - BIRMINGHAM,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105742,45266,PSS UK,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105334,45266,INDEPENDENT LIVING ALLIANCE,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105350,45266,L'ARCHE LIVERPOOL,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106100,45266,BROTHERS OF CHARITY SERVICES MERSEY,532.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105516,45266,GRACEFIELD HEALTH CARE LTD,522.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105932,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105965,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105966,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105970,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105971,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105973,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105931,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105961,45266,COMMUNITY INTEGRATED CARE,507.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105797,45266,THE FRANCES TAYLOR FOUNDATION LIVER,505.67
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105201,45266,IMAGINE,503.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105214,45266,IMAGINE,503.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106153,45266,MAKING SPACE,501.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105396,45266,JUST ONE RECRUITMENT,500.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105404,45266,JUST ONE RECRUITMENT,500.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105415,45266,JUST ONE RECRUITMENT,500.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105806,45266,THE FRANCES TAYLOR FOUNDATION LIVER,500.53
City Development,Agency Non Admn/Cler,Other Manual,5101089819,45266,HAYS SPECIALIST RECRUITMENT LTD,-890.61
City Development,Agency Non Admn/Cler,Other Manual,5101089821,45266,HAYS SPECIALIST RECRUITMENT LTD,-890.61
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106026,45266,OPTIONS FOR SUPPORTED LIVING,-1023.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906105650,45266,ACCOMPLISH GROUP LTD - BIRMINGHAM,-6033.77
Capital Regen,Capital Regen,Misc- General,5101088104,45267,COLAS LIMITED,355578.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106286,45267,THE WHITECHAPEL CENTRE,187327.13
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106287,45267,THE WHITECHAPEL CENTRE,145140
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101088055,45267,RTTS TRAVEL LTD,113496.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106285,45267,YMCA TOGETHER,68365.33
Neighbourhoods,Private Contractors,Agency & Contract Services,1906106289,45267,THE WHITECHAPEL CENTRE,48937
Capital Regen,Capital Regen,Misc- General,5101088100,45267,COLAS LIMITED,47672.95
Capital Regen,Capital Regen,Misc- General,5101088106,45267,COLAS LIMITED,46770.29
Capital Regen,Capital Regen,Misc- General,5101088107,45267,COLAS LIMITED,34750
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101088053,45267,RTTS TRAVEL LTD,33130.3
Capital Regen,Capital Regen,Misc- General,5101088097,45267,COLAS LIMITED,26775.3
City Development,Agency Admin/Cleric,Professional,5101087942,45267,MICHAEL PAGE INTERNATIONAL,23244.38
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087990,45267,BIRTENSHAW MERSEYSIDE,22167.78
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101088014,45267,KNOTTY ASH COMMUNITY TRANSPORT,19157.3
Capital Regen,Capital Regen,Misc- General,5101088102,45267,COLAS LIMITED,16871.72
Capital Regen,Capital Regen,Fees,5101088093,45267,OVE ARUP & PARTNERS LTD,15750
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101087991,45267,SHC CARE SERVICES LTD,14585.52
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101088012,45267,ARGYLE SATELLITE CONTRACT SERVICES,11409.98
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087977,45267,TRANSPORT SOLUTIONS GROUP UK LTD,9680.95
Strategy & Change Di,Postages (General),Communications,5101088045,45267,ROYAL MAIL,9381.77
Capital Regen,Capital Regen,Misc- General,5101088105,45267,COLAS LIMITED,8924.44
Capital Regen,Capital Regen,Fees,5101088094,45267,OVE ARUP & PARTNERS LTD,8400
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101088011,45267,ARGYLE SATELLITE CONTRACT SERVICES,8110.2
City Development,Events,General Services Expenses,5101088008,45267,THE GUIDE LIVERPOOL LTD,8000
Strategy & Change Di,Postages (General),Communications,5101088048,45267,ROYAL MAIL,7964.28
Capital Education,Capital Education,Main contract,1906106295,45267,CUNARD CONSTRUCTION LTD,7765.96
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087988,45267,KNOWSLEY TRAVEL LTD,7485.33
Children & Young Peo,Cwall & Wlton ChildC,Misc Depart Recharge,1906106337,45267,GRANBY CHILDREN CENTRE,7134
Capital Regen,Capital Regen,Main contract,5101088095,45267,KIER BUSINESS SERVICES LTD,7000
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906106329,45267,LIVERPOOL COLLEGE,6333.33
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906106330,45267,LIVERPOOL COLLEGE,6333.33
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906106331,45267,LIVERPOOL COLLEGE,6333.33
Children & Young Peo,Non Employ Prof Fees,Professional Fees,1906106332,45267,LIVERPOOL COLLEGE,6333.33
Children & Young Peo,General Legal Fees,Professional Fees,5101088025,45267,****REDACTED COMMERCIALLY SENSITIVE****,6083
City Development,Examination Fees (Ge,General Services Expenses,5101088062,45267,NCFE,5849
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101087974,45267,QUALITY FOR LEARNING & SKILLS LTD,5800
Finance & Resources,ProfessionalServices,Professional Fees,5101088090,45267,PROTECTOR INSURANCE,5798
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101088057,45267,KNOWSLEY BLACK KABS,5467.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906107354,45267,COMFORT CALL LTD,5121.91
City Development,R&M - Building Works,R&M Technical Support,5101087971,45267,AUTOGATE SYSTEMS,5075.4
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101088089,45267,COMPUTER CAB (LIVERPOOL) LTD,4898.72
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101087980,45267,TRANSPORT SOLUTIONS GROUP UK LTD,4856.75
Neighbourhoods,Kennelling Of Animal,General Services Exp Social Svs Clients,5101088079,45267,ANIMAL WARDENS LTD,4761.21
City Development,Events,General Services Expenses,5101088060,45267,HD MARCOMS LTD,4500
Children & Young Peo,Training (General),Indirect Employee Expenses,1906106291,45267,PARTNERSHIP FOR LEARNING,4320
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106764,45267,MERSEYCARE JULIE ANN,4125.24
Children & Young Peo,Private Contractors,Agency & Contract Services,5101088035,45267,ALPHABIOLABORATORIES LEGAL LTD,3400
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087975,45267,AL TRAVEL,3369.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906107723,45267,BE CARING LTD,3332.64
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101088013,45267,KNOTTY ASH COMMUNITY TRANSPORT,3326.95
Capital Regen,Capital Regen,Misc- General,5101088096,45267,COLAS LIMITED,2946.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906108672,45267,HOMECARERS CARE SERVICES LTD,2932.62
City Development,Agency Admin/Cleric,Professional,5101087952,45267,MICHAEL PAGE INTERNATIONAL,2817.5
Neighbourhoods,Misc. Services - Gen,General Services Expenses,5101088019,45267,CORE HEALTH & FITNESS TRADING LIMIT,2794.85
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087989,45267,SHC CARE SERVICES LTD,2746
Capital Regen,Capital Regen,Misc- General,5101088099,45267,COLAS LIMITED,2610.73
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087982,45267,SEAFORTH RADIO CARS LTD,2604
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1906106272,45267,ESSENDIAL CONSULTANCY (L P CAREY),2600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906107355,45267,COMFORT CALL LTD,2340.88
Children & Young Peo,Private Contractors,Agency & Contract Services,5101088042,45267,ALPHABIOLABORATORIES LEGAL LTD,2288.5
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087981,45267,SHC CARE SERVICES LTD,2233
Children & Young Peo,Cwall & Wlton ChildC,Misc Depart Recharge,1906106318,45267,GRANBY CHILDREN CENTRE,2179.08
City Development,R&M - Building Works,R&M Technical Support,5101088066,45267,A & B ENGINEERING (MSD) LTD,1845.32
Neighbourhoods,Library Materials (G,Library Materials,1906106268,45267,WATERSTONES BOOKSELLERS LTD,1822.36
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906106319,45267,ALL SAINTS’ CATHOLIC PRIMARY SCHOOL,1800
City Development,R&M - Building Works,R&M Technical Support,5101088046,45267,GERRARD BUILDING LTD,1735
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101087970,45267,COMPUTER CAB (LIVERPOOL) LTD,1680.62
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101087973,45267,COMPUTER CAB (LIVERPOOL) LTD,1641.34
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087987,45267,TRANSPORT SOLUTIONS GROUP UK LTD,1566.52
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087992,45267,SEAFORTH RADIO CARS LTD,1467.45
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101087937,45267,****REDACTED PERSONAL INFO****,1420
Children & Young Peo,Private Contractors,Agency & Contract Services,5101088041,45267,ALPHABIOLABORATORIES LEGAL LTD,1353.9
Neighbourhoods,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101088049,45267,DERAND LTD,1351.56
Neighbourhoods,Library Materials (G,Library Materials,1906106264,45267,ASKEWS AND HOLTS LIBRARY SERVICES L,1310.28
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101087979,45267,SEAFORTH RADIO CARS LTD,1283
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906106763,45267,MERSEYCARE JULIE ANN,1202.33
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906107616,45267,ADEX CARE LTD,1131.64
