Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821748,45050,BROTHERS OF CHARITY SERVICES MERSEY,792.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821740,45050,BROTHERS OF CHARITY SERVICES MERSEY,785.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821682,45050,BROTHERS OF CHARITY SERVICES MERSEY,785.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821331,45050,MENCAP,782.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821712,45050,BROTHERS OF CHARITY SERVICES MERSEY,782.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821362,45050,MENCAP,776.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820959,45050,L'ARCHE LIVERPOOL,769.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820971,45050,L'ARCHE LIVERPOOL,769.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820906,45050,LOCAL SOLUTIONS,767.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821334,45050,MENCAP,759.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821337,45050,MENCAP,759.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820979,45050,L'ARCHE LIVERPOOL,757.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821423,45050,THE FRANCES TAYLOR FOUNDATION LIVER,757.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821431,45050,THE FRANCES TAYLOR FOUNDATION LIVER,757.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821412,45050,THE FRANCES TAYLOR FOUNDATION LIVER,750.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821433,45050,THE FRANCES TAYLOR FOUNDATION LIVER,750.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821660,45050,OPTIONS FOR SUPPORTED LIVING,748.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821670,45050,BROTHERS OF CHARITY SERVICES MERSEY,743.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821715,45050,BROTHERS OF CHARITY SERVICES MERSEY,743.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821753,45050,BROTHERS OF CHARITY SERVICES MERSEY,743.31
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821356,45050,MENCAP,743.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821346,45050,MENCAP,743.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821700,45050,BROTHERS OF CHARITY SERVICES MERSEY,742.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821676,45050,BROTHERS OF CHARITY SERVICES MERSEY,735.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821193,45050,COOPER NOBLE CARE LTD,732.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821871,45050,NUGENT CARE - IDS PROJECT,727.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821252,45050,ASPIRATIONS CARE LTD,725.5
Neighbourhoods,Prof Services-Bought,Professional Fees,5101066134,45050,EXCLUSIVE FITNESS,725
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820970,45050,L'ARCHE LIVERPOOL,722.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820963,45050,L'ARCHE LIVERPOOL,722.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821403,45050,THE FRANCES TAYLOR FOUNDATION LIVER,721.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821723,45050,BROTHERS OF CHARITY SERVICES MERSEY,718.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821341,45050,MENCAP,718.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821726,45050,BROTHERS OF CHARITY SERVICES MERSEY,712.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821173,45050,HOMEBIRD CARE,710.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821687,45050,BROTHERS OF CHARITY SERVICES MERSEY,710.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821717,45050,BROTHERS OF CHARITY SERVICES MERSEY,710.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821610,45050,COMMUNITY INTEGRATED CARE,709.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821772,45050,WIRRAL AUTISTIC SOCIETY,709.59
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821651,45050,OPTIONS FOR SUPPORTED LIVING,708.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821716,45050,BROTHERS OF CHARITY SERVICES MERSEY,708.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821500,45050,NORTH WEST COMMUNITY SERVICES,708.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821413,45050,THE FRANCES TAYLOR FOUNDATION LIVER,707.2
Adult Services & Hea,Misc. Expenses - Gen,General Services Expenses,1905821946,45050,****REDACTED PERSONAL INFO****,701.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821259,45050,ACCOMPLISH GROUP LTD - BIRMINGHAM,698.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821178,45050,HOMEBIRD CARE,693.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821737,45050,BROTHERS OF CHARITY SERVICES MERSEY,693.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821691,45050,BROTHERS OF CHARITY SERVICES MERSEY,693.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821733,45050,BROTHERS OF CHARITY SERVICES MERSEY,693.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821339,45050,MENCAP,692.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821177,45050,HOMEBIRD CARE,690.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821022,45050,RICHMOND FELLOWSHIP,688.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820980,45050,L'ARCHE LIVERPOOL,688.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821348,45050,MENCAP,686.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821414,45050,THE FRANCES TAYLOR FOUNDATION LIVER,686.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821738,45050,BROTHERS OF CHARITY SERVICES MERSEY,676.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821553,45050,COMMUNITY INTEGRATED CARE,676.58
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820984,45050,L'ARCHE LIVERPOOL,673.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821140,45050,POTENSIAL LIMITED T/A POTENS,673.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821347,45050,MENCAP,673.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821350,45050,MENCAP,673.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821434,45050,THE FRANCES TAYLOR FOUNDATION LIVER,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821360,45050,MENCAP,659.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821556,45050,COMMUNITY INTEGRATED CARE,659.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821727,45050,BROTHERS OF CHARITY SERVICES MERSEY,658.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821304,45050,AFFINITY SUPPORTING PEOPLE LTD,658.94
Children & Young Peo,Private Contractors,Agency & Contract Services,5101066163,45050,ADVO (SELF EMPLOYED),658.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821169,45050,HOMEBIRD CARE,657.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820973,45050,L'ARCHE LIVERPOOL,655.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821149,45050,GRACEFIELD HEALTH CARE LTD,654.45
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821692,45050,BROTHERS OF CHARITY SERVICES MERSEY,650.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821065,45050,JUST ONE RECRUITMENT,650.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821646,45050,OPTIONS FOR SUPPORTED LIVING,648.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821358,45050,MENCAP,644.74
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821672,45050,BROTHERS OF CHARITY SERVICES MERSEY,643.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821707,45050,BROTHERS OF CHARITY SERVICES MERSEY,643.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821731,45050,BROTHERS OF CHARITY SERVICES MERSEY,643.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821543,45050,NORTH WEST COMMUNITY SERVICES,643.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821681,45050,BROTHERS OF CHARITY SERVICES MERSEY,643.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821249,45050,ASPIRATIONS CARE LTD,642.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821143,45050,POTENSIAL LIMITED T/A POTENS,640.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821162,45050,HOMEBIRD CARE,640.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821706,45050,BROTHERS OF CHARITY SERVICES MERSEY,640.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821144,45050,POTENSIAL LIMITED T/A POTENS,640.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820849,45050,IMAGINE,632.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821839,45050,AUTISM INITIATIVES,632.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820832,45050,IMAGINE,624
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821813,45050,AUTISM INITIATIVES,624
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821415,45050,THE FRANCES TAYLOR FOUNDATION LIVER,621.17
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821299,45050,SOLUTIONS IN SERVICE LTD,617.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821306,45050,AFFINITY SUPPORTING PEOPLE LTD,615.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820841,45050,IMAGINE,615.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821862,45050,NUGENT CARE - IDS PROJECT,615.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821870,45050,NUGENT CARE - IDS PROJECT,615.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821514,45050,NORTH WEST COMMUNITY SERVICES,610.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821491,45050,NORTH WEST COMMUNITY SERVICES,609.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821878,45050,LEONARD CHESHIRE NORTH WEST,607.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821409,45050,THE FRANCES TAYLOR FOUNDATION LIVER,607.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821427,45050,THE FRANCES TAYLOR FOUNDATION LIVER,607.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821421,45050,THE FRANCES TAYLOR FOUNDATION LIVER,602.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821061,45050,JUST ONE RECRUITMENT,600.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821066,45050,JUST ONE RECRUITMENT,600.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821062,45050,JUST ONE RECRUITMENT,600.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820958,45050,L'ARCHE LIVERPOOL,599.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821343,45050,MENCAP,599.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821040,45050,RICHMOND FELLOWSHIP,598.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821679,45050,BROTHERS OF CHARITY SERVICES MERSEY,598.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821399,45050,THE FRANCES TAYLOR FOUNDATION LIVER,597.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821330,45050,MENCAP,597.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821271,45050,ACCOMPLISH GROUP LTD - BIRMINGHAM,594.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821283,45050,ACCOMPLISH GROUP LTD - BIRMINGHAM,594.88
Children & Young Peo,Private Contractors,Agency & Contract Services,5101066164,45050,ADVO (SELF EMPLOYED),591.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821139,45050,POTENSIAL LIMITED T/A POTENS,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821882,45050,LEONARD CHESHIRE NORTH WEST,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820950,45050,MERSEYCARE JULIE ANN,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821770,45050,WIRRAL AUTISTIC SOCIETY,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821771,45050,WIRRAL AUTISTIC SOCIETY,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821876,45050,NUGENT CARE - IDS PROJECT,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821303,45050,AFFINITY SUPPORTING PEOPLE LTD,575.74
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820839,45050,IMAGINE,574.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821420,45050,THE FRANCES TAYLOR FOUNDATION LIVER,574.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821424,45050,THE FRANCES TAYLOR FOUNDATION LIVER,574.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821426,45050,THE FRANCES TAYLOR FOUNDATION LIVER,574.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820788,45050,****REDACTED PERSONAL INFO****,570
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066147,45050,SEAFORTH RADIO CARS LTD,568.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821699,45050,BROTHERS OF CHARITY SERVICES MERSEY,567.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821060,45050,JUST ONE RECRUITMENT,567.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820825,45050,IMAGINE,565.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821587,45050,COMMUNITY INTEGRATED CARE,565.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821305,45050,AFFINITY SUPPORTING PEOPLE LTD,559.27
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820869,45050,IMAGINE,559.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821137,45050,POTENSIAL LIMITED T/A POTENS,557.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821291,45050,ACCOMPLISH GROUP LTD - BIRMINGHAM,557.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821702,45050,BROTHERS OF CHARITY SERVICES MERSEY,557.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821276,45050,ACCOMPLISH GROUP LTD - BIRMINGHAM,557.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821048,45050,RICHMOND FELLOWSHIP,555.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821367,45050,PSS UK,555
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821068,45050,JUST ONE RECRUITMENT,554.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821058,45050,JUST ONE RECRUITMENT,554.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821227,45050,COOPER NOBLE CARE LTD,554.11
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821125,45050,BEDSPACE RESOURCE LTD,550
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820896,45050,LOCAL SOLUTIONS,549.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821653,45050,OPTIONS FOR SUPPORTED LIVING,549.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821406,45050,THE FRANCES TAYLOR FOUNDATION LIVER,545.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821407,45050,THE FRANCES TAYLOR FOUNDATION LIVER,545.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821338,45050,MENCAP,544.13
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821174,45050,HOMEBIRD CARE,543.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821595,45050,COMMUNITY INTEGRATED CARE,543.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821611,45050,COMMUNITY INTEGRATED CARE,543.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821669,45050,BROTHERS OF CHARITY SERVICES MERSEY,543.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821673,45050,BROTHERS OF CHARITY SERVICES MERSEY,543.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821359,45050,MENCAP,543.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821559,45050,COMMUNITY INTEGRATED CARE,543.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821436,45050,UNITED RESPONSE SERVICES LTD,542.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821352,45050,MENCAP,540.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821316,45050,BEST CARE LIVERPOOL LTD,540
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821176,45050,HOMEBIRD CARE,538.47
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101066204,45050,FURNITURE RESOURCE CENTRE LTD,538.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821418,45050,THE FRANCES TAYLOR FOUNDATION LIVER,537.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821054,45050,JUST ONE RECRUITMENT,534.14
Neighbourhoods,Environmental Servs.,R & M Private Contractors,1905822034,45050,Belle Vale JFL,530
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820982,45050,L'ARCHE LIVERPOOL,527.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821167,45050,HOMEBIRD CARE,524.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821221,45050,COOPER NOBLE CARE LTD,524.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821656,45050,OPTIONS FOR SUPPORTED LIVING,524.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821073,45050,JUST ONE RECRUITMENT,521.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821308,45050,AFFINITY SUPPORTING PEOPLE LTD,515.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821613,45050,COMMUNITY INTEGRATED CARE,511.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821166,45050,HOMEBIRD CARE,507.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821344,45050,MENCAP,507.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820983,45050,L'ARCHE LIVERPOOL,507.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905820806,45050,IMAGINE,504.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821417,45050,THE FRANCES TAYLOR FOUNDATION LIVER,500.53
City Development,Maint.& Bldg Works (,R & M Private Contractors,5101066187,45050,JUNGHEINRICH UK LTD,-994.8
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066188,45050,LIVERPOOL COMMUNITY TRANSPORT,-3465
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905821602,45050,COMMUNITY INTEGRATED CARE,-24475.9
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066312,45051,COMPUTER CAB (LIVERPOOL) LTD,29837.75
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066218,45051,LIVERPOOL COMMUNITY TRANSPORT,17685
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101066279,45051,SCHOOL IMPROVEMENT LIVERPOOL LTD,12132
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066216,45051,KNOWSLEY TRAVEL LTD,12097.44
Capital Regen,Capital Regen,Main contract,5101066250,45051,KEYWEST PARTNERSHIP LTD,10878.5
Capital Regen,Capital Regen,Misc- General,5101066238,45051,HUYTON ASPHALT CIVILS LTD,10524.5
City Development,Events,General Services Expenses,1905826389,45051,A.S.E.T.S (U.K.) Ltd,9390
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822422,45051,MERSEYCARE JULIE ANN,9094.94
City Development,Non Employ Prof Fees,Professional Fees,5101066322,45051,CUSHMAN & WAKEFIELD DEBENHAM,8909.01
City Development,Events,General Services Expenses,1905826388,45051,CBRE Ltd,8753.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822036,45051,****REDACTED PERSONAL INFO****,8642
Neighbourhoods,Private Contractors,Agency & Contract Services,1905826407,45051,XACT,7808.67
Finance & Resources,Money Brokers (Gener,Professional Fees,1905826408,45051,BGC BROKERS LP,5063.01
City Development,Events,General Services Expenses,1905826392,45051,Barnacle Liverpool Ltd,5000
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066310,45051,C & A (LIVERPOOL) t/a CENTRAL RADIO,4452
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822590,45051,COMFORT CALL LTD,4351.17
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823846,45051,HOMECARERS (LIVERPOOL) LTD,3844.04
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101066243,45051,AMEY OW LTD,3320.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823691,45051,CRG HOMECARE LTD,3263.09
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066313,45051,KNOWSLEY BLACK KABS,3169.4
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101066277,45051,ADHD FOUNDATION,3166
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101066217,45051,KNOWSLEY TRAVEL LTD,3146.4
City Development,Events,General Services Expenses,1905826386,45051,****REDACTED PERSONAL INFO****,3000
Children & Young Peo,Private Contractors,Agency & Contract Services,5101066325,45051,ACTIVE 8 SUPPORT SERVICES,2528.57
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101066242,45051,J MAGUIRE TRAVEL,2240
Children & Young Peo,Private Contractors,Agency & Contract Services,5101066326,45051,ACTIVE 8 SUPPORT SERVICES,2185.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822421,45051,MERSEYCARE JULIE ANN,2096.49
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101066304,45051,SCHOOL IMPROVEMENT LIVERPOOL LTD,1993.5
Children & Young Peo,Private Contractors,Agency & Contract Services,5101066323,45051,ACTIVE 8 SUPPORT SERVICES,1928.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822591,45051,COMFORT CALL LTD,1911.95
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101066324,45051,SCHOOL IMPROVEMENT LIVERPOOL LTD,1854
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823845,45051,HOMECARERS (LIVERPOOL) LTD,1362.02
Neighbourhoods,Library Materials (G,Library Materials,1905826428,45051,OVERDRIVE INC,1258.49
Neighbourhoods,Library Materials (G,Library Materials,1905826447,45051,ASKEWS AND HOLTS LIBRARY SERVICES L,1195.99
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824005,45051,HOMECARERS (LIVERPOOL) LTD,1129.5
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101066300,45051,OPTIMA HEALTH & SOCIAL CARE LTD,1101.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824006,45051,HOMECARERS (LIVERPOOL) LTD,1008
Neighbourhoods,Library Materials (G,Library Materials,1905826449,45051,ASKEWS AND HOLTS LIBRARY SERVICES L,870.69
City Development,Catering Equip.(Gen),Catering,1905826477,45051,CULLIGAN (UK) LTD,853.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822439,45051,MERSEYCARE JULIE ANN,809.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822466,45051,MERSEYCARE JULIE ANN,809.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824401,45051,HOMECARERS (LIVERPOOL) LTD,778.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824242,45051,HOMECARERS (LIVERPOOL) LTD,760.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822967,45051,BE CARING LTD,756
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824243,45051,HOMECARERS (LIVERPOOL) LTD,720
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823919,45051,HOMECARERS (LIVERPOOL) LTD,702
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824162,45051,HOMECARERS (LIVERPOOL) LTD,697.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824479,45051,HOMECARERS (LIVERPOOL) LTD,693
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101066230,45051,J & J MAINTENANCE SERVICES,675
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824415,45051,HOMECARERS (LIVERPOOL) LTD,670.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824521,45051,HOMECARERS (LIVERPOOL) LTD,666
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823899,45051,HOMECARERS (LIVERPOOL) LTD,666
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824634,45051,HOMECARERS (LIVERPOOL) LTD,657
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824074,45051,HOMECARERS (LIVERPOOL) LTD,648
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823939,45051,HOMECARERS (LIVERPOOL) LTD,648
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824270,45051,HOMECARERS (LIVERPOOL) LTD,639
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824334,45051,HOMECARERS (LIVERPOOL) LTD,639
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824635,45051,HOMECARERS (LIVERPOOL) LTD,639
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824360,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824361,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823878,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823925,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824047,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824272,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905824480,45051,HOMECARERS (LIVERPOOL) LTD,634.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905822816,45051,NEW DAY CARE LIMITED,630
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823389,45051,RAINBOW CARE SOLUTIONS LTD,630
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823445,45051,BEST CARE LIVERPOOL LTD,630
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905823453,45051,BEST CARE LIVERPOOL LTD,630
