Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
City Development,Agency Admin/Cleric,Professional,1906053152,45225,MATRIX SCM LTD,749.77
City Development,Agency Admin/Cleric,Professional,1906053153,45225,MATRIX SCM LTD,678.86
City Development,Agency Admin/Cleric,Professional,1906053154,45225,MATRIX SCM LTD,578.88
City Development,Agency Admin/Cleric,Professional,1906053157,45225,MATRIX SCM LTD,704.9
Neighbourhoods,Agency Admin/Cleric,Professional,1906052905,45225,MATRIX SCM LTD,1099.78
Neighbourhoods,Agency Admin/Cleric,Professional,1906053047,45225,MATRIX SCM LTD,1832.95
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101083722,45225,JEEVES INTERNATIONAL BADGE DIVISION,628.5
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101083722,45225,JEEVES INTERNATIONAL BADGE DIVISION,280
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053170,45225,MATRIX SCM LTD,1778.04
City Development,Agency Admin/Cleric,Professional,1906052931,45225,MATRIX SCM LTD,1662.78
City Development,Agency Admin/Cleric,Professional,1906053036,45225,MATRIX SCM LTD,1628
City Development,Agency Admin/Cleric,Professional,1906053050,45225,MATRIX SCM LTD,1320
City Development,Agency Admin/Cleric,Professional,1906052901,45225,MATRIX SCM LTD,867.41
City Development,Agency Admin/Cleric,Professional,1906053081,45225,MATRIX SCM LTD,764.96
City Development,Events,General Services Expenses,5101083788,45225,PV HOTEL SPV LTD,1014.58
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101083735,45225,LIVERPOOL STREETSCENE SERVICES LIMI,660
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101083732,45225,LIVERPOOL STREETSCENE SERVICES LIMI,1800
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101083734,45225,LIVERPOOL STREETSCENE SERVICES LIMI,650
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101083791,45225,RSM AIR CONDITIONING & REFRIGERATIO,6778
Neighbourhoods,Prof Services-Bought,Professional Fees,5101083778,45225,EXCLUSIVE FITNESS,550
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052952,45225,MATRIX SCM LTD,1327
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052954,45225,MATRIX SCM LTD,1307.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052917,45225,MATRIX SCM LTD,686
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053053,45225,MATRIX SCM LTD,784
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053176,45225,MATRIX SCM LTD,686
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053183,45225,MATRIX SCM LTD,686
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052939,45225,MATRIX SCM LTD,1668.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052976,45225,MATRIX SCM LTD,1319.44
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053005,45225,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053024,45225,MATRIX SCM LTD,915.6
Adult Services & Hea,R&M - Building Works,R&M Technical Support,5101083739,45225,RETRO LOVE DELUXE,950
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053051,45225,MATRIX SCM LTD,1045.26
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052940,45225,MATRIX SCM LTD,5060.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906052918,45225,MATRIX SCM LTD,1608.35
Children & Young Peo,Agency Admin/Cleric,Professional,1906053037,45225,MATRIX SCM LTD,1609.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906053063,45225,MATRIX SCM LTD,1585.08
Children & Young Peo,Agency Admin/Cleric,Professional,1906053168,45225,MATRIX SCM LTD,1632.75
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101083777,45225,ORAL HEALTH FOUNDATION,817.98
Children & Young Peo,Agency Admin/Cleric,Professional,1906052985,45225,MATRIX SCM LTD,796.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906052943,45225,MATRIX SCM LTD,1236.76
Children & Young Peo,Agency Admin/Cleric,Professional,1906052967,45225,MATRIX SCM LTD,1397.84
Children & Young Peo,Agency Admin/Cleric,Professional,1906053002,45225,MATRIX SCM LTD,1409.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906053015,45225,MATRIX SCM LTD,1737.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906052888,45225,MATRIX SCM LTD,1476.48
Children & Young Peo,Agency Admin/Cleric,Professional,1906052891,45225,MATRIX SCM LTD,1291.92
Children & Young Peo,Agency Admin/Cleric,Professional,1906052941,45225,MATRIX SCM LTD,1353.92
Children & Young Peo,Agency Admin/Cleric,Professional,1906053003,45225,MATRIX SCM LTD,1614.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906052978,45225,MATRIX SCM LTD,1187.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906053019,45225,MATRIX SCM LTD,1509.54
Children & Young Peo,Agency Admin/Cleric,Professional,1906053032,45225,MATRIX SCM LTD,1247.02
Children & Young Peo,Agency Admin/Cleric,Professional,1906053048,45225,MATRIX SCM LTD,1664.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906053092,45225,MATRIX SCM LTD,690.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906053163,45225,MATRIX SCM LTD,577.98
Children & Young Peo,Agency Admin/Cleric,Professional,1906053186,45225,MATRIX SCM LTD,664.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906053192,45225,MATRIX SCM LTD,520.72
Children & Young Peo,Agency Admin/Cleric,Professional,1906053193,45225,MATRIX SCM LTD,665.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906052889,45225,MATRIX SCM LTD,2449.96
Children & Young Peo,Agency Admin/Cleric,Professional,1906052890,45225,MATRIX SCM LTD,1686.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906052892,45225,MATRIX SCM LTD,3577.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906052896,45225,MATRIX SCM LTD,1970.62
Children & Young Peo,Agency Admin/Cleric,Professional,1906052906,45225,MATRIX SCM LTD,2140.08
Children & Young Peo,Agency Admin/Cleric,Professional,1906052907,45225,MATRIX SCM LTD,2021.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906052910,45225,MATRIX SCM LTD,2087
Children & Young Peo,Agency Admin/Cleric,Professional,1906052913,45225,MATRIX SCM LTD,2203.32
Children & Young Peo,Agency Admin/Cleric,Professional,1906052914,45225,MATRIX SCM LTD,2068.67
Children & Young Peo,Agency Admin/Cleric,Professional,1906052919,45225,MATRIX SCM LTD,1634.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906052920,45225,MATRIX SCM LTD,1965.44
Children & Young Peo,Agency Admin/Cleric,Professional,1906052921,45225,MATRIX SCM LTD,2137.84
Children & Young Peo,Agency Admin/Cleric,Professional,1906052924,45225,MATRIX SCM LTD,1992.64
Children & Young Peo,Agency Admin/Cleric,Professional,1906052934,45225,MATRIX SCM LTD,1393.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906052935,45225,MATRIX SCM LTD,2021.82
Children & Young Peo,Agency Admin/Cleric,Professional,1906052949,45225,MATRIX SCM LTD,1614.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906052968,45225,MATRIX SCM LTD,3577.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906052971,45225,MATRIX SCM LTD,1686.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906052990,45225,MATRIX SCM LTD,2816.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906052992,45225,MATRIX SCM LTD,3577.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906053010,45225,MATRIX SCM LTD,1884.77
Children & Young Peo,Agency Admin/Cleric,Professional,1906053011,45225,MATRIX SCM LTD,2362.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906053012,45225,MATRIX SCM LTD,1581.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906053020,45225,MATRIX SCM LTD,1782.8
Children & Young Peo,Agency Admin/Cleric,Professional,1906053035,45225,MATRIX SCM LTD,2397.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906053045,45225,MATRIX SCM LTD,1607.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906053062,45225,MATRIX SCM LTD,2147.28
Children & Young Peo,Agency Admin/Cleric,Professional,1906053066,45225,MATRIX SCM LTD,2003.07
Children & Young Peo,Agency Admin/Cleric,Professional,1906053069,45225,MATRIX SCM LTD,2012
Children & Young Peo,Agency Admin/Cleric,Professional,1906053070,45225,MATRIX SCM LTD,1478.72
Children & Young Peo,Agency Admin/Cleric,Professional,1906053085,45225,MATRIX SCM LTD,1983.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906053095,45225,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906053100,45225,MATRIX SCM LTD,1793.05
Children & Young Peo,Agency Admin/Cleric,Professional,1906053103,45225,MATRIX SCM LTD,2002
Children & Young Peo,Agency Admin/Cleric,Professional,1906053109,45225,MATRIX SCM LTD,744.52
Children & Young Peo,Agency Admin/Cleric,Professional,1906053122,45225,MATRIX SCM LTD,1451.52
Children & Young Peo,Agency Admin/Cleric,Professional,1906053161,45225,MATRIX SCM LTD,2694.35
Children & Young Peo,Agency Admin/Cleric,Professional,1906053162,45225,MATRIX SCM LTD,799.05
Children & Young Peo,Agency Admin/Cleric,Professional,1906053164,45225,MATRIX SCM LTD,1417.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906053165,45225,MATRIX SCM LTD,680.91
Children & Young Peo,Agency Admin/Cleric,Professional,1906053169,45225,MATRIX SCM LTD,1592.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906053175,45225,MATRIX SCM LTD,2061.92
Children & Young Peo,Agency Admin/Cleric,Professional,1906053178,45225,MATRIX SCM LTD,818.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906053179,45225,MATRIX SCM LTD,570.61
Children & Young Peo,Agency Admin/Cleric,Professional,1906053187,45225,MATRIX SCM LTD,2027.72
Children & Young Peo,Agency Admin/Cleric,Professional,1906053194,45225,MATRIX SCM LTD,1320.59
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101083756,45225,BLISS RECRUITMENT LTD (QUBA SOLUTIO,10956
Children & Young Peo,Agency Admin/Cleric,Professional,1906052911,45225,MATRIX SCM LTD,1598.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906053184,45225,MATRIX SCM LTD,1598.55
Children & Young Peo,Private Contractors,Agency & Contract Services,5101083780,45225,ADVANCED CCA - CHORLEY,1836
Children & Young Peo,Agency Admin/Cleric,Professional,1906052903,45225,MATRIX SCM LTD,2117.7
Children & Young Peo,Training (General),Indirect Employee Expenses,5101083712,45225,PROTECTING RIGHTS IN A CARING,2125.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906052884,45225,MATRIX SCM LTD,547.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906052885,45225,MATRIX SCM LTD,674.88
Children & Young Peo,Agency Admin/Cleric,Professional,1906052894,45225,MATRIX SCM LTD,638.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906052916,45225,MATRIX SCM LTD,1077.35
Children & Young Peo,Agency Admin/Cleric,Professional,1906052922,45225,MATRIX SCM LTD,951.45
Children & Young Peo,Agency Admin/Cleric,Professional,1906053086,45225,MATRIX SCM LTD,563.32
Children & Young Peo,Agency Admin/Cleric,Professional,1906053111,45225,MATRIX SCM LTD,850.65
Children & Young Peo,Agency Admin/Cleric,Professional,1906052927,45225,MATRIX SCM LTD,1538.13
Children & Young Peo,Agency Admin/Cleric,Professional,1906053160,45225,MATRIX SCM LTD,1538.13
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052995,45225,MATRIX SCM LTD,1201.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052909,45225,MATRIX SCM LTD,904.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052923,45225,MATRIX SCM LTD,756
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052930,45225,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052947,45225,MATRIX SCM LTD,1666.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052951,45225,MATRIX SCM LTD,1668.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052953,45225,MATRIX SCM LTD,923.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053000,45225,MATRIX SCM LTD,1295.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053001,45225,MATRIX SCM LTD,1330.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053016,45225,MATRIX SCM LTD,761.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053088,45225,MATRIX SCM LTD,1361.26
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053106,45225,MATRIX SCM LTD,904.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053171,45225,MATRIX SCM LTD,1670.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052929,45225,MATRIX SCM LTD,1295
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052989,45225,MATRIX SCM LTD,1666.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052998,45225,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052999,45225,MATRIX SCM LTD,1283.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053006,45225,MATRIX SCM LTD,1290.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053078,45225,MATRIX SCM LTD,1314.32
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053110,45225,MATRIX SCM LTD,1307.61
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053145,45225,MATRIX SCM LTD,785.88
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053172,45225,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052932,45225,MATRIX SCM LTD,1255.91
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052963,45225,MATRIX SCM LTD,1661.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052965,45225,MATRIX SCM LTD,1225.02
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052975,45225,MATRIX SCM LTD,1337.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052984,45225,MATRIX SCM LTD,1048.88
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053022,45225,MATRIX SCM LTD,1385.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053067,45225,MATRIX SCM LTD,1192.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053189,45225,MATRIX SCM LTD,1660.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052893,45225,MATRIX SCM LTD,1681.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052942,45225,MATRIX SCM LTD,1006.74
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052948,45225,MATRIX SCM LTD,1317.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052974,45225,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052996,45225,MATRIX SCM LTD,1650.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053023,45225,MATRIX SCM LTD,1086.44
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053026,45225,MATRIX SCM LTD,1658.02
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053144,45225,MATRIX SCM LTD,1649.82
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053177,45225,MATRIX SCM LTD,923.65
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052895,45225,MATRIX SCM LTD,516.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052944,45225,MATRIX SCM LTD,1408.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052950,45225,MATRIX SCM LTD,522.72
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052956,45225,MATRIX SCM LTD,557.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052957,45225,MATRIX SCM LTD,557.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053008,45225,MATRIX SCM LTD,1736.78
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053049,45225,MATRIX SCM LTD,516.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053117,45225,MATRIX SCM LTD,1314.88
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053166,45225,MATRIX SCM LTD,1696.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053167,45225,MATRIX SCM LTD,1105.65
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053071,45225,MATRIX SCM LTD,904.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053054,45225,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053093,45225,MATRIX SCM LTD,688.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053127,45225,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052973,45225,MATRIX SCM LTD,840.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052997,45225,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053046,45225,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053072,45225,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053073,45225,MATRIX SCM LTD,941.36
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053097,45225,MATRIX SCM LTD,803.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053098,45225,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053104,45225,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053107,45225,MATRIX SCM LTD,803.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906052970,45225,MATRIX SCM LTD,1327.56
Children & Young Peo,Agency Admin/Cleric,Professional,1906052977,45225,MATRIX SCM LTD,1440.75
Children & Young Peo,Agency Admin/Cleric,Professional,1906052979,45225,MATRIX SCM LTD,1427.44
Children & Young Peo,Agency Admin/Cleric,Professional,1906052937,45225,MATRIX SCM LTD,1370.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906053195,45225,MATRIX SCM LTD,1426.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906053090,45225,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906053058,45225,MATRIX SCM LTD,1465.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906053190,45225,MATRIX SCM LTD,822.78
Children & Young Peo,Agency Admin/Cleric,Professional,1906053191,45225,MATRIX SCM LTD,822.78
Children & Young Peo,Agency Admin/Cleric,Professional,1906052938,45225,MATRIX SCM LTD,1797.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906052912,45225,MATRIX SCM LTD,615.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906052928,45225,MATRIX SCM LTD,1610.37
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053188,45225,MATRIX SCM LTD,4158.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053159,45225,MATRIX SCM LTD,810.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052945,45225,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906052993,45225,MATRIX SCM LTD,1232.19
Adult Services & Hea,Agency Admin/Cleric,Professional,1906053013,45225,MATRIX SCM LTD,1642.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906053185,45225,MATRIX SCM LTD,1722
Neighbourhoods,Agency Admin/Cleric,Professional,1906053042,45225,MATRIX SCM LTD,595.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906053059,45225,MATRIX SCM LTD,550.2
Neighbourhoods,Agency Admin/Cleric,Professional,1906053091,45225,MATRIX SCM LTD,595.35
Finance & Resources,Consultancy,Professional Fees,5101083797,45225,HAYS SPECIALIST RECRUITMENT LTD,2950
Finance & Resources,Misc. Expenses - Gen,General Services Expenses,1906049807,45225,PENNA PLC,22066
City Development,Agency Admin/Cleric,Professional,1906052972,45225,MATRIX SCM LTD,1804.15
City Development,R&M - Environ Works,R&M Technical Support,5101083714,45225,JOHN ADDLEY LTD,2800
City Law & Governanc,Agency Admin/Cleric,Professional,1906052899,45225,MATRIX SCM LTD,2601.55
City Law & Governanc,Agency Admin/Cleric,Professional,1906052908,45225,MATRIX SCM LTD,2603.65
City Law & Governanc,Agency Admin/Cleric,Professional,1906053033,45225,MATRIX SCM LTD,2601.57
City Law & Governanc,Agency Admin/Cleric,Professional,1906053113,45225,MATRIX SCM LTD,2603.65
City Law & Governanc,Agency Admin/Cleric,Professional,1906053174,45225,MATRIX SCM LTD,1415.4
Strategy & Change Di,Agency Admin/Cleric,Professional,1906052897,45225,MATRIX SCM LTD,1023.05
Strategy & Change Di,Agency Admin/Cleric,Professional,1906053018,45225,MATRIX SCM LTD,1023.05
Strategy & Change Di,Software (General),Computing,5101083786,45225,BYTES SOFTWARE SERVICES,3577.8
Strategy & Change Di,Agency Admin/Cleric,Professional,1906052987,45225,MATRIX SCM LTD,579.51
Strategy & Change Di,Agency Admin/Cleric,Professional,1906053083,45225,MATRIX SCM LTD,1640.55
Strategy & Change Di,Agency Admin/Cleric,Professional,1906053102,45225,MATRIX SCM LTD,1640.55
City Law & Governanc,Agency Admin/Cleric,Professional,1906052904,45225,MATRIX SCM LTD,820.4
City Law & Governanc,Agency Admin/Cleric,Professional,1906053055,45225,MATRIX SCM LTD,1025.5
City Law & Governanc,Agency Admin/Cleric,Professional,1906053056,45225,MATRIX SCM LTD,2189.76
City Law & Governanc,Agency Admin/Cleric,Professional,1906053065,45225,MATRIX SCM LTD,2024.65
Capital Education,Capital Education,Main contract,1906053380,45226,SEDDON CONSTRUCTION LTD,316038.32
Capital Education,Capital Education,Main contract,1906053379,45226,SEDDON CONSTRUCTION LTD,487401.15
Capital Education,Capital Education,Main contract,1906053360,45226,KIMPTON LTD,101816.09
Capital Regen,Capital Regen,Fees,5101083936,45226,NATIONAL HOUSE BUILDING COUNCIL,3675
Neighbourhoods,Private Contractors,Agency & Contract Services,5101083901,45226,LIVERPOOL STREETSCENE SERVICES LIMI,831.73
Neighbourhoods,Agency Admin/Cleric,Professional,5101083930,45226,NEWTRALITY LTD,3750
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083863,45226,PRUDENTIA EDUCATION,2167.66
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083864,45226,PRUDENTIA EDUCATION,1513.16
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083865,45226,PRUDENTIA EDUCATION,1521.3
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083866,45226,PRUDENTIA EDUCATION,2389.2
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083867,45226,PRUDENTIA EDUCATION,2640
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083868,45226,PRUDENTIA EDUCATION,2985.4
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083869,45226,PRUDENTIA EDUCATION,2409.44
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083870,45226,PRUDENTIA EDUCATION,2819.08
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083871,45226,PRUDENTIA EDUCATION,2594.24
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083872,45226,PRUDENTIA EDUCATION,3649.8
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083873,45226,PRUDENTIA EDUCATION,1955.8
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083874,45226,PRUDENTIA EDUCATION,3216.62
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101083935,45226,PRUDENTIA EDUCATION,8663.6
Children & Young Peo,Private Contractors,Agency & Contract Services,5101083828,45226,MERSEYTRAVEL,700.4
Children & Young Peo,Private Contractors,Agency & Contract Services,5101083845,45226,MERSEYTRAVEL,700.4
City Development,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101083837,45226,IDENTIFICATION SYSTEMS UK LTD,915
City Development,Misc. Expenses - Gen,General Services Expenses,1906053377,45226,THRIVE CHILDCARE AND EDUCATION LTD,748.76
City Development,R&M - Building Works,R&M Technical Support,5101083916,45226,MIKE CAMPBELL ELECTRICAL SERVICES L,1615
City Development,R&M - Building Works,R&M Technical Support,5101083934,45226,GERRARD BUILDING LTD,945
City Development,R&M - Environ Works,R&M Technical Support,5101083836,45226,LIVERPOOL STREETSCENE SERVICES LIMI,5249.32
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101083839,45226,UMBRELLA COMPANY LTD,1723.15
City Development,"Misc Supp, Tool, Equ",General Supplies,5101083895,45226,SOUTHAMPTON CARGO HANDLING LTD,5745.25
City Development,"Misc Supp, Tool, Equ",General Supplies,5101083896,45226,SOUTHAMPTON CARGO HANDLING LTD,1746
City Development,"Misc Supp, Tool, Equ",General Supplies,5101083914,45226,DIRECT GLOBAL TRADING LTD,1165.5
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101083907,45226,LIVERPOOL STREETSCENE SERVICES LIMI,6250
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101083908,45226,LIVERPOOL STREETSCENE SERVICES LIMI,6250
Adult Services & Hea,Other Accounts (Gene,Agency & Contract Services,1906053403,45226,LIVERPOOL JOHN MOORES UNIVERSITY,6642
Adult Services & Hea,Other Accounts (Gene,Agency & Contract Services,1906053406,45226,BROWNLOW HEALTH,6995.67
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053404,45226,WE ARE WITH YOU - FORMERLY ADDACTIO,334048.63
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053407,45226,THE BIG ISSUE IN THE NORTH TRUST,9993.92
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053408,45226,THE FORWARD TRUST,43200
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053411,45226,PSS UK,36854
Adult Services & Hea,Other Accounts (Gene,Agency & Contract Services,1906053405,45226,LIVERPOOL UNIVERSITY HOSPITALS NHS,527694.1
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053409,45226,BHA FOR EQUALITY,16166.67
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1906053410,45226,CITY HEALTH CARE PARTNERSHIP CIC,35833.33
City Development,Travelling Expenses,Use of Public Transport,1906053353,45226,****REDACTED PERSONAL INFO****,789.88
City Development,Events,General Services Expenses,5101083840,45226,ADLIB AUDIO LTD,8755
Neighbourhoods,IT Equip&Comm-Purch,Computing,5101083899,45226,NORTHWEST RADIO COMMUNICATIONS,845
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101083829,45226,MERSEYTRAVEL,948
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906054032,45226,PSS UK,676.37
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1906053254,45226,FIVE CHILDREN AND FAMILIES TRUST LT,960.49
Children & Young Peo,Gifts To Emplyees (G,Indirect Employee Expenses,5101083846,45226,HIGH STREET VOUCHERS LTD T/A PARK R,760
Children & Young Peo,Gifts To Emplyees (G,Indirect Employee Expenses,5101083847,45226,HIGH STREET VOUCHERS LTD T/A PARK R,810
Children & Young Peo,Gifts To Emplyees (G,Indirect Employee Expenses,5101083848,45226,HIGH STREET VOUCHERS LTD T/A PARK R,1510
