Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906065944,45237,ST HELENS & KNOWSLEY CARING ASSOC L,2624.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906065949,45237,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906065950,45237,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906065951,45237,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906065953,45237,REGENCY INVESTMENTS LTD,2555.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063940,45237,NUGENT CARE - ST JOSEPHS,6456.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063941,45237,NUGENT CARE - ST JOSEPHS,6503.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063944,45237,PARK GROVE CARE HOME,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063945,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063947,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063948,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063949,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063951,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063953,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063954,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063955,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063959,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063960,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063961,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063962,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063963,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063964,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063967,45237,WOOLTON GRANGE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063969,45237,WOOLTON GRANGE NURSING HOME,1815.29
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063970,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063973,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063977,45237,WOOLTON GRANGE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063980,45237,WOODEND CARE HOME,3400
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063981,45237,SANDROCK NURSING HOME,1020.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063984,45237,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063985,45237,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063988,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063989,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063991,45237,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063992,45237,GARDEN LODGE CARE CENTRE,1287.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063994,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063995,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063996,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906063998,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064000,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064002,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064003,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064005,45237,GARDEN LODGE CARE CENTRE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064008,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064011,45237,GARDEN LODGE CARE CENTRE,2675.17
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064014,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064016,45237,GARDEN LODGE CARE CENTRE,2269.11
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064018,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064019,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064020,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064021,45237,GARDEN LODGE CARE CENTRE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064026,45237,WOODLANDS RESIDENTIAL CARE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064028,45237,WOODLANDS RESIDENTIAL CARE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064029,45237,WOODLANDS RESIDENTIAL CARE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064030,45237,WOODLANDS RESIDENTIAL CARE,2621.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064031,45237,WOODLANDS RESIDENTIAL CARE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064032,45237,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064033,45237,WOODLANDS RESIDENTIAL CARE,2621.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064035,45237,WOODLANDS RESIDENTIAL CARE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064041,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064042,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064043,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064044,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064046,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064047,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064048,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064049,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064050,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064051,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064052,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064053,45237,HC–ONE LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064054,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064055,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064056,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064058,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064059,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064060,45237,HC–ONE LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064061,45237,HC–ONE LTD,3735.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064064,45237,HC–ONE LTD,10657.81
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064067,45237,HC–ONE LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064068,45237,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064073,45237,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064074,45237,EBS SERVICES LTD,6489.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064076,45237,EBS SERVICES LTD,3976.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064078,45237,EBS SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064079,45237,EBS SERVICES LTD,6489.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064089,45237,EBS SERVICES LTD,3976.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064096,45237,EBS SERVICES LTD,3976.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064098,45237,EBS SERVICES LTD,6489.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064102,45237,EBS SERVICES LTD,3976.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064105,45237,EBS SERVICES LTD,3976.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064106,45237,EBS SERVICES LTD,4912.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064108,45237,ST VINCENTS RESIDENTIAL CARE HOME,2041.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064109,45237,ANCHOR HANOVER GROUP-HEYBERRY HOUSE,1884
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064113,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064114,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064116,45237,LYNDHURST LTD,1906.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064119,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064120,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064121,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064122,45237,LYNDHURST LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064131,45237,TUDOR BANK LTD T/A TUDOR BANK NURSE,4504.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064136,45237,TUDOR BANK LTD T/A TUDOR BANK NURSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064143,45237,VOYAGE - SANDERLING HOUSE,3889.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064150,45237,DELPHSIDE LTD - AVONDALE NURSING HO,4060.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064178,45237,TULIP CARE LIMITED,2600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064179,45237,MILLENNIUM CARE UK LTD T/A NORLEY H,1884
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064192,45237,ABBEYDALE NURSING HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064199,45237,ABBEYDALE NURSING HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064204,45237,ABBEYDALE NURSING HOME,5600.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064207,45237,ABBEYDALE NURSING HOME,11088
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064209,45237,ABBEYDALE NURSING HOME,-792
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064211,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064213,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064214,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064215,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064217,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064220,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064221,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064223,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064226,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064228,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064231,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064232,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064234,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064236,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064237,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064239,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064240,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064243,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064247,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064250,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064251,45237,MOSS VIEW CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064252,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064255,45237,MOSS VIEW CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064263,45237,FERNDALE COURT - HC ONE LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064265,45237,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064266,45237,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064269,45237,IDEAL CAREHOMES LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064278,45237,VALMAR CARE LTD,2041.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064279,45237,UNITY HOMES LTD - CASTLE GRANGE,1452.23
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064290,45237,UNITY HOMES LTD - CASTLE GRANGE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064296,45237,UNITY HOMES LTD - CASTLE GRANGE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064298,45237,UNITY HOMES LTD - CASTLE GRANGE,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064312,45237,NEWCO SOUTHPORT LTD,1794.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064322,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064324,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064325,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064328,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064331,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064332,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064334,45237,IDEAL CAREHOMES (NO.1) LTD LARKHILL,1648.11
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064338,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064339,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064340,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064341,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064342,45237,BROOKLANDS CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064343,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064344,45237,BROOKLANDS CARE HOME,988.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064345,45237,BROOKLANDS CARE HOME,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064347,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064348,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064351,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064352,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064354,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064355,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064356,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064361,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064363,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064364,45237,BROOKLANDS CARE HOME,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064368,45237,HARBOUR HEALTHCARE 1 LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064370,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064374,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064378,45237,HARBOUR HEALTHCARE 1 LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064380,45237,HARBOUR HEALTHCARE 1 LTD,3396.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064385,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064387,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064388,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064402,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064406,45237,HARBOUR HEALTHCARE 1 LTD,2746.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064412,45237,HARBOUR HEALTHCARE 1 LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064461,45237,ADL LIVERPOOL LTD,2041.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064462,45237,ADL LIVERPOOL LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064463,45237,ADL LIVERPOOL LTD,2542.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064464,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064466,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064468,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064469,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064478,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064479,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064481,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064483,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064484,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064487,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064488,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064489,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064490,45237,ADL LIVERPOOL LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064491,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064493,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064495,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064497,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064498,45237,ADL LIVERPOOL LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064499,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064500,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064502,45237,ADL LIVERPOOL LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064504,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064505,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064506,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064508,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064509,45237,ADL LIVERPOOL LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064510,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064511,45237,ADL LIVERPOOL LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064512,45237,ADL LIVERPOOL LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064525,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064527,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064529,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064530,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064531,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064535,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064536,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064537,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064538,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064539,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064541,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064542,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064545,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064546,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064547,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064548,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064549,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064550,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064552,45237,DELPIN LTD T/A ELDONIAN HOUSE,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064553,45237,FUTURE CARE SERVICES LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064554,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064555,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064556,45237,FUTURE CARE SERVICES LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064560,45237,FUTURE CARE SERVICES LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064562,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064563,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064564,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064565,45237,FUTURE CARE SERVICES LTD,2541.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064568,45237,FUTURE CARE SERVICES LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064574,45237,FUTURE CARE SERVICES LTD,3076.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064578,45237,FUTURE CARE SERVICES LTD,3500.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906064579,45237,FUTURE CARE SERVICES LTD,3076.48
