Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,Agency Admin/Cleric,Professional,1905769250,45009,MATRIX SCM LTD,756.17
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769131,45009,MATRIX SCM LTD,756
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769338,45009,MATRIX SCM LTD,756
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769170,45009,MATRIX SCM LTD,756
Children & Young Peo,Agency Admin/Cleric,Professional,1905769345,45009,MATRIX SCM LTD,752.37
Children & Young Peo,Agency Admin/Cleric,Professional,1905769256,45009,MATRIX SCM LTD,751.9
City Development,Agency Admin/Cleric,Professional,1905769320,45009,MATRIX SCM LTD,746.65
City Development,Agency Admin/Cleric,Professional,1905769174,45009,MATRIX SCM LTD,746.01
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769333,45009,MATRIX SCM LTD,740.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769139,45009,MATRIX SCM LTD,740.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769155,45009,MATRIX SCM LTD,740.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905769281,45009,MATRIX SCM LTD,732.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905769283,45009,MATRIX SCM LTD,728.73
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769129,45009,MATRIX SCM LTD,725.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905769287,45009,MATRIX SCM LTD,716.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905769259,45009,MATRIX SCM LTD,715.32
Children & Young Peo,Agency Admin/Cleric,Professional,1905769145,45009,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905769284,45009,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905769331,45009,MATRIX SCM LTD,712.25
City Development,Gas (General),Energy Costs,1905769599,45009,TOTAL ENERGIES GAS & POWER LTD,712.12
Children & Young Peo,Agency Admin/Cleric,Professional,1905769282,45009,MATRIX SCM LTD,706.15
Children & Young Peo,Agency Admin/Cleric,Professional,1905769270,45009,MATRIX SCM LTD,695.7
City Development,Gas (General),Energy Costs,1905769632,45009,TOTAL ENERGIES GAS & POWER LTD,690.73
Children & Young Peo,Agency Admin/Cleric,Professional,1905769332,45009,MATRIX SCM LTD,687.75
Children & Young Peo,Agency Admin/Cleric,Professional,1905769276,45009,MATRIX SCM LTD,678.2
Children & Young Peo,Room Hire,Expenses,5101062345,45009,QUICK STAY PROPERTY SOLUTIONS,675
City Development,Agency Admin/Cleric,Professional,1905769316,45009,MATRIX SCM LTD,664.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905769278,45009,MATRIX SCM LTD,664.54
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769339,45009,MATRIX SCM LTD,656.88
Neighbourhoods,Agency Admin/Cleric,Professional,1905769222,45009,MATRIX SCM LTD,655.55
Children & Young Peo,Agency Admin/Cleric,Professional,1905769196,45009,MATRIX SCM LTD,653.44
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101062294,45009,ALPHA CARS LIVERPOOL LTD,652.5
Children & Young Peo,Agency Admin/Cleric,Professional,1905769279,45009,MATRIX SCM LTD,649.95
City Development,Agency Admin/Cleric,Professional,1905769142,45009,MATRIX SCM LTD,646.72
City Development,Agency Admin/Cleric,Professional,1905769223,45009,MATRIX SCM LTD,646.72
City Development,Gas (General),Energy Costs,1905769582,45009,TOTAL ENERGIES GAS & POWER LTD,643.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769195,45009,MATRIX SCM LTD,642.88
Children & Young Peo,Agency Admin/Cleric,Professional,1905769285,45009,MATRIX SCM LTD,626.84
Children & Young Peo,Agency Admin/Cleric,Professional,1905769277,45009,MATRIX SCM LTD,620.16
Children & Young Peo,Agency Admin/Cleric,Professional,1905769254,45009,MATRIX SCM LTD,619.52
Children & Young Peo,Agency Admin/Cleric,Professional,1905769273,45009,MATRIX SCM LTD,618.52
City Development,Gas (General),Energy Costs,1905769611,45009,TOTAL ENERGIES GAS & POWER LTD,607.52
City Development,Agency Admin/Cleric,Professional,1905769325,45009,MATRIX SCM LTD,606.55
City Development,Agency Admin/Cleric,Professional,1905769327,45009,MATRIX SCM LTD,606.55
City Development,Agency Admin/Cleric,Professional,1905769227,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769313,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769314,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769315,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769317,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769321,45009,MATRIX SCM LTD,601.3
City Development,Agency Admin/Cleric,Professional,1905769323,45009,MATRIX SCM LTD,601.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905769241,45009,MATRIX SCM LTD,595.36
City Development,Gas (General),Energy Costs,1905769565,45009,TOTAL ENERGIES GAS & POWER LTD,590.79
City Development,R&M - Building Works,R&M Technical Support,5101062251,45009,MELIC FABRICATIONS LTD,590
City Law & Governanc,Agency Admin/Cleric,Professional,1905769229,45009,MATRIX SCM LTD,589.75
City Development,Gas (General),Energy Costs,1905769646,45009,TOTAL ENERGIES GAS & POWER LTD,585.11
City Development,Gas (General),Energy Costs,1905769616,45009,TOTAL ENERGIES GAS & POWER LTD,582.01
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769168,45009,MATRIX SCM LTD,581.71
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769329,45009,MATRIX SCM LTD,569.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769240,45009,MATRIX SCM LTD,567.84
City Development,Gas (General),Energy Costs,1905769627,45009,TOTAL ENERGIES GAS & POWER LTD,565.75
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769268,45009,MATRIX SCM LTD,558.6
City Development,Agency Admin/Cleric,Professional,1905769292,45009,MATRIX SCM LTD,534.06
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769171,45009,MATRIX SCM LTD,530.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769154,45009,MATRIX SCM LTD,530.43
City Development,Gas (General),Energy Costs,1905769573,45009,TOTAL ENERGIES GAS & POWER LTD,522.69
City Development,Gas (General),Energy Costs,1905769567,45009,TOTAL ENERGIES GAS & POWER LTD,522.59
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769206,45009,MATRIX SCM LTD,522.03
Adult Services & Hea,Agency Admin/Cleric,Professional,1905769255,45009,MATRIX SCM LTD,522.03
City Development,Gas (General),Energy Costs,1905769569,45009,TOTAL ENERGIES GAS & POWER LTD,521.93
City Development,Agency Admin/Cleric,Professional,1905769185,45009,MATRIX SCM LTD,502.25
Capital Regen,Capital Regen,Main contract,5101062296,45009,PERFECT CIRCLE JV LTD,501.2
Finance & Resources,Software (General),Computing,5101062295,45009,CIVICA UK LTD - DUDLEY,-133238.36
Capital Regen,Capital Regen,Main contract,5101062438,45012,COLAS LIMITED,133229.76
Capital Regen,Capital Regen,Misc- General,5101062458,45012,LIVERPOOL STREETSCENE SERVICES LIMI,101378.05
Capital Regen,Capital Regen,Main contract,5101062447,45012,COLAS LIMITED,98068.96
Capital Regen,Capital Regen,Main contract,5101062446,45012,COLAS LIMITED,66373.38
Capital Regen,Capital Regen,Main contract,5101062442,45012,COLAS LIMITED,65559.03
Capital Regen,Capital Regen,Main contract,1905772055,45012,HUYTON ASPHALT CIVILS LTD,48931.29
Capital Regen,Capital Regen,Misc- General,5101062540,45012,SIEMENS MOBILITY LIMITED,45066.82
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905772096,45012,DIXONS ACADEMIES TRUST LTD,42405.63
Children & Young Peo,ProfessionalServices,Professional Fees,5101062465,45012,UNIVERSITY OF CHESTER,36570
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101062472,45012,THE READER ORGANISATION,36155
Neighbourhoods,Private Contractors,Agency & Contract Services,5101062541,45012,SIEMENS MOBILITY LIMITED,35374.36
Capital Regen,Capital Regen,Main contract,5101062439,45012,COLAS LIMITED,26223.07
Capital Regen,Capital Regen,Main contract,5101062444,45012,COLAS LIMITED,26143.45
Capital Regen,Capital Regen,Misc- General,5101062542,45012,SIEMENS MOBILITY LIMITED,23269.6
Capital Regen,Capital Regen,Main contract,5101062445,45012,COLAS LIMITED,21533.89
Capital Regen,Capital Regen,Main contract,5101062443,45012,COLAS LIMITED,19754.61
Capital Regen,Capital Regen,Misc- General,5101062522,45012,AVISON YOUNG (UK) LTD,12200
City Development,Events,General Services Expenses,5101062543,45012,IBRAND SIGNS LTD,11830.04
City Development,Events,General Services Expenses,5101062503,45012,LIVERPOOL CITY REGION COMBINED AUTH,8520
Capital Regen,Capital Regen,Main contract,5101062441,45012,COLAS LIMITED,8471.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101062482,45012,SIRP MEDICAL LTD,8321.76
Capital Regen,Capital Regen,Main contract,5101062440,45012,COLAS LIMITED,7615.35
Capital Regen,Capital Regen,Main contract,5101062437,45012,COLAS LIMITED,7537.93
City Development,Events,General Services Expenses,5101062414,45012,EVERYMAN LIVERPOOL PLAYHOUSE,7500
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101062456,45012,LIVERPOOL STREETSCENE SERVICES LIMI,7295.1
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101062487,45012,NORRIS GREEN YOUTH CENTRE,6520.5
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101062530,45012,LIVERPOOL STREETSCENE SERVICES LIMI,5988
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062534,45012,KEYS GROUP (CONSIDERATE CARE),5336
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101062531,45012,PARAMOUNT STEWARDING SERVICES,4950
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062459,45012,KEDLESTON (WINGS EDUCATION) LTD,4583.33
City Development,Consultancy,Professional Fees,5101062561,45012,BABEL FILMS LIMITED,4200
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062513,45012,SHC CARE SERVICES LTD,2900
City Development,R&M - Building Works,R&M Technical Support,5101062483,45012,LEA BUILDING SERVICES LIMITED,1994
City Development,R&M - Building Works,R&M Technical Support,5101062536,45012,UK FIRE & LIGHTING LTD,1941.74
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101062563,45012,IDOX SOFTWARE LTD,1800
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062508,45012,TRANSPORT SOLUTIONS GROUP UK LTD,1778.6
Children & Young Peo,Private Contractors,Agency & Contract Services,5101062436,45012,COMPUTER CAB (LIVERPOOL) LTD,1736.79
Children & Young Peo,Private Contractors,Agency & Contract Services,5101062435,45012,COMPUTER CAB (LIVERPOOL) LTD,1610.67
Children & Young Peo,Private Contractors,Agency & Contract Services,5101062434,45012,COMPUTER CAB (LIVERPOOL) LTD,1453.95
City Development,Events,General Services Expenses,5101062525,45012,ARENA AND CONVENTION CENTRE LIVERPO,1440
City Development,Private Contractors,Agency & Contract Services,5101062433,45012,LEEP ELECTRICITY SERVICES LTD,1274.31
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062562,45012,TOTAL POOL CHEMICALS LTD,1119.6
Finance & Resources,Advertising (General,General Services Expenses,5101062527,45012,POINT THIRTEEN MEDIA LTD,952
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062500,45012,SECURITY SYSTEMS & ALARMS INSPECTIO,925
City Development,Examination Fees (Ge,General Services Expenses,5101062397,45012,ENGLISH SPEAKING BOARD,800
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101062387,45012,INSIGHT DIRECT (UK) LIMITED,788.17
City Development,Examination Fees (Ge,General Services Expenses,5101062396,45012,ENGLISH SPEAKING BOARD,760
City Development,Examination Fees (Ge,General Services Expenses,5101062394,45012,ENGLISH SPEAKING BOARD,756
City Development,Examination Fees (Ge,General Services Expenses,5101062391,45012,ENGLISH SPEAKING BOARD,714
City Development,Examination Fees (Ge,General Services Expenses,5101062392,45012,ENGLISH SPEAKING BOARD,714
City Development,Examination Fees (Ge,General Services Expenses,5101062398,45012,ENGLISH SPEAKING BOARD,714
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062416,45012,MOOREINFOCUS LTD,697.5
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062468,45012,HAYS SPECIALIST RECRUITMENT LTD,693.37
City Development,Examination Fees (Ge,General Services Expenses,5101062395,45012,ENGLISH SPEAKING BOARD,690
City Development,Examination Fees (Ge,General Services Expenses,5101062480,45012,ENGLISH SPEAKING BOARD,656
Chief Operating Offi,Stationery (General),Printing & Office Expenses,5101062419,45012,W L COLLER LTD,650
City Development,Examination Fees (Ge,General Services Expenses,5101062389,45012,ENGLISH SPEAKING BOARD,630
City Development,Publications (Genera,Printing & Office Expenses,5101062411,45012,BLACKWELL'S UNIVERSITY BOOKSHOP,597.74
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101062507,45012,TRANSPORT SOLUTIONS GROUP UK LTD,562.5
Adult Services & Hea,R&M - Building Works,R&M Technical Support,5101062466,45012,RETRO LOVE DELUXE,550
Chief Operating Offi,Printing (Outside),Printing & Office Expenses,5101062405,45012,ANTALIS LTD,517.44
Finance & Resources,Software (General),Computing,5101062425,45012,CIVICA UK LTD (ICON),-19500
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062432,45012,NEXT ENERGY SOLUTIONS LIMITED,-66170.17
Capital Regen,Capital Regen,Main contract,1905772538,45013,HUYTON ASPHALT CIVILS LTD,315462.74
Chief Operating Offi,Software (General),Computing,5101062655,45013,PHOENIX SOFTWARE LTD,56496
Chief Operating Offi,Postages (General),Communications,5101062654,45013,ROYAL MAIL,22114.29
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062591,45013,AUTISM INITIATIVES,12479.78
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062651,45013,AUTISM INITIATIVES,12479.78
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101062693,45013,LIVERPOOL STREETSCENE SERVICES LIMI,9003.96
Capital Regen,Capital Regen,Main contract,5101062649,45013,COLAS LIMITED,8375.48
Neighbourhoods,Misc. Services - Gen,General Services Expenses,5101062588,45013,LIVERPOOL STREETSCENE SERVICES LIMI,4448.18
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062678,45013,HIVE UMBRELLA LTD,4250
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101062745,45013,ADCS,3726
City Development,R&M - Building Works,R&M Technical Support,5101062625,45013,MAJAS SWITCHGEAR LTD,3393.36
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101062765,45013,TRANSPORT SOLUTIONS GROUP UK LTD,3220
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062592,45013,AUTISM INITIATIVES,3042.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101062702,45013,ONLINE ERGONOMICS LTD,3012.58
Neighbourhoods,Charges For Services,Fees and Charges,1905772535,45013,ENERVEO LIMITED,2700
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905772509,45013,SOLA ARTS,2450
Chief Operating Offi,Broadband ICT inv,Communications,5101062622,45013,VIRGIN MEDIA LTD,2420.5
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905772510,45013,SOLA ARTS,2400
City Development,Photocpy/Photog/Prnt,Printing & Office Expenses,5101062623,45013,GETTY IMAGES (UK) LTD,2200
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101062599,45013,LIVERPOOL STREETSCENE SERVICES LIMI,2184.84
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101062715,45013,CENTRAL YOUTH CLUB LTD,2173.5
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062727,45013,PUBLIC ANALYST SCIENTIFIC SERVICES,2017.13
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101062764,45013,BEERS TIMBER AND BUILDING SUPPLIES,1975.5
City Development,Non Employ Prof Fees,Professional Fees,5101062601,45013,HAYS SPECIALIST RECRUITMENT LTD,1650
Children & Young Peo,Publications (Genera,Printing & Office Expenses,5101062572,45013,GL EDUCATION GROUP,1520.16
Neighbourhoods,R&M - Environ Works,R&M Technical Support,5101062722,45013,FACULTATIEVE TECHNOLOGIES LTD,1513.83
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101062726,45013,LEWIS HOWES SIGNS & ENGRAVING LTD,1500
City Development,Examination Fees (Ge,General Services Expenses,5101062578,45013,ASCENTIS,1270
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062607,45013,BRENNTAG UK GROUP LTD,1011.31
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101062724,45013,LEWIS HOWES SIGNS & ENGRAVING LTD,940
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101062687,45013,HEAD UK LTD,801.51
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101062685,45013,WILD THANG LTD,800
City Development,Examination Fees (Ge,General Services Expenses,5101062650,45013,ENGLISH SPEAKING BOARD,779
City Development,Cleaning & Dom.Supps,Cleaning & Domestic Supplies,5101062573,45013,WRAY BROS LTD,727.98
City Development,Non Employ Prof Fees,Professional Fees,5101062746,45013,WALKER SIME LIMITED,680.4
Neighbourhoods,Furniture(Not Office,General Supplies,5101062761,45013,FURNITURE RESOURCE CENTRE LTD,620.85
City Development,R&M - Environ Works,R&M Technical Support,5101062600,45013,LIVERPOOL STREETSCENE SERVICES LIMI,582.62
Capital Regen,Capital Regen,Misc- General,5101062597,45013,LIVERPOOL STREETSCENE SERVICES LIMI,568.78
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062696,45013,SEAFORTH RADIO CARS LTD,553.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905772102,45013,****REDACTED PERSONAL INFO****,-540
Children & Young Peo,Housekeeping Allces,General Services Exp Social Svs Clients,1905775949,45014,BEDSPACE RESOURCE LTD,83570.92
Finance & Resources,Consultancy,Professional Fees,5101062823,45014,EXCELERATED PROCUREMENT SOLUTIONS L,82950
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905775733,45014,DIXONS ACADEMIES TRUST LTD,81170.65
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905775734,45014,DIXONS ACADEMIES TRUST LTD,56462.75
Capital Regen,Capital Regen,Misc- General,5101062842,45014,LIVERPOOL STREETSCENE SERVICES LIMI,30296
Capital Regen,Capital Regen,Misc- General,5101062840,45014,ENVIRO TECHNOLOGY SERVICES LTD,28247
Chief Operating Offi,Non Employ Prof Fees,Professional Fees,5101062834,45014,FW CONSULTING,24750
City Development,Events,General Services Expenses,1905775918,45014,NWOKO ARTS,22500
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062803,45014,LIVERPOOL COMMUNITY TRANSPORT,20305
Finance & Resources,Software (General),Computing,5101062849,45014,CIVICA UK LTD (ICON),19500
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062874,45014,KNOTTY ASH COMMUNITY TRANSPORT,18875
City Development,Rent-LCC Occupy Prem,Rent & Rates etc,1905775898,45014,VICTORIA PRINTING (LIVERPOOL) LTD,15875
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062801,45014,LIVERPOOL COMMUNITY TRANSPORT,11659
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775892,45014,ANSPEAR LTD,9570
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775893,45014,ANSPEAR LTD,9570
City Development,Consultancy,Professional Fees,5101062817,45014,KIER BUSINESS SERVICES LTD,8884.44
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905775934,45014,DIXONS ACADEMIES TRUST LTD,7807.7
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775726,45014,RANDSTAD EDUCATION LIMITED,7327.2
City Law & Governanc,Counsel Fees,Professional Fees,1905775941,45014,****REDACTED COMMERCIALLY SENSITIVE****,5700
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062879,45014,KEYS GROUP (CONSIDERATE CARE),5658
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062785,45014,KEDLESTON (WINGS EDUCATION) LTD,5005
City Development,Events,General Services Expenses,1905775956,45014,EVENTS DESIGN COMPANY LTD,5000
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101062784,45014,BIRTENSHAW MERSEYSIDE,4777.82
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775874,45014,CHANGING MINDS WELLBEING LTD,4752
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062870,45014,MARLOWE FIRE & SECURITY LTD,4600
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062871,45014,MARLOWE FIRE & SECURITY LTD,4600
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062875,45014,MARLOWE FIRE & SECURITY LTD,4600
Corporate Management,Counsel Fees,Professional Fees,1905775938,45014,****REDACTED COMMERCIALLY SENSITIVE****,4583.33
City Development,Events,General Services Expenses,5101062816,45014,ADLIB AUDIO LTD,4506.75
City Law & Governanc,Counsel Fees,Professional Fees,1905775942,45014,****REDACTED COMMERCIALLY SENSITIVE****,4125
Neighbourhoods,Furniture(Not Office,General Supplies,5101062885,45014,FURNITURE RESOURCE CENTRE LTD,4111.66
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775731,45014,WIRRAL BOROUGH COUNCIL,4000
Neighbourhoods,Furniture(Not Office,General Supplies,5101062781,45014,FURNITURE RESOURCE CENTRE LTD,3838.45
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101062873,45014,KNOTTY ASH COMMUNITY TRANSPORT,3348.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905774468,45014,ROBY HOUSE- HC-ONE,3110.25
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062867,45014,MARLOWE FIRE & SECURITY LTD,3060.15
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101062833,45014,SHC CARE SERVICES LTD,2828
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062868,45014,MARLOWE FIRE & SECURITY LTD,2820
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,1905775958,45014,YEW TREE PRIMARY ACADEMY,2586.24
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062876,45014,MARLOWE FIRE & SECURITY LTD,2474
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101062877,45014,MARLOWE FIRE & SECURITY LTD,2474
City Law & Governanc,Counsel Fees,Professional Fees,1905775943,45014,****REDACTED COMMERCIALLY SENSITIVE****,2458.34
Children & Young Peo,Counsel Fees,Professional Fees,1905775940,45014,****REDACTED PERSONAL INFO****,2250
City Development,Events,General Services Expenses,1905775937,45014,RUTA CREATIVE DESIGN,2000
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775895,45014,****REDACTED PERSONAL INFO****,1860
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775890,45014,TAUHEEDUL ISLAM BOYS HIGH SCHOOL,1800
City Development,Events,General Services Expenses,1905775919,45014,****REDACTED PERSONAL INFO****,1800
City Development,Non Employ Prof Fees,Professional Fees,5101062773,45014,HAYS SPECIALIST RECRUITMENT LTD,1650
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905775899,45014,QUICK STAY PROPERTY SOLUTIONS,1575
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1905775916,45014,EVERTON PARK GYMNASTICS CLUB,1500
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062787,45014,SP ENERGY NETWORKS,1321.46
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062796,45014,SP ENERGY NETWORKS,1321.46
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062798,45014,SP ENERGY NETWORKS,1321.46
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1905775915,45014,GRANBY TOXTETH DEVELOPMENT TRUST LT,1280
Neighbourhoods,Furniture(Not Office,General Supplies,5101062884,45014,FURNITURE RESOURCE CENTRE LTD,1216.86
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775876,45014,UNITY ACADEMY BLACKPOOL,1200
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775880,45014,ORRELL ST JAMES CATHOLIC PRIMARY,1200
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775887,45014,PREES CE PRIMARY SCHOOL,1200
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775894,45014,ANSPEAR LTD,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775878,45014,NEWBRIDGE LEARNING COMMUNITY,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775879,45014,QUEEN ELIZABETH'S GRAMMAR SCHOOL,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775881,45014,SAINT NATHANIEL'S ACADEMY,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775885,45014,EDGAR WOOD ACADEMY,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775886,45014,WESTMOOR JUNIOR SCHOOL,1200
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775888,45014,ALSTON LANE CATHOLIC PRIMARY,1200
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101062802,45014,LIVERPOOL COMMUNITY TRANSPORT,1013.4
Children & Young Peo,Other Sch Pays-Secon,Agency & Contract Services,1905775727,45014,LIVERPOOL LIGHTHOUSE LTD,1000
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,1905775911,45014,LIVERPOOL CHARITY & VOLUNTARY SERVI,1000
City Development,Promotions,General Services Expenses,5101062825,45014,CBRE LTD - LIVERPOOL,975
Neighbourhoods,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101062814,45014,FURNITURE RESOURCE CENTRE LTD,948.51
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905775873,45014,ANEWARC LIMITED,900
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101062783,45014,LIVERPOOL COMMUNITY TRANSPORT,841.68
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062788,45014,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062789,45014,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062790,45014,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062791,45014,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062795,45014,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101062799,45014,SP ENERGY NETWORKS,791.24
City Development,R&M - Building Works,R&M Technical Support,5101062837,45014,HARCON SERVICES LTD,790
City Development,R&M - Building Works,R&M Technical Support,5101062856,45014,TOTAL POOL CHEMICALS LTD,782.77
City Development,Examination Fees (Ge,General Services Expenses,5101062769,45014,ENGLISH SPEAKING BOARD,760
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101062854,45014,NAS EARLYBIRD CENTRE,756
