Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791811,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791878,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792007,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792033,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792067,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792177,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792225,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792356,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792400,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791491,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791722,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792220,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792258,45028,****REDACTED PERSONAL INFO****,674.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791413,45028,****REDACTED PERSONAL INFO****,673.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792374,45028,****REDACTED PERSONAL INFO****,672
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792165,45028,****REDACTED PERSONAL INFO****,670.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791550,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792004,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792248,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791538,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792279,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792148,45028,****REDACTED PERSONAL INFO****,665.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791939,45028,****REDACTED PERSONAL INFO****,659.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791812,45028,****REDACTED PERSONAL INFO****,657.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792269,45028,****REDACTED PERSONAL INFO****,656
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791932,45028,****REDACTED PERSONAL INFO****,650.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791740,45028,****REDACTED PERSONAL INFO****,650.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792829,45028,GLENELG SUPPORT LIMITED,648.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792072,45028,****REDACTED PERSONAL INFO****,648
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791949,45028,****REDACTED PERSONAL INFO****,646.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793013,45028,365 SUPPORT LIMITED,646.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792684,45028,COMMUNITY INTEGRATED CARE,643.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791677,45028,****REDACTED PERSONAL INFO****,642.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793063,45028,COMMUNITY INTEGRATED CARE,640.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791647,45028,****REDACTED PERSONAL INFO****,638.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792997,45028,SPECIAL NEEDS CARE LIMITED,632.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792926,45028,COOPER NOBLE CARE LTD,632.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791432,45028,****REDACTED PERSONAL INFO****,626.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791614,45028,****REDACTED PERSONAL INFO****,626.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792425,45028,****REDACTED PERSONAL INFO****,626.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793021,45028,NORTHERN HEALTHCARE,613.13
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791688,45028,****REDACTED PERSONAL INFO****,612.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791794,45028,****REDACTED PERSONAL INFO****,612.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791727,45028,****REDACTED PERSONAL INFO****,608.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791585,45028,****REDACTED PERSONAL INFO****,606.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791586,45028,****REDACTED PERSONAL INFO****,606.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791460,45028,****REDACTED PERSONAL INFO****,604.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791447,45028,****REDACTED PERSONAL INFO****,602.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791536,45028,****REDACTED PERSONAL INFO****,601.64
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101063974,45028,ARGYLE SATELLITE CONTRACT SERVICES,599.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791582,45028,****REDACTED PERSONAL INFO****,599.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792122,45028,****REDACTED PERSONAL INFO****,599.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791542,45028,****REDACTED PERSONAL INFO****,599.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792216,45028,****REDACTED PERSONAL INFO****,595.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792327,45028,****REDACTED PERSONAL INFO****,592
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792971,45028,WINGS CARE NORTH WEST LLP,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792972,45028,WINGS CARE NORTH WEST LLP,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792991,45028,ASPIRATIONS CARE LTD,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792686,45028,COMMUNITY INTEGRATED CARE,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792713,45028,COMMUNITY INTEGRATED CARE,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792715,45028,COMMUNITY INTEGRATED CARE,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792726,45028,BROTHERS OF CHARITY SERVICES MERSEY,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792975,45028,WINGS CARE NORTH WEST LLP,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792692,45028,COMMUNITY INTEGRATED CARE,582.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791967,45028,****REDACTED PERSONAL INFO****,581.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792131,45028,****REDACTED PERSONAL INFO****,579.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791685,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791457,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792124,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792157,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792289,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792337,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791679,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791855,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791908,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792014,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792056,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792381,45028,****REDACTED PERSONAL INFO****,578.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792060,45028,****REDACTED PERSONAL INFO****,578.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792455,45028,****REDACTED PERSONAL INFO****,576
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792115,45028,****REDACTED PERSONAL INFO****,576
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792395,45028,****REDACTED PERSONAL INFO****,576
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792833,45028,GLENELG SUPPORT LIMITED,565.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792835,45028,GLENELG SUPPORT LIMITED,565.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791624,45028,****REDACTED PERSONAL INFO****,563.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792184,45028,****REDACTED PERSONAL INFO****,563.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792064,45028,****REDACTED PERSONAL INFO****,561.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792092,45028,****REDACTED PERSONAL INFO****,560
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792161,45028,****REDACTED PERSONAL INFO****,560
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792193,45028,****REDACTED PERSONAL INFO****,560
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791991,45028,****REDACTED PERSONAL INFO****,557.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791415,45028,****REDACTED PERSONAL INFO****,555.96
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101063952,45028,SORBUS INTERNATIONAL LTD,555
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792019,45028,****REDACTED PERSONAL INFO****,553
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792354,45028,****REDACTED PERSONAL INFO****,552.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792264,45028,****REDACTED PERSONAL INFO****,551.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792037,45028,****REDACTED PERSONAL INFO****,550.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792826,45028,GLENELG SUPPORT LIMITED,549.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792259,45028,****REDACTED PERSONAL INFO****,548.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792088,45028,****REDACTED PERSONAL INFO****,547.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792192,45028,****REDACTED PERSONAL INFO****,547.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792291,45028,****REDACTED PERSONAL INFO****,547.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792450,45028,****REDACTED PERSONAL INFO****,547.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791946,45028,****REDACTED PERSONAL INFO****,544.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792075,45028,****REDACTED PERSONAL INFO****,543.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792390,45028,****REDACTED PERSONAL INFO****,543.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792277,45028,****REDACTED PERSONAL INFO****,542.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791636,45028,****REDACTED PERSONAL INFO****,542.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792055,45028,****REDACTED PERSONAL INFO****,542.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791936,45028,****REDACTED PERSONAL INFO****,534.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791403,45028,****REDACTED PERSONAL INFO****,534.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792344,45028,****REDACTED PERSONAL INFO****,533.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791752,45028,****REDACTED PERSONAL INFO****,533.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791631,45028,****REDACTED PERSONAL INFO****,532.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791864,45028,****REDACTED PERSONAL INFO****,532.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791534,45028,****REDACTED PERSONAL INFO****,532.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791606,45028,****REDACTED PERSONAL INFO****,532.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791569,45028,****REDACTED PERSONAL INFO****,532.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791723,45028,****REDACTED PERSONAL INFO****,530.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792364,45028,****REDACTED PERSONAL INFO****,530.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791933,45028,****REDACTED PERSONAL INFO****,530.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792843,45028,GLENELG SUPPORT LIMITED,524.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792245,45028,****REDACTED PERSONAL INFO****,524.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791544,45028,****REDACTED PERSONAL INFO****,522.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791892,45028,****REDACTED PERSONAL INFO****,519.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792825,45028,GLENELG SUPPORT LIMITED,515.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792848,45028,GLENELG SUPPORT LIMITED,515.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791386,45028,****REDACTED PERSONAL INFO****,514
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791742,45028,****REDACTED PERSONAL INFO****,512
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792174,45028,****REDACTED PERSONAL INFO****,512
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793025,45028,UNITED RESPONSE SERVICES LTD,511.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791791,45028,****REDACTED PERSONAL INFO****,506.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791704,45028,****REDACTED PERSONAL INFO****,506.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791920,45028,****REDACTED PERSONAL INFO****,506.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792110,45028,****REDACTED PERSONAL INFO****,505.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792371,45028,****REDACTED PERSONAL INFO****,504.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791896,45028,****REDACTED PERSONAL INFO****,504
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792047,45028,****REDACTED PERSONAL INFO****,504
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792451,45028,****REDACTED PERSONAL INFO****,504
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792452,45028,****REDACTED PERSONAL INFO****,504
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792454,45028,****REDACTED PERSONAL INFO****,504
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792429,45028,****REDACTED PERSONAL INFO****,503.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792448,45028,****REDACTED PERSONAL INFO****,502.48
Adult Services & Hea,Provisions (General),Catering,5101063980,45028,BRAKE BROS LTD,501.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792336,45028,****REDACTED PERSONAL INFO****,501.84
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101063993,45028,EPS SUPPLIES LTD,501.81
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792357,45028,****REDACTED PERSONAL INFO****,501.6
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101063932,45028,SORBUS INTERNATIONAL LTD,-555
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793087,45028,AUTISM INITIATIVES,-1069.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905791907,45028,****REDACTED PERSONAL INFO****,-4234.56
City Development,Non Employ Prof Fees,Professional Fees,5101064004,45028,OCD EVENT MANAGEMENT,-5500
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905792949,45028,COOPER NOBLE CARE LTD,-6639.36
City Development,Events,General Services Expenses,1905794774,45029,BBC PUBLIC SERVICE  BROADCASTING,3875077
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794757,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,111434.34
Neighbourhoods,Private Contractors,Agency & Contract Services,1905794776,45029,THE WHITECHAPEL CENTRE,92427.14
Capital Regen,Capital Regen,Main contract,5101064127,45029,COLAS LIMITED,86371.05
Capital Regen,Capital Regen,Main contract,5101064128,45029,COLAS LIMITED,85160.71
Capital Regen,Capital Regen,Main contract,5101064133,45029,COLAS LIMITED,78194.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794756,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,66598.27
Capital Regen,Capital Regen,Main contract,5101064132,45029,COLAS LIMITED,64600.98
Capital Regen,Capital Regen,Main contract,5101064136,45029,COLAS LIMITED,57553.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794760,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,44291.44
Capital Regen,Capital Regen,Main contract,5101064134,45029,COLAS LIMITED,41088.51
Capital Regen,Capital Regen,Main contract,5101064130,45029,COLAS LIMITED,34352.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794759,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,33020.53
Capital Regen,Capital Regen,Main contract,5101064138,45029,COLAS LIMITED,29923.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794761,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,21413.9
Neighbourhoods,Private Contractors,Agency & Contract Services,1905794762,45029,THE WHITECHAPEL CENTRE,20519.36
City Law & Governanc,Publications (Genera,Printing & Office Expenses,5101064093,45029,THOMSON REUTERS (PROFESSIONAL) UK L,20290.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794777,45029,THE WHITECHAPEL CENTRE,18374
Capital Regen,Capital Regen,Main contract,5101064137,45029,COLAS LIMITED,16308.02
Neighbourhoods,Library Materials (G,Library Materials,1905794561,45029,OVERDRIVE INC,15570
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794758,45029,DEPARTMENT OF HEALTH AND SOCIAL CAR,14858.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793892,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,14489.44
City Law & Governanc,Analysis-Outside (Ge,Professional Fees,5101064097,45029,TOXICOLOGY UK LTD t/a MAZARS,14025
City Law & Governanc,Analysis-Outside (Ge,Professional Fees,5101064114,45029,TOXICOLOGY UK LTD t/a MAZARS,12625
Capital Regen,Capital Regen,Main contract,5101064160,45029,HUYTON ASPHALT LTD,11800
Neighbourhoods,General Legal Fees,Professional Fees,1905794594,45029,****REDACTED COMMERCIALLY SENSITIVE****,10000
City Law & Governanc,Funerals (General),General Services Exp Social Svs Clients,5101064041,45029,OWENS FUNERAL SERVICES,9307.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794236,45029,BROTHERS OF CHARITY SERVICES MERSEY,9006.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794131,45029,COMMUNITY INTEGRATED CARE,8839.32
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101064157,45029,ARGYLE SATELLITE CONTRACT SERVICES,8833.7
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905794477,45029,CHATHAM PLACE NURSERY SCHOOL,7645.5
City Development,Events,General Services Expenses,1905794751,45029,RUBYLEMON,7500
Capital Regen,Capital Regen,Computer Licences,5101064176,45029,CIVICA UK LTD - DUDLEY,7440
Finance & Resources,General Legal Fees,Professional Fees,1905794606,45029,****REDACTED COMMERCIALLY SENSITIVE****,7224
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905794522,45029,EVERTON NURSERY SCHOOL & FAMILY CEN,7010.78
Capital Resources,Capital Resources,Main contract,1905794768,45029,CIVICA UK LTD - DUDLEY,6125
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793754,45029,MOUNTBATTON CARE LIMITED,6043.24
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905794516,45029,ST NICHOLAS CATHOLIC ACADEMY,5893.91
Chief Operating Offi,Postages (General),Communications,5101064107,45029,ROYAL MAIL,5783.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794398,45029,ALTERNATIVE FUTURES GROUP,5532.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794397,45029,ALTERNATIVE FUTURES GROUP,5498.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793545,45029,L'ARCHE LIVERPOOL,5150.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793753,45029,NEW START LIVING LTD,5101.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793891,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,5101.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794376,45029,AUTISM INITIATIVES,5101.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794391,45029,AUTISM INITIATIVES,5101.32
Capital Regen,Capital Regen,Main contract,5101064129,45029,COLAS LIMITED,4854.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793381,45029,****REDACTED PERSONAL INFO****,4823.63
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794389,45029,AUTISM INITIATIVES,4819.78
Neighbourhoods,Private Contractors,Agency & Contract Services,1905794778,45029,TORUS62 LTD - WARRINGTON,4711.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793580,45029,GLENELG SUPPORT LIMITED,4334.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793859,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,4334.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794382,45029,AUTISM INITIATIVES,4334.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794385,45029,AUTISM INITIATIVES,4334.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793581,45029,GLENELG SUPPORT LIMITED,4224.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794407,45029,ALTERNATIVE FUTURES GROUP,4131.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794404,45029,ALTERNATIVE FUTURES GROUP,4126.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793875,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,4114.32
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101064095,45029,MERSEYCARE TRANSPORT SERVICES,4054
Neighbourhoods,Private Contractors,Agency & Contract Services,1905794763,45029,TORUS62 LTD - WARRINGTON,3999.67
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793751,45029,NEW START LIVING LTD,3936.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793854,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,3936.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793874,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,3936.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794395,45029,AUTISM INITIATIVES,3936.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794192,45029,OPTIONS FOR SUPPORTED LIVING,3716.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793582,45029,GLENELG SUPPORT LIMITED,3679.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794136,45029,COMMUNITY INTEGRATED CARE,3654.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794098,45029,HOMECARERS (LIVERPOOL) LTD,3600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793586,45029,GLENELG SUPPORT LIMITED,3519.32
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101064116,45029,CAVALRY HEALTHCARE LTD,3480
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793904,45029,AFFINITY SUPPORTING PEOPLE LTD,3375.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794081,45029,NATURAL BREAKS MERSEYSIDE,3277.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794364,45029,AUTISM INITIATIVES,3235.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794176,45029,COMMUNITY INTEGRATED CARE,3224.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794103,45029,COMMUNITY INTEGRATED CARE,3188.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793584,45029,GLENELG SUPPORT LIMITED,3178.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794408,45029,ALTERNATIVE FUTURES GROUP,3167.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793585,45029,GLENELG SUPPORT LIMITED,3149.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794142,45029,COMMUNITY INTEGRATED CARE,3004.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794368,45029,AUTISM INITIATIVES,2949.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793863,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,2947.42
Finance & Resources,Consultancy,Professional Fees,5101064113,45029,CIPFA,2925
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794191,45029,OPTIONS FOR SUPPORTED LIVING,2904.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794442,45029,SLC RAGLIN LTD,2863.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793877,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,2845.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793946,45029,MENCAP,2819.17
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793848,45029,ASPIRATIONS CARE LTD,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793867,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793889,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794146,45029,COMMUNITY INTEGRATED CARE,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794379,45029,AUTISM INITIATIVES,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794384,45029,AUTISM INITIATIVES,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793583,45029,GLENELG SUPPORT LIMITED,2795.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793861,45029,ACCOMPLISH GROUP LTD - BIRMINGHAM,2727.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905794203,45029,OPTIONS FOR SUPPORTED LIVING,2714.67
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905793548,45029,L'ARCHE LIVERPOOL,2710.76
