Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Children & Young Peo,General Legal Fees,Professional Fees,5101041565,44783,****REDACTED COMMERCIALLY SENSITIVE****,632
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101045674,44834,LIVERPOOL STREETSCENE SERVICES LIMI,5538
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101059987,44987,FIDELITI LTD,506
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101064235,45030,FIDELITI LTD,556
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101065428,45042,FIDELITI LTD,-2881.01
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101066654,45056,FIDELITI LTD,536
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101069139,45083,INSIGHT DIRECT (UK) LIMITED,7786.57
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101069228,45084,INSIGHT DIRECT (UK) LIMITED,9854.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905872642,45090,****REDACTED PERSONAL INFO****,-1050
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101071222,45100,ALSOPRINT LIMITED,1372.75
Capital Regen,Capital Regen,Misc- General,5101071246,45100,SP ENERGY NETWORKS,-60780.88
Chief Operating Offi,Software (General),Computing,5101071736,45106,BYTES SOFTWARE SERVICES,3270.6
Children & Young Peo,Private Contractors,Agency & Contract Services,5101072128,45110,MERSEYTRAVEL,690
Children & Young Peo,Private Contractors,Agency & Contract Services,5101072128,45110,MERSEYTRAVEL,690
Neighbourhoods,Private Contractors,Agency & Contract Services,5101072344,45111,SP ENERGY NETWORKS,791.24
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905910703,45120,SP ENERGY NETWORKS,1321.46
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905910704,45120,SP ENERGY NETWORKS,1321.46
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905910707,45120,SP ENERGY NETWORKS,1321.46
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905910705,45120,SP ENERGY NETWORKS,1013.07
Neighbourhoods,R&M - Building Works,R&M Technical Support,1905910706,45120,SP ENERGY NETWORKS,791.24
City Development,Electricity (General,Energy Costs,1905926078,45128,CORONA ENERGY RETAIL 2 LIMITED,591.59
City Development,Gas (General),Energy Costs,1905933917,45135,CORONA ENERGY RETAIL 2 LIMITED,921.6
City Law & Governanc,Funerals (General),General Services Exp Social Svs Clients,5101075331,45139,ARDENWELL LTD t/a PDQ SPECIALIST CO,930
Chief Operating Offi,Repair & Maintenance,Fixtures & Fittings,5101076113,45145,QUADIENT UK LTD FORMERLY NEOPOST,839.28
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101076524,45148,COMPUTER CAB (LIVERPOOL) LTD,16540.7
Children & Young Peo,Promotions,General Services Expenses,5101076546,45148,PPL SPORT & LEISURE LTD,758.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905958365,45153,ST HELENS & KNOWSLEY CARING ASSOC L,3062.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905958364,45153,ST HELENS & KNOWSLEY CARING ASSOC L,-12839.75
Capital Regen,Capital Regen,Main contract,1905963726,45160,L & R ROADLINES LTD,69585.88
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101077433,45161,QUICK STAY PROPERTY SOLUTIONS,2800
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101077560,45163,COMPUTER CAB (LIVERPOOL) LTD,19116.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905971026,45163,****REDACTED PERSONAL INFO****,1245.24
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,1700048285,45163,COMPUTER CAB (LIVERPOOL) LTD,-129456.98
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101077736,45168,COMPUTER CAB (LIVERPOOL) LTD,5047.62
Neighbourhoods,R&M-Engineer Works,R&M Technical Support,5101077764,45168,AMEY OW LTD,4070.86
City Development,ProfessionalServices,Professional Fees,5101077822,45169,PALMHOUSE MEDIA LTD,900
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905976872,45169,ALPHACARE NORTHWEST,540.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905976873,45169,ALPHACARE NORTHWEST,540.4
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101077881,45170,COMPUTER CAB (LIVERPOOL) LTD,18265.12
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101077893,45170,CENTERPRISE INTERNATIONAL LTD,3657
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101077914,45171,INSIGHT DIRECT (UK) LIMITED,2535.73
City Development,R&M - Building Works,R&M Technical Support,5101077915,45172,NORTH WEST DRY ROT LTD,880
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101078121,45173,CENTERPRISE INTERNATIONAL LTD,7060
Capital Leisure Serv,Capital Leisure Serv,Misc- General,5101077960,45173,KIER BUSINESS SERVICES LTD,6521.06
City Development,R&M - Building Works,R&M Technical Support,5101077981,45173,DUGGAN & PARR STONE REPAIR SERVICES,4695.36
Adult Services & Hea,Vol Non Profit Orgs,Agency & Contract Services,1905980300,45174,NEW START LTD,31926.5
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101078160,45174,INSIGHT DIRECT (UK) LIMITED,30281.76
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1905980299,45174,SALVATION ARMY HOUSING ASSOCIATION,27144.86
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101078168,45174,COMPUTER CAB (LIVERPOOL) LTD,18942.88
City Law & Governanc,General Legal Fees,Professional Fees,5101078257,45174,****REDACTED COMMERCIALLY SENSITIVE****,1000
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101078437,45175,INSIGHT DIRECT (UK) LIMITED,9942.68
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101078410,45175,CENTERPRISE INTERNATIONAL LTD,7700
City Development,Events,General Services Expenses,5101078338,45175,PPL SPORT & LEISURE LTD,1795
Chief Operating Offi,Promotions,General Services Expenses,5101078328,45175,HIGH STREET VOUCHERS LTD t/a PARK R,1209
City Development,Events,General Services Expenses,5101078464,45175,LIVERPOOL STREETSCENE SERVICES LIMI,857.74
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101078411,45175,CENTERPRISE INTERNATIONAL LTD,670
City Development,Non Employ Prof Fees,Professional Fees,5101078446,45175,BAY MEDIA LTD,570
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101078458,45175,ACORN CARE & EDUCATION LTD,-9134.94
City Development,Agency Admin/Cleric,Professional,5101078599,45176,SOLACE IN BUSINESS LTD,17480
Neighbourhoods,Consultancy,Professional Fees,5101078616,45176,NPED SERVICES LTD,14866
Capital Regen,Capital Regen,Misc- General,5101078609,45176,WSP UK LTD - BASINGSTOKE,5500
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101078485,45176,ACORN CARE & EDUCATION LTD,5056.84
City Development,Events,General Services Expenses,5101078597,45176,MERSEY MEDICAL SERVICES LTD,3525
Children & Young Peo,Private Contractors,Agency & Contract Services,5101078541,45176,COMPUTER CAB (LIVERPOOL) LTD,3517.9
Children & Young Peo,General Legal Fees,Professional Fees,5101078605,45176,****REDACTED COMMERCIALLY SENSITIVE****,3091.2
City Development,Events,General Services Expenses,5101078636,45176,SEARCH LIVERPOOL,3030
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983128,45176,MERSEYCARE JULIE ANN,2885.58
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101078516,45176,QUICK STAY PROPERTY SOLUTIONS,2800
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984143,45176,MERSEYCARE JULIE ANN,1087.32
Neighbourhoods,Library Materials (G,Library Materials,1905982680,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,982.44
Neighbourhoods,Library Materials (G,Library Materials,1905982697,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,931.3
Neighbourhoods,Library Materials (G,Library Materials,1905982698,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,842.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983556,45176,MERSEYCARE JULIE ANN,837.48
Neighbourhoods,Library Materials (G,Library Materials,1905982681,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,768.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984538,45176,MERSEYCARE JULIE ANN,731.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984423,45176,MERSEYCARE JULIE ANN,658.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984039,45176,MERSEYCARE JULIE ANN,658.67
Neighbourhoods,Library Materials (G,Library Materials,1905982696,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,600.64
Neighbourhoods,Library Materials (G,Library Materials,1905982691,45176,ASKEWS AND HOLTS LIBRARY SERVICES L,590.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983598,45176,MERSEYCARE JULIE ANN,585.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984630,45176,ALPHACARE NORTHWEST,540.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984631,45176,ALPHACARE NORTHWEST,540.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983818,45176,MERSEYCARE JULIE ANN,-500.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984145,45176,MERSEYCARE JULIE ANN,-501.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983923,45176,MERSEYCARE JULIE ANN,-513.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984291,45176,MERSEYCARE JULIE ANN,-513.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984095,45176,MERSEYCARE JULIE ANN,-513.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983779,45176,MERSEYCARE JULIE ANN,-517.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983837,45176,MERSEYCARE JULIE ANN,-517.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983838,45176,MERSEYCARE JULIE ANN,-517.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983942,45176,MERSEYCARE JULIE ANN,-519.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983487,45176,MERSEYCARE JULIE ANN,-521.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983488,45176,MERSEYCARE JULIE ANN,-521.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984266,45176,MERSEYCARE JULIE ANN,-528.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983618,45176,MERSEYCARE JULIE ANN,-530.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983619,45176,MERSEYCARE JULIE ANN,-530.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984147,45176,MERSEYCARE JULIE ANN,-530.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983485,45176,MERSEYCARE JULIE ANN,-533.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983777,45176,MERSEYCARE JULIE ANN,-545.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984337,45176,MERSEYCARE JULIE ANN,-558
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983267,45176,MERSEYCARE JULIE ANN,-558.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984558,45176,MERSEYCARE JULIE ANN,-561.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983351,45176,MERSEYCARE JULIE ANN,-576.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983436,45176,MERSEYCARE JULIE ANN,-576.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983951,45176,MERSEYCARE JULIE ANN,-576.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983979,45176,MERSEYCARE JULIE ANN,-577.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983500,45176,MERSEYCARE JULIE ANN,-581.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983501,45176,MERSEYCARE JULIE ANN,-581.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983989,45176,MERSEYCARE JULIE ANN,-582.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983985,45176,MERSEYCARE JULIE ANN,-591.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983830,45176,MERSEYCARE JULIE ANN,-601.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984009,45176,MERSEYCARE JULIE ANN,-601.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984010,45176,MERSEYCARE JULIE ANN,-601.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984420,45176,MERSEYCARE JULIE ANN,-605.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984223,45176,MERSEYCARE JULIE ANN,-606.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984204,45176,MERSEYCARE JULIE ANN,-616.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984254,45176,MERSEYCARE JULIE ANN,-616.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983533,45176,MERSEYCARE JULIE ANN,-621.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983154,45176,MERSEYCARE JULIE ANN,-628.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983807,45176,MERSEYCARE JULIE ANN,-629.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983169,45176,MERSEYCARE JULIE ANN,-630.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984302,45176,MERSEYCARE JULIE ANN,-633.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983295,45176,MERSEYCARE JULIE ANN,-636.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983542,45176,MERSEYCARE JULIE ANN,-636.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984284,45176,MERSEYCARE JULIE ANN,-637.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983172,45176,MERSEYCARE JULIE ANN,-646
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983506,45176,MERSEYCARE JULIE ANN,-646.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984129,45176,MERSEYCARE JULIE ANN,-648.21
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983601,45176,MERSEYCARE JULIE ANN,-663.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984159,45176,MERSEYCARE JULIE ANN,-667.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984492,45176,MERSEYCARE JULIE ANN,-667.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983903,45176,MERSEYCARE JULIE ANN,-670.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983700,45176,MERSEYCARE JULIE ANN,-673.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983738,45176,MERSEYCARE JULIE ANN,-682.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983739,45176,MERSEYCARE JULIE ANN,-682.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984242,45176,MERSEYCARE JULIE ANN,-692.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983797,45176,MERSEYCARE JULIE ANN,-697.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984061,45176,MERSEYCARE JULIE ANN,-700.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983179,45176,MERSEYCARE JULIE ANN,-704.94
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983524,45176,MERSEYCARE JULIE ANN,-705.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984081,45176,MERSEYCARE JULIE ANN,-706.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983269,45176,MERSEYCARE JULIE ANN,-716
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983246,45176,MERSEYCARE JULIE ANN,-720.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984560,45176,MERSEYCARE JULIE ANN,-721.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983789,45176,MERSEYCARE JULIE ANN,-721.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983552,45176,MERSEYCARE JULIE ANN,-722.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983639,45176,MERSEYCARE JULIE ANN,-733.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983140,45176,MERSEYCARE JULIE ANN,-737.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984345,45176,MERSEYCARE JULIE ANN,-747.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984309,45176,MERSEYCARE JULIE ANN,-753.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984483,45176,MERSEYCARE JULIE ANN,-756
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984267,45176,MERSEYCARE JULIE ANN,-756.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984218,45176,MERSEYCARE JULIE ANN,-758
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983864,45176,MERSEYCARE JULIE ANN,-771.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983816,45176,MERSEYCARE JULIE ANN,-773.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984201,45176,MERSEYCARE JULIE ANN,-788.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983660,45176,MERSEYCARE JULIE ANN,-795.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983302,45176,MERSEYCARE JULIE ANN,-806.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983526,45176,MERSEYCARE JULIE ANN,-818.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983527,45176,MERSEYCARE JULIE ANN,-818.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984021,45176,MERSEYCARE JULIE ANN,-818.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984022,45176,MERSEYCARE JULIE ANN,-818.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984445,45176,MERSEYCARE JULIE ANN,-828
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983653,45176,MERSEYCARE JULIE ANN,-837
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984341,45176,MERSEYCARE JULIE ANN,-859.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984186,45176,MERSEYCARE JULIE ANN,-866.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983229,45176,MERSEYCARE JULIE ANN,-879.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984306,45176,MERSEYCARE JULIE ANN,-882
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983572,45176,MERSEYCARE JULIE ANN,-884.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983698,45176,MERSEYCARE JULIE ANN,-894.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983685,45176,MERSEYCARE JULIE ANN,-902.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983228,45176,MERSEYCARE JULIE ANN,-909.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983669,45176,MERSEYCARE JULIE ANN,-909.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983813,45176,MERSEYCARE JULIE ANN,-909.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983941,45176,MERSEYCARE JULIE ANN,-916.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983139,45176,MERSEYCARE JULIE ANN,-922.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983456,45176,MERSEYCARE JULIE ANN,-938.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984275,45176,MERSEYCARE JULIE ANN,-946.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983723,45176,MERSEYCARE JULIE ANN,-950.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984378,45176,MERSEYCARE JULIE ANN,-950.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984099,45176,MERSEYCARE JULIE ANN,-952.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984059,45176,MERSEYCARE JULIE ANN,-994.99
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983278,45176,MERSEYCARE JULIE ANN,-1002.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983957,45176,MERSEYCARE JULIE ANN,-1003.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983151,45176,MERSEYCARE JULIE ANN,-1006.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983725,45176,MERSEYCARE JULIE ANN,-1017.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983453,45176,MERSEYCARE JULIE ANN,-1023.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984058,45176,MERSEYCARE JULIE ANN,-1026.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983273,45176,MERSEYCARE JULIE ANN,-1042.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983326,45176,MERSEYCARE JULIE ANN,-1054.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983705,45176,MERSEYCARE JULIE ANN,-1061.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983882,45176,MERSEYCARE JULIE ANN,-1064.07
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983897,45176,MERSEYCARE JULIE ANN,-1066.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983152,45176,MERSEYCARE JULIE ANN,-1069.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984364,45176,MERSEYCARE JULIE ANN,-1079.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983616,45176,MERSEYCARE JULIE ANN,-1136.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983602,45176,MERSEYCARE JULIE ANN,-1167.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983603,45176,MERSEYCARE JULIE ANN,-1167.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984134,45176,MERSEYCARE JULIE ANN,-1210.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983209,45176,MERSEYCARE JULIE ANN,-1223.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983473,45176,MERSEYCARE JULIE ANN,-1225.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983411,45176,MERSEYCARE JULIE ANN,-1226.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984297,45176,MERSEYCARE JULIE ANN,-1231.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983795,45176,MERSEYCARE JULIE ANN,-1240.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984165,45176,MERSEYCARE JULIE ANN,-1255.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983649,45176,MERSEYCARE JULIE ANN,-1267.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984063,45176,MERSEYCARE JULIE ANN,-1273.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983137,45176,MERSEYCARE JULIE ANN,-1303.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984144,45176,MERSEYCARE JULIE ANN,-1314
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984068,45176,MERSEYCARE JULIE ANN,-1363.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984279,45176,MERSEYCARE JULIE ANN,-1403.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984289,45176,MERSEYCARE JULIE ANN,-1403.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983220,45176,MERSEYCARE JULIE ANN,-1409.46
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983998,45176,MERSEYCARE JULIE ANN,-1463.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983362,45176,MERSEYCARE JULIE ANN,-1467.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984325,45176,MERSEYCARE JULIE ANN,-1491.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983871,45176,MERSEYCARE JULIE ANN,-1516
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983872,45176,MERSEYCARE JULIE ANN,-1516
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983395,45176,MERSEYCARE JULIE ANN,-1520.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983956,45176,MERSEYCARE JULIE ANN,-1562.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984293,45176,MERSEYCARE JULIE ANN,-1617.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983202,45176,MERSEYCARE JULIE ANN,-1641.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983207,45176,MERSEYCARE JULIE ANN,-1668.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983208,45176,MERSEYCARE JULIE ANN,-1668.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984056,45176,MERSEYCARE JULIE ANN,-1689.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984239,45176,MERSEYCARE JULIE ANN,-1716.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984241,45176,MERSEYCARE JULIE ANN,-1728.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983762,45176,MERSEYCARE JULIE ANN,-1740.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983475,45176,MERSEYCARE JULIE ANN,-1745.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983136,45176,MERSEYCARE JULIE ANN,-1747.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983694,45176,MERSEYCARE JULIE ANN,-1803.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983899,45176,MERSEYCARE JULIE ANN,-1879.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983422,45176,MERSEYCARE JULIE ANN,-2016.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983282,45176,MERSEYCARE JULIE ANN,-2023.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983283,45176,MERSEYCARE JULIE ANN,-2023.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984210,45176,MERSEYCARE JULIE ANN,-2026.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983634,45176,MERSEYCARE JULIE ANN,-2080.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983635,45176,MERSEYCARE JULIE ANN,-2089.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983281,45176,MERSEYCARE JULIE ANN,-2092.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984366,45176,MERSEYCARE JULIE ANN,-2126.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984367,45176,MERSEYCARE JULIE ANN,-2126.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983318,45176,MERSEYCARE JULIE ANN,-2166.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983319,45176,MERSEYCARE JULIE ANN,-2166.38
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983416,45176,MERSEYCARE JULIE ANN,-2274
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984046,45176,MERSEYCARE JULIE ANN,-2312.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905984472,45176,MERSEYCARE JULIE ANN,-2342.34
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905983255,45176,MERSEYCARE JULIE ANN,-2347.52
