Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
City Law & Governanc,Agency Admin/Cleric,Professional,1905897941,45110,MATRIX SCM LTD,995.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905897763,45110,MATRIX SCM LTD,992.53
City Development,Agency Admin/Cleric,Professional,1905897803,45110,MATRIX SCM LTD,989.1
City Development,Agency Admin/Cleric,Professional,1905897804,45110,MATRIX SCM LTD,989.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905898007,45110,MATRIX SCM LTD,973.51
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897842,45110,MATRIX SCM LTD,971.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905897802,45110,MATRIX SCM LTD,970.29
Children & Young Peo,Agency Admin/Cleric,Professional,1905897967,45110,MATRIX SCM LTD,960.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897833,45110,MATRIX SCM LTD,951.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897915,45110,MATRIX SCM LTD,944.16
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897812,45110,MATRIX SCM LTD,937.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897878,45110,MATRIX SCM LTD,936.6
City Development,Agency Admin/Cleric,Professional,1905897869,45110,MATRIX SCM LTD,936.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905897778,45110,MATRIX SCM LTD,934.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897755,45110,MATRIX SCM LTD,932.05
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897913,45110,MATRIX SCM LTD,929.96
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897939,45110,MATRIX SCM LTD,928.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897594,45110,THE FRANCES TAYLOR FOUNDATION FORMB,927.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897749,45110,AUTISM INITIATIVES,927.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897806,45110,MATRIX SCM LTD,927.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897861,45110,MATRIX SCM LTD,927.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897856,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897947,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897816,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897879,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897823,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897982,45110,MATRIX SCM LTD,925.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897676,45110,WIRRAL AUTISTIC SOCIETY,920.76
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897873,45110,MATRIX SCM LTD,917.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897810,45110,MATRIX SCM LTD,913.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897813,45110,MATRIX SCM LTD,912.9
City Law & Governanc,Agency Admin/Cleric,Professional,1905897931,45110,MATRIX SCM LTD,912.39
Children & Young Peo,Childcare Support,General Services Expenses,1905899738,45110,Old School House Day Nursery,911.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897893,45110,MATRIX SCM LTD,895.23
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897542,45110,PSS UK,885.14
City Development,Agency Admin/Cleric,Professional,1905897782,45110,MATRIX SCM LTD,882.76
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897786,45110,MATRIX SCM LTD,882.76
Children & Young Peo,Agency Admin/Cleric,Professional,1905897818,45110,MATRIX SCM LTD,879.64
Neighbourhoods,Agency Admin/Cleric,Professional,1905897762,45110,MATRIX SCM LTD,878.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897506,45110,BEST CARE LIVERPOOL LTD,878.22
Children & Young Peo,Agency Admin/Cleric,Professional,1905897765,45110,MATRIX SCM LTD,861.95
Neighbourhoods,Agency Admin/Cleric,Professional,1905897858,45110,MATRIX SCM LTD,859.53
Children & Young Peo,Agency Admin/Cleric,Professional,1905897783,45110,MATRIX SCM LTD,852.88
City Development,Agency Admin/Cleric,Professional,1905897962,45110,MATRIX SCM LTD,847.78
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897521,45110,PSS UK,847.12
City Development,Agency Admin/Cleric,Professional,1905897928,45110,MATRIX SCM LTD,824.54
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897934,45110,MATRIX SCM LTD,821.1
City Development,Agency Admin/Cleric,Professional,1905897995,45110,MATRIX SCM LTD,819.77
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897832,45110,MATRIX SCM LTD,816.27
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897824,45110,MATRIX SCM LTD,813.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897512,45110,BEST CARE LIVERPOOL LTD,805.04
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897916,45110,MATRIX SCM LTD,803.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897643,45110,WIRRAL AUTISTIC SOCIETY,802.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897636,45110,BROTHERS OF CHARITY SERVICES MERSEY,802.92
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897937,45110,MATRIX SCM LTD,802.8
Neighbourhoods,Training (General),Indirect Employee Expenses,5101072103,45110,INSTITUTE OF SWIMMING LTD,798
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897741,45110,AUTISM INITIATIVES,796.43
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897773,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897896,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897911,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897914,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897922,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897938,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897944,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897945,45110,MATRIX SCM LTD,786.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897828,45110,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897917,45110,MATRIX SCM LTD,785.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897830,45110,MATRIX SCM LTD,785.4
Children & Young Peo,Childcare Support,General Services Expenses,1905899739,45110,Monkey Puzzle Day Nursery,778.05
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897834,45110,MATRIX SCM LTD,777
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072135,45110,SEGURO RECRUITMENT LTD,770
Children & Young Peo,Agency Admin/Cleric,Professional,1905897826,45110,MATRIX SCM LTD,766.7
Neighbourhoods,Grants & Subs (Gener,Grants & Subscriptions,1905899870,45110,****REDACTED PERSONAL INFO****,765
Neighbourhoods,Grants & Subs (Gener,Grants & Subscriptions,1905899871,45110,****REDACTED PERSONAL INFO****,765
Children & Young Peo,Childcare Support,General Services Expenses,1905899753,45110,St Cuthbert's CPS & Nursery,759.36
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897814,45110,MATRIX SCM LTD,756
Children & Young Peo,Agency Admin/Cleric,Professional,1905897793,45110,MATRIX SCM LTD,754.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905897920,45110,MATRIX SCM LTD,754.53
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101072124,45110,KIER BUSINESS SERVICES LTD,750
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897777,45110,MATRIX SCM LTD,749.2
City Development,Agency Admin/Cleric,Professional,1905897927,45110,MATRIX SCM LTD,744.58
Children & Young Peo,Agency Admin/Cleric,Professional,1905897809,45110,MATRIX SCM LTD,742.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897479,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,742.22
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897845,45110,MATRIX SCM LTD,740.32
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897966,45110,MATRIX SCM LTD,740.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897935,45110,MATRIX SCM LTD,740.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905897867,45110,MATRIX SCM LTD,739.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897191,45110,HOUSING 21,738.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897121,45110,L'ARCHE LIVERPOOL,738.18
Children & Young Peo,Agency Admin/Cleric,Professional,1905897901,45110,MATRIX SCM LTD,732.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897508,45110,BEST CARE LIVERPOOL LTD,731.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897735,45110,AUTISM INITIATIVES,730.59
Children & Young Peo,Agency Admin/Cleric,Professional,1905897905,45110,MATRIX SCM LTD,726.25
Neighbourhoods,Agency Admin/Cleric,Professional,1905897857,45110,MATRIX SCM LTD,725.48
Adult Services & Hea,Agency Admin/Cleric,Professional,1905898000,45110,MATRIX SCM LTD,725.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905897831,45110,MATRIX SCM LTD,717.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897254,45110,HOUSING 21,713.58
Children & Young Peo,Agency Admin/Cleric,Professional,1905897898,45110,MATRIX SCM LTD,712.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905897908,45110,MATRIX SCM LTD,712.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905897960,45110,MATRIX SCM LTD,712.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897268,45110,COMFORT CALL LTD,709.21
City Development,Agency Admin/Cleric,Professional,1905897909,45110,MATRIX SCM LTD,704.9
City Development,Agency Admin/Cleric,Professional,1905897921,45110,MATRIX SCM LTD,704.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905897900,45110,MATRIX SCM LTD,694.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897743,45110,AUTISM INITIATIVES,685.08
Children & Young Peo,General Legal Fees,Professional Fees,5101072052,45110,****REDACTED COMMERCIALLY SENSITIVE****,675
Children & Young Peo,Agency Admin/Cleric,Professional,1905897819,45110,MATRIX SCM LTD,672.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905897954,45110,MATRIX SCM LTD,667.5
Children & Young Peo,Agency Admin/Cleric,Professional,1905897821,45110,MATRIX SCM LTD,661.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905897950,45110,MATRIX SCM LTD,660.63
Children & Young Peo,Childcare Support,General Services Expenses,1905899749,45110,Jbrookdale Day Nursery,660
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897510,45110,BEST CARE LIVERPOOL LTD,658.67
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897511,45110,BEST CARE LIVERPOOL LTD,658.67
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897435,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897443,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897433,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897439,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897442,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897448,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897452,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897457,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897459,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897461,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897462,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897465,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897467,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897469,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897471,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897477,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897460,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,651.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897190,45110,HOUSING 21,651.17
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897619,45110,BROTHERS OF CHARITY SERVICES MERSEY,647.16
Children & Young Peo,Agency Admin/Cleric,Professional,1905897785,45110,MATRIX SCM LTD,637.44
City Development,Agency Admin/Cleric,Professional,1905897969,45110,MATRIX SCM LTD,636.89
City Development,Agency Admin/Cleric,Professional,1905897970,45110,MATRIX SCM LTD,636.89
Children & Young Peo,Agency Admin/Cleric,Professional,1905897918,45110,MATRIX SCM LTD,633.64
Children & Young Peo,Childcare Support,General Services Expenses,1905899754,45110,Kiddy Academy Day Nursery,630
City Development,Agency Admin/Cleric,Professional,1905897919,45110,MATRIX SCM LTD,623.74
Children & Young Peo,Agency Admin/Cleric,Professional,1905897767,45110,MATRIX SCM LTD,623.4
City Law & Governanc,Agency Admin/Cleric,Professional,1905897958,45110,MATRIX SCM LTD,621.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905897891,45110,MATRIX SCM LTD,617.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897132,45110,L'ARCHE LIVERPOOL,615.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905897825,45110,MATRIX SCM LTD,613.52
City Development,Agency Admin/Cleric,Professional,1905897797,45110,MATRIX SCM LTD,602.71
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897601,45110,BROTHERS OF CHARITY SERVICES MERSEY,602.19
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905899598,45110,EVERTON FREE SCHOOL,600
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905899698,45110,PLANTATION PRIMARY SCHOOL,600
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1905899700,45110,PRUDENTIA EDUCATION,600
Children & Young Peo,Other Sch Pays-Acade,Agency & Contract Services,1905899592,45110,DIXONS ACADEMIES TRUST LTD,600
City Development,Agency Admin/Cleric,Professional,1905897975,45110,MATRIX SCM LTD,598.85
City Development,Agency Admin/Cleric,Professional,1905897984,45110,MATRIX SCM LTD,598.85
Children & Young Peo,Agency Admin/Cleric,Professional,1905897784,45110,MATRIX SCM LTD,589.04
City Development,R&M - Building Works,R&M Technical Support,5101072069,45110,RSM AIR CONDITIONING & REFRIGERATIO,588.5
City Development,Agency Admin/Cleric,Professional,1905897985,45110,MATRIX SCM LTD,585.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897503,45110,1ST CLASS CARE AGENCY T/A YES CARE,585.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897504,45110,1ST CLASS CARE AGENCY T/A YES CARE,585.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897547,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897548,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897545,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897550,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897518,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897520,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897524,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897525,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897527,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897529,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897530,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897531,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897532,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897533,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897534,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897535,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897536,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897537,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897538,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897539,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897541,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897543,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897544,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897551,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897552,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897553,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897580,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897523,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897526,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897554,45110,PSS UK,580.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897549,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897557,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897263,45110,SEFTON NEW DIRECTIONS LIMITED,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897264,45110,SEFTON NEW DIRECTIONS LIMITED,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897519,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897522,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897528,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897555,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897558,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897559,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897560,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897562,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897564,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897566,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897567,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897568,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897569,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897570,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897571,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897572,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897574,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897575,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897576,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897577,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897578,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897579,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897540,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897556,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897561,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897563,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897565,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897573,45110,PSS UK,570.02
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897604,45110,BROTHERS OF CHARITY SERVICES MERSEY,568.88
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897776,45110,MATRIX SCM LTD,567.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897952,45110,MATRIX SCM LTD,567.84
City Development,Agency Admin/Cleric,Professional,1905897870,45110,MATRIX SCM LTD,561.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897487,45110,RUSHTON ADULT FUTURES (19+ RSB),556.68
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897850,45110,MATRIX SCM LTD,555.24
Children & Young Peo,Childcare Support,General Services Expenses,1905899737,45110,Huyton Nursery,549.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897674,45110,WIRRAL AUTISTIC SOCIETY,549.15
City Development,Agency Admin/Cleric,Professional,1905897996,45110,MATRIX SCM LTD,543.69
City Development,Agency Admin/Cleric,Professional,1905897980,45110,MATRIX SCM LTD,543.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897221,45110,HOUSING 21,535.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897222,45110,HOUSING 21,535.19
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101072015,45110,ARNOLD CLARK CAR & VAN RENTAL,532
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897441,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897458,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897464,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897466,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897468,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897629,45110,BROTHERS OF CHARITY SERVICES MERSEY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897648,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897654,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897658,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897660,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897665,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897670,45110,WIRRAL AUTISTIC SOCIETY,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897681,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897690,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897693,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897697,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897699,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897705,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897711,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897752,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897436,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897696,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897736,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897744,45110,AUTISM INITIATIVES,530.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897748,45110,AUTISM INITIATIVES,530.95
City Development,Agency Admin/Cleric,Professional,1905897989,45110,MATRIX SCM LTD,530.75
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897943,45110,MATRIX SCM LTD,523.6
Adult Services & Hea,Agency Admin/Cleric,Professional,1905897843,45110,MATRIX SCM LTD,522.03
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897450,45110,KEYS GROUP PROGRESSIVE CARE & EDUCA,520.96
City Development,Agency Admin/Cleric,Professional,1905897987,45110,MATRIX SCM LTD,517.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905897724,45110,AUTISM INITIATIVES,511.17
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101072133,45110,J P LENNARD LTD,508.44
Capital Central,Capital Central,Equipment,5101072072,45110,INSIGHT DIRECT (UK) LIMITED,-4307.38
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101072066,45110,MAINTEL EUROPE LTD,-12885.61
Chief Operating Offi,Software (General),Computing,5101072243,45111,PHOENIX SOFTWARE LTD,1727951.21
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905901451,45111,NHS CHESHIRE AND MERSEYSIDE ICB,1077107.72
Neighbourhoods,Private Contractors,Agency & Contract Services,5101072186,45111,LIVERPOOL STREETSCENE SERVICES LIMI,948087
Neighbourhoods,Private Contractors,Agency & Contract Services,5101072186,45111,LIVERPOOL STREETSCENE SERVICES LIMI,872459.17
Corporate Management,MPF Pension £ for £,Indirect Employee Expenses,1905901450,45111,WIRRAL BOROUGH COUNCIL,824734.24
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101072186,45111,LIVERPOOL STREETSCENE SERVICES LIMI,545853.42
