Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
City Development,Non Employ Prof Fees,Professional Fees,5101070460,45092,EDUCATION SOLUTIONS SPEKE LIMITED,72688.35
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070441,45092,AUTISM INITIATIVES,24617
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874568,45092,NUGENT CARE - CHILDWALL,20078.3
Children & Young Peo,Rent-LCC Occupy Prem,Rent & Rates etc,1905875412,45092,THE BIG HELP PROJECT,17825
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101070421,45092,KNOWSLEY TRAVEL LTD,13441.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874886,45092,OPTIONS FOR SUPPORTED LIVING,13031.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874858,45092,OPTIONS FOR SUPPORTED LIVING,12411.42
City Development,Events,General Services Expenses,1905875372,45092,****REDACTED PERSONAL INFO****,12000
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101070425,45092,HEALTHWORK,11620
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875383,45092,TURNING POINT NW LTD,11288.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874713,45092,NORTH WEST COMMUNITY SERVICES,10151.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874857,45092,OPTIONS FOR SUPPORTED LIVING,9581.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874775,45092,NORTH WEST COMMUNITY SERVICES,9448.17
City Development,Events,General Services Expenses,5101070410,45092,PEEL LAND (INTERMEDIATE) LTD,9000
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874801,45092,COMMUNITY INTEGRATED CARE,8839.32
Children & Young Peo,Grants & Subs (Gener,Grants & Subscriptions,1905875409,45092,CROXTETH GEMS COMMUNITY ASSOCIATION,8748
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874733,45092,NORTH WEST COMMUNITY SERVICES,8697.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874869,45092,OPTIONS FOR SUPPORTED LIVING,8697.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874735,45092,NORTH WEST COMMUNITY SERVICES,8688.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874865,45092,OPTIONS FOR SUPPORTED LIVING,8666.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874705,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874768,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874739,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874747,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874847,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874849,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874864,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874880,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874881,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874736,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874753,45092,NORTH WEST COMMUNITY SERVICES,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874845,45092,OPTIONS FOR SUPPORTED LIVING,7890.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874369,45092,MOUNTBATTON CARE LIMITED,6682.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875066,45092,ALTERNATIVE FUTURES GROUP,6320.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874741,45092,NORTH WEST COMMUNITY SERVICES,6293.7
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875065,45092,ALTERNATIVE FUTURES GROUP,6282.5
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875374,45092,WHY MEDIATE LTD t/a MEDIATELEGA,6195
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070329,45092,PONTVILLE SCHOOL,6039.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874855,45092,OPTIONS FOR SUPPORTED LIVING,5917.74
City Law & Governanc,Funerals (General),General Services Exp Social Svs Clients,5101070415,45092,OWENS FUNERAL SERVICES,5865
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874368,45092,NEW START LIVING LTD,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874507,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875042,45092,AUTISM INITIATIVES,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875058,45092,AUTISM INITIATIVES,5719
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874846,45092,OPTIONS FOR SUPPORTED LIVING,5666.37
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875056,45092,AUTISM INITIATIVES,5506.55
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101070315,45092,RADCLIFFE TAXIS,5210
Adult Services & Hea,Agency Admin/Cleric,Professional,1905875157,45092,MATRIX SCM LTD,5060.45
Neighbourhoods,Agency Admin/Cleric,Professional,1905875253,45092,MATRIX SCM LTD,5033.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874207,45092,GLENELG SUPPORT LIMITED,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874473,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875051,45092,AUTISM INITIATIVES,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875059,45092,AUTISM INITIATIVES,4951.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874208,45092,GLENELG SUPPORT LIMITED,4826.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874491,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,4700.64
Neighbourhoods,Agency Admin/Cleric,Professional,1905875252,45092,MATRIX SCM LTD,4630.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875075,45092,ALTERNATIVE FUTURES GROUP,4610.5
Neighbourhoods,Agency Admin/Cleric,Professional,1905875197,45092,MATRIX SCM LTD,4540.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875072,45092,ALTERNATIVE FUTURES GROUP,4526.76
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070388,45092,EMPLOYABILITY SOLUTIONS LTD,4406.1
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874366,45092,NEW START LIVING LTD,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874468,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874488,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,4388.3
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875063,45092,AUTISM INITIATIVES,4388.3
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070386,45092,EMPLOYABILITY SOLUTIONS LTD,4387.23
Neighbourhoods,Agency Admin/Cleric,Professional,1905875134,45092,MATRIX SCM LTD,4230.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874525,45092,GRAY HEALTHCARE LTD,4219.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874527,45092,GRAY HEALTHCARE LTD,4219.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874209,45092,GLENELG SUPPORT LIMITED,4198.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874805,45092,COMMUNITY INTEGRATED CARE,4175.85
Adult Services & Hea,Agency Admin/Cleric,Professional,1905875126,45092,MATRIX SCM LTD,4158.3
Adult Services & Hea,Agency Admin/Cleric,Professional,1905875314,45092,MATRIX SCM LTD,4158.3
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101070424,45092,KNOWSLEY BLACK KABS,4118.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874859,45092,OPTIONS FOR SUPPORTED LIVING,4106.16
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070345,45092,TURNING POINT NW LTD,4090.91
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070346,45092,TURNING POINT NW LTD,4090.91
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070347,45092,TURNING POINT NW LTD,4090.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874526,45092,GRAY HEALTHCARE LTD,4039.14
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874720,45092,NORTH WEST COMMUNITY SERVICES,3992.1
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875373,45092,WHY MEDIATE LTD t/a MEDIATELEGA,3965
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874515,45092,AFFINITY SUPPORTING PEOPLE LTD,3865.23
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874725,45092,NORTH WEST COMMUNITY SERVICES,3859.23
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874767,45092,NORTH WEST COMMUNITY SERVICES,3830.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874712,45092,NORTH WEST COMMUNITY SERVICES,3821.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874722,45092,NORTH WEST COMMUNITY SERVICES,3821.01
Chief Operating Offi,Private Contractors,Agency & Contract Services,5101070426,45092,THE MCL GROUP (INT) LTD t/A MCL MED,3770.38
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070325,45092,TURNING POINT NW LTD,3763.7
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070327,45092,TURNING POINT NW LTD,3763.7
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070330,45092,TURNING POINT NW LTD,3763.7
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070331,45092,TURNING POINT NW LTD,3763.7
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070333,45092,TURNING POINT NW LTD,3763.7
City Development,Non Employ Prof Fees,Professional Fees,5101070461,45092,EDUCATION SOLUTIONS SPEKE LIMITED,3709.86
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875030,45092,AUTISM INITIATIVES,3696
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874842,45092,COMMUNITY INTEGRATED CARE,3684.52
Finance & Resources,Consultancy,Professional Fees,5101070448,45092,VIVID RESOURCING A DIVISION OF G2V,3675
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070334,45092,TURNING POINT NW LTD,3645.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070335,45092,TURNING POINT NW LTD,3645.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070336,45092,TURNING POINT NW LTD,3645.43
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874778,45092,COMMUNITY INTEGRATED CARE,3642.18
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875375,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875376,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875377,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875378,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875379,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875380,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875381,45092,TURNING POINT NW LTD,3635.9
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1905875382,45092,TURNING POINT NW LTD,3635.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874685,45092,NATURAL BREAKS MERSEYSIDE,3634.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874211,45092,GLENELG SUPPORT LIMITED,3631.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875048,45092,AUTISM INITIATIVES,3621.1
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070337,45092,TURNING POINT NW LTD,3517.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070338,45092,TURNING POINT NW LTD,3517.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070339,45092,TURNING POINT NW LTD,3517.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070340,45092,TURNING POINT NW LTD,3517.53
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101070341,45092,TURNING POINT NW LTD,3517.53
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875076,45092,ALTERNATIVE FUTURES GROUP,3509.24
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101070422,45092,KNOWSLEY TRAVEL LTD,3496
Finance & Resources,Agency Admin/Cleric,Professional,1905875124,45092,MATRIX SCM LTD,3383.55
Finance & Resources,Agency Admin/Cleric,Professional,1905875193,45092,MATRIX SCM LTD,3383.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874811,45092,COMMUNITY INTEGRATED CARE,3370.82
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875034,45092,AUTISM INITIATIVES,3369.94
Neighbourhoods,Agency Admin/Cleric,Professional,1905875335,45092,MATRIX SCM LTD,3339.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874477,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,3258.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874493,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,3251.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874461,45092,ASPIRATIONS CARE LTD,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874481,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874506,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874815,45092,COMMUNITY INTEGRATED CARE,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875045,45092,AUTISM INITIATIVES,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875050,45092,AUTISM INITIATIVES,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874210,45092,GLENELG SUPPORT LIMITED,3193.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875109,45092,SLC RAGLIN LTD,3162.46
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070361,45092,EMPLOYABILITY SOLUTIONS LTD,3143.77
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070382,45092,EMPLOYABILITY SOLUTIONS LTD,3143
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874558,45092,MENCAP,3078.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874750,45092,NORTH WEST COMMUNITY SERVICES,3060.57
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874475,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,3006.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874766,45092,NORTH WEST COMMUNITY SERVICES,3003.21
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874710,45092,NORTH WEST COMMUNITY SERVICES,2999.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874703,45092,NORTH WEST COMMUNITY SERVICES,2994.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874854,45092,OPTIONS FOR SUPPORTED LIVING,2994.09
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875047,45092,AUTISM INITIATIVES,2879.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874474,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2846.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874769,45092,NORTH WEST COMMUNITY SERVICES,2832.12
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070362,45092,EMPLOYABILITY SOLUTIONS LTD,2818.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874993,45092,WIRRAL AUTISTIC SOCIETY,2800.11
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874172,45092,L'ARCHE LIVERPOOL,2791.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874955,45092,BROTHERS OF CHARITY SERVICES MERSEY,2763.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875104,45092,LEONARD CHESHIRE NORTH WEST,2755.62
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874762,45092,NORTH WEST COMMUNITY SERVICES,2718.06
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874466,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2706.22
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874535,45092,MENCAP,2681.86
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070380,45092,EMPLOYABILITY SOLUTIONS LTD,2678.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874471,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2642.39
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874206,45092,GLENELG SUPPORT LIMITED,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874365,45092,NEW START LIVING LTD,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874367,45092,NEW START LIVING LTD,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874402,45092,COOPER NOBLE CARE LTD,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874418,45092,COOPER NOBLE CARE LTD,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874469,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874480,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874483,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874485,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874505,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874673,45092,NATURAL BREAKS MERSEYSIDE,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874681,45092,NATURAL BREAKS MERSEYSIDE,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875043,45092,AUTISM INITIATIVES,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875067,45092,ALTERNATIVE FUTURES GROUP,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875074,45092,ALTERNATIVE FUTURES GROUP,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875069,45092,ALTERNATIVE FUTURES GROUP,2630.18
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875038,45092,AUTISM INITIATIVES,2623.45
City Law & Governanc,Agency Admin/Cleric,Professional,1905875239,45092,MATRIX SCM LTD,2601.55
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070376,45092,EMPLOYABILITY SOLUTIONS LTD,2595.05
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874882,45092,OPTIONS FOR SUPPORTED LIVING,2566.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874394,45092,TRANSITION CARE,2528.33
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070385,45092,EMPLOYABILITY SOLUTIONS LTD,2501.48
City Law & Governanc,Agency Admin/Cleric,Professional,1905875267,45092,MATRIX SCM LTD,2454.87
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874729,45092,NORTH WEST COMMUNITY SERVICES,2429.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875035,45092,AUTISM INITIATIVES,2421.07
Children & Young Peo,Agency Admin/Cleric,Professional,1905875191,45092,MATRIX SCM LTD,2397.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874781,45092,COMMUNITY INTEGRATED CARE,2395.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874205,45092,GLENELG SUPPORT LIMITED,2354.54
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874873,45092,OPTIONS FOR SUPPORTED LIVING,2338.23
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070406,45092,EMPLOYABILITY SOLUTIONS LTD,2319
Chief Operating Offi,Agency Admin/Cleric,Professional,1905875196,45092,MATRIX SCM LTD,2318.04
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070404,45092,EMPLOYABILITY SOLUTIONS LTD,2309.07
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874212,45092,GLENELG SUPPORT LIMITED,2290.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874944,45092,BROTHERS OF CHARITY SERVICES MERSEY,2255.92
Children & Young Peo,Childcare Support,General Services Expenses,1905875435,45092,HAPPY HOUSE DAYCARE,2232
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874771,45092,NORTH WEST COMMUNITY SERVICES,2204.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874868,45092,OPTIONS FOR SUPPORTED LIVING,2138.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874494,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2107.41
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874743,45092,NORTH WEST COMMUNITY SERVICES,2090.73
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874719,45092,NORTH WEST COMMUNITY SERVICES,2087.31
Adult Services & Hea,Agency Admin/Cleric,Professional,1905875325,45092,MATRIX SCM LTD,2068.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874478,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,2043.33
City Law & Governanc,Agency Admin/Cleric,Professional,1905875306,45092,MATRIX SCM LTD,2024.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874949,45092,BROTHERS OF CHARITY SERVICES MERSEY,1977.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875041,45092,AUTISM INITIATIVES,1957.91
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874910,45092,BROTHERS OF CHARITY SERVICES MERSEY,1951.76
Children & Young Peo,Agency Admin/Cleric,Professional,1905875173,45092,MATRIX SCM LTD,1950.64
Neighbourhoods,Agency Admin/Cleric,Professional,1905875168,45092,MATRIX SCM LTD,1906.45
Neighbourhoods,Agency Admin/Cleric,Professional,1905875172,45092,MATRIX SCM LTD,1906.45
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070377,45092,EMPLOYABILITY SOLUTIONS LTD,1899.23
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874686,45092,NATURAL BREAKS MERSEYSIDE,1888.79
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874875,45092,OPTIONS FOR SUPPORTED LIVING,1881.99
Neighbourhoods,Agency Admin/Cleric,Professional,1905875167,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875349,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875350,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875351,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875352,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875353,45092,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1905875354,45092,MATRIX SCM LTD,1866.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874121,45092,LOCAL SOLUTIONS,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874462,45092,ASPIRATIONS CARE LTD,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874630,45092,THE FRANCES TAYLOR FOUNDATION LIVER,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874799,45092,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874839,45092,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875081,45092,ALTERNATIVE FUTURES GROUP,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874841,45092,COMMUNITY INTEGRATED CARE,1862.98
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874843,45092,COMMUNITY INTEGRATED CARE,1862.98
Children & Young Peo,Agency Admin/Cleric,Professional,1905875187,45092,MATRIX SCM LTD,1840.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874928,45092,BROTHERS OF CHARITY SERVICES MERSEY,1818.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905875053,45092,AUTISM INITIATIVES,1810.55
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874476,45092,ACCOMPLISH GROUP LTD - BIRMINGHAM,1805.95
City Development,Agency Admin/Cleric,Professional,1905875222,45092,MATRIX SCM LTD,1804.15
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874878,45092,OPTIONS FOR SUPPORTED LIVING,1796.46
Children & Young Peo,Agency Admin/Cleric,Professional,1905875250,45092,MATRIX SCM LTD,1782
Children & Young Peo,Agency Admin/Cleric,Professional,1905875138,45092,MATRIX SCM LTD,1761.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905875140,45092,MATRIX SCM LTD,1761.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905875147,45092,MATRIX SCM LTD,1761.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905875149,45092,MATRIX SCM LTD,1761.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905875155,45092,MATRIX SCM LTD,1761.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874693,45092,NATURAL BREAKS MERSEYSIDE,1748.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874870,45092,OPTIONS FOR SUPPORTED LIVING,1710.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905875327,45092,MATRIX SCM LTD,1692.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905875271,45092,MATRIX SCM LTD,1687.35
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905874891,45092,BROTHERS OF CHARITY SERVICES MERSEY,1682.86
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070391,45092,EMPLOYABILITY SOLUTIONS LTD,1654.62
Children & Young Peo,OLA'sRecoup2017/18,Agency & Contract Services,5101070401,45092,EMPLOYABILITY SOLUTIONS LTD,1654.21
