Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45085,30435572,4200,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,MC Older People 65+ Other Short Term support,Contracted Services,45057,30434139,4400,BELAMIE GABLES,
Bracknell Forest Council,00MA,Business Support,Premises Development,Forest Park,Other Fees for Bought-in Services,45043,6766819,685,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Business Support,Premises Development,Liscombe,Other Fees for Bought-in Services,45043,6766820,780,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Business Support,Premises Development,Liscombe,Other Fees for Bought-in Services,45057,6767351,928,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Open Spaces,Countryside Recreation & Management,Countryside Sites - Maintenance,R&M - Planned,45043,6766390,980,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Holding Accounts not in Budget Book - COF,General Holding Accounts,Mayors Charity Fund,Other Income,45049,6766821,7252.46,BERKSHIRE COMMUNITY FOUNDATION,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Transport Services,Taxi Charges,45031,6765863,1003.25,BERKSHIRE EDUCATION TRAVEL,
Bracknell Forest Council,00MA,Short Term Support Maximise Independence,Short Term Support to Maximise Independence,Intermediate Care Team Practitioners,Contracted Services,45029,6765550,3277.25,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Short Term Support Maximise Independence,Short Term Support to Maximise Independence,Intermediate Care Team Practitioners,Contracted Services,45069,6768029,3277.25,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,Sexual Health - Contraception (Bracknell),Contracted Services,45034,6766274,4928,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sexual Health Services,STI testing and treatment,East Berkshire Sexual Health - STI Testing & Treatment,Contracted Services,45034,6767341,8272,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45065,6768099,540,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,Tenterden Lodge,R&M - Reactive,45065,6768093,550,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,Tenterden Lodge,R&M - Reactive,45109,6770753,600,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45012,6768151,620,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45065,6768136,700,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6767781,700,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45075,6768943,755,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,44986,6767532,775,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6767782,800,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768464,970,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45075,6768943,1000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,Tenterden Lodge,R&M - Reactive,45109,6770753,1000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45109,6770764,1000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768461,1185,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45065,6768136,1270,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45000,6767530,1395,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45065,6768175,1400,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,44986,6767532,1600,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6767781,1640,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45012,6768151,1800,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45109,6770764,1950,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768116,2000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45000,6767530,2000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768464,2000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768153,2223,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6767782,2400,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768461,4000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768116,4640,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Homelessness,Accommodation within own Stock,BFC Properties,R&M - Reactive,45063,6768153,5000,BERKSHIRE MECHANICAL SERVICES LLP,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45046,6767198,1690,BERKSHIRE MOBILITY TRANSPORT LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45078,6769319,2704,BERKSHIRE MOBILITY TRANSPORT LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45046,6767198,3052,BERKSHIRE MOBILITY TRANSPORT LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,De-Delegated Expenditure,Home to School Transport,Taxi Fares - Home/School Transport,45078,6769319,5188.4,BERKSHIRE MOBILITY TRANSPORT LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45009,6765934,539,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769489,550,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766112,624,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766840,650,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769490,650,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765318,672,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45030,6765660,728,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45030,6765665,728,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765319,728,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765317,728,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769802,750,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770915,770,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769014,770,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769092,770,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769797,770,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45030,6765668,784,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765322,784,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45028,6765512,784,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45026,6765435,784,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45034,6766105,784,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45020,6765513,880,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766108,896,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770917,900,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767258,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766835,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767259,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767257,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767261,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767255,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766838,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45029,6765657,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767793,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767800,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766837,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766834,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45030,6765662,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767796,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768194,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767799,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767797,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768196,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768191,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768195,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768192,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765321,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45034,6766106,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45022,6765320,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770911,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770913,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766112,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770914,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769483,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769484,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769486,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769016,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769012,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769017,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769019,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769090,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769085,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769089,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769800,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769793,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769799,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45030,6766195,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770909,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769482,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769487,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769087,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769091,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6768983,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6769015,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769088,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769798,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769795,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769796,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45107,6770637,910,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766111,936,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767260,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45056,6767256,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45048,6766832,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767792,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45064,6767794,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768190,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45070,6768189,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45112,6770902,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45051,6767062,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769479,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769481,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6768984,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769086,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769792,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770910,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45078,6768981,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45084,6769084,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769794,980,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45068,6768367,990,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770912,1050,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45091,6769488,1050,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45097,6769791,1050,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45093,6769790,1200,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766109,1248,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766114,1248,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45034,6766107,1344,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45037,6766113,1560,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45111,6770918,1560,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45072,6768368,1560,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Homelessness,Bed/Breakfast Accommodation,Emergency Accomodation,External Agency Services,45079,6769021,1800,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45069,6768140,2990,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45083,6768904,3220,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45096,6769682,3220,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC Expenditure,Other Support to Clients,45027,6766932,7130,BERKSHIRE ROOMS LTD,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Tree Service,Contracted Services,45063,6767765,940,BERKSHIRE TREE CARE,
Bracknell Forest Council,00MA,Services for Young People,Universal services for young people,Great Hollands Youth Centre,Contracted Services,45016,6766266,3625,BERKSHIRE YOUTH - BERKSHIRE ASSOCIATION OF CLUBS FOR YOUNG PEOPLE,
Bracknell Forest Council,00MA,Services for Young People,Target Services for Young People,The Wayz,Contracted Services,45016,6766267,10845.67,BERKSHIRE YOUTH - BERKSHIRE ASSOCIATION OF CLUBS FOR YOUNG PEOPLE,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,Permanency Team,Sessional,45027,6767587,1637,BETTER DAYS SOCIAL WORK LIMITED,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,Permanency Team,Sessional,45027,6767591,2027.42,BETTER DAYS SOCIAL WORK LIMITED,
Bracknell Forest Council,00MA,Family Support Services,Targeted Family Support,C&F Section 17 Duty Team,Contracted Services,45068,6770448,800,BETTER FAMILIES SOCIAL WORK SERVICES LTD,
Bracknell Forest Council,00MA,Children Looked After,Other Children Looked After Services,LAC - Semi Independent Living,Contracted Services,45079,6769353,5550,BETTER FAMILIES SOCIAL WORK SERVICES LTD,
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45068,6768243,9364,BETTER FAMILIES SOCIAL WORK SERVICES LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45100,30436844,514.51,BFS GROUP LTD T/A BIDFOOD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45086,30435766,517.36,BFS GROUP LTD T/A BIDFOOD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45107,30436844,529.21,BFS GROUP LTD T/A BIDFOOD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out - Catering,Cost of Goods Sold,45079,30435537,565.77,BFS GROUP LTD T/A BIDFOOD,
