Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,2718.16,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45357,6786120,593.69,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45301,6782490,2374.76,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45357,6786120,2374.76,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45322,6783784,2671.61,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45315,6783297,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45308,6784048,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45329,6784325,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45336,6784815,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45294,6782044,4749.52,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45349,6785675,5936.9,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,3654,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,3654,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,3654,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,1300,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,2857.14,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,3157.14,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,4122.68,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,4122.68,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,4122.68,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,4191.88,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,4191.88,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,4191.88,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,4326,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,4326,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,4326,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45309,30446605,4603.8,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45337,30448361,4603.8,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45365,30450149,4603.8,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,4642.86,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,4810.29,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,5200,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,5362.15,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,5400,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,5400,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45365,30450149,5400,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45309,30446605,6000,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45337,30448361,6000,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45365,30450149,6000,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45365,30450149,-822.77,BARCHESTER HEALTHCARE T/A WIMBORNE CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45309,30446605,2879.68,BARCHESTER HEALTHCARE T/A WIMBORNE CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45337,30448361,2879.68,BARCHESTER HEALTHCARE T/A WIMBORNE CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45365,30450149,2961.98,BARCHESTER HEALTHCARE T/A WIMBORNE CARE HOME,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783471,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783472,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783473,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783474,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783475,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783476,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783477,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783478,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783479,601,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45329,6784625,11091.21,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783476,13218,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783477,13218,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783471,14253,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783473,14253,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783475,14253,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783478,14253,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783472,15218,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783479,15218,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45300,6783474,17253,BARNARDO SERVICES LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,Mental Capacity Act & IMCA Service,Other Support to Clients,45349,6786403,1416,BDT HEALTHCARE LTD,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45323,6787125,2485.71,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45261,6782266,2657.14,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Learning Disability (under 65),Asylum Seekers,LC UASC,Contracted Services,45323,6787124,2657.14,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Asylum Seekers,Asylum Seekers,UASC Transferred,Contracted Services,44620,6786647,3782.43,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Asylum Seekers,Asylum Seekers,UASC Transferred,Contracted Services,45261,6782265,4043.28,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Asylum Seekers,Asylum Seekers,UASC Transferred,Contracted Services,44593,6786646,4043.28,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Asylum Seekers,Asylum Seekers,UASC Transferred,Contracted Services,45352,6788052,4043.28,BE MY FAMILY FOSTERING AGENCY,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45337,30448361,-3476.88,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45309,30446605,3476.88,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,MC Older People 65+ Other Short Term support,Contracted Services,45344,30448675,6000,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45309,30446605,6800,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45337,30448361,6800,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45365,30450149,6800,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45365,30450149,6921.6,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45337,30448361,10592.31,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,PS Adults 18-64 Long Term Support - Nursing,Contracted Services,45309,30446605,12631.6,BEACHER HALL NURSING CENTRE,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45261,6783291,15337,BEECH LODGE SCHOOL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45261,6784959,16676.67,BEECH LODGE SCHOOL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45261,6783290,17250,BEECH LODGE SCHOOL,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45170,6783292,19919,BEECH LODGE SCHOOL,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45231,6784395,4539.3,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45261,6784396,4690.61,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45292,6784397,4690.61,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45200,6784398,5145.38,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45261,6784399,5145.38,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45292,6784400,5145.38,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45309,30446605,12054.64,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45337,30448361,12054.64,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45365,30450149,12054.64,BEECHWOOD COLLEGE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45302,30446274,589.56,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45351,30449147,589.56,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45386,30451573,589.56,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45351,30449147,609.88,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45323,30447507,650.55,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45323,30447507,828.53,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45302,30446274,894.52,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45351,30449147,894.52,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45386,30451573,894.52,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45302,30446274,955.44,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45344,30448676,955.44,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45386,30451573,955.44,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45323,30447507,955.51,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45323,30447507,1031.7,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,PS Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45302,30446274,1036.76,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45351,30449147,1036.76,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45386,30451573,1038.8,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45302,30446274,1280.72,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Community:Homecare,PS Older People 65+ Long Term Support - Community:Homecare,Contracted Services,45323,30447507,1407.83,BEELOVED HOMECARE,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MH Older People 65+ Long Term Support - Residential,Contracted Services,45309,30446605,3312.04,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MH Older People 65+ Long Term Support - Residential,Contracted Services,45337,30448361,3312.04,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MH Older People 65+ Long Term Support - Residential,Contracted Services,45365,30450149,3312.04,BELAMIE GABLES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,PS Adults 18-64 Long Term Support - Residential,Contracted Services,45309,30446605,3750.64,BELAMIE GABLES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,PS Adults 18-64 Long Term Support - Residential,Contracted Services,45337,30448361,3750.64,BELAMIE GABLES,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,PS Adults 18-64 Long Term Support - Residential,Contracted Services,45365,30450149,3750.64,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45309,30446605,4200,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45337,30448361,4200,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45365,30450149,4200,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45337,30448361,4600,BELAMIE GABLES,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45309,30446605,5600,BELAMIE GABLES,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Jennetts Park Maintenance,R&M - Planned,45323,6786901,610,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Bucklers Forest,R&M - Planned,45335,6785057,915,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Equipment - R&M,45379,6788094,1150,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Equipment - R&M,45321,6783765,1645,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Open Spaces,Community Parks & Open Spaces,Bucklers Forest,R&M - Planned,45335,6785056,5640,BENVILLE AND MARSH LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MC Management & Administration,Contracted Services,45342,6785158,3115.35,BERKSHIRE HEALTHCARE FOUNDATION TRUST,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MC Management & Administration,Contracted Services,45314,6783189,3115.35,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MC Management & Administration,Contracted Services,45359,6787163,3115.35,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,Locality Manager - Mental Health Services,Contracted Services,45359,6787362,3826.33,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sexual Health Services,STI testing and treatment,East Berkshire Sexual Health - STI Testing & Treatment,Contracted Services,45309,6784691,4048,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sexual Health Services,STI testing and treatment,East Berkshire Sexual Health - STI Testing & Treatment,Contracted Services,45309,6784690,4840,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sexual Health Services,STI testing and treatment,East Berkshire Sexual Health - STI Testing & Treatment,Contracted Services,45309,6784689,8448,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sure Start Children's Centres,LA/Corporate Expenditure Attributable to Children's Centres,EH Children's Centres,Other Fees for Bought-in Services,45327,6785333,10863.26,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Mandated 0-5 Childrens Services (Bracknell),Mandated 0-5 Childrens Services (Bracknell),Public Health Bracknell Children's 0-5 Services (Mandatory),Contracted Services,45363,6786633,12411,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sure Start Children's Centres,LA/Corporate Expenditure Attributable to Children's Centres,EH Children's Centres,Other Fees for Bought-in Services,45327,6785333,13700.75,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Occupational Therapy,Other Fees for Bought-in Services,45327,6785332,15416.65,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,Occupational Therapy,Other Fees for Bought-in Services,45327,6785332,19443.48,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Mandated 0-5 Childrens Services (Bracknell),Mandated 0-5 Childrens Services (Bracknell),Public Health Bracknell Children's 0-5 Services (Mandatory),Contracted Services,45327,6784142,24830,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Short Term Support Maximise Independence,Short Term Support to Maximise Independence,Intermediate Care Team Practitioners,Contracted Services,45303,6782675,29495.25,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Short Term Support Maximise Independence,Short Term Support to Maximise Independence,Intermediate Care Team Practitioners,Contracted Services,45359,6786356,29495.25,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
Bracknell Forest Council,00MA,Sure Start Children's Centres,Sure Start Children's Centres Early Years,EH North Locality,Other Fees for Bought-in Services,45370,6787265,32000,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,
