Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Commissioning & Service Delivery,Commissioning & Service Delivery,Heathlands,Contracted Services,45139,6778190,22104.81,HEATHLANDS,
Bracknell Forest Council,00MA,Commissioning & Service Delivery,Commissioning & Service Delivery,Heathlands,Contracted Services,45201,6778964,22104.81,HEATHLANDS,
Bracknell Forest Council,00MA,Commissioning & Service Delivery,Commissioning & Service Delivery,Heathlands,Contracted Services,45231,6778489,90480,HEATHLANDS,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45225,30442359,90480,HEATHLANDS,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45253,30443896,90480,HEATHLANDS,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45281,30445342,90480,HEATHLANDS,
Bracknell Forest Council,00MA,Miscellaneous Public Health Services,Public Health Teams,Public Health - Bracknell Team,Staff Advertising,45244,6780202,3000,HEMMING GROUP LTD,
Bracknell Forest Council,00MA,Children Looked After,Education for Children Looked After,Pupil Premium Educational Attainment for LAC,Contracted Services,45209,6778299,542,HERNE BAY HIGH SCHOOL,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45225,30442359,5245.92,HERONS LODGE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45253,30443896,5245.92,HERONS LODGE,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45281,30445342,5245.92,HERONS LODGE,
Bracknell Forest Council,00MA,Sexual Health Services,Contraception,East Berkshire GP LARC Payments,Contracted Services,45203,6776825,564.5,HERSCHEL MEDICAL CENTRE,
Bracknell Forest Council,00MA,NHS Health Check Programme,NHS Health Check Programme,East Berkshire GP Health Checks,Contracted Services,45203,6776825,1920,HERSCHEL MEDICAL CENTRE,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,588.43,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,588.43,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,588.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,588.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,1139.99,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,1140,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,1140,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,1140,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,1140,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,1140.6,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45295,30445851,1140.6,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,1619.83,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,1684.92,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,1685.81,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,1685.81,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,2045.65,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2052.11,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,2052.11,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2052.46,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2052.46,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2052.46,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,2052.46,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,2052.46,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2223,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2223,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,2223,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,2223,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,2325.5,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,2325.5,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,2327.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,2329.11,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,3876,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4182.8,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,4380.64,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45295,30445851,4520.77,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,4522,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,4524.38,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45281,30445343,4524.38,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5115.76,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5115.76,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5115.76,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5115.76,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5144.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5144.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5144.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5144.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5339,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5339,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5339,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5339,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,5446.03,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45295,30445851,5446.03,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,5446.92,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5586,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5884.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5884.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,5884.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Supported Living,LD Older People 65+ Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5884.44,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,5991.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,5991.24,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,5991.85,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45204,30441350,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45239,30443225,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45281,30445343,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45295,30445851,6013.88,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Community:Supported Living,LD Adults 18-64 Long Term Support - Community:Supported Living,Contracted Services,45274,30445039,6061,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,6294.74,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,6295.04,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45295,30445851,6295.04,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,6295.05,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45281,30445343,6295.05,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45204,30441350,6295.06,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45239,30443225,6295.06,HIGHTOWN HOUSING ASSOCIATION LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Community:Homecare,LD Adults 18-64 Long Term Support - Community:Homecare,Contracted Services,45281,30445343,6295.06,HIGHTOWN HOUSING ASSOCIATION LTD,
