Body Name,Body,Service Area,Service Division,Responsible Unit,Expenses Type,Date,TransNo,Amount £,Supplier,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,5460,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,5460,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,6400.12,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,6400.12,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,6400.12,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,6400.12,ASCOT RESIDENTIAL HOMES LTD-8797,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Social Work,Life Chances Team,Other Support to Clients,45125,6771822,1438.5,ASCOT UNITED FOOTBALL CLUB LIMITED,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,5000,ASHLEY COURT CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,5000,ASHLEY COURT CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,5000,ASHLEY COURT CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,5000,ASHLEY COURT CARE HOME,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45103,6771730,619.23,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45152,6775912,636.04,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45180,6775895,648.27,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45126,6771727,753.64,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45166,6775915,781.01,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45126,6771727,833.65,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45138,6773501,862.29,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45159,6775969,873.88,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45110,6771733,880.88,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45159,6775969,888.7,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45173,6775896,950.66,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45124,6772521,1058.63,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45124,6772521,1181.14,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45145,6775780,1382.66,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45152,6775912,1397.4,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Libraries,"Stock Ordering, Cataloguing & Distribution",Library Book Fund,Audio/Visual materials,45152,6775912,1524.84,ASKEWS & HOLTS LIBRARY SERVICE,
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45041,6771477,7871.43,ASPRIS CHILDREN'S SERVICES - MARCH HOUSE (CASTLE CARE GROUP LTD),
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45089,6771476,23614.29,ASPRIS CHILDREN'S SERVICES - MARCH HOUSE (CASTLE CARE GROUP LTD),
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45126,6773447,24401.43,ASPRIS CHILDREN'S SERVICES - MARCH HOUSE (CASTLE CARE GROUP LTD),
Bracknell Forest Council,00MA,Children Looked After,Residential care,Children's Home Placements,Contracted Services,45161,6775312,24401.43,ASPRIS CHILDREN'S SERVICES - MARCH HOUSE (CASTLE CARE GROUP LTD),
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45097,6771166,22482.86,ASPRIS CHILDREN'S SERVICES- KINGSBROOK,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45069,6771413,23232.29,ASPRIS CHILDREN'S SERVICES- KINGSBROOK,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45126,6772474,23232.29,ASPRIS CHILDREN'S SERVICES- KINGSBROOK,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45161,6774511,23232.29,ASPRIS CHILDREN'S SERVICES- KINGSBROOK,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Subscriptions,45017,6771298,725,ASSOCIATION FOR SCIENCE & DISCOVERY CENTRES,
Bracknell Forest Council,00MA,Miscellaneous Public Health Services,Miscellaneous Public Health Services,Other Public Health Services (Bracknell),Professional Subscriptions & Legal Practising Cert,45167,6775067,4250,ASSOCIATION OF DIRECTORS OF PUBLIC HEALTH (UK),
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,2571.43,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,3265.24,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3600,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3600,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3600,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,LD Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3600,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3600,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,3731.68,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,4100,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,4100,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,4100,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,4100,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,4400,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,4400,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,4400,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,4400,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,4768.57,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,4800,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,4800,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,4800,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,4800,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,4800,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,4940,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,7200,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,8400,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,9054.29,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,9740,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,10246.28,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,10246.28,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,10246.28,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45197,30440871,17446.28,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,26121.92,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45141,30438403,26121.92,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,MC Older People 65+ Long Term Support - Residential,Contracted Services,45169,30439566,26121.92,ASTBURY MANOR CARE HOME,
Bracknell Forest Council,00MA,Assistive Equipment & Technology,Assistive Equipment & Technology,Assistive Equipment and Technology,Equipment - Purchase,45120,6771694,607,ASTOR-BANNERMAN (MEDICAL) LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Fleet,Pool Cars.....CLOSED PLEASE USE CC E722E,Operating Lease Charge,45170,6774764,4960.64,ATHLON MOBILITY SERVICES UK LTD,
Bracknell Forest Council,00MA,"Recreation, Sports and Leisure",Community Centres,Bucklers Park Community Hub,Other Fees for Bought-in Services,45159,6775980,1159.04,ATKINS LTD,
Bracknell Forest Council,00MA,"Recreation, Sports and Leisure",Community Centres,Bucklers Park Community Hub,Other Fees for Bought-in Services,45135,6774041,2179.93,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges,Consultants Fees,45163,6775987,4025.1,ATKINS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Construction & Maintenance,Agency,45187,6775791,4935.86,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges,Consultants Fees,45098,6775971,5386.45,ATKINS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Construction & Maintenance,Agency,45160,6774142,5691.83,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges - Other Roads,Consultants Fees,45163,6775987,6078.65,ATKINS LTD,
Bracknell Forest Council,00MA,Central Support Services - COF,Construction and Property,Construction & Maintenance,Agency,45134,6772660,6647.81,ATKINS LTD,
Bracknell Forest Council,00MA,Homelessness,Prevention,Housing Resources Operational Costs,Agency,45160,6775651,6695.09,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges - Other Roads,Consultants Fees,45098,6775971,6802.6,ATKINS LTD,
Bracknell Forest Council,00MA,Homelessness,Prevention,Housing Resources Operational Costs,Agency,45133,6772608,7094.98,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges,Consultants Fees,45098,6775972,7242.44,ATKINS LTD,
Bracknell Forest Council,00MA,Homelessness,Prevention,Housing Resources Operational Costs,Agency,45184,6776182,7514.59,ATKINS LTD,
Bracknell Forest Council,00MA,Structural Maintenance,Bridges,Bridges - Other Roads,Consultants Fees,45098,6775972,8014.96,ATKINS LTD,
Bracknell Forest Council,00MA,Homelessness,Prevention,Housing Resources Operational Costs,Agency,45156,6776218,17890.44,ATKINS LTD,
Bracknell Forest Council,00MA,Building Control,Building Regulations,Building Regulations,Consultants Fees,45117,6771232,900,ATLAS STRUCTURAL CONSULTANTS LTD,
Bracknell Forest Council,00MA,Culture and Heritage,Heritage Museums & Galleries,The Look Out,Cost of Goods Sold,45162,6774396,1182.9,AURORA WORLD LIMITED,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45113,30436880,6007.88,AUTISM SPECIALISED CARE HOMES LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45141,30438403,6007.88,AUTISM SPECIALISED CARE HOMES LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45169,30439566,6007.88,AUTISM SPECIALISED CARE HOMES LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45197,30440871,6007.88,AUTISM SPECIALISED CARE HOMES LTD,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,LD Adults 18-64 Long Term Support - Nursing,Contracted Services,45113,30436880,3828.2,AVALON NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,LD Adults 18-64 Long Term Support - Nursing,Contracted Services,45141,30438403,3828.2,AVALON NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,LD Adults 18-64 Long Term Support - Nursing,Contracted Services,45169,30439566,3828.2,AVALON NURSING HOME,
Bracknell Forest Council,00MA,Adults (18-64),Long Term Support - Nursing,LD Adults 18-64 Long Term Support - Nursing,Contracted Services,45197,30440871,3828.2,AVALON NURSING HOME,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Road Safety Education,Road Safety Education,Other Fees for Bought-in Services,45202,6776597,2475,AVANTI CYCLING LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Road Safety Education,Road Safety Education,Other Fees for Bought-in Services,45175,6775021,3300,AVANTI CYCLING LTD,
Bracknell Forest Council,00MA,Traffic Management & Road Safety,Road Safety Education,Road Safety Education,Other Fees for Bought-in Services,45111,6771320,6930,AVANTI CYCLING LTD,
Bracknell Forest Council,00MA,Safeguarding Children and Young People's Services,Commissioning and children's services strategy,Complaints Procedure,Consultants Fees,45159,6773995,1662.5,AVOCET SERVICES LIMITED,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45113,30436880,6882,AVON AUTISTIC FOUNDATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45141,30438403,6882,AVON AUTISTIC FOUNDATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45169,30439566,6882,AVON AUTISTIC FOUNDATION,
Bracknell Forest Council,00MA,Adults (18-64),Long term Support - Residential,LD Adults 18-64 Long Term Support - Residential,Contracted Services,45197,30440871,6882,AVON AUTISTIC FOUNDATION,
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45092,6774388,1571.84,AVON PARK SCHOOL (A DIVISION OF WITHERSLACK GROUP LTD),
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45092,6773413,1571.84,AVON PARK SCHOOL (A DIVISION OF WITHERSLACK GROUP LTD),
Bracknell Forest Council,00MA,Management and Support Services - CYPL,Unallocated High Needs Related Expenditure,SEN Non LEA Provision Pre 16,Voluntary Sector Service Providers,45078,6774762,26197.33,AVON PARK SCHOOL (A DIVISION OF WITHERSLACK GROUP LTD),
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45138,6773539,4705,AYLESBURY COLLEGE T/A BUCKINGHAMSHIRE COLLEGE GROUP,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45138,6775879,16315,AYLESBURY COLLEGE T/A BUCKINGHAMSHIRE COLLEGE GROUP,
Bracknell Forest Council,00MA,Post 16 Provision,High needs budget fpr post-16 provision,SEN Non LEA Provision Post16,Voluntary Sector Service Providers,45138,6773540,26215,AYLESBURY COLLEGE T/A BUCKINGHAMSHIRE COLLEGE GROUP,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,2718.16,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,2718.16,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,2718.16,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MH Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,2718.16,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,2811.92,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,3546.48,BAGSHOT GARDENS CARE HOME,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,SEN Staff,Agency,45133,6772467,1360,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,SEN Staff,Agency,45112,6770994,1530,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,SEN Staff,Agency,45126,6771890,1700,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Other Education and Community Budget,Service strategy and other education functions,SEN Staff,Agency,45119,6771673,1700,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45105,6770470,2812.5,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45112,6770931,2812.5,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45126,6771874,2812.5,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45196,6776246,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Social Care Activities,Social Care Activities,MH Management & Administration,Agency,45189,6776077,2968.45,BALTIMORE CONSULTING LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45169,30439566,3654,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,3654,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,MC Older People 65+ Long Term Support - Nursing,Contracted Services,45148,30438748,15790.5,BARCHESTER HEALTHCARE,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45141,30438403,-2042.86,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45113,30436880,1285.71,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45169,30439566,1857.14,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,2042.86,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45113,30436880,2042.86,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long term Support - Residential,PS Older People 65+ Long Term Support - Residential,Contracted Services,45113,30436880,2042.86,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Other Long Term Care,MC Older People 65+ Long Term Support - Community:Other Long Term Care,Contracted Services,45120,30437210,2600.08,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Other Long Term Care,MC Older People 65+ Long Term Support - Community:Other Long Term Care,Contracted Services,45183,30440334,2700,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45197,30440871,2785.71,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Adults (18-64),Short Term Support Other,PS Adults 18-64 Other Short Term support,Contracted Services,45113,30436880,2971.43,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Community:Other Long Term Care,MC Older People 65+ Long Term Support - Community:Other Long Term Care,Contracted Services,45155,30439065,3000,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Long Term Support - Nursing,PS Older People 65+ Long Term Support - Nursing,Contracted Services,45197,30440871,3080,BARCHESTER HEALTHCARE LTD,
Bracknell Forest Council,00MA,Older People (65+),Short Term Support Other,PS Older People 65+ Other Short Term support,Contracted Services,45113,30436880,3157.14,BARCHESTER HEALTHCARE LTD,
