Transparency Report 23 Dec - 24 Feb,,,,,,,
Payment Date,Vendor Name 2,Cost Centre Code,Cost Centre Description,Subjective Code,Subjective desctiption,Amount,Non Recoverable VAT
30/01/2024,Churton Property Developments Ltd,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,050.10",0
30/01/2024,Churton Property Developments Ltd,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,282.67",0
12/01/2024,CIA Fire and security Ltd,B02108,Resources,620130,Works - Construction Repair and Maintenance - Open Spaces,"£5,450.00",0
09/02/2024,CIPFA,B05008,Core Finance,640250,Education,£600.00,0
11/01/2024,Circle Residential Management Ltd,B06215,Community Assets,620210,Financial Services - Rents,"£19,821.37",0
01/12/2023,CIRCLES ALT ED C.I.C.,B00013,Independent Day Special,640250,Education,"£5,682.50",0
06/12/2023,Citizens Advice Bureau,B01280,Citizens Advice Brent,640240,Consultancy,"£41,627.80",0
22/01/2024,Citizens Advice Bureau,B01280,Citizens Advice Brent,640240,Consultancy,"£41,627.80",0
07/02/2024,Citizens Advice Bureau,B01280,Citizens Advice Brent,640240,Consultancy,"£41,560.32",0
19/02/2024,Citizens Advice Bureau,B01280,Citizens Advice Brent,640240,Consultancy,"£41,560.32",0
08/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£2,280.00",0
08/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£620.00,0
08/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£665.00,0
08/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£1,710.00",0
22/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£1,860.00",0
29/12/2023,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£620.00,0
05/01/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£1,950.00",0
10/01/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£1,410.00",0
19/01/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£620.00,0
26/01/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£620.00,0
26/01/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£620.00,0
15/02/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,£570.00,0
16/02/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£1,710.00",0
21/02/2024,City Mission Hub Ltd City Mission Child Contact Centre,B00519,Contact Team,650110,Social Community Care Supplies and Services - Children,"£3,495.00",0
03/01/2024,City of London Corporation,B01217,Drug Misuse - Adults,620090,Health and Safety,"£5,000.00",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£52,641.08",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£51,270.96",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£53,953.98",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£49,886.99",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£44,803.96",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£17,136.68",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£51,622.34",0
10/01/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£51,369.61",0
02/02/2024,City of London Corporation,B01217,Drug Misuse - Adults,620090,Health and Safety,"£2,000.00",0
16/02/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£42,468.43",0
16/02/2024,City of London Corporation,B01207,Sexual Health Services - Contraception,650030,Healthcare,"£46,874.67",0
23/02/2024,City of London Corporation,B02311,NCIL Projects - Level 1,640460,Financial Services - Grants,"£15,000.00",0
06/12/2023,City Travel (Midlands) t/a City Estates,B00206,FSS Section 17 - Overstayers,650110,Social Community Care Supplies and Services - Children,"£9,808.64",0
06/12/2023,City Travel (Midlands) t/a City Estates,B00206,FSS Section 17 - Overstayers,650110,Social Community Care Supplies and Services - Children,"£4,611.81",0
13/12/2023,City Travel (Midlands) t/a City Estates,B00206,FSS Section 17 - Overstayers,650110,Social Community Care Supplies and Services - Children,"£13,957.89",0
27/12/2023,City Travel (Midlands) t/a City Estates,B06089,TA - Private Leased Pla,620210,Financial Services - Rents,£665.51,0
17/01/2024,City Travel (Midlands) t/a City Estates,B00206,FSS Section 17 - Overstayers,650110,Social Community Care Supplies and Services - Children,"£12,800.37",0
05/02/2024,City Travel (Midlands) t/a City Estates,B06089,TA - Private Leased Pla,620210,Financial Services - Rents,£665.51,0
22/02/2024,City Travel (Midlands) t/a City Estates,B06089,TA - Private Leased Pla,620210,Financial Services - Rents,£665.51,0
27/02/2024,City Travel (Midlands) t/a City Estates,B00206,FSS Section 17 - Overstayers,650110,Social Community Care Supplies and Services - Children,"£13,147.81",0
27/12/2023,Citysprint (UK) Ltd,B02119,Library Service Hq,640440,Mail Services,"£3,571.97",0
26/01/2024,Citysprint (UK) Ltd,B02119,Library Service Hq,640440,Mail Services,"£3,485.14",0
04/01/2024,Claremont Primary School,B00010,Statemented Pupils In Ob Mainstream,640250,Education,"£16,416.64",0
12/12/2023,Clear Law Solicitors,B06194,Disrepair,640310,Financial Services,"£2,774.88",0
15/01/2024,Clear Law Solicitors,B06194,Disrepair,640310,Financial Services,"£5,250.00",0
16/02/2024,Clearwater Solicitors Ltd,B06194,Disrepair,640310,Financial Services,"£10,000.00",0
04/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£6,944.71",0
04/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£3,812.54",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£1,427.49",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£15,138.93",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£9,049.65",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£23,179.33",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£10,706.87",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£5,100.43",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£2,059.11",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£1,753.68",0
15/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£1,117.97",0
28/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£5,201.93",0
28/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,£834.80,0
28/12/2023,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£1,212.36",0
29/01/2024,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,"£5,810.27",0
29/01/2024,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,£754.48,0
29/01/2024,Clearwater Technology Ltd,B06131,Ppm M and E,620120,Works - Construction Repair and Maintenance - Buildings,£828.02,0
18/12/2023,REDACTED PERSONAL DATA,B07069,Statutory and External Investigation,640310,Financial Services,"£1,000.00",0
17/01/2024,CLIMAX COMMUNITY LIMITED,B07086,Climate Emergency Budget,620260,Horticultural,"£6,500.00",0
20/12/2023,REDACTED PERSONAL DATA,B03000,Legal Support,640330,Legal Services,£630.00,0
29/12/2023,Clock Cars,B03000,Legal Support,640320,Human Resources,£516.00,0
15/02/2024,Clock Cars,B07090,Afghan Resettlement Scheme,630010,Human Resources - Travel and Subsistence - Taxi Fares,£509.00,0
22/12/2023,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,326.00",0
29/01/2024,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,326.00",0
15/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"-£2,018.40",0
15/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"£12,110.40",0
15/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"£5,410.00",0
20/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,£662.00,0
20/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"£6,355.00",0
20/12/2023,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"£4,920.00",0
06/02/2024,Closomat Limited,C80044,Aids & Adaptations - Capital,112110,Equipment and Adaptation - Private Contractors Payment - Capital,"£3,577.50",0
02/02/2024,Clouds End Services Ltd,B02808,Community and Prevention Contracts,640020,Cleaning and Janitorial,"£5,280.00",0
02/02/2024,Clouds End Services Ltd,B02808,Community and Prevention Contracts,640020,Cleaning and Janitorial,"£5,610.00",0
07/12/2023,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,932.99",0
07/12/2023,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,744.29",0
07/12/2023,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,683.35",0
07/12/2023,CMG Homes Ltd,B01075,LD Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,274.31",0
20/12/2023,CMG Homes Ltd,B01075,LD Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£59,555.57",0
20/12/2023,CMG Homes Ltd,B01075,LD Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"-£55,659.21",0
04/01/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,744.29",0
04/01/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,683.35",0
04/01/2024,CMG Homes Ltd,B01075,LD Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,713.54",0
04/01/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,932.99",0
07/02/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,421.18",0
07/02/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,187.65",0
07/02/2024,CMG Homes Ltd,B01075,LD Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,280.40",0
07/02/2024,CMG Homes Ltd,B01076,Learning Disability Supported and Other Accommo,650090,Housing Management,"£7,244.65",0
10/01/2024,CMR London,C80016,School Capital Improvement - Capital,112020,Works - Construction Repair and Maintenance - Capital,£760.50,0
22/02/2024,CMR London,C80065,SEND Expansion - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£2,188.75",0
07/12/2023,Cmss Skills Development Centre,B01047,Elderly Day Care,650090,Housing Management,£906.30,0
08/12/2023,Cmss Skills Development Centre,B01047,Elderly Day Care,650100,Social Community Care Supplies and Services - Adult,"£2,066.46",0
04/01/2024,Cmss Skills Development Centre,B01047,Elderly Day Care,650090,Housing Management,£725.04,0
19/01/2024,Cmss Skills Development Centre,B01047,Elderly Day Care,650100,Social Community Care Supplies and Services - Adult,"£1,408.95",0
07/02/2024,Cmss Skills Development Centre,B01047,Elderly Day Care,650090,Housing Management,£725.04,0
22/02/2024,Cmss Skills Development Centre,B01047,Elderly Day Care,650100,Social Community Care Supplies and Services - Adult,"£2,066.46",0
15/12/2023,Cognitive Network Solutions Ltd,B01285,Brent Sicts,640430,Information Communication Technology,"£2,363.00",0
28/12/2023,Cognitive Network Solutions Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,"£9,403.05",0
01/02/2024,Colin Bibra Estate Agents Ltd,B06215,Community Assets,620210,Financial Services - Rents,"£2,072.04",0
01/02/2024,Colin Bibra Estate Agents Ltd,B06215,Community Assets,620210,Financial Services - Rents,"£2,072.04",0
12/02/2024,Colin Bibra Estate Agents Ltd,B06215,Community Assets,620210,Financial Services - Rents,£650.68,0
21/12/2023,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,711.67",0
22/12/2023,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,755.00",0
29/01/2024,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,711.67",0
29/01/2024,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,755.00",0
08/01/2024,REDACTED PERSONAL DATA,B07069,Statutory and External Investigation,640310,Financial Services,"£1,344.00",0
23/02/2024,College Park School,B00011,Olea Day Special,640250,Education,"£26,209.00",0
01/12/2023,Collier Contracts Limited,B04002,Central Revenue Items,640310,Financial Services,"-£2,389.99",0
01/12/2023,Collier Contracts Limited,C80035,New Council Homes Programme (NCHP) - Phase 4 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£156,435.62",0
08/12/2023,Collier Contracts Limited,C80036,New Council Homes Programme (NCHP) - Phase 3 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£135,614.64",0
08/12/2023,Collier Contracts Limited,B04002,Central Revenue Items,640310,Financial Services,"-£2,260.24",0
12/12/2023,Collier Contracts Limited,C80036,New Council Homes Programme (NCHP) - Phase 3 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£18,159.47",0
12/01/2024,Collier Contracts Limited,C80035,New Council Homes Programme (NCHP) - Phase 4 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£40,841.19",0
12/01/2024,Collier Contracts Limited,B04002,Central Revenue Items,640310,Financial Services,-£680.69,0
15/01/2024,Collier Contracts Limited,C80036,New Council Homes Programme (NCHP) - Phase 3 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£39,300.84",0
15/01/2024,Collier Contracts Limited,B04002,Central Revenue Items,640310,Financial Services,-£545.85,0
23/02/2024,Collier Contracts Limited,C80036,New Council Homes Programme (NCHP) - Phase 3 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£53,058.13",0
23/02/2024,Collier Contracts Limited,C80035,New Council Homes Programme (NCHP) - Phase 4 - Capital,112020,Works - Construction Repair and Maintenance - Capital,"£62,425.48",0
07/12/2023,REDACTED PERSONAL DATA,B01074,Learning Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,524.64",0
04/01/2024,REDACTED PERSONAL DATA,B01074,Learning Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,524.64",0
07/02/2024,REDACTED PERSONAL DATA,B01074,Learning Disability Residential Care,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£2,361.76",0
01/12/2023,Collins Sarwar Estates Limited,B02808,Community and Prevention Contracts,650100,Social Community Care Supplies and Services - Adult,"£2,263.00",0
01/12/2023,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,650100,Social Community Care Supplies and Services - Adult,"£8,246.00",0
04/12/2023,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,620210,Financial Services - Rents,"£28,861.00",0
07/12/2023,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,620210,Financial Services - Rents,"£27,345.00",0
11/12/2023,Collins Sarwar Estates Limited,B02808,Community and Prevention Contracts,650100,Social Community Care Supplies and Services - Adult,"£2,190.00",0
15/12/2023,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,650100,Social Community Care Supplies and Services - Adult,"£7,980.00",0
12/01/2024,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,650100,Social Community Care Supplies and Services - Adult,"£8,246.00",0
15/01/2024,Collins Sarwar Estates Limited,B02808,Community and Prevention Contracts,650100,Social Community Care Supplies and Services - Adult,"£2,263.00",0
19/01/2024,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,620210,Financial Services - Rents,"£27,382.00",0
07/02/2024,Collins Sarwar Estates Limited,B02808,Community and Prevention Contracts,650100,Social Community Care Supplies and Services - Adult,"£2,263.00",0
07/02/2024,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,620210,Financial Services - Rents,"£27,610.00",0
09/02/2024,Collins Sarwar Estates Limited,B06084,Bed and Breakfast Hotels,650100,Social Community Care Supplies and Services - Adult,"£8,246.00",0
28/12/2023,Collison Fire Ltd,B08096,Building Consultancy,640240,Consultancy,"£1,800.00",0
22/12/2023,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,326.00",0
29/01/2024,REDACTED PERSONAL DATA,B06078,TA - Brent Direct Leasing,620210,Financial Services - Rents,"£1,326.00",0
15/12/2023,Colt Technology Services,B05069,Lga IT Shared Service,640430,Information Communication Technology,"£2,003.03",0
16/01/2024,Colt Technology Services,B05069,Lga IT Shared Service,640430,Information Communication Technology,"£2,003.03",0
16/02/2024,Colt Technology Services,B05069,Lga IT Shared Service,640430,Information Communication Technology,"£2,003.03",0
01/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£573,535.98",0
08/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£625,500.11",0
15/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£636,952.28",0
22/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£602,634.43",0
29/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,£791.64,0
29/12/2023,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£601,675.82",0
05/01/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£614,362.39",0
12/01/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£597,865.37",0
19/01/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£604,886.91",0
26/01/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£429,886.07",0
02/02/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£334,817.58",0
09/02/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£455,652.45",0
16/02/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£571,946.76",0
23/02/2024,Comensura Ltd,B02309,Agency Worker Contract,611140,Human Resources - Temporary and Agency Staff,"£564,954.20",0
08/12/2023,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,"£1,350.00",0
20/12/2023,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,"£1,400.00",0
05/01/2024,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,£790.00,0
02/02/2024,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,"£1,350.00",0
14/02/2024,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,"£1,750.00",0
16/02/2024,Commercial Clearance UK Ltd,B06338,TA Property Management,640020,Cleaning and Janitorial,£700.00,0
05/01/2024,Communities First,B08115,Major Projects - South Kilburn,640240,Consultancy,"£5,932.00",0
04/01/2024,COMMUNITY CONNEX LTD,B01079,Learning Disability Day Care,650090,Housing Management,"-£2,022.60",0
04/01/2024,COMMUNITY CONNEX LTD,B01079,Learning Disability Day Care,650090,Housing Management,"£1,521.75",0
04/01/2024,COMMUNITY CONNEX LTD,B01079,Learning Disability Day Care,650090,Housing Management,"£1,217.40",0
07/02/2024,COMMUNITY CONNEX LTD,B01079,Learning Disability Day Care,650090,Housing Management,"£1,217.40",0
01/12/2023,Community Housing Limited,B06092,Annexes,620210,Financial Services - Rents,"£32,007.10",0
29/12/2023,Community Housing Limited,B06092,Annexes,620210,Financial Services - Rents,"£31,263.00",0
01/02/2024,Community Housing Limited,B06092,Annexes,620210,Financial Services - Rents,"£32,305.10",0
07/12/2023,Compass Care Group,B01040,Elderly Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,502.60",0
04/01/2024,Compass Care Group,B01040,Elderly Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,502.60",0
07/02/2024,Compass Care Group,B01040,Elderly Section 28A,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£6,083.09",0
14/12/2023,Compass Children's Homes Kent Ltd,B00013,Independent Day Special,640250,Education,"£19,250.14",0
19/01/2024,Compass Children's Homes Kent Ltd,B00013,Independent Day Special,640250,Education,"£23,833.33",0
25/01/2024,Compass Children's Homes Ltd,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£92,821.43",0
25/01/2024,Compass Children's Homes Ltd,B00196,Residential Care Childrens Homes,650100,Social Community Care Supplies and Services - Adult,"-£43,383.92",0
26/02/2024,Compass Children's Homes Ltd,B00196,Residential Care Childrens Homes,650070,Social Community Care Supply and Services -Disabled Children - Volunteer Support,"£31,276.79",0
18/12/2023,Compass Fostering London Ltd,B00199,Independent Foster Carers,650090,Housing Management,"£2,987.96",0
18/12/2023,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£3,985.67",0
18/12/2023,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£3,985.67",0
18/12/2023,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£1,613.70",0
25/01/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£4,118.53",0
25/01/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£4,118.53",0
25/01/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£1,667.49",0
20/02/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£4,118.53",0
20/02/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£4,118.53",0
20/02/2024,Compass Fostering London Ltd,B00199,Independent Foster Carers,650100,Social Community Care Supplies and Services - Adult,"£1,667.49",0
09/02/2024,Compass Learning Partnership,B07085,Central Energy and Water Budget,620200,Utilities,"£1,575.56",0
09/02/2024,Compass Learning Partnership,B07085,Central Energy and Water Budget,620200,Utilities,£960.36,0
09/02/2024,Compass Learning Partnership,B07085,Central Energy and Water Budget,620200,Utilities,"£1,756.61",0
09/02/2024,Compass Learning Partnership,B07085,Central Energy and Water Budget,620200,Utilities,"£1,593.64",0
04/12/2023,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,£803.50,0
04/12/2023,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£3,562.00",0
05/12/2023,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,£748.00,0
05/12/2023,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£3,230.00",0
04/01/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£1,727.00",0
04/01/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£4,182.00",0
04/01/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,£683.00,0
04/01/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£3,876.00",0
09/02/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£1,866.00",0
09/02/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£1,866.00",0
09/02/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£1,866.00",0
18/02/2024,Complete Background Screening Ltd,B02315,Hr Services,611280,Dbs Checks,"£1,786.00",0
01/02/2024,Comptons Solicitors LLP,C80050,PRS I4B - Capital,112070,Acquisition - Land and Buildings - Capital,"£330,000.00",0
04/12/2023,Computacenter (UK) Ltd,B02815,Southwark Sicts Consumables,640430,Information Communication Technology,"£1,598.24",0
04/12/2023,Computacenter (UK) Ltd,B02814,Brent Sicts Consumables,640430,Information Communication Technology,"£1,112.74",0
04/12/2023,Computacenter (UK) Ltd,B02814,Brent Sicts Consumables,640430,Information Communication Technology,"£1,161.12",0
08/12/2023,Computacenter (UK) Ltd,B02815,Southwark Sicts Consumables,640430,Information Communication Technology,£504.21,0
08/12/2023,Computacenter (UK) Ltd,B02814,Brent Sicts Consumables,640430,Information Communication Technology,£752.34,0
14/12/2023,Computacenter (UK) Ltd,B02816,Lewisham Sicts Consumables,640430,Information Communication Technology,"£18,421.00",0
14/12/2023,Computacenter (UK) Ltd,B01285,Brent Sicts,640430,Information Communication Technology,£799.12,0
14/12/2023,Computacenter (UK) Ltd,B02814,Brent Sicts Consumables,640430,Information Communication Technology,£968.57,0
14/12/2023,Computacenter (UK) Ltd,B02816,Lewisham Sicts Consumables,640430,Information Communication Technology,£563.00,0
14/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,"£2,471.50",0
15/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,£634.40,0
15/12/2023,Computacenter (UK) Ltd,B02815,Southwark Sicts Consumables,640430,Information Communication Technology,"£2,240.70",0
18/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,"£1,060.80",0
18/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,"£3,379.00",0
19/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,£550.00,0
19/12/2023,Computacenter (UK) Ltd,B05067,Southwark IT Shared Service,640430,Information Communication Technology,"£39,956.00",0
