Payment Date, Description ,Gross Amount, Supplier Name 
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£39,229.13",Volkswagen Group United Kingdom Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£39,229.13",Volkswagen Group United Kingdom Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£39,229.13",Volkswagen Group United Kingdom Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£39,229.13",Volkswagen Group United Kingdom Ltd
04-Jan-24, Rates ,"£38,912.00",Liverpool City Council
25-Jan-24, Uniform and Clothing ,"£38,614.76",Cooneen Protection Ltd
18-Jan-24, Miscellaneous Expenses ,"£38,495.29",Agiito Ltd
11-Jan-24, Payment for Services ,"£38,426.00",St Helens MBC
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£37,335.94",Volkswagen Group United Kingdom Ltd
25-Jan-24, Other Public Bodies ,"£37,178.00",West Yorkshire Combined Authority (WYCA)
24-Jan-24, General Subscriptions ,"£37,155.00",Kinesense Ltd
25-Jan-24, Payments to Other Police Authorities ,"£37,010.98",Police and Crime Commissioner For Cumbria
18-Jan-24, Miscellaneous Expenses ,"£36,875.84",Agiito Ltd
11-Jan-24, H/W Purchases ,"£35,099.36",Softcat Plc
25-Jan-24, Payment for Services ,"£33,840.00",School Improvement Liverpool Ltd
25-Jan-24, Support Staff-Temporary Staff Wages ,"£33,592.68",Adecco UK Limited
11-Jan-24, Capital Asset Clearing A/c Intangibles ,"£33,562.10",ABM Intelligence Limited
25-Jan-24, Interpreters Fees ,"£33,413.03",Language Line TI Limited
11-Jan-24, Miscellaneous Contributions ,"£33,027.04",PCC For Leicestershire
11-Jan-24, Outsourced Contractors ,"£30,971.40",Softcat Plc
04-Jan-24, Services & Legal Expenses ,"£30,563.40",Redacted
11-Jan-24, Uniform and Clothing ,"£29,388.00",Safariland UK Ltd.
11-Jan-24, S/W Licences ,"£29,106.00",Pitney Bowes Ltd (machines/consumables/maintenance)
04-Jan-24, General Subscriptions ,"£28,333.60",PS Administration Ltd (T/A XPS Administration)
11-Jan-24, Capital Asset Clearing A/c Intangibles ,"£28,130.40",ABM Intelligence Limited
04-Jan-24, Payment for Services ,"£25,143.18",Causeway Charitable Services
18-Jan-24, Services & Legal Expenses ,"£25,000.00",Merseyside Youth Association Ltd
04-Jan-24, Payment for Services ,"£24,993.50",Causeway Charitable Services
25-Jan-24, Capital Asset Clearing A/c Building ,"£24,679.20",Mace Limited
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£24,192.00",Pure Audio Visual Limited
18-Jan-24, Uniform and Clothing ,"£23,349.74",Cooneen At Work Limited
11-Jan-24, Vehicle Repairs ,"£22,812.42",R2U Limited (Accident Repair Centre)
11-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£22,449.60",Vortex Communications Ltd
25-Jan-24, Miscellaneous Expenses ,"£21,889.45",Agiito Ltd
04-Jan-24, Payments to Other Police Authorities ,"£21,771.21",Scottish Police Authority
04-Jan-24, Forensic Fees - Specialist ,"£21,738.68",Redacted
04-Jan-24, Call Out and Service Costs ,"£21,273.55",ATS Euromaster Limited
04-Jan-24, Miscellaneous Contributions ,"£21,000.00",Knowsley MBC
18-Jan-24, Miscellaneous Contributions ,"£21,000.00",St Helens MBC
18-Jan-24, Rates ,"£20,992.00",Liverpool City Council
25-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£20,826.00",Softcat Plc
04-Jan-24, Rates ,"£20,331.00",Liverpool City Council
04-Jan-24, Payment for Services ,"£20,072.39",Police and Crime Commissioner For Cheshire
11-Jan-24, Payment for Services ,"£20,000.00",Wirral MBC
04-Jan-24, Payments to Other Police Authorities ,"£19,885.51",Police and Crime Commissioner For Cheshire
04-Jan-24, Payment for Services ,"£19,840.81",National Offender Management Services NOM
11-Jan-24, Training Course Fees ,"£19,548.00",Redacted
24-Jan-24, Direct Transport Costs ,"£19,538.73",Allstar
25-Jan-24, Kennelling External Dogs ,"£19,507.08",Redacted
31-Jan-24, Direct Transport Costs ,"£19,143.79",Allstar
04-Jan-24, Rentals & Maintenance ,"£18,731.52",Ideagen Gael Ltd
03-Jan-24, Direct Transport Costs ,"£18,607.88",Allstar
25-Jan-24, Miscellaneous Contributions ,"£18,399.60",Socialike Media Ltd t/a Springboard
11-Jan-24, Forensic Fees - Specialist ,"£18,306.02",Redacted
11-Jan-24, S/W Licences ,"£18,097.80",Thomson Reuters
11-Jan-24, Breathalyzers ,"£17,635.80",Redacted
04-Jan-24, Forensic Fees - Specialist ,"£17,049.79",Redacted
11-Jan-24, Rents ,"£16,937.49",Merseyside Police Federation
17-Jan-24, Direct Transport Costs ,"£16,766.98",Allstar
25-Jan-24, Forensic Fees - Specialist ,"£16,747.76",Redacted
25-Jan-24, ISDN2 Rentals ,"£16,715.54",Motorola Ltd
25-Jan-24, Services & Legal Expenses ,"£16,467.00",Liverpool FC Foundation
25-Jan-24, S/W Licences ,"£16,075.85",Redacted
18-Jan-24, Kennelling External Dogs ,"£16,063.20",Redacted
25-Jan-24, Building Reactive Maintenance ,"£15,876.00",Local Asbestol Service (LAS) Ltd
18-Jan-24, Vehicle Repairs ,"£15,770.09",PJ Automotive Ltd
11-Jan-24, Payment for Services ,"£15,660.00",Selectamark Security Systems
25-Jan-24, Services & Legal Expenses ,"£15,412.75",Positive Futures North Liverpool Limited
10-Jan-24, Services & Legal Expenses ,"£15,223.78",Allstar
04-Jan-24, Firearms ,"£15,172.80",Redacted
18-Jan-24, Forensic Fees - Specialist ,"£15,124.08",Redacted
04-Jan-24, Services & Legal Expenses ,"£15,000.00",Collaborate Digital Ltd
18-Jan-24, Payment for Services ,"£15,000.00",Solv Technology Pte. Ltd
25-Jan-24, Service Charges ,"£15,000.00",Merseyside Fire & Rescue Authority
04-Jan-24, Equipment for prisoners ,"£14,313.60",Charles Fellows Supplies Ltd
25-Jan-24, Payment for Services ,"£14,261.28",Boing Rapid Secure Ltd
25-Jan-24, Support Staff Recruitment Advertisements ,"£14,124.00",Adele Carr Recruitment Limited
04-Jan-24, Technical Equipment ,"£13,999.61",Warehouse Express Ltd t/a Wex Photographic
18-Jan-24, Telecommunications ,"£13,968.00",BT Global Services Solutions
25-Jan-24, Capital Asset Clearing A/c Building ,"£13,668.61",ISG Construction Ltd
18-Jan-24, Payment for Services ,"£13,440.00",Redacted
04-Jan-24, Payments to Other Police Authorities ,"£13,235.59",Bedfordshire Police Authority
04-Jan-24, Breathalyzers ,"£13,140.00",Redacted
18-Jan-24, Consultants Fees ,"£13,110.00",HKS IT Consultants Ltd
11-Jan-24, Payment for Services ,"£13,060.00",Mode Training Ltd
25-Jan-24, Technical Equipment ,"£13,020.19",Redacted
04-Jan-24, Rates ,"£12,698.00",Liverpool City Council
04-Jan-24, Technical Equipment ,"£12,630.60",NW Keys Limited
11-Jan-24, Consultants Fees ,"£12,598.80",Inspired Energy Solutions Ltd
04-Jan-24, S/W Licences ,"£12,540.00",Redacted
04-Jan-24, Rates ,"£12,083.00",St Helens MBC
11-Jan-24, Services & Legal Expenses ,"£12,000.00",Liverpool Learning Partnership
25-Jan-24, Payment for Services ,"£12,000.00",Uniform Communications Limited
11-Jan-24, Payment for Services ,"£11,988.00",Selectamark Security Systems
11-Jan-24, Forensic Fees - Specialist ,"£11,965.54",Redacted
18-Jan-24, Payments to Other Police Authorities ,"£11,907.16",West Midlands Police
16-Jan-24, Services & Legal Expenses ,"£11,300.00",HM Courts & Tribunals Service
18-Jan-24, Consultants Fees ,"£11,277.65",Mace Limited
04-Jan-24, Diesel ,"£11,217.65",Standard Fuel Oils Limited
11-Jan-24, Services & Legal Expenses ,"£11,001.18",Redacted
11-Jan-24, Vehicle Repairs ,"£10,971.97",BMC Mechanical LTD
18-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£10,965.26",Corptel Corporate Direct (Europe) Ltd
04-Jan-24,Vehicle Costs,"£10,788.00",Automobile Association Developments Limited
25-Jan-24, General Subscriptions ,"£10,752.00",Access Intelligence Media & Communications Ltd
04-Jan-24, Comp. Operations ,"£10,470.07",WPC Software Ltd
18-Jan-24, Waste Disposal ,"£10,398.36",Bagnall and Morris (Waste Services) Ltd t/a B&M Waste Services
11-Jan-24, S/W Licences ,"£10,318.20",Demux Video Services Ltd
04-Jan-24, Service Charges ,"£10,260.79",BAM FM Ltd
25-Jan-24, Consultants Fees ,"£10,260.00",Solus Management Limited
11-Jan-24, Training Course Fees ,"£10,225.57",SSS Public Safety Limited
25-Jan-24, Building Reactive Maintenance ,"£10,218.00",Local Asbestol Service (LAS) Ltd
04-Jan-24, Outsourced Contractors ,"£10,200.00",Snow Solutions Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£10,194.00",Car and Commercial Solutions Ltd
25-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£10,058.64",Switchshop Ltd
04-Jan-24, Capital Asset Clearing A/c Vehicles ,"£10,020.00",John Bownes Limited
04-Jan-24, Miscellaneous Contributions ,"£10,000.00",Knowsley MBC
04-Jan-24, Payment for Services ,"£9,924.00",Shrewsbury House
25-Jan-24, Diesel ,"£9,885.89",Standard Fuel Oils Limited
18-Jan-24, Payments to Other Police Authorities ,"£9,883.85",GMCA (PCC for Greater Manchester)
25-Jan-24, Payments to Other Police Authorities ,"£9,846.76",Police and Crime Commissioner For Lincolnshire
16-Jan-24, Services & Legal Expenses ,"£9,718.00",HM Courts & Tribunals Service
11-Jan-24, Tyres & Tubes ,"£9,701.52",Michelin Tyre PLC
11-Jan-24, Diesel ,"£9,621.50",Standard Fuel Oils Limited
04-Jan-24, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
11-Jan-24, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
25-Jan-24, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
04-Jan-24, Capital Asset Clearing A/c Intangibles ,"£9,240.00",Simpson Associates Information Services Ltd
18-Jan-24, Forensic Fees - Specialist ,"£9,220.20",Redacted
11-Jan-24, Forensic Fees - Specialist ,"£9,093.48",Redacted
04-Jan-24, Rates ,"£9,062.00",Liverpool City Council
11-Jan-24, Building Programmed Maintenance ,"£9,000.00",William Jones & Partners Limited
11-Jan-24, Diesel ,"£8,981.84",Standard Fuel Oils Limited
04-Jan-24, Technical Equipment ,"£8,959.86",Redacted
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£8,959.86",Redacted
25-Jan-24, Equipment Purchases ,"£8,882.40",Tuskerdirect Limited
11-Jan-24, Miscellaneous Contributions ,"£8,858.54",Police and Crime Commissioner for Humberside
18-Jan-24, Forensic Fees - Specialist ,"£8,857.20",Redacted
11-Jan-24, Diesel ,"£8,843.06",Standard Fuel Oils Limited
11-Jan-24, Payment for Services ,"£8,820.00",Leaders Unlocked Ltd
04-Jan-24, Rates ,"£8,806.00",Liverpool City Council
25-Jan-24, Profit/Loss on disposal of assets ,"£8,584.80",Mace Limited
04-Jan-24, Forensic Fees - Specialist ,"£8,526.52",Redacted
18-Jan-24, Specialist Advice ,"£8,436.00",UKAS
18-Jan-24, Medical Interventions ,"£8,365.00",Spire Healthcare Limited
04-Jan-24, Printing Stationery & Office Exps. ,"£8,349.60",MSP Global Trading Ltd
25-Jan-24, Payment for Services ,"£8,340.00",Selectamark Security Systems
04-Jan-24, Diesel ,"£8,241.12",Standard Fuel Oils Limited
25-Jan-24, Diesel ,"£8,239.61",Standard Fuel Oils Limited
25-Jan-24, Diesel ,"£8,238.24",Standard Fuel Oils Limited
25-Jan-24, Building Reactive Maintenance ,"£8,232.00",Local Asbestol Service (LAS) Ltd
04-Jan-24, Comp. Operations ,"£8,191.16",WPC Software Ltd
04-Jan-24, Forensic Fees - Specialist ,"£8,185.32",Redacted
11-Jan-24, Comp. Operations ,"£8,152.99",NDI Technologies Limited
11-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£8,054.40",Redacted
25-Jan-24, Forensic Fees - Specialist ,"£7,976.76",Redacted
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£7,971.95",Softcat Plc
18-Jan-24, Payment for Services ,"£7,800.00",HYPE MERSEYSIDE
04-Jan-24, Training Course Fees ,"£7,675.50",College of Policing Limited
25-Jan-24, Purchase of Horses ,"£7,500.00",Redacted
18-Jan-24, Services & Legal Expenses ,"£7,309.56",National Probation Service
04-Jan-24, Vehicle Police Equipment ,"£7,255.20",DTec International Ltd
25-Jan-24, Data Network ,"£7,215.70",EE Ltd (Airtime)
25-Jan-24, Training Course Fees ,"£7,200.00",The ATACC Group Ltd
04-Jan-24, Rates ,"£7,168.00",St Helens MBC
25-Jan-24, Tyres & Tubes ,"£7,130.04",Michelin Tyre PLC
11-Jan-24, Diesel ,"£7,118.03",Standard Fuel Oils Limited
25-Jan-24, Vehicle Police Equipment ,"£7,085.10",Redacted
11-Jan-24, Vehicle Repairs ,"£7,036.15",PJ Automotive Ltd
25-Jan-24, Vehicle Licenses ,"£6,975.00",Driver and Vehicle Licensing Agency
25-Jan-24, Miscellaneous Expenses ,"£6,971.94",Agiito Ltd
04-Jan-24, Training Course Fees ,"£6,960.00",Redacted
18-Jan-24, Diesel ,"£6,954.28",Standard Fuel Oils Limited
25-Jan-24, Vehicle Police Equipment ,"£6,926.92",Redacted
11-Jan-24, Payments to Local Authorities ,"£6,887.46",Scottish Police Authority
11-Jan-24, Diesel ,"£6,803.40",Standard Fuel Oils Limited
25-Jan-24, Building Reactive Maintenance ,"£6,552.00",Local Asbestol Service (LAS) Ltd
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£6,510.00",Pure Audio Visual Limited
11-Jan-24, Rates ,"£6,400.00",Sefton MBC (Rates Account) 
18-Jan-24, Waste Disposal ,"£6,322.49",Orbis Property Protection Ltd
04-Jan-24, Payment for Services ,"£6,300.00",Redacted
04-Jan-24, Training Course Fees ,"£6,246.72",College of Policing Limited
11-Jan-24, S/W Licences ,"£6,241.32",Softcat Plc
04-Jan-24, Services & Legal Expenses ,"£6,240.00",Worldwide Surgical Enterprises Ltd
11-Jan-24, Electricity General Tariffs ,"£6,221.06",Leep Electricity Services Ltd
11-Jan-24, Outsourced Contractors ,"£6,220.95",Wirral MBC
11-Jan-24, Training Course Fees ,"£6,216.00",The Knowledge Academy Limited
11-Jan-24, Service Charges ,"£6,206.48",BAM FM Ltd
04-Jan-24, Rents ,"£6,000.00",St Helens MBC
04-Jan-24, Services & Legal Expenses ,"£6,000.00",Merseyside Youth Association Ltd
11-Jan-24, Training Course Fees ,"£6,000.00",Redacted
18-Jan-24, Services & Legal Expenses ,"£6,000.00",Redacted
18-Jan-24, Services & Legal Expenses ,"£6,000.00",Redacted
25-Jan-24, Equipment for prisoners ,"£5,964.00",Charles Fellows Supplies Ltd
25-Jan-24, Vehicle Parts ,"£5,864.33",Volkswagen Group United Kingdom Limited t/a The Parts Specialists (TPS)
11-Jan-24, Fuel Pump Repairs ,"£5,859.60",LCM Environmental Services Limited
04-Jan-24, Payment for Services ,"£5,832.00",City Transport & Storage Ltd
18-Jan-24, Service Charges ,"£5,807.63",Stockbridge Village Primary School
11-Jan-24, Miscellaneous Contributions ,"£5,788.53",The Chief Constable of Staffordshire Police
04-Jan-24, Capital Asset Clearing A/c Vehicles ,"£5,755.56",Redacted
11-Jan-24, Vehicle Repairs ,"£5,751.87",A P Fleet Services Ltd
04-Jan-24, Diesel ,"£5,587.48",Standard Fuel Oils Limited
18-Jan-24, Waste Disposal ,"£5,573.03",Citron Hygiene UK LLtd
25-Jan-24, Uniforms ,"£5,537.08",Ravenhead Services Limited
04-Jan-24, Rates ,"£5,530.00",Liverpool City Council
11-Jan-24, Postages ,"£5,493.74",Royal Mail Group Limited t/a Royal Mail
25-Jan-24, Payment for Services ,"£5,442.00",Acolad UK Limited
04-Jan-24, Training Course Fees ,"£5,258.64",Spanset Ltd
18-Jan-24, Miscellaneous Contributions ,"£5,225.00",Liverpool City Council
11-Jan-24, Miscellaneous Contributions ,"£5,223.57",West Yorkshire Combined Authority (WYCA)
04-Jan-24, Rates ,"£5,222.00",Liverpool City Council
04-Jan-24, Telecommunications ,"£5,110.80",Avoira Limited
11-Jan-24, Training Course Fees ,"£5,100.00",Tactical Hazmat Ltd
04-Jan-24, Postages ,"£5,058.14",Pitney Bowes Purchase Power/PrePay (postages)
04-Jan-24, Forensic Fees - Specialist ,"£5,034.48",Redacted
25-Jan-24, Insurance Brokerage Fees ,"£4,986.30",BGC Brokerage Receivable CSM
11-Jan-24, Medical Counselling ,"£4,980.00",The Kingsham Consultancy Ltd
25-Jan-24, Forensic Fees - Specialist ,"£4,938.48",Redacted
11-Jan-24, Comp. Consumeables ,"£4,908.00",CBC Computer Systems Ltd
04-Jan-24, Vehicle Repairs ,"£4,906.61",Swansway Garages Ltd t/a Swansway Chester Peugeot
11-Jan-24, Training Course Fees ,"£4,879.00",Development Processes Group Limited
04-Jan-24, Training Course Fees ,"£4,800.00",Redacted
11-Jan-24, Payment for Services ,"£4,800.00",Liverpool City Council
25-Jan-24, Training Course Fees ,"£4,800.00",University of Bolton
04-Jan-24, Postages ,"£4,786.00",Royal Mail Group Limited t/a Royal Mail
11-Jan-24, Diesel ,"£4,763.74",Standard Fuel Oils Limited
11-Jan-24, Diesel ,"£4,763.74",Standard Fuel Oils Limited
25-Jan-24, Training Course Fees ,"£4,680.00",Man and Machine Ltd
04-Jan-24, Forensic Fees - Specialist ,"£4,679.40",Redacted
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£4,677.10",Reveal Media Ltd
04-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£4,601.17",Corptel Corporate Direct (Europe) Ltd
18-Jan-24, Postages ,"£4,582.18",Royal Mail Group Limited t/a Royal Mail
04-Jan-24, Training Course Fees ,"£4,579.50",College of Policing Limited
04-Jan-24, Training Course Fees ,"£4,579.50",College of Policing Limited
11-Jan-24, Rates ,"£4,509.00",Sefton MBC (Rates Account) 
10-Jan-24, Public Transport and Allowance ,"£4,500.00",MerseyTravel
18-Jan-24, Comp. Operations ,"£4,485.12",Motorola Ltd
04-Jan-24, H/W Purchases ,"£4,447.98",Dell Corporation Limited
11-Jan-24, Vehicle Licenses ,"£4,402.00",Driver and Vehicle Licensing Agency
04-Jan-24, Rates ,"£4,316.00",Liverpool City Council
18-Jan-24, Service Charges ,"£4,290.00",St Helens MBC
25-Jan-24, Uniform and Clothing ,"£4,282.98",Tailored Image Limited
25-Jan-24, Forensic Fees - Specialist ,"£4,282.08",Redacted
11-Jan-24, Purchase of Police Dogs ,"£4,200.00",Redacted
11-Jan-24, Purchase of Police Dogs ,"£4,200.00",Redacted
04-Jan-24, Forensic Fees - Specialist ,"£4,141.90",Redacted
04-Jan-24, Training Course Fees ,"£4,091.50",College of Policing Limited
04-Jan-24, Training Course Fees ,"£4,091.50",College of Policing Limited
04-Jan-24, Comp. Operations ,"£4,080.00",Risual Limited
04-Jan-24, Training Course Fees ,"£4,073.60",College of Policing Limited
25-Jan-24, Miscellaneous Contributions ,"£4,051.81",Police & Crime Commissioner For Northumbria
25-Jan-24, Uniform and Clothing ,"£4,049.34",Cooneen Protection Ltd
04-Jan-24, Miscellaneous Contributions ,"£4,047.49",Warwickshire PCC
11-Jan-24, Payment for Services ,"£4,000.00",Perception Theatre Ltd
18-Jan-24, Payments to Local Authorities ,"£4,000.00",Wirral MBC
04-Jan-24, Training Course Fees ,"£3,960.00",College of Policing Limited
25-Jan-24, Stable Requirements ,"£3,909.50",CG Services Cheshire Limited t/a Barnyard Pet & Equestrian Supplies
11-Jan-24, Rates ,"£3,890.00",Sefton MBC (Rates Account) 
25-Jan-24, Building Programmed Maintenance ,"£3,840.00",LCM Environmental Services Limited
11-Jan-24, Services & Legal Expenses ,"£3,825.00",Redacted
04-Jan-24, Forensic Fees - Specialist ,"£3,802.10",Redacted
11-Jan-24, Vehicle Repairs ,"£3,745.79",R2U Limited (Accident Repair Centre)
11-Jan-24, Forensic Fees - Specialist ,"£3,685.44",Redacted
04-Jan-24, Data Network ,"£3,591.55",Vodafone Ltd (Formerly Cable & Wireless)
04-Jan-24, Services & Legal Expenses ,"£3,583.20",ICE Creates Limited (McCann and Friends) Ltd
16-Jan-24, Services & Legal Expenses ,"£3,557.00",HM Courts & Tribunals Service
11-Jan-24, Building Reactive Maintenance ,"£3,554.40",Mace Limited
04-Jan-24, Training Course Fees ,"£3,545.15",College of Policing Limited
04-Jan-24, Forensic Fees - Specialist ,"£3,498.00",Redacted
29-Jan-24, Services & Legal Expenses ,"£3,365.50",Commercial Card
11-Jan-24, Forensic Fees - General ,"£3,338.76",WA Products (UK) Ltd t/a SceneSafe
04-Jan-24, Payment for Services ,"£3,301.50",Ambipar Response Limited
11-Jan-24, Training Course Fees ,"£3,280.50",Jockey Club Racecourses Limited
04-Jan-24, Miscellaneous Contributions ,"£3,237.29",PCC for South Wales
04-Jan-24, Printing Stationery & Office Exps. ,"£3,215.52",J.G. Eckersall
25-Jan-24, Telecommunications ,"£3,192.00",PayPoint plc
11-Jan-24, Mobile Data Costs ,"£3,152.40",Telefonica UK Limited (O2) 
18-Jan-24, Mobile Data Costs ,"£3,152.40",Telefonica UK Limited (O2) 
04-Jan-24, Vehicle Repairs ,"£3,144.61",Halliwell Jones Ltd
11-Jan-24, Cleaning and Domestic Supplies ,"£3,140.45",Arrow County Supplies
04-Jan-24, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
18-Jan-24, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
25-Jan-24, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
18-Jan-24, General Subscriptions ,"£3,096.77",CIPFA Business Limited
04-Jan-24, Rates ,"£3,069.00",Liverpool City Council
18-Jan-24, Payments to Local Authorities ,"£3,052.20",Liverpool City Council
18-Jan-24, Pathologists Fees ,"£3,013.99",Redacted
11-Jan-24, Rates ,"£2,977.00",Sefton MBC (Rates Account) 
15-Jan-24, Services & Legal Expenses ,"£2,958.59",Bank Charges
18-Jan-24, H/W Purchases ,"£2,952.77",Vohkus Limited
18-Jan-24, Payment for Services ,"£2,940.00",AP Coaching and Mentoring Academy CIC.
04-Jan-24, Forensic Fees - Specialist ,"£2,923.80",Redacted
18-Jan-24, Payments to Other Police Authorities ,"£2,921.92",GMCA (PCC for Greater Manchester)
25-Jan-24, Postages ,"£2,890.67",Royal Mail Group Limited t/a Royal Mail
25-Jan-24, Payment for Services ,"£2,880.00",TDCOM Ltd
25-Jan-24, Training Course Fees ,"£2,880.00",Redacted
18-Jan-24, Pathologists Fees ,"£2,863.10",Redacted
18-Jan-24, Pathologists Fees ,"£2,863.10",Redacted
18-Jan-24, Pathologists Fees ,"£2,863.10",Redacted
18-Jan-24, Pathologists Fees ,"£2,863.10",Redacted
18-Jan-24, Pathologists Fees ,"£2,863.10",Redacted
18-Jan-24, Payment for Services ,"£2,863.10",Redacted
25-Jan-24, Miscellaneous Contributions ,"£2,837.69",Police & Crime Commissioner For Northumbria
25-Jan-24, Consultants Fees ,"£2,811.71",The Big Word
18-Jan-24, Diesel ,"£2,794.27",Standard Fuel Oils Limited
04-Jan-24, Rates ,"£2,794.00",Liverpool City Council
10-Jan-24, Comp. Consumeables ,"£2,762.50",Redacted
11-Jan-24, Forensic Fees - General ,"£2,750.88",WA Products (UK) Ltd t/a SceneSafe
25-Jan-24, Diesel ,"£2,747.45",Standard Fuel Oils Limited
04-Jan-24, Forensic Fees - General ,"£2,736.00",CCL Forensics Ltd
25-Jan-24, Service Charges ,"£2,710.20",Redacted
11-Jan-24, Forensic Fees - General ,"£2,710.12",WA Products (UK) Ltd t/a SceneSafe
04-Jan-24, Payments to Other Police Authorities ,"£2,674.09",National Crime Agency (NCA)
11-Jan-24, Electrical Reactive Maintenance ,"£2,670.37",BAM FM Ltd
11-Jan-24, Capital Asset Clearing A/C Plant & Equipment ,"£2,669.76",Corptel Corporate Direct (Europe) Ltd
18-Jan-24, Technical Equipment ,"£2,661.46",SP Services (UK) Ltd
29-Jan-24, Services & Legal Expenses ,"£2,653.18",Commercial Card
18-Jan-24, Profit/Loss on disposal of assets ,"£2,648.83",Redacted
