Payment Date, Description ,Gross Amount, Supplier Name 
21-Dec-23, Electricity General Tariffs ,"£390,001.06",EDF Energy Customers Limited
21-Dec-23, Comp. Operations ,"£308,030.40",Sopra Steria
07-Dec-23, Comp. Operations ,"£218,150.40",Motorola Ltd
07-Dec-23, Consultants Fees ,"£146,461.17",Mitie Care and Custody Ltd
21-Dec-23, Gas General Tariffs ,"£125,359.71",TotalEnergies Gas & Power Limited
22-Dec-23, AirWave Communications ,"£123,988.87",Airwave ASL
21-Dec-23, Forensic Fees - Specialist ,"£79,632.00",Redacted
07-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£78,078.00",Dell Corporation Limited
21-Dec-23, Support Staff-Temporary Staff Wages ,"£72,033.89",Adecco UK Limited
14-Dec-23, Support Staff-Temporary Staff Wages ,"£69,175.62",Adecco UK Limited
07-Dec-23, Support Staff-Temporary Staff Wages ,"£69,131.22",Adecco UK Limited
21-Dec-23, Support Staff-Temporary Staff Wages ,"£68,800.15",Adecco UK Limited
14-Dec-23, Miscellaneous Expenses ,"£67,032.75",Agiito Ltd
07-Dec-23, Water & Sewerage Rates ,"£57,339.99",Water Plus Limited
14-Dec-23, Uniform and Clothing ,"£50,951.90",Wm Sugden & Sons Ltd
07-Dec-23, S/W Licences ,"£50,079.16",Redacted
14-Dec-23, Capital Asset Clearing A/c Building ,"£49,031.82",Home Office Shared Service Centre
21-Dec-23, Miscellaneous Contributions ,"£48,000.00",Royal Court Liverpool Limited
07-Dec-23, Service Charges ,"£46,402.74",BAM FM Ltd
21-Dec-23, Miscellaneous Expenses ,"£45,770.81",Redacted
21-Dec-23, Building Programmed Maintenance ,"£45,419.09",Greenmount Projects Limited
21-Dec-23, Building Programmed Maintenance ,"£45,085.50",Anthony Dever Construction Limited
21-Dec-23, Brokerage Fees ,"£45,000.00",Gallagher Bassett (Imprest)
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£44,484.00",Redacted
07-Dec-23, Equipment Purchases ,"£44,217.83",Tuskerdirect Limited
07-Dec-23, Payment for Services ,"£40,209.77",Police and Crime Commissioner For Lancashire
21-Dec-23, Payments to Other Police Authorities ,"£38,056.20",Police and Crime Commissioner For Cumbria
14-Dec-23, Interpreters Fees ,"£37,402.64",Language Line TI Limited
21-Dec-23, Interpreters Fees ,"£36,010.99",Language Line TI Limited
21-Dec-23, Data Network ,"£35,630.33",Siemens Plc (Building Technologies)
21-Dec-23, Services and Legal Expenses ,"£35,000.00",Redacted
21-Dec-23, Outsourced Contractors ,"£30,971.40",Softcat Plc
14-Dec-23, Comp. Operations ,"£29,771.80",Redacted
21-Dec-23, General Subscriptions ,"£28,333.60",PS Administration Ltd (T/A XPS Administration)
21-Dec-23, Payments to Other Police Authorities ,"£27,445.50",Police and Crime Commissioner For Cheshire
07-Dec-23, Services and Legal Expenses ,"£27,300.00",Bee Kind Training Ltd
21-Dec-23, Service Charges ,"£26,121.65",BAM FM Ltd
14-Dec-23, Comp. Operations ,"£25,262.40",Softcat Plc
14-Dec-23, Forensic Fees - Specialist ,"£25,047.00",Redacted
07-Dec-23, Payment for Services ,"£25,000.00",Vista Spa & Beauty Limited
21-Dec-23, Uniform and Clothing ,"£23,997.60",Chiltern Global Ltd
21-Dec-23, Capital Asset Clearing A/c Intangibles ,"£23,760.00",Bluestar Software Ltd
14-Dec-23, Services and Legal Expenses ,"£23,598.00",SJS Legal Limited t/a SJS Legal
21-Dec-23, Uniform and Clothing ,"£23,468.30",Cooneen At Work Limited
21-Dec-23, Uniform and Clothing ,"£23,372.16",Yaffy Protective Clothing (Part of Mi Hub Ltd)
07-Dec-23, Uniform and Clothing ,"£23,349.74",Cooneen At Work Limited
21-Dec-23, Uniform and Clothing ,"£23,349.74",Cooneen At Work Limited
14-Dec-23, Capital Asset Clearing A/c Vehicles ,"£23,196.00",John Bownes Limited
07-Dec-23, Capital Asset Clearing A/c Vehicles ,"£22,657.96",Peugeot Motor Co PLC
07-Dec-23, Payments to Other Police Authorities ,"£22,156.50",Police & Crime Commissioner For Hertfordshire
21-Dec-23, Mobile Data Costs ,"£21,879.86",EE Ltd (Airtime)
07-Dec-23, Firearms ,"£21,372.00",Redacted
21-Dec-23, Water & Sewerage Rates ,"£20,630.32",Water Plus Limited
14-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£20,277.86",Switchshop Ltd
21-Dec-23, Payments to Other Police Authorities ,"£19,332.57",Police and Crime Commissioner For Cumbria
14-Dec-23, Consultants Fees ,"£18,711.92",The Big Word
13-Dec-23, Services and Legal Expenses ,"£18,654.70",Allstar
21-Dec-23, Kennelling External Dogs ,"£18,434.28",Redacted
20-Dec-23, Direct Transport Costs ,"£18,255.10",Allstar
21-Dec-23, Electrical Reactive Maintenance ,"£18,070.67",BAM FM Ltd
21-Dec-23, Forensic Fees - Specialist ,"£17,997.94",Redacted
21-Dec-23, Payment for Services ,"£17,701.20",Hamilton Sales & Service UK Ltd
21-Dec-23, Mechanical Reactive Maintenance ,"£17,119.81",BAM FM Ltd
21-Dec-23, Services and Legal Expenses ,"£16,880.00",Time Matters UK
21-Dec-23, Services and Legal Expenses ,"£16,880.00",Time Matters UK
07-Dec-23, Training Course Fees ,"£16,560.00",College of Policing Limited
27-Dec-23, Direct Transport Costs ,"£16,427.17",Allstar
21-Dec-23, Data Network ,"£16,417.12",Siemens Plc (Building Technologies)
21-Dec-23, Comp. Operations ,"£16,120.79",Ivanti UK Ltd
06-Dec-23, Direct Transport Costs ,"£15,899.09",Allstar
21-Dec-23, Payment for Services ,"£15,200.00",HYPE MERSEYSIDE
07-Dec-23, Consultants Fees ,"£15,180.00",HKS IT Consultants Ltd
21-Dec-23, Payment for Services ,"£15,012.00",Selectamark Security Systems
07-Dec-23, Services and Legal Expenses ,"£15,000.00",Redacted
21-Dec-23, Payment for Services ,"£14,895.00",Local Solutions
21-Dec-23, Payment for Services ,"£14,700.00",Redacted
21-Dec-23, Electrical Reactive Maintenance ,"£14,568.84",BAM FM Ltd
14-Dec-23, Training Course Fees ,"£13,968.00",The ATACC Group Ltd
21-Dec-23, Mobile Data Costs ,"£13,924.54",EE Ltd (Airtime)
21-Dec-23, Training Course Fees ,"£13,920.00",Expert Witness Services Limited
21-Dec-23, Forensic Fees - Specialist ,"£13,737.28",Redacted
21-Dec-23, Service Charges ,"£13,412.18",BAM FM Ltd
07-Dec-23, Outsourced Contractors ,"£13,200.00",Snow Solutions Ltd
14-Dec-23, Training Course Fees ,"£13,179.00",College of Policing Limited
07-Dec-23, Forensic Fees - Specialist ,"£12,817.20",Redacted
21-Dec-23, Diesel ,"£12,811.31",Standard Fuel Oils Limited
18-Dec-23, Services and Legal Expenses ,"£12,656.00",HM Courts & Tribunals Service
21-Dec-23, Services and Legal Expenses ,"£12,595.19",Bruntwood Estates Limited
07-Dec-23, Services and Legal Expenses ,"£12,500.00",Redacted
07-Dec-23, Telecommunications ,"£12,384.00",BT Global Services Solutions
21-Dec-23, Service Charges ,"£12,243.25",BAM FM Ltd
14-Dec-23, Comp. Operations ,"£12,240.00",HKS IT Consultants Ltd
07-Dec-23, Rates ,"£12,083.00",St Helens MBC
21-Dec-23, Vehicle Costs ,"£11,898.00",R2U Limited (Accident Repair Centre)
07-Dec-23, Consultants Fees ,"£11,880.00",Solus Management Limited
21-Dec-23, Mechanical Reactive Maintenance ,"£11,777.08",BAM FM Ltd
21-Dec-23, Waste Disposal ,"£11,723.22",Bagnall and Morris (Waste Services) Ltd t/a B&M Waste Services
21-Dec-23, Electrical Reactive Maintenance ,"£11,689.33",BAM FM Ltd
07-Dec-23, Consultants Fees ,"£11,561.21",Mace Limited
29-Dec-23, Services and Legal Expenses ,"£11,491.67",Commercial Card
21-Dec-23, Building Programmed Maintenance ,"£11,471.68",Greenmount Projects Limited
07-Dec-23, Printing Stationery & Office Exps. ,"£11,439.60",Socialike Media Ltd t/a Springboard
21-Dec-23, Diesel ,"£11,221.44",Standard Fuel Oils Limited
21-Dec-23, Rates ,"£11,162.00",Warrington Borough Council
21-Dec-23, Uniform and Clothing ,"£11,123.88",BKS ( Made to Measure)Ltd
14-Dec-23, Services and Legal Expenses ,"£11,117.00",Healthy Stadia CIC
21-Dec-23, Payment for Services ,"£10,987.20",Liverpool Streetscene Services Ltd
14-Dec-23, H/W Purchases ,"£10,878.83",Softcat Plc
21-Dec-23, Uniform and Clothing ,"£10,836.67",Cooneen At Work Limited
07-Dec-23, S/W Licences ,"£10,800.00",eSafe Global Limited
21-Dec-23, Comp. Operations ,"£10,538.16",Softcat Plc
14-Dec-23, Breathalyzers ,"£10,512.00",Redacted
18-Dec-23, Services and Legal Expenses ,"£10,396.00",HM Courts & Tribunals Service
07-Dec-23, Training Course Fees ,"£10,390.74",Mayor`s Office for Policing and Crime (MOPC)
07-Dec-23, Kennelling External Dogs ,"£10,190.40",Redacted
07-Dec-23, Miscellaneous Contributions ,"£10,000.00",Wirral MBC
14-Dec-23, Diesel ,"£9,945.34",Standard Fuel Oils Limited
14-Dec-23, Diesel ,"£9,943.92",Standard Fuel Oils Limited
21-Dec-23, Payments to Local Authorities ,"£9,924.32",Scottish Police Authority
21-Dec-23, Forensic Fees - Specialist ,"£9,820.80",Redacted
07-Dec-23, Service Charges ,"£9,736.80",Mace Limited
14-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£9,729.60",Claresys Limited
07-Dec-23, Payment for Services ,"£9,650.00",Cells Project CIC
07-Dec-23, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
07-Dec-23, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
07-Dec-23, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
07-Dec-23, Capital Asset Clearing A/c Vehicles ,"£9,516.00",Car and Commercial Solutions Ltd
07-Dec-23, Vehicle Police Equipment ,"£9,466.20",Redacted
21-Dec-23, Services and Legal Expenses ,"£9,437.00",Healthy Stadia CIC
14-Dec-23, Rates ,"£9,036.00",Liverpool City Council
14-Dec-23, Uniform and Clothing ,"£9,024.00",Yaffy Protective Clothing (Part of Mi Hub Ltd)
14-Dec-23, Payment for Services ,"£9,000.00",Star-SLA
21-Dec-23, Mechanical Reactive Maintenance ,"£8,974.49",BAM FM Ltd
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£8,959.86",Redacted
07-Dec-23, Diesel ,"£8,857.32",Standard Fuel Oils Limited
21-Dec-23, Service Charges ,"£8,847.91",BAM FM Ltd
21-Dec-23, Capital Asset Clearing A/c Vehicles ,"£8,722.80",Redacted
07-Dec-23, Equipment Purchases ,"£8,702.49",Tuskerdirect Limited
07-Dec-23, Other Public Bodies ,"£8,683.74",Liverpool City Council
14-Dec-23, Diesel ,"£8,571.60",Standard Fuel Oils Limited
07-Dec-23, Equipment Purchases ,"£8,541.87",Tuskerdirect Limited
21-Dec-23, Equipment Purchases ,"£8,541.87",Tuskerdirect Limited
21-Dec-23, Training Course Fees ,"£8,424.00",Blue Lights Digital Ltd
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£8,343.13",Corptel Corporate Direct (Europe) Ltd
14-Dec-23, Diesel ,"£8,340.61",Standard Fuel Oils Limited
21-Dec-23, Comp. Operations ,"£8,301.20",Insight Direct (UK) Ltd
21-Dec-23, Rates ,"£8,294.00",Wirral MBC
14-Dec-23, Vehicle Repairs ,"£8,153.95",Peoples Liverpool Limited
14-Dec-23, Forensic Fees - General ,"£8,020.08",WA Products (UK) Ltd t/a SceneSafe
07-Dec-23, Payments to Local Authorities ,"£7,937.03",Experian Limited
21-Dec-23, Payments to Local Authorities ,"£7,937.03",Experian Limited
14-Dec-23, Diesel ,"£7,905.42",Standard Fuel Oils Limited
21-Dec-23, Uniform and Clothing ,"£7,819.60",J & S Accessories Limited
07-Dec-23, Building Reactive Maintenance ,"£7,800.00",Office Recycling Solutions Limited t/a ORS UK Ltd
21-Dec-23, Training Course Fees ,"£7,800.00",Cambridge Centre for Evidence-Based Policing Ltd
21-Dec-23, Rates ,"£7,680.00",Wirral MBC
21-Dec-23, Equipment for prisoners ,"£7,668.00",Charles Fellows Supplies Ltd
07-Dec-23, Medical Counselling ,"£7,650.00",Tavistock & Portman NHS Foundation Trust
07-Dec-23, Forensic Fees - Specialist ,"£7,645.84",Redacted
07-Dec-23, Payments to Other Police Authorities ,"£7,553.54",Police and Crime Commissioner For Lancashire
21-Dec-23, Comp. Operations ,"£7,519.07",Insight Direct (UK) Ltd
14-Dec-23, Forensic Fees - Specialist ,"£7,509.89",Redacted
21-Dec-23, Forensic Fees - General ,"£7,480.80",Air Science Technologies Ltd
21-Dec-23, Electricity General Tariffs ,"£7,367.57",Leep Electricity Services Ltd
21-Dec-23, Training Course Fees ,"£7,365.50",College of Policing Limited
21-Dec-23, Services and Legal Expenses ,"£7,296.00",Redacted
21-Dec-23, Uniform and Clothing ,"£7,273.92",SBI Tac Pro Ltd
21-Dec-23, Rates ,"£7,270.00",Wirral MBC
21-Dec-23, Data Network ,"£7,215.70",EE Ltd (Airtime)
21-Dec-23, Data Network ,"£7,215.70",EE Ltd (Airtime)
07-Dec-23, Rates ,"£7,168.00",St Helens MBC
07-Dec-23, Vehicle Repairs ,"£7,158.59",Halliwell Jones Ltd
14-Dec-23, Diesel ,"£7,102.80",Standard Fuel Oils Limited
21-Dec-23, Maintenance of Dogs ,"£7,088.40",JLA Ltd
21-Dec-23, Network Operating Systems ,"£7,004.98",Ideagen Gael Ltd
14-Dec-23, Catering Service ,"£6,877.81",MCR Systems Limited
07-Dec-23, Payment for Services ,"£6,840.00",Acume Forensics Ltd
21-Dec-23, Equipment for prisoners ,"£6,816.00",Charles Fellows Supplies Ltd
14-Dec-23, Forensic Fees - Specialist ,"£6,684.48",Redacted
14-Dec-23, Building Reactive Maintenance ,"£6,676.80",Dortech Maintenance Limited
07-Dec-23, Cleaning and Domestic Supplies ,"£6,621.79",Orbis Property Protection Ltd
21-Dec-23, Tyres & Tubes ,"£6,560.78",Michelin Tyre PLC
07-Dec-23, Payment for Services ,"£6,496.80",Boing Rapid Secure Ltd
21-Dec-23, Services and Legal Expenses ,"£6,444.78",Redacted
07-Dec-23, Rates ,"£6,400.00",Sefton MBC (Rates Account)
14-Dec-23, S/W Licences ,"£6,399.60",NEC Software Solutions UK Limited
07-Dec-23, General Subscriptions ,"£6,384.00",Symetri Limited
21-Dec-23, Training Course Fees ,"£6,336.00",The ATACC Group Ltd
21-Dec-23, Vehicle Costs ,"£6,323.47",BMC Mechanical LTD
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£6,216.00",Redacted
21-Dec-23, Outsourced Contractors ,"£6,094.32",Wirral MBC
21-Dec-23, Payment for Services ,"£6,075.00",Abbott Toxicology Ltd
07-Dec-23, Consultants Fees ,"£6,052.80",Mace Limited
21-Dec-23, Kennelling External Dogs ,"£5,937.60",Redacted
14-Dec-23, Postages ,"£5,935.10",Redacted
21-Dec-23, Cleaning and Domestic Supplies ,"£5,900.83",Orbis Property Protection Ltd
14-Dec-23, Rates ,"£5,868.00",Liverpool City Council
07-Dec-23, Forensic Fees - Specialist ,"£5,857.10",Redacted
07-Dec-23, Training Course Fees ,"£5,775.00",Virgin Media Ltd
14-Dec-23, Catering Service ,"£5,700.00",MCR Systems Limited
14-Dec-23, Diesel ,"£5,682.24",Standard Fuel Oils Limited
07-Dec-23, Capital Asset Clearing A/c Intangibles ,"£5,638.50",Redacted
21-Dec-23, Training Course Fees ,"£5,634.75",College of Policing Limited
21-Dec-23, Diesel ,"£5,601.12",Standard Fuel Oils Limited
07-Dec-23, Forensic Fees - Specialist ,"£5,564.14",Redacted
21-Dec-23, Forensic Fees - Specialist ,"£5,542.87",Redacted
21-Dec-23, Payment for Services ,"£5,520.00",Positive Pathways North West CIC
21-Dec-23, S/W Licences ,"£5,520.00",Softcat Plc
21-Dec-23, Vehicle Repairs ,"£5,510.51",Halliwell Jones Ltd
21-Dec-23, Horticultural Maintenance ,"£5,456.10",Countrywide Grounds Maintenance Ltd
21-Dec-23, Payment for Services ,"£5,436.00",Redacted
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£5,426.40",Redacted
21-Dec-23, Postages ,"£5,320.08",Royal Mail Group Limited t/a Royal Mail
07-Dec-23, Breathalyzers ,"£5,261.40",Redacted
01-Dec-23, Services and Legal Expenses ,"£5,247.04",Commercial Card
21-Dec-23, Postages ,"£5,182.94",Royal Mail Group Limited t/a Royal Mail
14-Dec-23, Payment for Services ,"£5,079.59",Redacted
21-Dec-23, Data Network ,"£5,067.82",North PB Limited
14-Dec-23, Postages ,"£5,050.28",Royal Mail Group Limited t/a Royal Mail
21-Dec-23, Capital Asset Clearing A/c Intangibles ,"£5,040.00",Bluestar Software Ltd
07-Dec-23, Event Costs ,"£5,019.12",Jockey Club Racecourses Limited
14-Dec-23, Services and Legal Expenses ,"£5,002.08",Connect Internet Solutions Ltd
21-Dec-23, Services and Legal Expenses ,"£5,000.00",Redacted
21-Dec-23, Training Course Fees ,"£4,985.40",Organisation Development Limited
21-Dec-23, Rates ,"£4,941.00",Knowsley MBC
14-Dec-23, Payment for Services ,"£4,859.76",Boing Rapid Secure Ltd
07-Dec-23, Postages ,"£4,851.82",Royal Mail Group Limited t/a Royal Mail
14-Dec-23, Payment for Services ,"£4,800.00",Coggin Sustainable Office Solutions Limited
21-Dec-23, Breathalyzers ,"£4,800.00",Redacted
21-Dec-23, Payments to Other Police Authorities ,"£4,792.66",The Chief Constable of Staffordshire Police
21-Dec-23, Electrical Reactive Maintenance ,"£4,764.22",BAM FM Ltd
07-Dec-23, Services and Legal Expenses ,"£4,756.80",Mace Limited
21-Dec-23, Prisoner Meals ,"£4,721.70",BFS Group Limited (Bidfood)
21-Dec-23, Rates ,"£4,685.00",Wirral MBC
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£4,677.10",Reveal Media Ltd
07-Dec-23, General Subscriptions ,"£4,620.00",Redacted
21-Dec-23, Forensic Fees - General ,"£4,555.39",Agilent Technologies LDA UK Ltd
14-Dec-23, Rates ,"£4,518.00",Liverpool City Council
07-Dec-23, Rates ,"£4,509.00",Sefton MBC (Rates Account)
07-Dec-23, Training Course Fees ,"£4,500.00",Liverpool John Moores University
21-Dec-23, Training Course Fees ,"£4,500.00",Mindfit
11-Dec-23, Services and Legal Expenses ,"£4,500.00",MerseyTravel
12-Dec-23, Services and Legal Expenses ,"£4,494.80",Bank Charges
07-Dec-23, Forensic Fees - Specialist ,"£4,476.00",Redacted
21-Dec-23, Training Course Fees ,"£4,465.50",College of Policing Limited
21-Dec-23, Rates ,"£4,424.00",Knowsley MBC
14-Dec-23, Prisoner Meals ,"£4,364.33",BFS Group Limited (Bidfood)
21-Dec-23, Vehicle Repairs ,"£4,314.61",Rybrook Cars Ltd ( Chester)
21-Dec-23, Diesel ,"£4,271.39",Standard Fuel Oils Limited
14-Dec-23, Maintenance of Dogs ,"£4,248.00",Timberbuild Dog Kennels Ltd
07-Dec-23, Training Course Fees ,"£4,213.00",College of Policing Limited
07-Dec-23, Payment for Services ,"£4,208.52",Protagaras
21-Dec-23, Tyres & Tubes ,"£4,152.24",Michelin Tyre PLC
07-Dec-23, Forensic Fees - Specialist ,"£4,114.44",Redacted
07-Dec-23, Training Course Fees ,"£4,103.00",College of Policing Limited
07-Dec-23, Training Course Fees ,"£4,073.00",College of Policing Limited
21-Dec-23, Payment for Services ,"£4,053.60",Boing Rapid Secure Ltd
14-Dec-23, Forensic Fees - Specialist ,"£3,977.16",Redacted
21-Dec-23, Locksmith Reactive Maintenance ,"£3,945.77",Graham Asset Management Ltd
21-Dec-23, Building Reactive Maintenance ,"£3,904.20",Graham Asset Management Ltd
21-Dec-23, Medical Specialist ,"£3,900.00",Redacted
21-Dec-23, Stable Requirements ,"£3,898.44",Chiltern Global Ltd
07-Dec-23, Rates ,"£3,890.00",Sefton MBC (Rates Account)
14-Dec-23, Forensic Fees - General ,"£3,848.40",North England Laboratory Suppliers Ltd
14-Dec-23, Training Course Fees ,"£3,827.34",Police and Crime Commissioner For Cheshire
07-Dec-23, Firearms ,"£3,824.45",Redacted
07-Dec-23, Garage Equipment ,"£3,774.00",Redacted
14-Dec-23, Services and Legal Expenses ,"£3,750.00",Redacted
21-Dec-23, Forensic Fees - General ,"£3,710.00",WA Products (UK) Ltd t/a SceneSafe
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£3,702.00",Redacted
21-Dec-23, Payment for Services ,"£3,690.00",Concept Twenty Two Limited
21-Dec-23, Rates ,"£3,686.00",Knowsley MBC
21-Dec-23, Data Network ,"£3,676.19",Virgin Media Ltd
21-Dec-23, Vehicle Costs ,"£3,669.84",R2U Limited (Accident Repair Centre)
21-Dec-23, Payment for Services ,"£3,636.00",CJS Event Solutions
14-Dec-23, Pathologists Fees ,"£3,600.00",Redacted
21-Dec-23, Pathologists Fees ,"£3,600.00",Redacted
21-Dec-23, Pathologists Fees ,"£3,598.79",Redacted
21-Dec-23, Pathologists Fees ,"£3,598.79",Redacted
07-Dec-23, Forensic Fees - Specialist ,"£3,597.00",Redacted
21-Dec-23, Vehicle Repairs ,"£3,590.70",Halliwell Jones Ltd
21-Dec-23, Pathologists Fees ,"£3,590.33",Redacted
21-Dec-23, Mechanical Reactive Maintenance ,"£3,589.08",BAM FM Ltd
21-Dec-23, Services and Legal Expenses ,"£3,583.20",Connect Internet Solutions Ltd
07-Dec-23, Equipment for prisoners ,"£3,578.40",Charles Fellows Supplies Ltd
21-Dec-23, Technical Equipment ,"£3,554.42",Redacted
14-Dec-23, Uniform and Clothing ,"£3,535.24",Tailored Image Limited
14-Dec-23, Forensic Fees - Specialist ,"£3,454.70",Redacted
07-Dec-23, Pathologists Fees ,"£3,444.54",Redacted
07-Dec-23, Pathologists Fees ,"£3,444.54",Redacted
14-Dec-23, Services and Legal Expenses ,"£3,400.00",Redacted
07-Dec-23, Firearms ,"£3,369.60",Redacted
07-Dec-23, Training Course Fees ,"£3,360.00",PolComm Training & Development Limited
21-Dec-23, Payment for Services ,"£3,360.00",Liverpool City Council
21-Dec-23, Electrical Reactive Maintenance ,"£3,344.94",BAM FM Ltd
21-Dec-23, Training Course Fees ,"£3,196.50",College of Policing Limited
07-Dec-23, Forensic Fees - Specialist ,"£3,181.20",Redacted
07-Dec-23, Training Course Fees ,"£3,180.00",Reax Limited
21-Dec-23, Training Course Fees ,"£3,168.00",The ATACC Group Ltd
14-Dec-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
14-Dec-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
14-Dec-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
21-Dec-23, Support Staff-Temporary Staff Wages ,"£3,112.20",Michael Page International Recruitment Limited
07-Dec-23, Payment for Services ,"£3,100.00",Liverpool University Hospitals NHS Foundation Trust (MIAA)
18-Dec-23, Services and Legal Expenses ,"£3,099.00",HM Courts & Tribunals Service
07-Dec-23, Vehicle Repairs ,"£3,080.24",Halliwell Jones Ltd
07-Dec-23, Specialist Advice ,"£3,080.00",Kings College London
21-Dec-23, Forensic Fees - Specialist ,"£3,080.00",Redacted
07-Dec-23, Forensic Fees - General ,"£3,034.31",WA Products (UK) Ltd t/a SceneSafe
07-Dec-23, Comp. Operations ,"£3,025.80",Cisilion Limited
21-Dec-23, Comp. Operations ,"£3,025.80",Cisilion Limited
07-Dec-23, Pathologists Fees ,"£3,014.73",Redacted
07-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
07-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
07-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
07-Dec-23, Payment for Services ,"£3,009.58",Redacted
14-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Pathologists Fees ,"£3,009.58",Redacted
21-Dec-23, Specialist Advice ,"£3,000.00",Redacted
21-Dec-23, Payment for Services ,"£3,000.00",Liverpool City Council
21-Dec-23, Services and Legal Expenses ,"£3,000.00",Redacted
07-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£2,991.00",Redacted
07-Dec-23, Rates ,"£2,977.00",Sefton MBC (Rates Account)
07-Dec-23, Training Course Fees ,"£2,970.00",CIPFA Business Limited
21-Dec-23, Operational Equipment ,"£2,937.60",Force Development Services Ltd
14-Dec-23, Vehicle Costs ,"£2,917.76",Halliwell Jones Ltd
21-Dec-23, Capital Asset Clearing A/C Plant & Equipment ,"£2,892.00",Redacted
21-Dec-23, Capital Asset Clearing A/c Vehicles ,"£2,888.86",Redacted
21-Dec-23, Capital Asset Clearing A/c Vehicles ,"£2,888.86",Redacted
21-Dec-23, Capital Asset Clearing A/c Intangibles ,"£2,880.00",Bluestar Software Ltd
14-Dec-23, Forensic Fees - Specialist ,"£2,876.28",Redacted
21-Dec-23, Mechanical Reactive Maintenance ,"£2,864.40",BAM FM Ltd
07-Dec-23, Lubricants ,"£2,820.00",Fuchs Lubricants (UK) Plc
21-Dec-23, Vehicle Repairs ,"£2,809.87",Swansway Garages Ltd t/a Swansway Chester Peugeot
06-Dec-23, Direct Transport Costs ,"£2,809.62",Allstar
29-Dec-23, Services and Legal Expenses ,"£2,794.35",Commercial Card
21-Dec-23, Forensic Fees - Specialist ,"£2,760.00",Redacted
21-Dec-23, Services and Legal Expenses ,"£2,750.00",Redacted
07-Dec-23, Call Charges ,"£2,726.40",Vodafone Ltd (Formerly Cable & Wireless)
21-Dec-23, Payment for Services ,"£2,700.00",Buddi Limited
14-Dec-23, Prisoner Meals ,"£2,697.60",BFS Group Limited (Bidfood)
07-Dec-23, Uniform and Clothing ,"£2,689.98",Cooneen Defence Limited
21-Dec-23, Telecommunications ,"£2,688.00",Redacted
14-Dec-23, Cleaning and Domestic Supplies ,"£2,661.79",Arrow County Supplies
21-Dec-23, Training Course Fees ,"£2,660.00",College of Policing Limited
14-Dec-23, Uniform and Clothing ,"£2,643.06",Giffard Newton & Sons Limited
14-Dec-23, S/W Licences ,"£2,592.00",Aldridge Security Ltd
14-Dec-23, Vehicle Police Equipment ,"£2,585.52",Redacted
14-Dec-23, Training Course Fees ,"£2,561.00",College of Policing Limited
14-Dec-23, General Subscriptions ,"£2,558.09",FRC The Financial Reporting Council
21-Dec-23, Training Course Fees ,"£2,550.00",Tactical Hazmat Ltd
14-Dec-23, Medical Equipment ,"£2,541.60",Kays Medical Limited
21-Dec-23, Batteries ,"£2,520.00",Car and Commercial Solutions Ltd
21-Dec-23, Vehicle Police Equipment ,"£2,475.85",Redacted
14-Dec-23, Uniform and Clothing ,"£2,470.62",Tailored Image Limited
07-Dec-23, Payment for Services ,"£2,468.64",CEG Packaging Ltd t/a Grahams Cartons
21-Dec-23, Building Reactive Maintenance ,"£2,459.86",Graham Asset Management Ltd
13-Dec-23, Direct Transport Costs ,"£2,458.81",Allstar
14-Dec-23, Additional Vehicle Recharge ,"£2,448.00",Automobile Association Developments Limited
21-Dec-23, Vehicle Police Equipment ,"£2,378.40",Redacted
21-Dec-23, Vehicle Police Equipment ,"£2,378.40",Redacted
14-Dec-23, Forensic Fees - General ,"£2,366.18",BOC Limited (BOC Gasses)
21-Dec-23, Training Course Fees ,"£2,357.00",College of Policing Limited
14-Dec-23, Uniform and Clothing ,"£2,356.20",Wm Sugden & Sons Ltd
